,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,合計,0,0,フルコンテナ船,0,0,セミコンテナ船,0,0,ＲＯＲＯ船,0,0,その他コンテナ積船,0,0,品種,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,
合計,,"2,976,358","1,757,700","1,218,658","1,062,034","631,034","431,000","215,022","71,454","143,568","1,372,799","873,548","499,251","326,503","181,664","144,839",合計,,,,,,
農水産品,,"194,588","135,040","59,548","118,445","104,617","13,828","2,501","2,451",50,"59,065","20,600","38,465","14,577","7,372","7,205",農水産品,,,,,,
1,麦,"13,212","11,737","1,475","5,492","5,492",-,715,715,-,"7,005","5,530","1,475",-,-,-,1,麦,,,,,
2,米,"2,675",545,"2,130",210,210,-,-,-,-,"2,465",335,"2,130",-,-,-,2,米,,,,,
3,とうもろこし,"1,734","1,734",-,"1,734","1,734",-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,"15,074","13,644","1,430","10,909","10,894",15,55,55,-,"3,260","1,845","1,415",850,850,-,4,豆類,,,,,
5,その他雑穀,"1,265","1,050",215,540,540,-,-,-,-,725,510,215,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"88,324","54,343","33,981","45,901","41,726","4,175",-,-,-,"40,830","11,260","29,570","1,593","1,357",236,6,野菜・果物,,,,,
7,綿花,85,75,10,85,75,10,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"10,141","8,640","1,501","8,286","8,265",21,-,-,-,"1,855",375,"1,480",-,-,-,8,その他農産品,,,,,
9,羊毛,126,126,-,126,126,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"22,548","16,068","6,480","12,928","12,928",-,55,55,-,"1,810",500,"1,310","7,755","2,585","5,170",10,その他畜産品,,,,,
11,水産品,"39,404","27,078","12,326","32,234","22,627","9,607","1,676","1,626",50,"1,115",245,870,"4,379","2,580","1,799",11,水産品,,,,,
林産品,,"61,678","57,480","4,198","38,913","38,781",132,"11,495","11,495",-,"8,040","4,240","3,800","3,230","2,964",266,林産品,,,,,,
12,原木,117,117,-,117,117,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"54,190","53,260",930,"38,346","38,286",60,"11,495","11,495",-,"1,255",515,740,"3,094","2,964",130,13,製材,,,,,
14,樹脂類,"6,167","3,380","2,787",267,195,72,-,-,-,"5,900","3,185","2,715",-,-,-,14,樹脂類,,,,,
15,木材チップ,33,23,10,13,13,-,-,-,-,20,10,10,-,-,-,15,木材チップ,,,,,
16,その他林産品,796,350,446,110,110,-,-,-,-,550,240,310,136,-,136,16,その他林産品,,,,,
17,薪炭,375,350,25,60,60,-,-,-,-,315,290,25,-,-,-,17,薪炭,,,,,
鉱産品,,"14,127","13,102","1,025","10,562","10,487",75,-,-,-,"3,565","2,615",950,-,-,-,鉱産品,,,,,,
