,,,,,,,,,,,(単位：トン）
国別・港別,計,輸出,輸入,国別・港別,計,輸出,輸入,国別・港別,計,輸出,輸入
ウシュアイア,11,11,-,ナカラ,19,-,19,北マリアナ諸島,10,10,-
サラテ,194,104,90,ベイラ,13,13,-,サイパン,10,10,-
諸港(アルゼンチン）,198,27,171,マプト,36,30,6,ミクロネシア連邦,71,71,-
ウルグアイ,"1,886","1,291",595,マダガスカル,39,39,-,トラック,15,15,-
モンテビデオ,"1,886","1,291",595,タマタブ,39,39,-,ヤップ,41,41,-
パラグアイ,371,371,-,南アフリカ,"31,828","29,015","2,813",諸港(ﾐｸﾛﾈｼｱ連邦),15,15,-
アスンシオン,371,371,-,ダーバン,"26,481","25,938",543,ニューカレドニア,50,50,-
アフリカ,"108,992","100,851","8,141",ポートエリザベス,192,192,-,ヌメア,22,22,-
モロッコ,"2,587","1,049","1,538",ケープタウン,"4,521","2,506","2,015",諸港(ニューカレドニア),28,28,
タンジール,788,788,-,諸港(南アフリカ),634,379,255,,,,
カサブランカ,330,240,90,タンザニア,878,863,15,,,,
アガディール,147,-,147,ダルエスサラム,878,863,15,,,,
諸港(ﾓﾛｯｺ),"1,322",21,"1,301",アンゴラ,4,4,-,,,,
アルジェリア,250,250,-,ルアンダ,4,4,-,,,,
アルジェ,250,250,-,コンゴ民主共和国,30,30,-,,,,
チュニジア,447,281,166,諸港(コンゴ民主共和国),30,30,-,,,,
チュニス,189,95,94,カメルーン,1,1,-,,,,
スース,2,2,-,デュアラ,1,1,-,,,,
ピゼルタ,16,16,-,モーリシャス,"6,262","5,797",465,,,,
諸港(チュニジア),240,168,72,ポートルイス,"6,262","5,797",465,,,,
リビア,15,15,-,ナミビア,435,-,435,,,,
ミスラタ,15,15,-,ウォルビスベイ,435,-,435,,,,
エジプト,"19,065","18,058","1,007",カナリー諸島,20,20,-,,,,
ポートサイド,799,792,7,諸港(カナリー諸島),20,20,-,,,,
アレキサンドリア,"2,772","2,772",-,セーシェル,9,9,-,,,,
ダミエッタ,"14,424","13,993",431,マヘ島,9,9,-,,,,
ソクナポート,627,332,295,レユニオン,10,10,-,,,,
諸港(エジプト),443,169,274,ポイントレスガレット,10,10,-,,,,
スーダン,96,96,-,太洋州,"317,773","72,214","245,559",,,,
ポートスーダン,66,66,-,オーストラリア,"70,199","52,610","17,589",,,,
諸港(スーダン),30,30,-,タウンズビル,158,158,-,,,,
モーリタニア,40,-,40,ブリスベーン,"7,931","6,215","1,716",,,,
ヌアクショット,15,-,15,シドニー,"22,184","21,095","1,089",,,,
諸港(ﾓｰﾘﾀﾆｱ),25,-,25,メルボルン,"17,750","15,312","2,438",,,,
セネガル,187,187,-,アデレード,"5,320","3,281","2,039",,,,
ダカール,187,187,-,ダーウィン,116,116,-,,,,
コートジボアール,"4,456","4,400",56,フリマントル,"15,939","5,632","10,307",,,,
アビジャン,"4,441","4,400",41,ベル　ベイ,19,19,-,,,,
サンペドロ,15,-,15,デバンポート,45,45,-,,,,
コンゴ共和国,32,32,-,パース,7,7,-,,,,
ポアントノアール,30,30,-,諸港(ｵｰｽﾄﾗﾘｱ),730,730,-,,,,
諸港(コンゴ共和国),2,2,-,パプアニューギニア,30,30,-,,,,
ガーナ,"16,779","15,231","1,548",ラエ,10,10,-,,,,
テマ,"16,631","15,231","1,400",ポートモレスビー,20,20,-,,,,
タコラジー,30,-,30,ニュージーランド,"246,616","18,646","227,970",,,,
諸港(ガーナ),118,-,118,オークランド,"17,150","14,186","2,964",,,,
トーゴ,740,737,3,タウランガ,"90,549",697,"89,852",,,,
ロメ,740,737,3,ニュープリマス,211,211,-,,,,
ベナン,638,638,-,ウエリントン,"9,834","2,216","7,618",,,,
コトヌ,638,638,-,ネルソン,"3,719",264,"3,455",,,,
ナイジェリア,"22,515","22,515",-,リッテルトン,"52,291",393,"51,898",,,,
ポートハーコート,375,375,-,ポートチャルマース,683,-,683,,,,
ラゴス,47,47,-,ナピア,"70,812",433,"70,379",,,,
アパパ,"18,913","18,913",-,ブラフ,585,-,585,,,,
諸港(ナイジェリア),"3,180","3,180",-,クリストチャーチ,770,234,536,,,,
ガボン,30,30,-,諸港(ニュージーランド),12,12,-,,,,
リブレビル,30,30,-,フィジー,285,285,-,,,,
ジプチ,376,376,-,ラウトカ,2,2,-,,,,
