　6-(3)　内貿コンテナの係留施設別・年次別個数表,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(単位：TEU）
係留施設別,平成30年(2018年),,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,係留施設別
,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,
合計,"536,826","382,957","153,869","547,581","393,791","153,790","484,137","355,338","128,799","479,654","364,618","115,036","504,657","375,260","129,397",合計
実入,"279,092","147,136","131,956","292,236","160,901","131,335","248,701","137,709","110,992","227,874","127,838","100,036","254,713","141,180","113,533",実入
空,"257,734","235,821","21,913","255,345","232,890","22,455","235,436","217,629","17,807","251,780","236,780","15,000","249,944","234,080","15,864",空
芝浦ふ頭,"1,338","1,138",200,"1,210","1,008",202,873,558,315,683,317,366,918,312,606,芝浦ふ頭
実入,"1,338","1,138",200,"1,210","1,008",202,793,558,235,466,317,149,312,312,-,実入
空,-,-,-,-,-,-,80,-,80,217,-,217,606,-,606,空
竹芝ふ頭,-,-,-,15,11,4,-,-,-,-,-,-,-,-,-,竹芝ふ頭
実入,-,-,-,15,11,4,-,-,-,-,-,-,-,-,-,実入
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空
品川岸壁,"29,975","29,445",530,"23,450","23,168",282,"24,350","24,244",106,"23,404","23,391",13,"27,525","27,180",345,品川岸壁
実入,-,-,-,-,-,-,32,12,20,"1,253","1,253",-,"5,779","5,506",273,実入
空,"29,975","29,445",530,"23,450","23,168",282,"24,318","24,232",86,"22,151","22,138",13,"21,746","21,674",72,空
10号西岸壁,"53,765","29,909","23,856","45,454","24,278","21,176","44,488","23,665","20,823","53,834","29,261","24,573","67,541","36,666","30,875",10号西岸壁
実入,"47,664","29,909","17,755","39,804","24,134","15,670","39,157","23,665","15,492","46,069","29,261","16,808","53,984","36,666","17,318",実入
空,"6,101",-,"6,101","5,650",144,"5,506","5,331",-,"5,331","7,765",-,"7,765","13,557",-,"13,557",空
青海コンテナふ頭（公共）,"88,619","76,784","11,835","53,283","47,706","5,577","58,580","51,333","7,247","56,619","50,890","5,729","48,099","39,715","8,384",青海コンテナふ頭（公共）
実入,"19,893","11,024","8,869","16,381","12,190","4,191","18,270","11,146","7,124","11,291","5,751","5,540","12,239","4,046","8,193",実入
空,"68,726","65,760","2,966","36,902","35,516","1,386","40,310","40,187",123,"45,328","45,139",189,"35,860","35,669",191,空
青海コンテナふ頭（埠頭㈱）,"31,458","30,675",783,"35,706","35,493",213,"38,804","38,538",266,"49,240","48,622",618,"48,925","48,150",775,青海コンテナふ頭（埠頭㈱）
実入,"5,604","4,981",623,"1,775","1,600",175,835,569,266,"1,917","1,303",614,"1,465",874,591,実入
空,"25,854","25,694",160,"33,931","33,893",38,"37,969","37,969",-,"47,323","47,319",4,"47,460","47,276",184,空
大井コンテナふ頭,"226,714","155,607","71,107","282,724","202,921","79,803","206,382","157,627","48,755","193,753","154,668","39,085","214,299","167,667","46,632",大井コンテナふ頭
実入,"116,955","49,493","67,462","141,904","68,150","73,754","91,136","43,447","47,689","76,604","38,316","38,288","94,791","48,732","46,059",実入
空,"109,759","106,114","3,645","140,820","134,771","6,049","115,246","114,180","1,066","117,149","116,352",797,"119,508","118,935",573,空
その他,"104,960","59,401","45,559","105,741","59,206","46,535","110,657","59,373","51,284","102,121","57,469","44,652","97,350","55,569","41,781",その他
実入,"87,641","50,593","37,048","91,149","53,808","37,341","98,475","58,312","40,163","90,274","51,637","38,637","86,142","45,043","41,099",実入
空,"17,319","8,808","8,511","14,592","5,398","9,194","12,182","1,061","11,121","11,847","5,832","6,015","11,208","10,526",682,空
*　四捨五入しているので、合計の数字と内訳の数字が一致しない場合がある。,,,,,,,,,,,,,,,,
