23,原油,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,285,270,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,101,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,"5,094","5,029",65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,,
金属機械工業品,,"295,260","175,897","119,363",649,638,11,-,-,-,"24,915","18,995","5,920","24,915","18,995","5,920",-,-,-,金属機械工業品,,,,,,,
28,鉄鋼,351,256,95,-,-,-,-,-,-,10,10,-,10,10,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,"6,505","2,157","4,348",-,-,-,-,-,-,"1,285",735,550,"1,285",735,550,-,-,-,29,鋼材,,,,,,
30,非鉄金属,"5,849","4,840","1,009",-,-,-,-,-,-,35,-,35,35,-,35,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"29,779","18,439","11,340",-,-,-,-,-,-,"4,260","1,375","2,885","4,260","1,375","2,885",-,-,-,31,金属製品,,,,,,
32,鉄道車両,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,"3,287","2,978",309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,,
34,その他輸送用車両,363,251,112,-,-,-,-,-,-,15,-,15,15,-,15,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,320,260,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,"76,097","27,761","48,336",-,-,-,-,-,-,"14,040","13,905",135,"14,040","13,905",135,-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,618,371,247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,,
38,産業機械,"32,889","10,442","22,447",649,638,11,-,-,-,725,340,385,725,340,385,-,-,-,38,産業機械,,,,,,
39,電気機械,"45,803","30,757","15,046",-,-,-,-,-,-,"1,920",55,"1,865","1,920",55,"1,865",-,-,-,39,電気機械,,,,,,
40,測量・光学・医療機械,"27,918","14,711","13,207",-,-,-,-,-,-,35,5,30,35,5,30,-,-,-,40,測量・光学・医療機械,,,,,,
41,事務用機器,"59,759","59,199",560,-,-,-,-,-,-,"2,150","2,145",5,"2,150","2,145",5,-,-,-,41,事務用機器,,,,,,
42,その他機械,"5,707","3,460","2,247",-,-,-,-,-,-,440,425,15,440,425,15,-,-,-,42,その他機械,,,,,,
化学工業品,,"118,855","82,173","36,682",-,-,-,-,-,-,"12,160","5,935","6,225","12,160","5,935","6,225",-,-,-,化学工業品,,,,,,,
43,陶磁器,653,653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,605,605,-,-,-,-,-,-,-,235,235,-,235,235,-,-,-,-,44,セメント,,,,,,
45,ガラス類,"2,433","2,231",202,-,-,-,-,-,-,805,805,-,805,805,-,-,-,-,45,ガラス類,,,,,,
46,窯業品,"6,727","2,799","3,928",-,-,-,-,-,-,45,15,30,45,15,30,-,-,-,46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,
48,揮発油,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,,
49,その他の石油,"4,531","3,966",565,-,-,-,-,-,-,"1,875","1,615",260,"1,875","1,615",260,-,-,-,49,その他の石油,,,,,,
50,LNG/液化天然ガス,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,
51,LPG/液化石油ガス,"2,620","2,468",152,-,-,-,-,-,-,105,-,105,105,-,105,-,-,-,51,LPG/液化石油ガス,,,,,,
52,その他石油製品,978,878,100,-,-,-,-,-,-,205,195,10,205,195,10,-,-,-,52,その他石油製品,,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,,
54,石炭製品,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,,
55,化学薬品,"54,342","43,556","10,786",-,-,-,-,-,-,"6,215","1,525","4,690","6,215","1,525","4,690",-,-,-,55,化学薬品,,,,,,
56,化学肥料,"5,577","2,652","2,925",-,-,-,-,-,-,"2,335","1,295","1,040","2,335","1,295","1,040",-,-,-,56,化学肥料,,,,,,
57,その他化学工業品,"40,348","22,344","18,004",-,-,-,-,-,-,340,250,90,340,250,90,-,-,-,57,その他化学工業品,,,,,,
軽工業品,,"583,931","350,146","233,785","2,670","2,670",-,-,-,-,"127,801","60,461","67,340","127,801","60,461","67,340",-,-,-,軽工業品,,,,,,,
58,紙・パルプ,"176,020","67,981","108,039","2,670","2,670",-,-,-,-,"47,735","3,060","44,675","47,735","3,060","44,675",-,-,-,58,紙・パルプ,,,,,,
59,糸及び紡績半製品,"2,459",380,"2,079",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,
60,その他繊維工業品,"1,921","1,530",391,-,-,-,-,-,-,10,-,10,10,-,10,-,-,-,60,その他繊維工業品,,,,,,
61,砂糖,"61,982","17,886","44,096",-,-,-,-,-,-,"4,845","4,515",330,"4,845","4,515",330,-,-,-,61,砂糖,,,,,,
62,製造食品,"137,899","111,093","26,806",-,-,-,-,-,-,"43,261","36,421","6,840","43,261","36,421","6,840",-,-,-,62,製造食品,,,,,,
63,飲料,"153,470","116,598","36,872",-,-,-,-,-,-,"18,980","14,175","4,805","18,980","14,175","4,805",-,-,-,63,飲料,,,,,,
64,水,"15,370","2,253","13,117",-,-,-,-,-,-,"9,410",255,"9,155","9,410",255,"9,155",-,-,-,64,水,,,,,,
65,たばこ,"3,390","2,045","1,345",-,-,-,-,-,-,"3,310","1,965","1,345","3,310","1,965","1,345",-,-,-,65,たばこ,,,,,,
66,その他食料工業品,"31,420","30,380","1,040",-,-,-,-,-,-,250,70,180,250,70,180,-,-,-,66,その他食料工業品,,,,,,
雑工業品,,"170,041","146,204","23,837",-,-,-,7,7,-,"31,600","27,940","3,660","31,600","27,940","3,660",-,-,-,雑工業品,,,,,,,
67,がん具,178,178,-,-,-,-,-,-,-,80,80,-,80,80,-,-,-,-,67,がん具,,,,,,
68,衣服・身廻品・はきもの,"17,646","13,038","4,608",-,-,-,-,-,-,240,185,55,240,185,55,-,-,-,68,衣服・身廻品・はきもの,,,,,,
69,文房具・運動娯楽用品・楽器,"14,613","10,788","3,825",-,-,-,7,7,-,50,10,40,50,10,40,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,,
70,家具装備品,"16,027","14,568","1,459",-,-,-,-,-,-,"1,360",250,"1,110","1,360",250,"1,110",-,-,-,70,家具装備品,,,,,,
71,その他日用品,"69,854","63,928","5,926",-,-,-,-,-,-,"11,675","10,695",980,"11,675","10,695",980,-,-,-,71,その他日用品,,,,,,
72,ゴム製品,"11,329","9,313","2,016",-,-,-,-,-,-,"6,310","5,845",465,"6,310","5,845",465,-,-,-,72,ゴム製品,,,,,,
73,木製品,"4,443","4,438",5,-,-,-,-,-,-,5,-,5,5,-,5,-,-,-,73,木製品,,,,,,
74,その他製造工業品,"35,951","29,953","5,998",-,-,-,-,-,-,"11,880","10,875","1,005","11,880","10,875","1,005",-,-,-,74,その他製造工業品,,,,,,
特殊品,,"1,537,878","797,658","740,220","14,598","11,879","2,719",-,-,-,"283,994","218,125","65,869","276,084","214,565","61,519","7,910","3,560","4,350",特殊品,,,,,,,
75,金属くず,"3,462","1,433","2,029",-,-,-,-,-,-,5,5,-,5,5,-,-,-,-,75,金属くず,,,,,,
76,再利用資材,"9,065","2,006","7,059",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,,
77,動植物性製造飼肥料,"57,173","55,943","1,230",-,-,-,-,-,-,"1,540","1,435",105,"1,540","1,435",105,-,-,-,77,動植物性製造飼肥料,,,,,,
78,廃棄物,"4,610","4,130",480,-,-,-,-,-,-,475,-,475,475,-,475,-,-,-,78,廃棄物,,,,,,
79,廃土砂,10,10,-,-,-,-,-,-,-,10,10,-,10,10,-,-,-,-,79,廃土砂,,,,,,
80,輸送用容器,"158,736","51,287","107,449",-,-,-,-,-,-,"33,205","6,055","27,150","33,205","6,055","27,150",-,-,-,80,輸送用容器,,,,,,
81,取合せ品,"1,304,822","682,849","621,973","14,598","11,879","2,719",-,-,-,"248,759","210,620","38,139","240,849","207,060","33,789","7,910","3,560","4,350",81,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
