,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,合計,,,芝浦,,,品川,,,10号地その2,,,,,,,,,品種,,,,,,,
,,,,,芝浦ふ頭,,,品川コンテナ,,,合計,,,10号西岸壁,,,10号東岸壁,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"2,976,358","1,757,700","1,218,658","17,917","15,187","2,730",7,7,-,"495,055","341,186","153,869","487,145","337,626","149,519","7,910","3,560","4,350",合計,,,,,,,
農水産品,,"194,588","135,040","59,548",-,-,-,-,-,-,"8,060","6,560","1,500","8,060","6,560","1,500",-,-,-,農水産品,,,,,,,
1,麦,"13,212","11,737","1,475",-,-,-,-,-,-,"1,085",685,400,"1,085",685,400,-,-,-,1,麦,,,,,,
2,米,"2,675",545,"2,130",-,-,-,-,-,-,270,240,30,270,240,30,-,-,-,2,米,,,,,,
3,とうもろこし,"1,734","1,734",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"15,074","13,644","1,430",-,-,-,-,-,-,855,320,535,855,320,535,-,-,-,4,豆類,,,,,,
5,その他雑穀,"1,265","1,050",215,-,-,-,-,-,-,300,300,-,300,300,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,"88,324","54,343","33,981",-,-,-,-,-,-,"4,790","4,260",530,"4,790","4,260",530,-,-,-,6,野菜・果物,,,,,,
7,綿花,85,75,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,"10,141","8,640","1,501",-,-,-,-,-,-,150,145,5,150,145,5,-,-,-,8,その他農産品,,,,,,
9,羊毛,126,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"22,548","16,068","6,480",-,-,-,-,-,-,500,500,-,500,500,-,-,-,-,10,その他畜産品,,,,,,
11,水産品,"39,404","27,078","12,326",-,-,-,-,-,-,110,110,-,110,110,-,-,-,-,11,水産品,,,,,,
林産品,,"61,678","57,480","4,198",-,-,-,-,-,-,"5,130","2,445","2,685","5,130","2,445","2,685",-,-,-,林産品,,,,,,,
12,原木,117,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"54,190","53,260",930,-,-,-,-,-,-,305,240,65,305,240,65,-,-,-,13,製材,,,,,,
14,樹脂類,"6,167","3,380","2,787",-,-,-,-,-,-,"4,605","2,010","2,595","4,605","2,010","2,595",-,-,-,14,樹脂類,,,,,,
15,木材チップ,33,23,10,-,-,-,-,-,-,10,-,10,10,-,10,-,-,-,15,木材チップ,,,,,,
16,その他林産品,796,350,446,-,-,-,-,-,-,190,190,-,190,190,-,-,-,-,16,その他林産品,,,,,,
17,薪炭,375,350,25,-,-,-,-,-,-,20,5,15,20,5,15,-,-,-,17,薪炭,,,,,,
鉱産品,,"14,127","13,102","1,025",-,-,-,-,-,-,"1,395",725,670,"1,395",725,670,-,-,-,鉱産品,,,,,,,
18,石炭,255,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,"4,064","4,064",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,"2,392","1,557",835,-,-,-,-,-,-,875,215,660,875,215,660,-,-,-,21,砂利・砂,,,,,,
22,石材,"1,898","1,788",110,-,-,-,-,-,-,520,510,10,520,510,10,-,-,-,22,石材,,,,,,
