"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","区政全般","Q7. 区のサービス内容や施設案内、催し情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。","知っている（利用したことがある）","49","7.4"
"202003","区政全般","Q7. 区のサービス内容や施設案内、催し情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。","知っているが利用したことはない","210","31.9"
"202003","区政全般","Q7. 区のサービス内容や施設案内、催し情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。","知らない","397","60.3"
"202003","区政全般","Q7. 区のサービス内容や施設案内、催し情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。","無回答","2","0.3"

"第32回港区民世論調査単純集計表・区政全般Q7","Ver202003",,,,
