国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成27年中の増減
総数,0,13000,総数,3187,2444,32952,20016,3896,3479,2172,2901,4157,4434,1549,1292,82479
総数,1,13100,区部,3007,2344,26852,13023,3471,3122,1937,2627,3813,3278,1294,1157,65925
総数,1,13200,市部,208,82,6264,6851,397,331,265,252,376,1137,239,167,16569
総数,2,13300,郡部,-7,9,-17,20,13,11,-22,36,-12,21,22,-20,54
総数,2,13350,島部,-21,9,-147,122,15,15,-8,-14,-20,-2,-6,-12,-69
総数,1,13100,区部,3007,2344,26852,13023,3471,3122,1937,2627,3813,3278,1294,1157,65925
総数,4,13101,千代田区,53,29,261,285,50,48,56,83,63,44,18,64,1054
総数,4,13102,中央区,209,168,595,339,187,106,63,179,138,221,149,169,2523
総数,4,13103,港区,189,224,703,487,115,149,143,167,179,160,116,75,2707
総数,4,13104,新宿区,158,127,1087,465,118,99,151,189,339,326,108,57,3224
総数,4,13105,文京区,134,192,681,484,154,102,122,110,143,67,146,54,2389
総数,4,13106,台東区,66,53,394,237,67,67,61,-18,148,138,80,123,1416
総数,4,13107,墨田区,133,71,822,401,164,256,36,95,153,27,109,124,2391
総数,4,13108,江東区,250,165,2216,751,180,143,179,117,122,20,168,10,4321
総数,4,13109,品川区,136,149,1228,334,327,418,138,224,222,350,235,164,3925
総数,4,13110,目黒区,63,59,761,331,33,150,30,171,189,61,28,39,1915
総数,4,13111,大田区,222,61,2441,686,224,95,201,-16,278,293,-344,-155,3986
総数,4,13112,世田谷区,235,-39,2829,1350,219,167,120,154,351,455,22,203,6066
総数,4,13113,渋谷区,93,95,646,468,92,92,147,62,173,137,99,40,2144
総数,4,13114,中野区,135,177,1407,682,156,148,-33,180,201,149,70,110,3382
総数,4,13115,杉並区,301,185,2242,975,275,248,122,224,299,226,67,65,5229
総数,4,13116,豊島区,193,128,1186,599,127,13,126,86,141,178,77,-23,2831
総数,4,13117,北区,110,67,692,354,81,103,-67,26,-32,119,-63,17,1407
