国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成27年中の増減
総数,0,13000,総数,-504,-1330,-1918,2367,14,318,732,-314,-992,596,-219,730,-520
総数,1,13100,区部,-143,-386,-32,1062,-60,227,640,-21,-527,911,42,583,2296
総数,1,13200,市部,-357,-989,-1481,914,37,41,10,-330,-514,-383,-298,116,-3234
総数,2,13300,郡部,13,43,-12,22,29,56,82,8,47,52,30,48,418
総数,2,13350,島部,-17,2,-393,369,8,-6,0,29,2,16,7,-17,0
総数,1,13100,区部,-143,-386,-32,1062,-60,227,640,-21,-527,911,42,583,2296
総数,4,13101,千代田区,72,68,21,64,-15,32,-7,39,-17,25,-69,-34,179
総数,4,13102,中央区,79,-40,-70,79,67,46,37,352,1,104,146,177,978
総数,4,13103,港区,21,17,-340,-177,-86,-174,30,-114,-218,-98,-162,-39,-1340
総数,4,13104,新宿区,-236,-240,-484,-272,-153,-301,-110,-34,30,303,-94,-203,-1794
総数,4,13105,文京区,58,-53,-28,-5,-21,-70,69,-120,-60,-113,7,-32,-368
総数,4,13106,台東区,77,-57,-91,-6,-32,-100,-95,-123,-85,-51,-121,-169,-853
総数,4,13107,墨田区,-162,-41,-41,-72,-8,44,-25,-57,-38,-7,78,210,-119
総数,4,13108,江東区,30,1,1465,180,72,-7,191,-147,-122,-119,31,-5,1570
総数,4,13109,品川区,-34,-22,-95,24,-37,438,131,112,66,186,117,43,929
総数,4,13110,目黒区,-42,-152,-164,-105,-123,-44,-101,-192,-54,-73,-133,-89,-1272
総数,4,13111,大田区,-158,-35,-78,170,123,1,13,-37,-166,-69,17,39,-180
総数,4,13112,世田谷区,-89,-45,-151,-33,2,-70,-37,-68,372,172,54,193,300
総数,4,13113,渋谷区,19,3,88,9,-9,-8,26,-128,-146,-59,66,9,-130
総数,4,13114,中野区,10,-21,96,403,-92,121,38,-8,-1,48,-98,-42,454
総数,4,13115,杉並区,-99,-177,41,3,-121,-195,-103,91,-162,97,-154,38,-741
総数,4,13116,豊島区,-46,-63,128,310,59,53,-60,-35,-142,-173,-265,-212,-446
総数,4,13117,北区,99,49,-205,-137,163,-14,78,117,26,-1,46,163,384
総数,4,13118,荒川区,-65,-127,52,-54,-40,0,12,23,3,138,30,42,14
総数,4,13119,板橋区,242,173,49,271,-26,309,145,31,149,187,113,275,1918
総数,4,13120,練馬区,21,29,-92,-71,-12,-43,236,-13,-135,146,156,81,303
総数,4,13121,足立区,4,371,156,425,176,158,136,100,28,108,115,81,1858
総数,4,13122,葛飾区,142,60,245,46,49,68,6,96,21,44,190,31,998
総数,4,13123,江戸川区,-86,-84,-534,10,4,-17,30,94,123,116,-28,26,-346
総数,1,13200,市部,-357,-989,-1481,914,37,41,10,-330,-514,-383,-298,116,-3234
総数,4,13201,八王子市,-205,-233,-781,62,-74,37,-55,142,-3,-111,45,11,-1165
総数,4,13202,立川市,-15,-59,-278,-37,-64,-82,83,-7,19,11,-16,67,-378
総数,4,13203,武蔵野市,48,-134,119,-56,-20,-39,-110,9,-92,-23,-16,-41,-355
