地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成28年1月
0,13000,総数,6608117,6609562,6608994,6625798,6642768,6645148,6648749,6652068,6652352,6655903,6662680,6663836,6664071
1,13100,区部,4505915,4508082,4508305,4523347,4535137,4537291,4540468,4543627,4544507,4547916,4554038,4555365,4555860
1,13200,市部,2059601,2058941,2058144,2060288,2065145,2065356,2065767,2065934,2065336,2065506,2066149,2065993,2065765
2,13300,郡部,28728,28687,28691,28663,28681,28693,28703,28714,28714,28694,28703,28698,28702
2,13350,島部,13873,13852,13854,13500,13805,13808,13811,13793,13795,13787,13790,13780,13744
1,13100,区部,4505915,4508082,4508305,4523347,4535137,4537291,4540468,4543627,4544507,4547916,4554038,4555365,4555860
4,13101,千代田区,26669,26776,26823,26908,27217,27248,27337,27373,27439,27471,27543,27546,27519
4,13102,中央区,66788,66994,67161,67523,67803,67972,68097,68167,68492,68555,68815,69008,69196
4,13103,港区,102382,102586,102796,103077,103365,103477,103469,103663,103744,103858,103865,103914,103731
4,13104,新宿区,167009,167261,167035,167538,168570,168559,168632,168926,168998,169611,170675,170743,170695
4,13105,文京区,102957,103043,103150,103343,103800,103822,103910,104001,104006,104104,104191,104273,104269
4,13106,台東区,97170,97356,97306,97527,97946,97909,97986,98011,97861,98024,98327,98339,98338
4,13107,墨田区,127643,127625,127601,127932,128201,128336,128512,128562,128532,128621,128714,128807,129021
4,13108,江東区,239156,239305,239070,240942,241540,241721,241966,242239,242252,242389,242480,242629,242679
4,13109,品川区,184472,184569,184676,185335,185535,185699,186183,186445,186618,186838,187189,187483,187594
4,13110,目黒区,129394,129413,129417,129748,129932,129873,130006,129951,129976,130187,130322,130323,130301
4,13111,大田区,353402,353400,353317,354579,355070,355226,355297,355456,355371,355385,355603,355465,355369
4,13112,世田谷区,428280,428448,428404,429741,430591,430741,430847,430965,430975,431477,431822,431969,432106
4,13113,渋谷区,102946,103051,103186,103587,103782,103835,103874,103995,103961,104113,104227,104289,104300
4,13114,中野区,160256,160341,160426,161400,162249,162325,162523,162615,162530,162708,163070,163111,163123
4,13115,杉並区,267295,267410,267357,268488,268977,269092,269173,269334,269546,269698,270043,270025,270094
4,13116,豊島区,149025,149242,149210,150010,151098,151192,151277,151533,151490,151584,152102,152006,151886
4,13117,北区,167877,167968,167996,168270,168689,168836,168993,169094,169200,169236,169543,169516,169601
4,13118,荒川区,103107,103098,103010,103299,103658,103686,103733,103827,103848,103963,104213,104287,104296
4,13119,板橋区,268136,268266,268272,269141,269829,269894,270202,270458,270376,270581,270878,270985,271136
4,13120,練馬区,352171,352154,352063,352651,353108,353215,353307,353493,353570,353631,353785,353799,353877
4,13121,足立区,346393,346243,346352,347174,347714,347981,348151,348255,348315,348284,348463,348489,348522
4,13122,葛飾区,221404,221469,221545,222180,222549,222594,222751,222854,222932,223118,223241,223290,223207
4,13123,江戸川区,341983,342064,342132,342954,343914,344058,344242,344410,344475,344480,344927,345069,345000
1,13200,市部,2059601,2058941,2058144,2060288,2065145,2065356,2065767,2065934,2065336,2065506,2066149,2065993,2065765
4,13201,八王子市,292219,291937,291606,291402,292276,292188,292228,292203,292203,292241,292253,292239,292229
4,13202,立川市,89517,89484,89435,89569,89724,89705,89727,89828,89824,89887,89969,90012,90027
4,13203,武蔵野市,68093,68152,68138,68481,68654,68656,68671,68647,68624,68608,68618,68597,68571
4,13204,三鷹市,92780,92742,92706,93019,93110,93059,93012,93009,92995,92970,92973,92941,92987
4,13205,青梅市,68005,67998,68025,68082,68080,68055,68110,68090,68086,68028,68034,68020,68005
4,13206,府中市,132062,132139,131966,132450,133579,133791,133872,133819,133570,133690,133444,133236,133276
4,13207,昭島市,55489,55435,55439,55508,55610,55545,55565,55565,55541,55487,55536,55536,55523
4,13208,調布市,111402,111382,111256,111549,111839,112063,112201,112274,112292,112281,112379,112355,112306
4,13209,町田市,209952,209904,209840,209923,210092,210021,210022,210085,209968,209996,209948,209942,209917
4,13210,小金井市,60336,60323,60341,60404,60494,60497,60488,60508,60469,60488,60553,60566,60544
4,13211,小平市,93664,93728,93793,93900,94332,94402,94444,94439,94398,94438,94490,94519,94540
4,13212,日野市,92519,92509,92482,92979,93241,93248,93259,93258,93297,93297,93371,93408,93413
4,13213,東村山市,74040,73976,73905,73772,73906,73857,73803,73740,73729,73667,73696,73712,73670
4,13214,国分寺市,60562,60516,60556,60591,60716,60733,60773,60757,60780,60741,60808,60801,60735
4,13215,国立市,37293,37255,37236,37191,37178,37168,37182,37191,37179,37187,37264,37315,37339
4,13218,福生市,29157,29136,29121,29199,29251,29261,29237,29221,29194,29175,29249,29234,29217
4,13219,狛江市,39566,39526,39529,39605,39688,39705,39721,39783,39831,39827,39882,39930,39953
4,13220,東大和市,42028,41991,41983,41959,41975,41993,42021,42071,42027,42041,42027,41996,41972
