"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","区政全般","Q3. あなたは、港区政に関心がありますか。","関心がある","206","31.3"
"202003","区政全般","Q3. あなたは、港区政に関心がありますか。","まあ関心がある","271","41.2"
"202003","区政全般","Q3. あなたは、港区政に関心がありますか。","あまり関心がない","123","18.7"
"202003","区政全般","Q3. あなたは、港区政に関心がありますか。","関心がない","19","2.9"
"202003","区政全般","Q3. あなたは、港区政に関心がありますか。","わからない","36","5.5"
"202003","区政全般","Q3. あなたは、港区政に関心がありますか。","無回答","3","0.5"

"第32回港区民世論調査単純集計表・区政全般Q3","Ver202003",,,,
