地域階層,地域,和暦（年度）,西暦（年度）,職員数（本務者）（人）,職員数（本務者）／男（人）,職員数（本務者）／女（人）,職員数（本務者）／国立（人）,職員数（本務者）／国立／男（人）,職員数（本務者）／国立／女（人）,職員数（本務者）／公立（人）,職員数（本務者）／公立／男（人）,職員数（本務者）／公立／女（人）,職員数（本務者）／私立（人）,職員数（本務者）／私立／男（人）,職員数（本務者）／私立／女（人）
0,総数,平成29,2017,762,340,422,31,13,18,699,315,384,32,12,20
0,総数,平成30,2018,749,339,410,31,12,19,685,315,370,33,12,21
0,総数,令和元,2019,726,332,394,30,11,19,663,308,355,33,13,20
0,総数,令和2,2020,713,334,379,30,12,18,652,307,345,31,15,16
0,総数,令和3,2021,708,324,384,31,11,20,648,300,348,29,13,16
0,総数,令和4,2022,697,322,375,30,11,19,636,298,338,31,13,18
1,区部,令和4,2022,479,215,264,29,10,19,434,198,236,16,7,9
2,千代田区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－
2,中央区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－
2,港区,令和4,2022,12,5,7,－,－,－,11,4,7,1,1,－
2,新宿区,令和4,2022,6,2,4,－,－,－,6,2,4,－,－,－
2,文京区,令和4,2022,49,20,29,25,8,17,24,12,12,－,－,－
2,台東区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－
2,墨田区,令和4,2022,10,5,5,－,－,－,10,5,5,－,－,－
2,江東区,令和4,2022,31,14,17,－,－,－,31,14,17,－,－,－
2,品川区,令和4,2022,15,4,11,－,－,－,8,2,6,7,2,5
2,目黒区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－
2,大田区,令和4,2022,39,18,21,－,－,－,39,18,21,－,－,－
2,世田谷区,令和4,2022,63,30,33,－,－,－,63,30,33,－,－,－
2,渋谷区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－
2,中野区,令和4,2022,10,4,6,－,－,－,10,4,6,－,－,－
2,杉並区,令和4,2022,28,14,14,－,－,－,28,14,14,－,－,－
2,豊島区,令和4,2022,9,5,4,－,－,－,9,5,4,－,－,－
2,北区,令和4,2022,22,8,14,－,－,－,22,8,14,－,－,－
2,荒川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－
2,板橋区,令和4,2022,50,23,27,4,2,2,46,21,25,－,－,－
2,練馬区,令和4,2022,30,18,12,－,－,－,22,14,8,8,4,4
2,足立区,令和4,2022,20,8,12,－,－,－,20,8,12,－,－,－
