種別,性別,地域階層,地域,和暦（年）,西暦（年）,月,高等学校等進学者数（人）,高等学校等進学者数／高等学校本科（人）,高等学校等進学者数／高等学校本科／全日制（人）,高等学校等進学者数／高等学校本科／定時制（人）,高等学校等進学者数／高等学校本科／通信制（人）,高等学校等進学者数／中等教育学校後期課程本科（人）,高等学校等進学者数／中等教育学校後期課程本科／全日制（人）,高等学校等進学者数／中等教育学校後期課程本科／定時制（人）,高等学校等進学者数／高等学校別科（人）,高等学校等進学者数／中等教育学校後期課程別科（人）,高等学校等進学者数／高等専門学校（人）,高等学校等進学者数／特別支援学校高等部（人）,高等学校等進学者数／特別支援学校高等部／本科（人）,高等学校等進学者数／特別支援学校高等部／別科（人）
公立,総数（男・女）,0,総数,平成29,2017,3月,76861,75287,70088,3046,2153,－,－,－,－,－,460,1114,1114,－
公立,総数（男・女）,0,総数,平成30,2018,3月,76040,74520,69701,2479,2340,－,－,－,－,－,450,1070,1070,－
公立,総数（男・女）,0,総数,平成31,2019,3月,75430,74010,68698,2439,2873,－,－,－,－,－,445,975,975,－
公立,総数（男・女）,0,総数,令和2,2020,3月,74385,73005,67247,2481,3277,－,－,－,－,－,459,921,921,－
公立,総数（男・女）,0,総数,令和3,2021,3月,71861,70459,64546,2221,3692,－,－,－,－,－,426,976,976,－
公立,総数（男・女）,0,総数,令和4,2022,3月,75138,73667,66971,2517,4179,－,－,－,1,－,455,1015,1015,－
公立,総数（男・女）,1,区部,令和4,2022,3月,44880,44042,40097,1532,2413,－,－,－,1,－,254,583,583,－
公立,総数（男・女）,2,千代田区,令和4,2022,3月,256,251,234,2,15,－,－,－,－,－,3,2,2,－
公立,総数（男・女）,2,中央区,令和4,2022,3月,543,533,474,16,43,－,－,－,－,－,4,6,6,－
公立,総数（男・女）,2,港区,令和4,2022,3月,705,697,630,11,56,－,－,－,－,－,2,6,6,－
公立,総数（男・女）,2,新宿区,令和4,2022,3月,895,881,783,33,65,－,－,－,－,－,4,10,10,－
公立,総数（男・女）,2,文京区,令和4,2022,3月,750,732,670,16,46,－,－,－,－,－,6,12,12,－
公立,総数（男・女）,2,台東区,令和4,2022,3月,947,930,846,43,41,－,－,－,－,－,7,10,10,－
公立,総数（男・女）,2,墨田区,令和4,2022,3月,1483,1453,1284,67,102,－,－,－,－,－,9,21,21,－
公立,総数（男・女）,2,江東区,令和4,2022,3月,2685,2618,2380,109,129,－,－,－,－,－,25,42,42,－
公立,総数（男・女）,2,品川区,令和4,2022,3月,977,965,882,26,57,－,－,－,1,－,8,3,3,－
公立,総数（男・女）,2,目黒区,令和4,2022,3月,906,895,820,19,56,－,－,－,－,－,2,9,9,－
公立,総数（男・女）,2,大田区,令和4,2022,3月,3750,3681,3442,80,159,－,－,－,－,－,20,49,49,－
公立,総数（男・女）,2,世田谷区,令和4,2022,3月,3658,3588,3280,105,203,－,－,－,－,－,23,47,47,－
公立,総数（男・女）,2,渋谷区,令和4,2022,3月,629,619,564,15,40,－,－,－,－,－,8,2,2,－
公立,総数（男・女）,2,中野区,令和4,2022,3月,1199,1184,1086,41,57,－,－,－,－,－,3,12,12,－
公立,総数（男・女）,2,杉並区,令和4,2022,3月,2236,2197,2008,79,110,－,－,－,－,－,15,24,24,－
公立,総数（男・女）,2,豊島区,令和4,2022,3月,858,846,762,27,57,－,－,－,－,－,3,9,9,－
公立,総数（男・女）,2,北区,令和4,2022,3月,1498,1454,1314,57,83,－,－,－,－,－,13,31,31,－
公立,総数（男・女）,2,荒川区,令和4,2022,3月,1056,1034,927,57,50,－,－,－,－,－,9,13,13,－
公立,総数（男・女）,2,板橋区,令和4,2022,3月,2984,2932,2665,105,162,－,－,－,－,－,9,43,43,－
公立,総数（男・女）,2,練馬区,令和4,2022,3月,4550,4484,4102,135,247,－,－,－,－,－,17,49,49,－
公立,総数（男・女）,2,足立区,令和4,2022,3月,4524,4421,3964,224,233,－,－,－,－,－,36,67,67,－
公立,総数（男・女）,2,葛飾区,令和4,2022,3月,2825,2767,2527,93,147,－,－,－,－,－,15,43,43,－
公立,総数（男・女）,2,江戸川区,令和4,2022,3月,4966,4880,4453,172,255,－,－,－,－,－,13,73,73,－
公立,総数（男・女）,1,市部,令和4,2022,3月,29643,29024,26325,969,1730,－,－,－,－,－,196,423,423,－
公立,総数（男・女）,2,八王子市,令和4,2022,3月,4220,4067,3567,244,256,－,－,－,－,－,73,80,80,－
公立,総数（男・女）,2,立川市,令和4,2022,3月,1235,1212,1086,43,83,－,－,－,－,－,8,15,15,－
公立,総数（男・女）,2,武蔵野市,令和4,2022,3月,733,726,676,26,24,－,－,－,－,－,－,7,7,－
公立,総数（男・女）,2,三鷹市,令和4,2022,3月,1084,1066,971,42,53,－,－,－,－,－,1,17,17,－
公立,総数（男・女）,2,青梅市,令和4,2022,3月,1030,998,892,32,74,－,－,－,－,－,1,31,31,－
公立,総数（男・女）,2,府中市,令和4,2022,3月,1971,1931,1782,53,96,－,－,－,－,－,18,22,22,－
公立,総数（男・女）,2,昭島市,令和4,2022,3月,833,820,753,22,45,－,－,－,－,－,3,10,10,－
公立,総数（男・女）,2,調布市,令和4,2022,3月,1369,1338,1220,46,72,－,－,－,－,－,9,22,22,－
公立,総数（男・女）,2,町田市,令和4,2022,3月,3408,3340,3064,59,217,－,－,－,－,－,24,44,44,－
公立,総数（男・女）,2,小金井市,令和4,2022,3月,687,681,630,17,34,－,－,－,－,－,2,4,4,－
公立,総数（男・女）,2,小平市,令和4,2022,3月,1395,1368,1262,43,63,－,－,－,－,－,3,24,24,－
公立,総数（男・女）,2,日野市,令和4,2022,3月,1422,1389,1244,49,96,－,－,－,－,－,13,20,20,－
公立,総数（男・女）,2,東村山市,令和4,2022,3月,1134,1113,999,30,84,－,－,－,－,－,6,15,15,－
公立,総数（男・女）,2,国分寺市,令和4,2022,3月,778,763,698,13,52,－,－,－,－,－,5,10,10,－
公立,総数（男・女）,2,国立市,令和4,2022,3月,461,447,411,9,27,－,－,－,－,－,2,12,12,－
公立,総数（男・女）,2,福生市,令和4,2022,3月,322,317,288,9,20,－,－,－,－,－,－,5,5,－
公立,総数（男・女）,2,狛江市,令和4,2022,3月,429,425,388,11,26,－,－,－,－,－,1,3,3,－
公立,総数（男・女）,2,東大和市,令和4,2022,3月,658,643,570,24,49,－,－,－,－,－,4,11,11,－
公立,総数（男・女）,2,清瀬市,令和4,2022,3月,609,601,547,20,34,－,－,－,－,－,2,6,6,－
公立,総数（男・女）,2,東久留米市,令和4,2022,3月,852,844,767,24,53,－,－,－,－,－,－,8,8,－
公立,総数（男・女）,2,武蔵村山市,令和4,2022,3月,692,677,598,30,49,－,－,－,－,－,3,12,12,－
公立,総数（男・女）,2,多摩市,令和4,2022,3月,1043,1029,923,40,66,－,－,－,－,－,6,8,8,－
公立,総数（男・女）,2,稲城市,令和4,2022,3月,749,732,688,10,34,－,－,－,－,－,6,11,11,－
公立,総数（男・女）,2,羽村市,令和4,2022,3月,461,454,418,8,28,－,－,－,－,－,－,7,7,－
公立,総数（男・女）,2,あきる野市,令和4,2022,3月,718,706,644,24,38,－,－,－,－,－,4,8,8,－
公立,総数（男・女）,2,西東京市,令和4,2022,3月,1350,1337,1239,41,57,－,－,－,－,－,2,11,11,－
公立,総数（男・女）,1,郡部,令和4,2022,3月,423,415,378,9,28,－,－,－,－,－,2,6,6,－
公立,総数（男・女）,2,瑞穂町,令和4,2022,3月,236,234,205,7,22,－,－,－,－,－,－,2,2,－
公立,総数（男・女）,2,日の出町,令和4,2022,3月,157,152,147,1,4,－,－,－,－,－,2,3,3,－
公立,総数（男・女）,2,檜原村,令和4,2022,3月,5,5,5,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,奥多摩町,令和4,2022,3月,25,24,21,1,2,－,－,－,－,－,－,1,1,－
公立,総数（男・女）,1,島部,令和4,2022,3月,192,186,171,7,8,－,－,－,－,－,3,3,3,－
公立,総数（男・女）,2,大島町,令和4,2022,3月,47,45,43,2,－,－,－,－,－,－,2,－,－,－
公立,総数（男・女）,2,利島村,令和4,2022,3月,8,8,8,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,新島村,令和4,2022,3月,21,21,17,－,4,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,神津島村,令和4,2022,3月,15,14,14,－,－,－,－,－,－,－,－,1,1,－
公立,総数（男・女）,2,三宅村,令和4,2022,3月,11,11,11,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,御蔵島村,令和4,2022,3月,3,3,3,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,八丈町,令和4,2022,3月,62,59,51,5,3,－,－,－,－,－,1,2,2,－
公立,総数（男・女）,2,青ヶ島村,令和4,2022,3月,1,1,1,－,－,－,－,－,－,－,－,－,－,－
公立,総数（男・女）,2,小笠原村,令和4,2022,3月,24,24,23,－,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,0,総数,平成29,2017,3月,24184,24175,23987,23,165,－,－,－,－,－,5,4,4,－
私立,総数（男・女）,0,総数,平成30,2018,3月,24005,23988,23791,31,166,3,3,－,－,－,12,2,2,－
私立,総数（男・女）,0,総数,平成31,2019,3月,24474,24459,24130,32,297,－,－,－,－,－,12,3,3,－
私立,総数（男・女）,0,総数,令和2,2020,3月,23935,23919,23590,30,299,2,2,－,－,－,9,5,5,－
私立,総数（男・女）,0,総数,令和3,2021,3月,24355,24344,24015,25,304,－,－,－,－,－,8,3,3,－
私立,総数（男・女）,0,総数,令和4,2022,3月,25176,25167,24758,29,380,1,1,－,－,－,4,4,4,－
私立,総数（男・女）,1,区部,令和4,2022,3月,19876,19872,19549,23,300,1,1,－,－,－,3,－,－,－
私立,総数（男・女）,2,千代田区,令和4,2022,3月,1754,1754,1741,－,13,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,中央区,令和4,2022,3月,153,153,151,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,港区,令和4,2022,3月,2383,2382,2357,1,24,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,新宿区,令和4,2022,3月,1150,1150,1134,－,16,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,文京区,令和4,2022,3月,1539,1537,1504,2,31,－,－,－,－,－,2,－,－,－
私立,総数（男・女）,2,台東区,令和4,2022,3月,47,47,45,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,墨田区,令和4,2022,3月,409,409,404,－,5,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,江東区,令和4,2022,3月,373,373,367,－,6,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,品川区,令和4,2022,3月,1021,1021,1005,－,16,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,目黒区,令和4,2022,3月,527,527,502,2,23,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,大田区,令和4,2022,3月,189,189,187,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,世田谷区,令和4,2022,3月,2905,2905,2874,2,29,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,渋谷区,令和4,2022,3月,963,963,948,1,14,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,中野区,令和4,2022,3月,801,801,798,－,3,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,杉並区,令和4,2022,3月,1273,1273,1252,6,15,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,豊島区,令和4,2022,3月,1508,1507,1487,－,20,1,1,－,－,－,－,－,－,－
私立,総数（男・女）,2,北区,令和4,2022,3月,751,751,733,－,18,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,荒川区,令和4,2022,3月,316,316,316,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,板橋区,令和4,2022,3月,733,733,717,2,14,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,練馬区,令和4,2022,3月,549,549,543,1,5,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,足立区,令和4,2022,3月,184,184,182,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,葛飾区,令和4,2022,3月,158,158,121,5,32,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,江戸川区,令和4,2022,3月,190,190,181,1,8,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,1,市部,令和4,2022,3月,5300,5295,5209,6,80,－,－,－,－,－,1,4,4,－
私立,総数（男・女）,2,八王子市,令和4,2022,3月,793,792,784,1,7,－,－,－,－,－,－,1,1,－
私立,総数（男・女）,2,立川市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,武蔵野市,令和4,2022,3月,654,654,646,1,7,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,三鷹市,令和4,2022,3月,279,279,270,－,9,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,青梅市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,府中市,令和4,2022,3月,112,112,110,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,昭島市,令和4,2022,3月,53,53,53,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,調布市,令和4,2022,3月,632,632,625,－,7,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,町田市,令和4,2022,3月,830,830,807,1,22,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,小金井市,令和4,2022,3月,379,377,375,－,2,－,－,－,－,－,－,2,2,－
私立,総数（男・女）,2,小平市,令和4,2022,3月,259,259,258,－,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,日野市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東村山市,令和4,2022,3月,178,178,175,2,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,国分寺市,令和4,2022,3月,233,233,231,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,国立市,令和4,2022,3月,319,319,311,1,7,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,福生市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,狛江市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東大和市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,清瀬市,令和4,2022,3月,32,31,29,－,2,－,－,－,－,－,－,1,1,－
私立,総数（男・女）,2,東久留米市,令和4,2022,3月,67,67,66,－,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,武蔵村山市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,多摩市,令和4,2022,3月,265,265,263,－,2,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,稲城市,令和4,2022,3月,13,13,12,－,1,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,羽村市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,あきる野市,令和4,2022,3月,70,69,68,－,1,－,－,－,－,－,1,－,－,－
私立,総数（男・女）,2,西東京市,令和4,2022,3月,132,132,126,－,6,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,1,郡部,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,瑞穂町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,日の出町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,檜原村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,奥多摩町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,1,島部,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,大島町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,利島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,新島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,神津島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,三宅村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,御蔵島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,八丈町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,青ヶ島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,小笠原村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,
１３－２　卒業後の状況調査（中学校）　区市町村別高等学校等進学者数,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,
