種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
私立,2,荒川区,令和4,2022,82,61,21,1,－,－,－,2,－,－,－,－,－,58,18,－,－,－,1,－,－,－,－,－,2,29,12
私立,2,板橋区,令和4,2022,278,196,82,5,1,1,－,6,－,3,1,－,－,181,74,－,－,－,6,－,－,－,－,－,－,148,109
私立,2,練馬区,令和4,2022,160,116,44,4,－,2,－,2,－,－,－,－,－,106,39,－,－,－,3,－,－,－,－,2,2,130,78
私立,2,足立区,令和4,2022,97,64,33,1,1,1,－,1,－,－,－,－,－,52,25,－,－,－,1,－,－,－,－,9,6,15,12
私立,2,葛飾区,令和4,2022,91,60,31,2,－,－,－,2,－,－,－,－,－,51,24,－,－,－,2,－,－,－,－,5,5,29,32
私立,2,江戸川区,令和4,2022,162,103,59,2,1,1,－,1,1,－,－,3,－,80,53,－,－,－,4,－,－,－,－,16,－,63,51
私立,1,市部,令和4,2022,2204,1437,767,38,7,20,4,39,8,6,3,11,－,1227,624,－,－,－,42,－,－,－,－,96,79,1023,913
私立,2,八王子市,令和4,2022,406,275,131,7,1,3,－,6,1,2,－,－,－,248,115,－,－,－,9,－,－,－,－,9,5,195,148
私立,2,立川市,令和4,2022,145,90,55,2,－,1,－,2,－,－,－,－,－,71,37,－,－,－,3,－,－,－,－,14,15,38,17
私立,2,武蔵野市,令和4,2022,162,99,63,4,－,1,1,3,－,－,－,－,－,91,60,－,－,－,2,－,－,－,－,－,－,44,53
私立,2,三鷹市,令和4,2022,148,98,50,2,1,2,－,2,－,－,－,－,－,81,39,－,－,－,2,－,－,－,－,11,8,57,53
私立,2,青梅市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和4,2022,73,56,17,1,－,－,－,2,－,－,－,－,－,45,10,－,－,－,1,－,－,－,－,8,6,8,11
私立,2,昭島市,令和4,2022,29,16,13,1,－,－,－,1,－,－,－,－,－,12,10,－,－,－,－,－,－,－,－,2,3,22,19
私立,2,調布市,令和4,2022,139,80,59,3,－,2,1,2,1,－,－,－,－,70,51,－,－,－,4,－,－,－,－,3,2,125,173
私立,2,町田市,令和4,2022,240,153,87,2,2,2,2,4,1,1,3,－,－,142,70,－,－,－,5,－,－,－,－,2,4,179,105
私立,2,小金井市,令和4,2022,125,88,37,2,－,1,－,3,1,－,－,－,－,82,34,－,－,－,2,－,－,－,－,－,－,80,83
私立,2,小平市,令和4,2022,175,122,53,3,－,2,－,3,－,－,－,－,－,100,41,－,－,－,2,－,－,－,－,14,10,48,38
私立,2,日野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和4,2022,121,85,36,2,1,2,－,2,－,－,－,－,－,61,26,－,－,－,3,－,－,－,－,18,6,35,28
私立,2,国分寺市,令和4,2022,48,38,10,1,－,－,－,1,－,－,－,－,－,36,9,－,－,－,1,－,－,－,－,－,－,21,19
私立,2,国立市,令和4,2022,80,59,21,2,－,2,－,1,－,－,－,－,－,52,17,－,－,－,1,－,－,－,－,2,3,77,55
私立,2,福生市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和4,2022,13,8,5,1,－,－,－,－,1,－,－,－,－,6,3,－,－,－,1,－,－,－,－,1,－,7,10
私立,2,東久留米市,令和4,2022,27,11,16,1,－,－,－,1,1,－,－,－,－,9,9,－,－,－,1,－,－,－,－,－,5,6,5
私立,2,武蔵村山市,令和4,2022,69,44,25,1,－,－,－,2,－,－,－,9,－,32,25,－,－,－,－,－,－,－,－,－,－,11,19
私立,2,多摩市,令和4,2022,45,26,19,1,1,－,－,1,－,1,－,2,－,18,16,－,－,－,1,－,－,－,－,3,1,23,30
私立,2,稲城市,令和4,2022,30,12,18,－,1,－,－,－,1,－,－,－,－,12,15,－,－,－,1,－,－,－,－,－,－,7,17
私立,2,羽村市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和4,2022,62,48,14,1,－,2,－,2,－,1,－,－,－,33,8,－,－,－,1,－,－,－,－,9,5,16,6
私立,2,西東京市,令和4,2022,67,29,38,1,－,－,－,1,1,1,－,－,－,26,29,－,－,－,2,－,－,－,－,－,6,24,24
私立,1,郡部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数のうち全日制（再掲）,令和4,2022,9778,6567,3211,187,31,81,10,183,44,83,33,54,15,5639,2662,－,－,1,193,－,－,－,－,339,223,3913,3608
私立,0,総数のうち定時制（再掲）,令和4,2022,74,54,20,1,－,－,－,3,1,－,－,－,－,31,11,－,－,－,3,－,－,－,－,19,5,22,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
７－１０　高等学校（全日制・定時制）　区市町村、職名別教員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
