種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／園長／男（人）,教員数（本務者）／園長／女（人）,教員数（本務者）／副園長／男（人）,教員数（本務者）／副園長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）,教育補助員数／本務者（人）,教育補助員数／本務者／男（人）,教育補助員数／本務者／女（人）,教育補助員数／兼務者／男（人）,教育補助員数／兼務者／女（人）,職員数（本務者）（人）,職員数（本務者）／男（人）,職員数（本務者）／女（人）
公立,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数,平成29,2017,9892,685,9207,353,350,81,262,6,106,15,263,5,169,215,7977,－,15,－,7,－,－,－,3,10,55,307,1403,330,35,295,97,803,2001,1030,971
私立,0,総数,平成30,2018,9851,663,9188,349,351,80,266,8,90,14,279,4,163,198,7986,2,3,－,6,－,－,－,3,8,41,307,1421,344,39,305,100,940,1975,1032,943
私立,0,総数,令和元,2019,9901,690,9211,348,349,81,289,9,92,18,288,5,193,220,7941,－,1,－,8,－,－,－,7,9,43,303,1442,375,36,339,96,1101,1996,1010,986
私立,0,総数,令和2,2020,9905,684,9221,342,356,81,301,8,100,22,307,6,190,215,7900,－,3,－,8,－,－,－,4,10,52,287,1487,412,53,359,104,1304,2061,1028,1033
私立,0,総数,令和3,2021,9817,683,9134,341,359,84,311,8,98,19,349,6,203,205,7746,－,1,－,7,－,1,－,6,20,53,281,1564,454,53,401,115,1505,1959,980,979
私立,0,総数,令和4,2022,9715,681,9034,335,358,94,320,9,105,20,355,5,188,200,7646,－,6,－,10,－,－,－,5,18,41,280,1591,464,62,402,106,1538,1926,960,966
私立,1,区部,令和4,2022,6000,406,5594,208,237,48,186,6,77,10,196,3,100,116,4756,－,5,－,4,－,－,－,4,15,29,176,806,288,40,248,45,856,1138,543,595
私立,2,千代田区,令和4,2022,36,1,35,1,3,－,－,－,3,－,3,－,1,－,25,－,－,－,－,－,－,－,－,－,－,－,4,1,1,－,－,－,6,2,4
私立,2,中央区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,港区,令和4,2022,141,3,138,3,7,－,4,－,2,－,4,－,1,－,120,－,－,－,－,－,－,－,－,－,－,2,11,3,－,3,－,22,22,7,15
私立,2,新宿区,令和4,2022,79,4,75,3,5,1,2,－,1,－,4,－,2,－,61,－,－,－,－,－,－,－,－,－,－,5,12,5,－,5,－,21,10,4,6
私立,2,文京区,令和4,2022,147,8,139,5,7,－,2,－,9,－,2,－,－,3,119,－,－,－,－,－,－,－,－,－,－,5,17,7,－,7,2,62,17,5,12
私立,2,台東区,令和4,2022,76,3,73,3,3,－,2,－,－,－,4,－,1,－,63,－,－,－,－,－,－,－,－,－,－,4,13,4,1,3,－,7,23,6,17
私立,2,墨田区,令和4,2022,104,6,98,3,5,－,3,－,3,－,2,－,1,－,80,－,1,－,－,－,－,－,－,3,3,3,16,1,－,1,－,5,11,7,4
私立,2,江東区,令和4,2022,176,14,162,6,4,3,5,－,－,－,6,－,2,5,145,－,－,－,－,－,－,－,－,－,－,4,10,5,1,4,3,15,37,18,19
私立,2,品川区,令和4,2022,189,13,176,8,7,2,10,－,－,－,5,－,2,3,146,－,－,－,1,－,－,－,－,－,5,9,24,11,－,11,2,44,25,9,16
私立,2,目黒区,令和4,2022,203,8,195,4,10,2,7,－,1,－,11,－,2,2,164,－,－,－,－,－,－,－,－,－,－,11,42,1,－,1,－,53,22,8,14
私立,2,大田区,令和4,2022,552,35,517,21,25,4,14,－,9,2,25,2,13,5,428,－,－,－,－,－,－,－,1,1,2,17,84,44,9,35,7,100,121,60,61
私立,2,世田谷区,令和4,2022,596,36,560,22,22,4,15,－,9,1,9,－,3,7,490,－,－,－,－,－,－,－,1,2,11,12,92,32,2,30,6,61,104,40,64
私立,2,渋谷区,令和4,2022,128,9,119,6,5,－,6,－,1,－,9,－,10,3,87,－,－,－,－,－,－,－,1,－,－,2,28,6,－,6,－,18,16,3,13
私立,2,中野区,令和4,2022,227,14,213,8,8,1,13,1,7,－,10,－,2,4,169,－,－,－,2,－,－,－,－,－,2,8,28,8,1,7,1,42,40,11,29
私立,2,杉並区,令和4,2022,357,21,336,10,22,3,10,－,4,－,5,－,6,8,289,－,－,－,－,－,－,－,－,－,－,12,71,24,2,22,4,89,56,17,39
私立,2,豊島区,令和4,2022,128,3,125,3,11,－,7,－,－,－,7,－,1,－,98,－,1,－,－,－,－,－,－,－,－,5,39,6,1,5,1,24,15,4,11
私立,2,北区,令和4,2022,290,24,266,10,11,2,4,1,6,1,8,－,4,10,232,－,－,－,－,－,－,－,1,－,－,7,17,18,5,13,5,24,60,36,24
私立,2,荒川区,令和4,2022,41,5,36,1,2,2,－,1,1,－,1,－,－,1,32,－,－,－,－,－,－,－,－,－,－,－,2,9,1,8,－,1,8,4,4
私立,2,板橋区,令和4,2022,415,30,385,14,12,3,11,1,8,2,14,1,4,9,333,－,－,－,－,－,－,－,－,－,3,11,68,5,1,4,6,66,72,38,34
私立,2,練馬区,令和4,2022,615,44,571,17,18,8,16,－,4,2,20,－,16,9,493,－,－,－,1,－,－,－,－,8,3,22,85,25,2,23,－,71,110,64,46
私立,2,足立区,令和4,2022,588,54,534,29,20,8,25,－,5,2,15,－,10,15,457,－,2,－,－,－,－,－,－,－,－,23,51,39,4,35,2,48,131,71,60
私立,2,葛飾区,令和4,2022,346,22,324,13,12,3,14,2,3,－,19,－,6,4,269,－,1,－,－,－,－,－,－,－,－,4,17,10,2,8,2,30,83,37,46
私立,2,江戸川区,令和4,2022,566,49,517,18,18,2,16,－,1,－,13,－,13,28,456,－,－,－,－,－,－,－,－,1,－,10,75,24,7,17,4,53,149,92,57
私立,1,市部,令和4,2022,3674,268,3406,126,118,45,131,3,28,10,157,2,88,79,2865,－,－,－,6,－,－,－,1,3,12,104,781,176,22,154,61,681,781,414,367
私立,2,八王子市,令和4,2022,445,25,420,10,17,2,13,－,6,1,34,－,7,11,343,－,－,－,－,－,－,－,－,1,－,10,91,4,－,4,1,68,116,67,49
私立,2,立川市,令和4,2022,161,16,145,6,6,3,5,－,－,－,5,－,3,7,125,－,－,－,－,－,－,－,－,－,1,4,33,19,1,18,1,11,40,20,20
私立,2,武蔵野市,令和4,2022,147,9,138,4,4,1,4,1,5,－,1,－,－,3,122,－,－,－,2,－,－,－,－,－,－,11,26,7,5,2,－,48,42,21,21
私立,2,三鷹市,令和4,2022,213,10,203,6,10,3,7,－,1,－,7,－,5,1,172,－,－,－,－,－,－,－,－,－,1,3,36,2,－,2,－,50,34,18,16
私立,2,青梅市,令和4,2022,47,5,42,5,1,－,4,－,1,－,3,－,7,－,26,－,－,－,－,－,－,－,－,－,－,2,18,－,－,－,1,18,10,5,5
私立,2,府中市,令和4,2022,229,18,211,8,9,3,11,－,2,－,8,－,3,7,176,－,－,－,－,－,－,－,－,－,2,8,44,15,2,13,9,46,53,30,23
私立,2,昭島市,令和4,2022,65,6,59,2,4,－,4,－,－,1,2,1,－,2,48,－,－,－,－,－,－,－,－,－,1,3,19,－,－,－,－,1,23,13,10
私立,2,調布市,令和4,2022,173,11,162,4,8,－,4,－,1,－,4,－,1,7,142,－,－,－,1,－,－,－,－,－,1,3,21,13,－,13,2,41,25,6,19
私立,2,町田市,令和4,2022,484,39,445,16,12,5,21,2,1,2,23,1,10,13,377,－,－,－,1,－,－,－,－,－,－,26,171,23,9,14,14,95,84,40,44
私立,2,小金井市,令和4,2022,65,6,59,3,3,2,1,－,1,－,2,－,1,1,51,－,－,－,－,－,－,－,－,－,－,－,23,－,－,－,1,22,9,7,2
私立,2,小平市,令和4,2022,227,18,209,8,5,6,6,－,－,1,8,－,7,3,183,－,－,－,－,－,－,－,－,－,－,7,21,5,－,5,－,104,37,23,14
私立,2,日野市,令和4,2022,136,15,121,6,4,4,2,－,1,－,9,－,4,5,101,－,－,－,－,－,－,－,－,－,－,－,37,2,－,2,－,21,27,10,17
私立,2,東村山市,令和4,2022,138,11,127,4,4,4,2,－,1,1,10,－,6,2,104,－,－,－,－,－,－,－,－,－,－,1,48,－,－,－,10,21,33,16,17
私立,2,国分寺市,令和4,2022,66,4,62,3,1,－,4,－,－,－,4,－,－,1,53,－,－,－,－,－,－,－,－,－,－,－,4,1,－,1,－,－,13,7,6
私立,2,国立市,令和4,2022,71,8,63,2,3,－,5,－,2,2,2,－,－,4,51,－,－,－,－,－,－,－,－,－,－,1,13,8,1,7,5,－,18,9,9
私立,2,福生市,令和4,2022,38,1,37,1,3,－,3,－,－,－,1,－,5,－,25,－,－,－,－,－,－,－,－,－,－,2,5,－,－,－,－,23,6,5,1
私立,2,狛江市,令和4,2022,58,4,54,3,－,1,1,－,1,－,1,－,3,－,47,－,－,－,1,－,－,－,－,－,－,－,8,7,1,6,－,4,10,6,4
私立,2,東大和市,令和4,2022,42,5,37,2,－,－,3,－,－,－,3,－,－,3,31,－,－,－,－,－,－,－,－,－,－,1,29,－,－,－,－,4,10,5,5
私立,2,清瀬市,令和4,2022,121,9,112,6,1,－,5,－,－,1,3,－,3,2,100,－,－,－,－,－,－,－,－,－,－,2,12,12,1,11,2,6,24,16,8
私立,2,東久留米市,令和4,2022,101,5,96,3,3,2,2,－,－,－,－,－,－,－,91,－,－,－,－,－,－,－,－,－,－,2,9,－,－,－,－,15,22,10,12
私立,2,武蔵村山市,令和4,2022,54,7,47,4,－,1,1,－,－,－,3,－,2,－,40,－,－,－,－,－,－,－,－,2,1,3,7,17,－,17,－,6,16,9,7
私立,2,多摩市,令和4,2022,120,6,114,5,3,－,5,－,3,1,6,－,8,－,89,－,－,－,－,－,－,－,－,－,－,2,32,19,－,19,4,21,29,21,8
私立,2,稲城市,令和4,2022,136,8,128,4,3,3,3,－,－,－,4,－,5,1,113,－,－,－,－,－,－,－,－,－,－,－,5,－,－,－,－,6,30,10,20
私立,2,羽村市,令和4,2022,74,4,70,1,6,1,5,－,－,－,2,－,1,2,56,－,－,－,－,－,－,－,－,－,－,4,21,3,1,2,3,9,13,8,5
私立,2,あきる野市,令和4,2022,82,4,78,3,3,1,4,－,1,－,8,－,7,－,54,－,－,－,1,－,－,－,－,－,－,2,22,2,－,2,2,25,20,11,9
私立,2,西東京市,令和4,2022,181,14,167,7,5,3,6,－,1,－,4,－,－,4,145,－,－,－,－,－,－,－,1,－,5,7,26,17,1,16,6,16,37,21,16
私立,1,郡部,令和4,2022,41,7,34,1,3,1,3,－,－,－,2,－,－,5,25,－,1,－,－,－,－,－,－,－,－,－,4,－,－,－,－,1,7,3,4
私立,2,瑞穂町,令和4,2022,27,4,23,1,2,－,3,－,－,－,1,－,－,3,17,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－,－,－,4,1,3
私立,2,日の出町,令和4,2022,14,3,11,－,1,1,－,－,－,－,1,－,－,2,8,－,1,－,－,－,－,－,－,－,－,－,2,－,－,－,－,1,3,2,1
私立,2,檜原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２－５　幼稚園　区市町村、職名別教員数、教育補助員数及び職員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）教育補助員とは、教育活動の補助に当たっている者である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　3:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
