"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20200601","1","虎ノ門いきいきプラザ","19","454","502","525","470","266","496","2732"
"20200601","2","南桜公園管理棟","7","280","414","294","172","110","204","1481"
"20200601","3","生涯学習センター","2","82","121","124","85","95","212","721"
"20200601","4","福祉プラザさくら川","34","841","900","713","501","340","626","3955"
"20200601","5","エコプラザ","68","670","1170","1129","933","527","699","5196"
"20200601","6","障害保健福祉センター","74","735","1605","1347","872","391","413","5437"
"20200601","7","芝小学校","80","955","1633","1348","941","618","849","6424"
"20200601","8","港勤労福祉会館","17","340","381","328","311","239","876","2492"
"20200601","9","芝浦港南地区総合支所","52","1143","1884","1349","970","563","804","6765"
"20200601","10","三田中学校","25","249","318","313","235","144","302","1586"
"20200601","11","赤羽小学校","89","667","1162","1297","1016","603","1012","5846"
"20200601","12","豊岡いきいきプラザ","87","803","1340","1425","1082","714","1053","6504"
"20200601","13","御田小学校","33","278","473","591","448","327","539","2689"
"20200601","14","旧三光小学校（三光学童クラブ）","148","1165","1976","2394","1871","1092","1689","10335"
"20200601","15","旧神応小学校","61","610","1019","1216","874","571","1118","5469"
"20200601","16","白金小学校","136","904","1526","1809","1483","1015","1638","8511"
"20200601","17","高輪台小学校","109","856","1384","1773","1511","864","1562","8059"
"20200601","18","シティハイツ桂坂","57","543","910","999","769","516","863","4657"
"20200601","19","国民生活センタ－","70","530","669","1034","929","580","994","4806"
"20200601","20","港南小学校","141","575","1083","2321","1541","770","1501","7932"
"20200601","21","六本木中学校","39","458","715","763","553","387","669","3584"
"20200601","22","麻布小学校","70","651","1015","1273","1082","570","845","5506"
"20200601","23","飯倉いきいきプラザ","63","815","1392","1266","793","416","663","5408"
"20200601","24","南山小学校","57","591","893","1065","884","517","815","4822"
"20200601","25","南麻布いきいきプラザ","102","1497","2486","2521","1542","874","1191","10213"
"20200601","26","本村小学校","82","627","902","1255","914","532","1084","5396"
"20200601","27","笄小学校","81","553","1007","1272","1013","599","1013","5538"
"20200601","28","西麻布いきいきプラザ","36","510","731","731","528","313","532","3381"
"20200601","29","高陵中学校","46","368","527","782","650","386","636","3395"
"20200601","30","赤坂地区総合支所","37","486","573","603","540","332","466","3037"
"20200601","31","赤坂子ども中高生プラザ","54","940","1538","1392","1067","622","895","6508"
"20200601","32","赤坂小学校","64","623","1043","1329","993","710","1120","5882"
"20200601","33","赤坂図書館","39","243","395","567","448","313","666","2671"
"20200601","34","青山小学校","38","236","396","604","555","367","859","3055"
"20200601","35","青南小学校","89","606","1049","1344","1133","817","1335","6373"
"20200601","36","赤坂子ども中高生プラザ青山館","12","77","102","144","167","164","336","1002"
"20200601","37","お台場学園","98","425","590","1055","1157","429","472","4226"
"20200601","38","芝浦港南区民センター","88","764","1605","1644","1181","623","874","6779"
"20200601","39","品川インターシティB棟","32","181","434","561","529","291","277","2305"
"20200601","40","芝浦アイランド児童高齢者交流プラザ","98","788","1760","2266","1469","584","704","7669"
"20200601","41","シティハイツ港南","98","461","961","1511","1185","543","735","5494"
"20200601",,"在外選挙人名簿","1","30","143","362","351","146","164","1197"

"投票区別年代別名簿登録者数　令和2年6月1日時点","Ver202006",,,,,,,,,
