都道府県コード又は市区町村コード,地域コード,地方公共団体名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
132098,41003,町田市,2018/1/1,三輪緑山３丁目,1245,588,657,13,15,27,37,24,24,27,33,22,26,20,20,26,20,20,31,41,50,44,41,46,41,43,60,47,53,57,61,52,45,38,39,27,18,14,43,497,
132098,41004,町田市,2018/1/1,三輪緑山４丁目,951,484,467,9,12,23,11,30,15,30,30,41,31,24,22,20,22,18,17,29,26,30,38,45,61,46,49,47,35,31,31,29,28,17,18,9,13,6,8,347,
132098,42001,町田市,2018/1/1,金井１丁目,1707,839,868,28,22,38,27,26,33,44,40,40,37,28,36,33,32,52,41,64,52,64,63,61,65,51,66,49,51,79,65,62,81,62,60,30,42,28,55,729,
132098,42002,町田市,2018/1/1,金井２丁目,1350,665,685,23,26,44,24,30,32,41,38,37,30,35,39,34,33,38,32,49,52,50,65,46,44,50,47,47,55,60,48,34,42,28,23,10,24,9,31,548,
132098,42003,町田市,2018/1/1,金井３丁目,1426,677,749,20,24,21,15,15,14,28,32,34,40,29,40,45,49,33,35,42,35,30,45,43,47,46,61,74,80,88,97,60,58,42,28,12,20,15,29,575,
132098,42004,町田市,2018/1/1,金井４丁目,1003,498,505,32,22,37,24,31,36,24,25,23,23,18,21,30,23,28,36,49,55,45,40,41,33,28,36,20,20,31,43,29,23,15,13,11,20,6,12,408,
132098,42005,町田市,2018/1/1,金井５丁目,1619,823,796,25,21,60,37,89,74,61,49,38,42,24,24,25,42,51,56,97,100,98,93,69,53,37,48,32,31,42,39,31,35,25,29,14,7,5,16,621,
132098,42006,町田市,2018/1/1,金井６丁目,1765,865,900,26,13,14,29,40,29,56,48,48,46,43,36,41,28,39,38,44,54,50,57,42,73,69,79,77,92,113,119,88,64,42,40,24,27,9,28,701,
132098,42007,町田市,2018/1/1,金井７丁目,907,444,463,15,17,19,9,23,28,27,26,45,39,20,35,21,17,25,23,39,24,37,46,43,42,46,33,24,20,25,20,15,17,6,11,7,24,7,32,387,
132098,42008,町田市,2018/1/1,金井８丁目,1474,740,734,30,29,37,22,38,30,50,42,50,49,25,36,33,34,41,38,54,63,66,64,72,62,61,48,39,50,65,64,34,41,19,31,17,19,9,12,593,
132098,43001,町田市,2018/1/1,真光寺１丁目,2180,1075,1105,18,21,31,23,71,61,77,76,81,86,53,50,42,41,47,49,63,71,96,103,114,103,84,79,62,76,85,88,60,62,50,46,25,43,16,27,866,
132098,43002,町田市,2018/1/1,真光寺２丁目,1483,720,763,30,35,33,42,41,41,62,46,49,43,30,26,35,30,40,47,53,55,81,80,51,42,46,52,37,37,37,52,34,46,36,45,16,20,9,24,597,
132098,43003,町田市,2018/1/1,真光寺３丁目,1819,889,930,36,23,45,44,52,51,38,44,52,50,32,20,43,35,39,59,72,68,82,90,74,57,48,44,36,53,64,76,62,80,53,78,38,36,23,22,799,
132098,44001,町田市,2018/1/1,広袴１丁目,174,165,9,0,0,0,0,0,0,59,3,101,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,172,
132098,44002,町田市,2018/1/1,広袴２丁目,1131,533,598,15,11,17,20,18,32,28,44,32,26,24,13,22,24,29,18,45,44,38,53,35,41,35,33,31,35,53,48,38,52,40,48,25,18,8,38,491,
132098,44003,町田市,2018/1/1,広袴３丁目,1906,945,961,35,27,52,38,63,68,87,75,49,53,31,47,30,26,50,49,68,80,104,109,91,83,64,57,45,49,54,62,41,40,41,47,23,31,17,20,702,
132098,44004,町田市,2018/1/1,広袴４丁目,161,73,88,4,7,7,7,11,6,3,6,5,11,3,2,1,2,5,6,5,12,8,6,8,4,3,6,2,1,2,2,3,5,1,2,1,1,1,2,51,
132098,45001,町田市,2018/1/1,小山ヶ丘１丁目,1710,816,894,47,42,84,100,108,91,34,25,15,16,10,16,27,43,92,119,127,117,87,63,48,33,21,20,14,25,26,25,23,25,12,19,16,37,25,78,661,
132098,45002,町田市,2018/1/1,小山ヶ丘２丁目,638,295,343,26,38,36,42,15,22,11,5,5,15,4,8,27,43,47,44,50,38,22,28,19,19,8,15,11,9,8,8,2,1,2,4,1,2,1,2,230,
132098,45003,町田市,2018/1/1,小山ヶ丘３丁目,1606,781,825,31,33,41,29,66,58,45,57,32,41,24,37,50,56,53,52,84,93,92,88,77,52,40,37,40,37,32,42,30,37,19,23,16,30,9,23,724,
132098,45004,町田市,2018/1/1,小山ヶ丘４丁目,4535,2246,2289,167,186,184,157,133,145,167,171,87,77,58,68,153,176,243,257,228,263,278,247,186,145,105,97,78,70,74,88,44,57,35,44,19,19,7,22,1615,
132098,45005,町田市,2018/1/1,小山ヶ丘５丁目,2534,1243,1291,29,36,64,52,97,117,142,138,64,64,46,35,33,52,46,57,112,137,187,189,139,106,77,62,49,46,51,65,49,57,34,32,18,28,6,18,922,
132098,45006,町田市,2018/1/1,小山ヶ丘６丁目,644,309,335,44,42,41,48,25,36,11,12,7,7,5,7,23,35,48,46,37,42,27,18,13,9,7,2,2,7,8,7,4,8,5,6,2,1,0,2,190,
132098,46001,町田市,2018/1/1,木曽西１丁目,1997,964,1033,46,44,67,63,51,52,54,50,42,39,29,31,36,36,84,79,78,85,86,74,64,69,37,46,57,50,55,57,56,75,51,71,36,64,35,48,862,
132098,46002,町田市,2018/1/1,木曽西２丁目,937,471,466,34,28,25,20,28,22,30,27,34,26,23,15,21,31,42,33,34,40,53,54,30,28,29,29,20,21,17,21,19,28,16,22,9,8,7,13,372,
132098,46003,町田市,2018/1/1,木曽西３丁目,1402,670,732,32,34,31,52,41,40,52,49,23,41,25,20,36,37,42,49,57,55,75,73,45,44,43,45,31,41,37,48,43,37,26,27,13,21,18,19,542,
132098,46004,町田市,2018/1/1,木曽西４丁目,1727,840,887,46,41,46,54,37,48,59,46,40,43,39,38,38,45,67,58,85,73,64,70,74,59,48,46,42,37,50,58,31,44,29,52,24,42,21,33,710,
132098,46005,町田市,2018/1/1,木曽西５丁目,1965,967,998,45,23,46,30,68,57,61,73,36,38,35,34,48,50,52,54,79,90,108,99,62,48,54,63,42,44,59,59,56,82,72,82,31,37,13,35,797,
132098,47001,町田市,2018/1/1,木曽東１丁目,4622,2136,2486,99,72,123,73,123,94,110,145,131,110,106,102,108,117,113,142,146,161,155,205,139,174,122,131,95,98,116,149,119,165,124,200,130,195,77,153,2144,
132098,47002,町田市,2018/1/1,木曽東２丁目,2353,1185,1168,27,28,24,18,27,21,20,20,34,23,42,40,63,48,74,67,99,66,140,101,91,58,59,59,75,92,102,122,91,139,115,149,72,76,30,41,1506,
132098,47003,町田市,2018/1/1,木曽東３丁目,3431,1682,1749,72,76,81,95,72,75,74,59,77,79,68,77,98,78,109,102,139,143,162,129,126,112,91,91,75,85,125,114,110,132,94,166,77,86,32,50,1707,
132098,47004,町田市,2018/1/1,木曽東４丁目,4793,2412,2381,84,64,68,67,42,53,87,66,97,88,86,70,131,96,154,133,174,147,218,171,184,159,130,135,145,134,235,232,201,240,189,259,135,142,52,125,2864,
132098,48001,町田市,2018/1/1,山崎１丁目,848,410,438,15,7,29,17,15,18,9,17,7,14,12,9,16,13,24,29,42,35,58,36,15,27,18,23,28,21,27,28,30,50,33,45,19,31,13,18,405,
132098,49001,町田市,2018/1/1,能ヶ谷１丁目,1025,472,553,19,13,15,12,17,23,12,19,42,43,33,56,49,63,38,43,59,54,56,57,34,40,23,30,13,25,20,14,13,22,13,9,9,12,7,18,626,
132098,49002,町田市,2018/1/1,能ヶ谷２丁目,1386,673,713,23,19,37,30,34,23,30,30,29,49,62,58,62,58,48,58,58,67,60,51,41,42,31,33,31,39,45,46,24,31,25,23,11,21,22,35,707,
132098,49003,町田市,2018/1/1,能ヶ谷３丁目,897,455,442,13,15,21,20,21,20,30,26,42,30,21,26,26,29,29,20,40,39,35,34,51,49,31,29,23,22,29,26,13,22,15,10,9,9,6,16,404,
132098,49004,町田市,2018/1/1,能ヶ谷４丁目,1593,756,837,45,39,39,40,38,38,52,56,46,65,41,52,43,52,48,67,64,71,92,91,81,56,47,47,35,37,38,30,16,23,13,23,9,17,9,33,699,
132098,49005,町田市,2018/1/1,能ヶ谷５丁目,1828,875,953,30,25,36,33,68,58,69,68,48,61,27,41,29,23,30,47,56,68,101,101,97,86,60,71,58,54,45,53,42,49,37,46,29,30,13,39,691,
132098,49006,町田市,2018/1/1,能ヶ谷６丁目,1804,894,910,19,22,44,30,74,58,79,65,50,55,34,23,28,27,37,37,42,60,83,96,95,99,70,65,51,44,60,64,35,37,34,43,28,46,31,39,672,
132098,49007,町田市,2018/1/1,能ヶ谷７丁目,2321,1103,1218,36,35,37,53,57,54,84,76,65,64,43,50,40,47,59,51,66,71,97,114,98,107,71,69,68,80,67,69,64,73,56,76,48,64,47,65,939,
132098,50001,町田市,2018/1/1,根岸１丁目,706,357,349,15,18,17,12,19,8,29,21,21,21,14,13,18,22,26,23,23,24,30,33,32,22,13,20,20,21,26,29,30,19,12,16,5,13,7,14,289,
132098,50002,町田市,2018/1/1,根岸２丁目,1378,667,711,18,22,33,23,37,36,44,51,36,38,32,30,30,23,38,34,57,69,68,68,55,56,40,24,25,30,46,47,36,56,35,33,15,29,22,42,601,
132098,51001,町田市,2018/1/1,金森東１丁目,2116,1002,1114,58,50,47,46,47,53,54,56,70,70,55,49,60,64,72,66,87,80,83,88,76,82,57,60,29,52,50,64,57,52,26,67,42,63,32,52,908,
132098,51002,町田市,2018/1/1,金森東２丁目,1283,614,669,18,24,23,30,47,30,53,41,35,39,21,19,28,26,30,27,48,49,66,58,56,54,48,37,18,31,27,48,30,50,33,42,23,39,10,25,568,
132098,51003,町田市,2018/1/1,金森東３丁目,1934,919,1015,42,24,45,42,39,35,41,48,41,49,34,34,49,50,56,46,73,76,67,63,67,55,37,46,47,58,67,81,74,77,54,69,46,68,40,94,949,
132098,51004,町田市,2018/1/1,金森東４丁目,1971,945,1026,31,34,39,34,40,28,36,40,39,46,37,38,36,35,49,49,68,44,72,82,70,72,74,55,38,63,75,90,65,76,74,71,48,80,54,89,878,
132098,52001,町田市,2018/1/1,高ヶ坂１丁目,355,177,178,6,3,8,5,7,8,13,2,13,9,6,7,12,12,10,11,11,10,18,19,11,7,11,20,9,10,11,10,11,12,6,10,5,8,9,15,163,
132098,52002,町田市,2018/1/1,高ヶ坂２丁目,1502,756,746,29,23,35,28,26,25,36,39,56,40,31,41,40,41,48,29,45,51,63,58,55,60,52,56,52,44,61,50,39,37,30,48,23,39,35,37,674,
132098,52003,町田市,2018/1/1,高ヶ坂３丁目,2521,1281,1240,24,27,38,28,41,39,49,41,59,63,72,39,56,37,59,54,95,74,122,92,109,95,76,82,84,58,109,106,93,115,83,126,69,89,43,75,1412,
132098,52004,町田市,2018/1/1,高ヶ坂４丁目,1433,684,749,50,51,34,47,28,33,35,39,34,31,33,43,46,48,48,54,50,60,71,52,60,56,25,39,33,25,32,44,31,46,37,36,24,22,13,23,565,
132098,52005,町田市,2018/1/1,高ヶ坂５丁目,1250,599,651,16,18,22,22,32,40,43,37,32,42,27,21,32,27,18,35,48,48,66,58,60,50,34,39,23,25,35,42,35,39,33,43,29,32,14,33,516,
132098,52006,町田市,2018/1/1,高ヶ坂６丁目,1076,549,527,27,30,30,33,42,26,39,34,28,24,19,26,23,23,40,31,45,51,58,51,48,36,33,26,26,28,29,34,28,35,22,18,8,10,4,11,411,
132098,52007,町田市,2018/1/1,高ヶ坂７丁目,2477,1220,1257,54,36,52,60,83,66,85,69,63,83,51,31,74,55,74,72,92,92,107,145,101,92,71,65,54,57,61,85,63,81,65,81,49,43,21,44,1077,
132098,53001,町田市,2018/1/1,西成瀬１丁目,2533,1252,1281,48,46,73,41,46,68,71,57,77,74,53,57,58,51,77,68,106,103,103,95,105,88,86,93,59,74,86,92,69,90,63,77,44,63,28,44,1056,
132098,53002,町田市,2018/1/1,西成瀬２丁目,1928,932,996,33,34,30,25,36,42,57,35,55,50,38,45,55,52,44,57,68,66,67,62,54,69,62,60,70,72,65,107,76,86,68,53,33,33,21,48,827,
132098,53003,町田市,2018/1/1,西成瀬３丁目,740,368,372,23,22,17,18,17,22,23,25,18,13,16,25,25,20,18,20,23,21,43,35,29,27,26,23,28,21,19,22,11,21,22,19,7,11,3,7,280,
132098,54001,町田市,2018/1/1,南町田１丁目,1626,823,803,34,28,42,34,31,39,33,42,53,34,38,40,46,36,45,51,76,52,57,61,60,61,56,50,52,44,54,51,47,58,42,42,32,38,25,42,709,
132098,54002,町田市,2018/1/1,南町田２丁目,1859,902,957,39,43,48,47,41,34,53,51,58,43,40,53,39,53,65,68,83,58,66,89,62,62,52,52,61,60,81,81,42,56,44,43,21,36,7,28,793,
132098,54003,町田市,2018/1/1,南町田３丁目,2476,1211,1265,74,81,43,47,55,46,53,52,47,53,59,69,100,98,85,86,112,113,128,106,86,83,65,69,46,59,87,92,79,73,40,55,34,38,18,45,1132,
132098,54004,町田市,2018/1/1,南町田４丁目,1718,849,869,59,59,58,44,28,32,38,37,44,43,49,59,71,64,78,72,77,88,86,70,48,53,53,48,28,31,43,48,36,35,27,33,18,26,8,27,721,
132098,54005,町田市,2018/1/1,南町田５丁目,2805,1346,1459,37,36,40,43,96,77,127,129,94,89,51,59,53,56,41,59,84,106,174,216,215,177,101,75,48,56,63,64,45,52,36,48,20,35,21,82,1179,
