都道府県コード又は市区町村コード,地域コード,地方公共団体名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
132098,41003,町田市,2019/1/1,三輪緑山３丁目,1287,618,669,15,19,25,38,30,28,29,22,20,30,19,24,26,23,28,38,45,39,41,47,48,44,48,57,48,52,55,60,55,50,40,36,29,20,17,42,516,
132098,41004,町田市,2019/1/1,三輪緑山４丁目,974,493,481,13,15,24,14,25,13,33,29,34,31,27,23,20,22,23,19,26,25,34,39,40,53,49,52,42,46,35,26,31,28,20,24,10,12,7,10,360,
132098,42001,町田市,2019/1/1,金井１丁目,1687,836,851,27,19,39,28,30,29,35,38,42,40,28,29,35,38,50,40,56,57,73,56,63,59,47,63,47,53,74,65,65,72,61,65,33,41,31,59,731,
132098,42002,町田市,2019/1/1,金井２丁目,1332,659,673,20,22,43,26,28,25,44,39,34,33,36,30,35,33,41,34,46,42,44,64,47,50,41,40,51,53,62,53,38,46,27,28,12,19,10,36,549,
132098,42003,町田市,2019/1/1,金井３丁目,1451,695,756,29,30,22,18,14,12,31,29,33,37,27,35,45,44,43,46,36,40,33,39,46,45,38,61,69,81,87,94,65,62,51,36,12,17,14,30,596,
132098,42004,町田市,2019/1/1,金井４丁目,1012,504,508,20,25,42,24,31,36,29,24,23,20,19,18,29,27,22,35,54,53,50,42,37,37,33,31,24,26,28,36,27,25,20,17,8,18,8,14,409,
132098,42005,町田市,2019/1/1,金井５丁目,1618,811,807,17,27,57,34,87,70,67,57,38,45,18,25,31,38,42,52,86,87,105,110,71,52,42,49,32,33,39,37,33,36,23,29,18,12,5,14,614,
132098,42006,町田市,2019/1/1,金井６丁目,1764,873,891,23,16,19,26,38,30,53,40,45,48,42,29,45,35,40,35,45,47,45,58,52,69,61,70,80,104,105,104,97,78,48,46,24,25,11,31,705,
132098,42007,町田市,2019/1/1,金井７丁目,909,438,471,11,16,17,13,25,20,23,33,40,33,24,34,20,24,25,21,33,25,38,36,39,47,49,33,26,24,25,20,18,16,8,13,6,25,11,38,395,
132098,42008,町田市,2019/1/1,金井８丁目,1446,726,720,26,19,35,22,41,34,48,40,52,43,22,34,34,37,39,35,47,54,63,70,69,59,61,51,42,47,57,61,44,47,22,37,14,17,10,13,584,
132098,43001,町田市,2019/1/1,真光寺１丁目,2166,1078,1088,14,21,29,23,61,44,74,83,91,77,47,52,46,45,46,40,53,69,94,96,118,108,92,85,70,70,72,98,73,53,51,53,25,36,22,35,873,
132098,43002,町田市,2019/1/1,真光寺２丁目,1521,732,789,36,36,29,40,37,43,64,49,45,43,37,32,41,33,41,51,43,51,73,76,70,56,37,47,38,42,43,55,30,38,37,51,19,19,12,27,615,
132098,43003,町田市,2019/1/1,真光寺３丁目,1793,873,920,30,26,41,39,51,50,38,44,46,45,38,25,37,33,38,53,64,71,80,77,82,66,47,41,36,56,58,64,60,86,59,84,39,40,29,20,794,
132098,44001,町田市,2019/1/1,広袴１丁目,192,177,15,0,0,0,0,0,0,46,6,126,7,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,190,
132098,44002,町田市,2019/1/1,広袴２丁目,1139,534,605,16,12,18,24,18,31,25,36,35,25,15,19,25,26,30,24,42,36,40,49,36,42,37,34,30,28,43,53,44,45,40,47,27,26,13,48,501,
132098,44003,町田市,2019/1/1,広袴３丁目,1937,954,983,41,34,46,27,61,63,82,85,57,59,30,44,32,35,41,41,58,72,114,104,93,102,71,60,45,42,50,60,51,47,36,49,23,35,23,24,718,
132098,44004,町田市,2019/1/1,広袴４丁目,157,73,84,3,5,7,5,9,7,5,3,4,11,2,4,4,2,3,4,7,9,8,7,6,6,5,6,2,1,3,3,2,4,1,1,1,4,1,2,51,
132098,45001,町田市,2019/1/1,小山ヶ丘１丁目,1740,820,920,35,36,81,91,111,105,39,32,21,17,12,12,25,36,72,100,123,126,96,70,61,40,19,22,18,26,19,26,28,32,15,20,19,38,26,91,684,
132098,45002,町田市,2019/1/1,小山ヶ丘２丁目,650,304,346,25,40,34,40,21,29,14,5,5,13,5,7,21,32,47,49,49,41,28,29,17,18,13,18,7,6,9,9,4,3,1,3,2,2,2,2,230,
132098,45003,町田市,2019/1/1,小山ヶ丘３丁目,1603,768,835,22,29,38,34,58,52,49,59,33,50,26,39,40,44,50,57,71,78,89,94,89,64,45,38,41,36,35,37,34,42,20,25,16,24,12,33,739,
132098,45004,町田市,2019/1/1,小山ヶ丘４丁目,4603,2273,2330,159,185,189,161,126,155,167,168,103,99,52,49,139,155,235,262,235,255,275,256,200,168,118,102,84,69,66,94,61,57,35,48,21,23,8,24,1666,
132098,45005,町田市,2019/1/1,小山ヶ丘５丁目,2511,1224,1287,28,19,50,58,101,104,130,136,83,84,35,36,30,40,47,57,82,110,186,192,148,128,97,67,42,45,49,59,49,63,40,37,16,29,11,23,925,
132098,45006,町田市,2019/1/1,小山ヶ丘６丁目,724,353,371,47,47,48,48,31,38,14,15,8,12,9,8,23,36,51,47,45,47,30,25,14,13,10,4,2,7,7,5,6,7,5,8,3,2,0,2,214,
132098,46001,町田市,2019/1/1,木曽西１丁目,2016,968,1048,48,40,65,67,53,54,56,56,41,43,28,24,31,35,77,76,80,81,86,85,77,74,40,43,54,59,54,54,49,71,59,69,31,63,39,54,872,
132098,46002,町田市,2019/1/1,木曽西２丁目,963,483,480,26,29,32,21,27,23,28,28,39,19,24,22,22,29,36,31,37,39,53,52,40,36,22,31,26,20,20,21,20,27,13,30,10,5,8,17,382,
132098,46003,町田市,2019/1/1,木曽西３丁目,1432,689,743,34,31,32,53,41,41,52,46,29,44,27,23,31,35,44,50,57,56,72,68,54,55,46,46,29,35,34,46,47,41,25,28,17,21,18,24,561,
132098,46004,町田市,2019/1/1,木曽西４丁目,1749,849,900,37,41,48,50,40,46,54,42,49,53,38,45,38,36,61,58,76,73,78,76,71,56,49,50,51,43,45,43,33,54,33,54,24,43,24,37,727,
132098,46005,町田市,2019/1/1,木曽西５丁目,1966,969,997,43,28,54,24,59,64,70,66,40,44,34,30,38,48,51,55,69,83,114,95,68,63,58,52,45,47,49,55,51,81,70,88,41,34,15,40,797,
132098,47001,町田市,2019/1/1,木曽東１丁目,4542,2094,2448,95,77,117,77,121,88,116,124,115,120,105,92,102,120,113,128,129,163,160,204,136,176,121,134,92,97,114,140,117,153,128,193,130,192,83,170,2113,
132098,47002,町田市,2019/1/1,木曽東２丁目,2332,1172,1160,23,23,19,18,26,21,27,21,27,21,41,37,53,40,77,59,78,63,147,93,107,73,62,54,74,86,93,110,101,141,102,164,78,79,37,57,1523,
132098,47003,町田市,2019/1/1,木曽東３丁目,3378,1650,1728,59,60,73,89,75,73,83,71,69,75,59,72,83,68,101,113,137,116,174,148,133,116,103,94,67,81,115,112,113,117,99,180,70,92,37,51,1710,
132098,47004,町田市,2019/1/1,木曽東４丁目,4712,2369,2343,80,66,66,53,40,60,78,60,81,85,90,67,117,98,154,108,155,146,225,170,182,164,131,133,147,134,214,203,223,238,195,275,128,168,63,115,2859,
132098,48001,町田市,2019/1/1,山崎１丁目,830,400,430,10,7,29,12,19,18,6,20,10,10,7,11,14,12,24,22,36,31,60,39,19,30,16,19,29,24,26,27,29,43,34,52,20,30,12,23,399,
132098,49001,町田市,2019/1/1,能ヶ谷１丁目,991,460,531,16,10,10,12,19,22,16,18,35,43,35,60,49,52,37,41,57,48,54,50,27,45,28,27,16,25,20,17,13,17,13,13,8,13,7,18,614,
132098,49002,町田市,2019/1/1,能ヶ谷２丁目,1366,669,697,18,20,36,19,42,31,31,29,32,46,53,51,60,51,57,53,50,73,59,51,47,42,31,32,26,35,41,47,27,38,23,21,14,21,22,37,698,
132098,49003,町田市,2019/1/1,能ヶ谷３丁目,867,444,423,8,17,19,16,22,17,27,28,42,27,25,23,19,23,32,23,30,29,37,40,47,40,37,36,25,22,26,22,16,24,14,12,9,10,9,14,399,
132098,49004,町田市,2019/1/1,能ヶ谷４丁目,1568,740,828,43,42,36,29,38,41,46,52,40,62,37,53,53,61,44,56,52,71,83,77,94,67,42,49,39,41,42,29,22,28,14,23,8,18,7,29,690,
132098,49005,町田市,2019/1/1,能ヶ谷５丁目,1814,870,944,25,19,29,35,69,49,64,73,58,61,28,45,24,25,30,40,53,61,91,94,105,95,61,76,61,56,46,51,46,51,37,46,23,29,20,38,698,
132098,49006,町田市,2019/1/1,能ヶ谷６丁目,1811,902,909,20,22,40,33,64,46,88,68,50,57,36,25,25,22,40,38,38,55,71,91,105,103,79,69,59,52,57,60,36,40,38,43,30,44,26,41,678,
132098,49007,町田市,2019/1/1,能ヶ谷７丁目,2331,1113,1218,46,31,36,50,55,56,76,74,74,70,41,41,45,51,54,52,64,63,92,117,103,104,74,79,71,70,61,75,68,76,49,73,51,64,53,72,950,
132098,50001,町田市,2019/1/1,根岸１丁目,744,380,364,14,22,19,14,18,10,29,14,30,24,8,13,21,18,28,26,31,29,31,34,27,22,18,17,17,20,28,31,32,20,15,22,6,11,8,17,308,
132098,50002,町田市,2019/1/1,根岸２丁目,1386,668,718,17,25,31,20,34,38,45,53,34,36,32,36,28,18,41,30,49,65,73,78,60,57,40,25,28,24,45,49,41,55,34,38,17,30,19,41,603,
132098,51001,町田市,2019/1/1,金森東１丁目,2122,1007,1115,48,56,52,48,48,45,50,59,73,70,46,47,56,61,77,62,78,80,98,87,74,84,59,63,40,59,42,58,61,59,29,66,41,61,35,50,920,
132098,51002,町田市,2019/1/1,金森東２丁目,1265,601,664,17,16,27,29,37,30,55,42,41,39,22,31,24,18,28,30,42,39,60,57,55,61,50,36,21,32,24,44,33,53,31,44,21,39,13,24,568,
132098,51003,町田市,2019/1/1,金森東３丁目,1927,911,1016,39,30,46,36,41,43,41,39,38,51,36,35,43,47,57,50,74,72,67,59,60,65,46,42,43,56,60,71,73,86,55,72,54,65,38,97,953,
132098,51004,町田市,2019/1/1,金森東４丁目,1958,952,1006,35,23,39,36,35,30,46,41,36,41,33,32,43,29,49,57,53,40,82,77,65,77,79,62,40,55,63,84,76,86,73,69,54,75,51,92,880,
132098,52001,町田市,2019/1/1,高ヶ坂１丁目,362,180,182,6,5,12,5,3,7,14,3,14,7,11,9,7,10,12,10,9,13,17,16,12,10,12,19,10,11,12,12,11,12,6,5,5,12,7,16,167,
132098,52002,町田市,2019/1/1,高ヶ坂２丁目,1471,741,730,21,27,30,19,27,30,37,35,48,41,40,29,38,41,49,33,46,50,63,59,58,60,47,50,49,46,61,39,38,47,31,47,22,41,36,36,672,
132098,52003,町田市,2019/1/1,高ヶ坂３丁目,2482,1266,1216,24,21,32,31,47,33,45,41,60,57,61,37,55,44,57,48,92,67,105,86,119,102,82,84,88,59,109,93,90,113,85,115,60,101,55,84,1404,
132098,52004,町田市,2019/1/1,高ヶ坂４丁目,1457,694,763,48,44,38,55,33,33,33,40,36,42,34,39,50,43,45,57,57,61,65,55,56,56,33,36,34,32,30,33,31,49,33,40,26,24,12,24,575,
132098,52005,町田市,2019/1/1,高ヶ坂５丁目,1273,611,662,16,15,24,25,26,40,42,37,43,34,25,28,31,28,27,33,48,45,50,55,69,63,37,36,31,27,25,42,37,39,36,45,26,31,18,39,531,
132098,52006,町田市,2019/1/1,高ヶ坂６丁目,1050,543,507,26,24,28,30,44,25,39,30,23,27,19,18,26,20,35,30,47,44,49,50,53,42,37,28,26,27,28,30,25,41,25,17,11,12,2,12,414,
132098,52007,町田市,2019/1/1,高ヶ坂７丁目,2459,1208,1251,57,40,54,47,71,71,89,64,67,79,48,47,66,52,70,63,87,86,112,133,96,115,80,58,55,57,59,74,64,77,58,89,53,47,22,52,1072,
132098,53001,町田市,2019/1/1,西成瀬１丁目,2529,1237,1292,48,45,64,44,61,68,64,56,73,70,42,60,55,56,72,63,107,98,114,102,100,87,86,95,61,81,81,82,69,88,69,79,41,70,30,48,1060,
132098,53002,町田市,2019/1/1,西成瀬２丁目,1949,937,1012,28,25,29,32,37,37,58,39,53,59,51,53,47,45,42,51,60,66,76,68,57,75,59,60,67,71,68,91,75,93,69,64,40,30,21,53,855,
132098,53003,町田市,2019/1/1,西成瀬３丁目,802,402,400,33,25,23,21,14,21,24,23,20,15,15,27,27,28,28,28,22,21,43,38,35,22,25,25,24,27,23,17,12,22,19,22,10,10,5,8,303,
132098,54001,町田市,2019/1/1,南町田１丁目,1617,797,820,30,34,43,33,33,36,32,39,46,37,37,46,39,39,45,45,67,58,63,52,56,72,53,40,56,50,45,46,54,59,44,45,32,42,22,47,709,
132098,54002,町田市,2019/1/1,南町田２丁目,1866,912,954,41,30,49,48,43,36,45,49,60,51,44,44,31,53,69,66,83,55,68,88,69,61,52,54,54,63,75,75,55,63,40,51,25,38,9,29,807,
132098,54003,町田市,2019/1/1,南町田３丁目,2548,1239,1309,78,77,45,55,53,43,56,54,50,60,60,89,107,85,86,102,105,101,121,111,100,89,69,82,49,52,75,89,86,75,43,58,36,39,20,48,1166,
132098,54004,町田市,2019/1/1,南町田４丁目,1803,887,916,68,62,63,48,32,28,39,43,38,44,53,63,68,70,81,84,79,81,93,78,52,56,52,54,36,31,46,48,31,40,29,32,15,25,12,29,763,
132098,54005,町田市,2019/1/1,南町田５丁目,2775,1330,1445,39,34,35,33,81,70,122,125,110,111,46,60,45,54,48,51,60,86,156,208,236,190,108,90,56,58,55,59,47,47,40,50,22,37,24,82,1174,
