都道府県コード又は市区町村コード,地域コード,地方公共団体名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
132098,0,町田市,2021/1/1,全域,429152,209979,219173,7324,7108,9180,8474,10211,9845,11109,10464,11781,11298,9972,9433,10252,9760,12376,11955,14786,14631,18688,18373,17845,16763,14448,13870,11352,11659,11427,12390,13475,16083,10833,14174,8431,10949,6489,11944,202948,
132098,1000,町田市,2021/1/1,相原町,14981,7275,7706,237,213,281,277,314,310,335,351,428,388,316,299,357,357,424,420,518,490,572,542,550,526,491,463,415,461,479,528,567,649,442,561,329,396,220,475,7032,
132098,2001,町田市,2021/1/1,旭町１丁目,1772,888,884,29,36,39,28,26,25,37,26,59,55,56,63,68,59,77,58,70,68,61,71,68,62,71,57,43,47,61,42,45,57,37,40,23,43,18,47,996,
132098,2002,町田市,2021/1/1,旭町２丁目,1023,537,486,22,15,17,26,22,12,22,14,18,18,42,25,27,22,49,32,53,34,39,35,45,33,23,41,29,24,28,25,32,38,28,31,25,25,16,36,512,
132098,2003,町田市,2021/1/1,旭町３丁目,2101,1074,1027,29,32,39,33,44,38,48,52,78,53,82,43,64,45,62,55,81,62,77,90,76,82,90,75,58,60,47,48,59,76,54,62,45,60,41,61,1034,
132098,3000,町田市,2021/1/1,大蔵町,9181,4593,4588,179,164,228,177,242,256,224,266,294,308,259,263,281,252,287,287,354,336,425,399,435,344,288,280,249,232,208,217,225,273,199,230,121,153,95,151,4266,
132098,4001,町田市,2021/1/1,小川１丁目,2725,1325,1400,50,51,60,49,61,69,85,74,76,88,61,53,51,55,68,81,82,92,127,150,134,136,106,80,70,66,57,69,86,100,68,83,47,57,36,47,1184,
132098,4002,町田市,2021/1/1,小川２丁目,2655,1305,1350,47,51,62,50,60,58,73,57,63,66,71,67,69,69,97,84,95,107,124,124,109,93,79,104,75,49,50,57,80,105,72,87,49,68,30,54,1227,
132098,4003,町田市,2021/1/1,小川３丁目,1180,576,604,19,20,26,16,15,22,25,27,32,27,25,29,24,22,36,37,38,30,51,56,42,32,38,42,40,37,20,37,52,61,45,49,36,35,12,25,543,
132098,4004,町田市,2021/1/1,小川４丁目,1299,628,671,22,17,17,22,23,22,29,34,43,39,30,28,25,25,24,38,32,32,45,48,52,49,43,44,37,30,35,40,47,72,54,54,39,40,31,37,613,
132098,4005,町田市,2021/1/1,小川５丁目,1969,954,1015,23,21,30,36,38,64,87,75,90,92,49,38,33,31,35,42,49,53,96,114,122,120,95,92,53,49,36,30,36,47,37,47,27,33,18,31,791,
132098,4006,町田市,2021/1/1,小川６丁目,2988,1520,1468,149,139,111,111,80,46,83,75,83,82,60,50,100,124,157,145,130,123,134,139,131,122,82,79,72,59,42,42,42,54,33,35,22,25,9,18,1140,
132098,4007,町田市,2021/1/1,小川７丁目,978,499,479,23,32,51,34,55,49,39,35,18,17,13,10,21,24,31,31,65,70,66,68,42,38,23,17,13,11,8,11,13,10,10,7,6,7,2,8,357,
132098,5000,町田市,2021/1/1,小野路町,3749,1933,1816,45,49,40,43,50,70,77,66,186,84,99,66,85,62,111,63,118,101,141,111,157,123,147,119,116,93,138,122,136,143,97,126,78,129,112,246,1976,
132098,6000,町田市,2021/1/1,小山町,18803,9521,9282,400,366,556,495,652,629,626,583,539,508,465,408,491,464,594,568,747,788,973,896,796,689,537,472,429,403,435,467,495,550,396,426,249,308,141,262,7943,
132098,7000,町田市,2021/1/1,金井町,15,6,9,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,8,
132098,8001,町田市,2021/1/1,金森１丁目,2785,1356,1429,30,38,33,36,41,42,63,64,89,88,101,66,74,60,79,60,77,79,112,114,102,110,96,99,88,89,89,95,97,93,63,103,66,81,56,112,1436,
132098,8002,町田市,2021/1/1,金森２丁目,3133,1529,1604,62,59,66,58,64,66,87,78,106,98,75,68,88,81,77,65,109,118,118,131,127,133,107,110,80,75,78,89,89,98,82,97,56,85,58,95,1416,
132098,8003,町田市,2021/1/1,金森３丁目,1727,850,877,29,29,36,52,47,45,40,43,40,33,44,38,29,27,53,42,65,54,81,91,72,64,50,41,38,48,41,44,65,66,52,63,38,55,30,42,769,
132098,8004,町田市,2021/1/1,金森４丁目,2215,1052,1163,38,50,57,34,50,56,59,61,51,43,35,43,61,49,64,60,53,57,85,82,67,84,72,76,58,47,52,55,66,89,70,95,57,88,57,94,1056,
132098,8005,町田市,2021/1/1,金森５丁目,588,286,302,8,8,14,10,6,10,18,8,11,22,16,16,19,15,21,17,13,12,18,28,25,23,24,14,16,15,25,30,25,29,14,21,9,5,4,19,281,
132098,8006,町田市,2021/1/1,金森６丁目,2068,1009,1059,37,43,61,71,71,73,65,63,51,58,35,40,44,38,66,78,89,85,85,90,81,66,73,64,44,45,61,50,47,66,35,51,30,33,34,45,807,
132098,8007,町田市,2021/1/1,金森７丁目,1941,861,1080,33,24,33,34,42,28,45,49,56,57,40,30,29,43,50,61,49,53,78,77,52,83,59,78,42,53,49,79,57,82,56,81,52,85,39,83,949,
132098,9000,町田市,2021/1/1,上小山田町,4716,2359,2357,67,66,132,91,177,186,216,184,127,155,83,75,78,95,135,110,153,175,286,270,235,200,132,133,123,119,112,129,142,153,88,95,45,60,28,61,1812,
132098,10000,町田市,2021/1/1,木曽町,361,180,181,5,9,7,11,7,10,7,12,11,8,18,10,9,11,8,9,20,12,22,15,15,11,12,14,11,9,6,12,6,7,7,7,4,7,5,7,173,
132098,12000,町田市,2021/1/1,下小山田町,3820,1869,1951,67,62,84,77,83,88,110,110,100,86,76,75,99,84,96,96,106,111,158,139,147,132,113,107,119,137,131,132,164,171,101,99,56,78,59,167,1790,
132098,13000,町田市,2021/1/1,真光寺町,1565,810,755,24,22,34,34,62,36,56,39,46,48,25,28,38,37,34,31,59,67,98,76,56,63,72,45,41,32,35,32,38,43,37,43,29,35,26,44,712,
132098,14000,町田市,2021/1/1,図師町,8324,4191,4133,128,128,198,203,289,271,262,222,231,195,152,143,142,160,249,248,352,296,427,354,349,329,281,250,205,205,248,238,264,319,206,208,125,140,83,224,3567,
132098,15001,町田市,2021/1/1,忠生１丁目,1483,747,736,14,20,36,22,44,31,40,47,40,29,37,22,39,21,30,33,60,66,61,61,68,47,56,38,30,32,39,45,46,54,37,72,47,44,23,52,777,
132098,15002,町田市,2021/1/1,忠生２丁目,2595,1295,1300,46,47,61,69,71,60,55,40,60,56,37,40,64,60,83,89,98,91,134,106,110,76,65,78,62,68,69,72,93,105,84,109,66,79,37,55,1245,
132098,15003,町田市,2021/1/1,忠生３丁目,2082,1021,1061,28,38,37,41,53,61,60,55,62,65,39,44,56,37,46,48,55,69,104,102,120,94,75,60,48,44,57,45,58,82,47,68,55,68,21,40,1007,
132098,15004,町田市,2021/1/1,忠生４丁目,1062,531,531,14,15,20,14,35,23,30,32,37,28,17,22,26,27,29,20,24,40,68,62,43,29,35,32,25,20,20,34,46,44,31,48,24,20,7,21,537,
132098,16001,町田市,2021/1/1,玉川学園１丁目,2238,1057,1181,36,39,38,45,36,37,47,41,56,51,54,58,47,52,55,56,66,66,79,92,80,82,88,97,80,92,82,80,70,90,52,60,42,55,49,88,1095,
132098,16002,町田市,2021/1/1,玉川学園２丁目,1648,748,900,19,25,28,24,34,28,26,33,55,57,49,59,42,45,44,54,52,47,39,78,61,63,45,50,51,58,44,53,47,64,46,47,35,39,31,76,907,
132098,16003,町田市,2021/1/1,玉川学園３丁目,2345,1104,1241,37,37,52,45,45,41,51,43,58,59,43,38,46,55,59,51,63,67,83,91,84,75,66,105,86,90,74,74,86,92,41,77,57,75,73,126,1094,
132098,16004,町田市,2021/1/1,玉川学園４丁目,1940,911,1029,27,20,27,26,35,27,32,29,44,50,35,34,44,36,40,43,39,58,69,71,71,73,73,81,77,82,63,60,67,89,58,76,47,76,63,98,940,
132098,16005,町田市,2021/1/1,玉川学園５丁目,2675,1280,1395,32,42,51,51,58,50,53,51,83,75,77,73,61,58,73,83,73,83,91,113,119,103,98,100,80,88,77,86,90,91,57,79,45,80,62,89,1352,
132098,16006,町田市,2021/1/1,玉川学園６丁目,375,163,212,1,4,5,9,8,5,4,17,10,9,7,8,8,5,8,3,12,13,11,16,13,13,18,23,8,18,8,6,16,18,15,12,3,13,8,20,198,
132098,16007,町田市,2021/1/1,玉川学園７丁目,2797,1323,1474,39,46,62,57,71,55,64,67,85,97,74,69,54,72,68,86,87,108,129,121,92,109,98,100,81,93,71,70,79,90,62,76,45,64,62,94,1356,
132098,16008,町田市,2021/1/1,玉川学園８丁目,2555,1210,1345,38,31,30,26,30,35,49,40,85,76,58,78,47,52,64,67,70,78,90,81,95,128,107,113,94,101,78,69,86,97,78,86,48,75,63,112,1321,
132098,17001,町田市,2021/1/1,つくし野１丁目,1799,843,956,17,17,26,28,36,49,48,42,38,28,21,28,32,26,32,29,44,52,65,70,67,81,59,58,64,51,63,77,62,82,64,82,47,64,58,92,814,
132098,17002,町田市,2021/1/1,つくし野２丁目,1727,809,918,24,25,40,33,28,50,58,54,38,45,30,22,24,22,25,36,53,53,62,78,80,77,64,59,44,54,48,58,68,75,46,64,37,57,40,56,731,
132098,17003,町田市,2021/1/1,つくし野３丁目,1467,708,759,19,16,27,31,37,29,28,29,41,25,34,32,29,30,33,25,37,43,42,52,61,60,46,47,35,45,43,53,58,73,58,74,48,47,32,48,628,
132098,17004,町田市,2021/1/1,つくし野４丁目,1541,736,805,27,16,38,29,35,34,36,38,28,32,22,33,28,23,38,35,48,53,50,49,51,50,57,61,45,53,40,61,65,71,44,51,36,60,48,56,648,
132098,18001,町田市,2021/1/1,鶴川１丁目,1390,691,699,36,31,30,31,22,34,32,29,44,41,48,40,55,37,37,38,45,58,56,50,58,53,50,38,28,31,35,33,28,41,28,44,30,27,29,43,669,
132098,18002,町田市,2021/1/1,鶴川２丁目,2431,1166,1265,30,28,33,38,31,43,55,43,64,61,63,66,55,51,61,46,70,77,91,78,98,97,75,78,56,53,76,88,102,118,80,102,66,99,60,99,1254,
132098,18003,町田市,2021/1/1,鶴川３丁目,1477,756,721,22,26,40,33,32,33,40,34,66,48,49,27,32,25,45,38,51,52,75,58,62,52,47,29,23,30,37,39,42,50,40,44,20,37,33,66,704,
132098,18004,町田市,2021/1/1,鶴川４丁目,2471,1190,1281,33,39,55,52,60,52,62,55,82,68,51,34,44,41,64,77,66,68,104,99,95,108,80,102,71,67,62,50,57,77,65,86,76,87,63,119,1103,
132098,18005,町田市,2021/1/1,鶴川５丁目,2667,1261,1406,19,25,28,21,35,40,45,50,55,51,47,35,32,34,34,41,71,63,127,95,103,93,86,74,80,68,79,99,113,145,92,168,121,177,94,127,1478,
132098,18006,町田市,2021/1/1,鶴川６丁目,1872,853,1019,5,17,16,18,25,21,32,26,42,34,25,27,21,23,37,37,42,41,59,81,76,81,65,56,60,76,70,75,89,118,73,102,58,108,58,78,1014,
132098,19001,町田市,2021/1/1,鶴間１丁目,1049,488,561,12,17,12,21,27,20,17,20,26,24,22,30,17,31,29,27,34,41,37,41,47,37,31,43,29,29,24,30,36,39,33,49,32,31,23,31,513,
132098,19002,町田市,2021/1/1,鶴間２丁目,354,163,191,1,3,3,7,7,13,9,3,4,5,4,2,5,3,4,9,9,14,14,14,13,10,9,12,9,5,4,12,22,28,18,25,19,16,9,10,173,
132098,19003,町田市,2021/1/1,鶴間３丁目,875,400,475,27,37,28,43,13,16,18,18,7,14,18,17,17,19,41,35,45,60,43,33,34,27,21,34,28,26,8,15,17,30,13,18,17,16,5,17,404,
132098,19004,町田市,2021/1/1,鶴間４丁目,1371,659,712,22,25,39,42,46,40,38,38,25,40,21,24,24,24,36,37,59,68,80,73,64,77,58,56,55,47,31,25,26,37,19,18,7,9,9,32,535,
132098,19005,町田市,2021/1/1,鶴間５丁目,1009,487,522,16,15,19,17,12,28,27,29,39,28,24,27,35,24,27,28,30,32,46,50,62,56,38,40,29,32,29,33,22,32,17,21,11,14,4,16,436,
