都道府県コード又は市区町村コード,地域コード,地方公共団体名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
132098,41003,町田市,2021/1/1,三輪緑山３丁目,1302,617,685,22,19,23,32,29,41,30,18,20,34,18,18,15,27,33,32,34,37,44,50,44,41,47,49,43,56,55,51,62,69,46,34,28,26,24,51,544,
132098,41004,町田市,2021/1/1,三輪緑山４丁目,953,478,475,16,17,24,14,26,12,30,17,29,33,22,25,22,21,20,28,27,15,26,33,36,46,36,54,49,44,45,33,32,26,26,28,7,12,5,17,380,
132098,42001,町田市,2021/1/1,金井１丁目,1672,825,847,22,19,40,28,29,31,34,40,34,38,33,35,32,30,43,37,60,56,70,47,62,65,59,66,49,49,59,56,69,74,50,71,45,46,35,59,762,
132098,42002,町田市,2021/1/1,金井２丁目,1351,676,675,19,21,45,31,35,27,33,34,44,27,34,30,35,29,39,36,39,48,46,47,48,62,51,40,48,50,55,55,48,49,28,32,17,18,12,39,568,
132098,42003,町田市,2021/1/1,金井３丁目,1438,689,749,29,27,28,23,14,10,26,25,36,29,15,32,35,44,42,49,35,32,37,40,38,44,42,59,61,79,72,79,93,88,40,38,29,19,17,32,615,
132098,42004,町田市,2021/1/1,金井４丁目,1101,546,555,22,22,36,33,45,26,32,39,28,25,17,20,28,33,37,37,53,48,53,58,47,39,35,31,23,33,22,22,33,38,18,20,10,14,7,17,489,
132098,42005,町田市,2021/1/1,金井５丁目,1647,831,816,22,25,36,34,84,59,76,68,53,50,24,27,27,32,38,39,57,77,110,116,91,65,59,58,33,34,33,34,42,37,24,33,16,18,6,10,645,
132098,42006,町田市,2021/1/1,金井６丁目,1736,842,894,22,17,21,23,25,26,53,40,46,47,32,41,43,27,34,39,44,37,42,60,56,62,48,65,75,91,91,96,107,105,61,58,30,22,12,38,729,
132098,42007,町田市,2021/1/1,金井７丁目,884,425,459,8,17,10,17,24,17,17,28,32,33,31,27,25,20,21,23,32,18,38,35,30,40,50,41,37,26,23,19,22,21,11,12,2,19,12,46,401,
132098,42008,町田市,2021/1/1,金井８丁目,1433,718,715,28,20,26,22,40,28,41,32,52,46,29,39,21,36,49,31,37,43,61,66,68,66,74,57,39,41,42,54,63,54,23,41,13,20,12,19,615,
132098,43001,町田市,2021/1/1,真光寺１丁目,2087,1042,1045,21,16,22,15,48,35,74,70,72,75,62,49,36,38,43,39,52,52,83,85,95,109,105,95,81,77,58,83,79,67,56,63,28,39,27,38,896,
132098,43002,町田市,2021/1/1,真光寺２丁目,1541,740,801,29,35,35,41,36,41,57,48,51,53,35,23,42,29,40,46,35,57,74,69,79,59,36,48,44,42,39,44,38,55,33,48,21,30,16,33,642,
132098,43003,町田市,2021/1/1,真光寺３丁目,1735,844,891,18,26,34,29,39,50,53,46,42,39,34,36,29,17,39,41,49,62,84,68,75,75,74,54,33,47,49,50,60,89,61,76,35,57,36,29,808,
132098,44001,町田市,2021/1/1,広袴１丁目,146,140,6,0,0,0,0,0,0,36,2,97,0,4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,225,
132098,44002,町田市,2021/1/1,広袴２丁目,1151,530,621,16,16,20,19,19,28,24,40,30,39,18,14,21,22,27,28,35,25,50,56,35,42,35,37,31,25,33,42,49,53,41,49,25,34,21,52,519,
132098,44003,町田市,2021/1/1,広袴３丁目,1937,954,983,32,26,49,31,55,48,81,71,64,66,22,42,30,39,37,39,62,65,83,101,109,101,81,73,54,49,59,49,41,64,37,45,32,41,26,33,742,
132098,44004,町田市,2021/1/1,広袴４丁目,166,81,85,5,2,5,8,10,9,8,3,3,6,3,7,4,1,3,6,8,6,7,13,9,5,4,3,4,3,3,3,2,2,0,3,1,3,2,2,53,
132098,45001,町田市,2021/1/1,小山ヶ丘１丁目,1748,805,943,22,27,62,60,116,123,62,49,21,22,14,11,15,16,38,66,117,138,111,95,66,49,33,25,20,19,18,26,26,30,16,26,19,38,29,123,722,
132098,45002,町田市,2021/1/1,小山ヶ丘２丁目,649,306,343,16,30,30,37,33,37,9,10,12,8,6,5,7,20,38,45,47,52,50,31,15,21,19,19,7,6,9,11,4,3,0,1,3,4,1,3,229,
132098,45003,町田市,2021/1/1,小山ヶ丘３丁目,1598,765,833,18,25,22,30,55,42,60,62,38,62,29,46,30,31,55,54,59,65,83,89,93,78,65,48,35,43,39,35,31,42,26,32,17,18,10,31,744,
132098,45004,町田市,2021/1/1,小山ヶ丘４丁目,4513,2221,2292,120,134,162,181,157,157,142,148,126,132,46,44,81,98,204,230,244,245,251,258,239,198,157,118,82,85,70,88,67,69,33,47,35,29,5,31,1688,
132098,45005,町田市,2021/1/1,小山ヶ丘５丁目,2447,1199,1248,18,19,40,40,76,77,132,130,103,105,37,30,28,28,40,60,58,75,154,169,157,161,131,80,56,54,41,47,49,72,42,44,23,29,14,28,925,
132098,45006,町田市,2021/1/1,小山ヶ丘６丁目,846,412,434,55,47,52,61,35,40,19,32,10,8,11,11,18,31,56,58,55,53,36,37,24,17,15,8,5,5,6,5,6,8,3,6,6,5,0,2,721,
132098,46001,町田市,2021/1/1,木曽西１丁目,2182,1048,1134,59,53,65,77,69,50,59,56,47,56,41,35,35,49,69,70,110,94,79,83,85,81,46,53,57,58,45,44,55,78,55,70,38,59,34,68,937,
132098,46002,町田市,2021/1/1,木曽西２丁目,958,476,482,31,26,30,27,25,17,25,30,29,23,27,22,20,20,36,34,30,32,46,44,44,49,25,29,32,25,16,17,27,26,14,30,11,14,8,17,396,
132098,46003,町田市,2021/1/1,木曽西３丁目,1509,715,794,21,27,39,48,43,51,43,49,43,54,37,30,28,32,44,53,55,47,61,69,66,67,44,43,40,43,38,43,45,58,32,27,21,23,15,30,641,
132098,46004,町田市,2021/1/1,木曽西４丁目,1742,856,886,41,42,50,46,45,47,41,43,49,52,41,39,41,40,58,51,66,64,83,80,72,60,63,53,50,47,35,37,45,55,31,42,22,47,23,41,765,
132098,46005,町田市,2021/1/1,木曽西５丁目,2162,1062,1100,56,47,69,46,57,46,74,64,52,59,32,28,65,68,57,66,65,78,97,100,100,85,59,57,47,44,47,48,54,71,54,90,57,55,20,48,927,
132098,47001,町田市,2021/1/1,木曽東１丁目,4461,2040,2421,56,66,112,78,131,100,127,111,108,119,107,76,83,94,106,110,116,170,153,174,156,206,134,150,102,109,97,117,123,155,105,180,111,207,113,199,2134,
132098,47002,町田市,2021/1/1,木曽東２丁目,2263,1129,1134,18,23,12,17,20,18,27,20,26,22,36,29,53,41,57,44,69,59,117,83,131,85,77,53,80,77,77,102,116,131,84,161,83,103,46,66,1517,
132098,47003,町田市,2021/1/1,木曽東３丁目,3368,1626,1742,52,59,53,82,82,90,81,69,72,71,62,65,73,69,93,93,109,102,176,160,145,126,129,106,69,89,99,100,112,126,99,140,78,127,42,68,1721,
132098,47004,町田市,2021/1/1,木曽東４丁目,4578,2286,2292,60,53,80,62,50,55,61,60,77,72,76,70,98,89,129,101,153,124,189,159,214,171,143,144,151,127,163,162,241,249,195,253,131,212,75,129,2848,
132098,48001,町田市,2021/1/1,山崎１丁目,807,387,420,7,3,25,12,21,15,12,19,9,11,4,10,12,10,15,18,27,24,46,38,45,34,17,24,20,23,26,24,31,36,27,53,23,36,20,30,387,
132098,49001,町田市,2021/1/1,能ヶ谷１丁目,1056,481,575,13,18,14,9,15,13,24,25,37,37,40,63,40,59,31,40,49,44,63,54,38,50,26,32,21,30,16,17,14,23,10,16,14,14,16,31,660,
132098,49002,町田市,2021/1/1,能ヶ谷２丁目,1384,699,685,23,21,36,21,33,27,43,23,43,48,60,57,47,38,53,41,55,82,60,56,53,44,33,36,30,31,30,37,42,46,21,26,15,17,22,34,749,
132098,49003,町田市,2021/1/1,能ヶ谷３丁目,873,435,438,10,14,13,12,16,18,24,21,40,34,27,31,27,31,25,25,24,21,41,41,40,30,43,45,30,22,25,23,18,23,12,21,10,13,10,13,415,
132098,49004,町田市,2021/1/1,能ヶ谷４丁目,1544,727,817,23,25,29,26,40,36,41,50,47,79,53,62,47,41,36,53,55,64,57,71,101,84,57,56,44,41,34,34,31,29,16,15,5,25,11,26,749,
132098,49005,町田市,2021/1/1,能ヶ谷５丁目,1779,858,921,19,13,25,33,50,42,73,66,63,63,29,50,24,24,30,34,44,46,74,95,93,90,88,85,59,57,47,58,47,45,36,48,31,32,26,40,703,
132098,49006,町田市,2021/1/1,能ヶ谷６丁目,1884,943,941,46,33,34,29,60,40,86,62,56,57,39,41,40,33,42,47,38,48,53,75,97,103,94,87,68,50,40,45,60,62,38,38,28,47,24,44,732,
132098,49007,町田市,2021/1/1,能ヶ谷７丁目,2298,1096,1202,40,34,41,45,60,51,62,66,72,73,43,43,45,48,54,51,61,58,81,96,97,103,91,94,69,67,53,78,79,76,44,70,48,64,56,85,966,
132098,50001,町田市,2021/1/1,根岸１丁目,764,384,380,18,20,19,17,13,15,30,13,24,25,15,12,25,20,21,23,27,27,25,28,38,31,22,21,19,21,20,27,33,29,21,20,8,12,6,19,334,
132098,50002,町田市,2021/1/1,根岸２丁目,1417,685,732,23,26,29,20,26,35,45,49,48,44,31,32,37,31,38,26,43,50,67,80,71,54,44,53,32,24,37,33,44,56,30,43,23,30,17,46,627,
132098,51001,町田市,2021/1/1,金森東１丁目,2093,995,1098,40,42,60,47,52,41,35,58,67,76,55,49,46,53,74,70,74,75,96,75,70,97,74,65,49,50,37,62,62,67,35,52,34,56,35,63,948,
132098,51002,町田市,2021/1/1,金森東２丁目,1226,585,641,12,15,27,21,25,31,45,30,56,41,25,27,25,25,28,24,31,31,47,54,61,57,49,46,28,30,25,34,33,54,29,44,25,46,14,31,579,
132098,51003,町田市,2021/1/1,金森東３丁目,1907,889,1018,41,34,46,32,41,43,39,41,38,49,34,29,32,39,63,55,61,65,66,66,58,57,62,51,35,50,45,65,81,90,65,81,44,56,38,115,956,
132098,51004,町田市,2021/1/1,金森東４丁目,1913,925,988,26,22,41,35,42,35,48,33,36,40,31,33,35,27,45,44,53,57,75,61,63,82,73,66,60,52,46,71,81,89,65,73,54,72,51,96,886,
132098,52001,町田市,2021/1/1,高ヶ坂１丁目,380,192,188,9,13,10,1,8,9,11,3,8,5,14,7,11,9,14,15,13,13,15,14,11,15,15,16,11,14,11,11,10,9,9,11,3,7,9,16,175,
132098,52002,町田市,2021/1/1,高ヶ坂２丁目,1491,751,740,25,30,33,19,26,22,29,32,46,38,45,33,46,41,52,47,48,35,52,63,57,59,53,55,47,56,52,31,55,54,32,40,21,34,32,51,709,
132098,52003,町田市,2021/1/1,高ヶ坂３丁目,2443,1242,1201,32,24,31,32,36,33,43,44,55,51,70,41,49,47,55,43,84,57,101,62,117,103,95,99,65,72,101,68,93,126,97,113,50,93,68,93,1363,
132098,52004,町田市,2021/1/1,高ヶ坂４丁目,1510,719,791,51,46,43,54,41,51,37,38,31,31,39,38,47,48,47,54,60,60,55,59,63,60,43,35,33,43,23,21,34,49,26,50,28,28,18,26,607,
132098,52005,町田市,2021/1/1,高ヶ坂５丁目,1231,596,635,19,12,28,22,25,29,36,42,40,37,21,24,31,27,29,32,33,38,56,48,63,63,46,37,31,32,22,32,39,46,30,37,25,32,22,45,519,
132098,52006,町田市,2021/1/1,高ヶ坂６丁目,1030,522,508,18,19,29,30,31,26,37,30,34,26,16,18,18,24,36,21,39,41,51,45,55,51,40,30,25,30,27,24,27,40,23,27,13,14,3,12,415,
132098,52007,町田市,2021/1/1,高ヶ坂７丁目,2405,1165,1240,48,34,52,41,65,67,82,73,72,71,42,61,64,38,48,61,85,75,97,118,96,131,92,73,61,52,58,62,62,81,59,94,53,57,29,51,1091,
132098,53001,町田市,2021/1/1,西成瀬１丁目,2507,1233,1274,50,38,62,42,65,63,57,56,60,63,60,68,46,50,63,56,91,85,117,108,99,84,109,93,64,93,55,71,90,84,66,87,43,66,36,67,1091,
132098,53002,町田市,2021/1/1,西成瀬２丁目,1895,914,981,25,28,30,30,31,39,51,40,49,42,44,44,52,47,43,50,55,57,63,69,72,74,59,61,56,73,66,71,74,99,74,68,44,33,26,56,873,
132098,53003,町田市,2021/1/1,西成瀬３丁目,817,406,411,27,31,30,24,15,19,22,24,27,15,8,18,23,29,31,28,24,28,31,33,42,24,27,27,23,27,25,17,15,23,16,21,14,15,6,8,306,
132098,54001,町田市,2021/1/1,南町田１丁目,1623,799,824,31,34,33,35,46,33,33,35,34,37,51,46,41,45,45,41,51,52,75,60,50,58,59,49,49,54,44,43,60,60,34,48,37,40,26,54,748,
132098,54002,町田市,2021/1/1,南町田２丁目,1916,933,983,38,34,48,47,49,47,41,33,53,63,61,31,34,57,59,73,83,71,83,73,67,73,56,58,48,59,64,67,67,68,36,58,31,31,15,40,842,
132098,54003,町田市,2021/1/1,南町田３丁目,2980,1453,1527,117,114,62,70,55,57,63,60,60,59,74,96,129,139,138,130,133,100,112,127,120,100,75,91,54,60,59,69,90,98,55,59,35,42,22,56,1358,
132098,54004,町田市,2021/1/1,南町田４丁目,1869,909,960,59,60,70,66,45,34,36,43,36,37,51,55,65,77,85,92,91,75,83,89,60,55,55,54,51,48,33,33,36,54,30,30,16,28,7,30,795,
132098,54005,町田市,2021/1/1,南町田５丁目,2766,1338,1428,43,34,31,30,59,53,114,98,127,131,54,60,42,42,45,45,50,69,122,162,204,217,171,126,75,63,56,56,54,66,40,52,25,39,26,85,1179,
132098,55001,町田市,2021/1/1,金井ヶ丘１丁目,1328,666,662,18,24,28,28,23,32,33,36,37,20,31,31,24,20,42,29,41,28,65,57,47,46,35,50,41,29,37,38,61,78,48,54,31,33,24,29,614,
132098,55002,町田市,2021/1/1,金井ヶ丘２丁目,1804,884,920,27,37,49,40,37,26,39,41,67,68,41,47,51,59,70,68,58,52,56,75,71,73,77,65,68,74,58,63,55,52,33,39,19,21,8,20,818,
132098,55003,町田市,2021/1/1,金井ヶ丘３丁目,1513,737,776,22,23,51,43,54,59,46,33,30,25,17,21,19,23,49,44,58,61,73,73,47,51,31,30,33,40,30,41,37,57,55,60,47,44,38,48,640,
132098,55004,町田市,2021/1/1,金井ヶ丘４丁目,2359,1171,1188,32,39,50,40,60,59,64,65,89,73,57,77,62,42,72,74,77,67,103,107,127,134,91,82,51,62,66,79,78,79,50,47,27,30,15,32,1024,
132098,55005,町田市,2021/1/1,金井ヶ丘５丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132098,56001,町田市,2021/1/1,藤の台１丁目,1682,802,880,17,17,18,12,13,14,28,18,17,23,26,19,40,27,30,28,47,38,69,52,71,46,55,40,34,39,61,62,73,125,84,129,67,105,52,86,1043,
132098,56002,町田市,2021/1/1,藤の台２丁目,2063,975,1088,10,9,17,15,18,20,32,29,19,21,26,14,31,26,46,27,44,55,97,80,70,69,68,53,43,68,92,103,99,145,106,169,91,105,66,80,1193,
132098,56003,町田市,2021/1/1,藤の台３丁目,995,506,489,9,5,6,7,8,7,21,8,11,13,24,15,13,6,25,12,30,21,37,28,32,33,29,27,31,25,42,36,53,63,53,77,52,65,30,41,608,
