都道府県コード又は市区町村コード,地域コード,地方公共団体名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
132098,0,町田市,2020/1/1,全域,428821,209938,218883,7678,7318,9323,8699,10246,9808,11280,10601,11545,11170,9737,9244,10461,10061,12715,12221,15293,15290,19144,18656,17387,16316,13535,13049,11199,11620,11963,13147,12941,15572,11295,14600,8140,10391,6056,11120,197711,
132098,1000,町田市,2020/1/1,相原町,15031,7313,7718,246,225,275,291,321,309,339,355,436,376,330,287,356,356,432,431,542,502,567,564,555,524,453,456,439,457,503,586,554,591,455,576,313,385,197,447,6965,
132098,2001,町田市,2020/1/1,旭町１丁目,1766,885,881,37,32,34,26,34,26,28,31,53,49,56,67,68,64,77,61,72,64,61,71,75,65,68,59,37,36,58,48,52,52,35,51,23,37,17,42,955,
132098,2002,町田市,2020/1/1,旭町２丁目,1020,539,481,24,14,17,25,20,10,26,19,20,12,36,20,34,30,46,30,46,36,47,34,42,33,25,33,25,21,29,32,37,40,27,31,22,25,16,36,513,
132098,2003,町田市,2020/1/1,旭町３丁目,2109,1073,1036,34,33,45,40,43,40,40,55,93,52,83,33,58,55,56,56,79,69,86,84,80,82,74,71,60,49,49,60,50,68,57,77,46,57,40,55,1019,
132098,3000,町田市,2020/1/1,大蔵町,9104,4554,4550,169,178,237,189,237,244,246,266,286,304,252,243,272,255,309,296,354,332,441,399,401,347,277,273,239,219,222,223,215,280,194,225,114,129,89,148,4068,
132098,4001,町田市,2020/1/1,小川１丁目,2637,1277,1360,50,51,65,62,62,64,87,79,72,72,37,31,44,54,60,80,86,104,133,149,138,130,84,74,75,62,53,73,80,95,74,80,43,55,34,45,1088,
132098,4002,町田市,2020/1/1,小川２丁目,2682,1323,1359,51,62,77,46,53,61,72,48,65,64,78,73,83,72,92,89,99,108,127,111,110,109,72,87,67,48,51,62,78,111,74,87,44,60,30,61,1176,
132098,4003,町田市,2020/1/1,小川３丁目,1179,582,597,23,16,20,16,20,21,21,26,38,34,22,24,31,27,42,39,28,28,50,48,44,40,33,39,44,36,23,41,49,56,48,51,32,32,14,23,529,
132098,4004,町田市,2020/1/1,小川４丁目,1296,636,660,18,19,18,20,26,24,33,33,44,34,28,18,29,25,28,39,33,36,51,47,49,47,39,43,35,34,37,48,52,69,59,57,31,36,26,31,598,
132098,4005,町田市,2020/1/1,小川５丁目,1989,958,1031,21,25,23,45,47,62,100,83,89,96,44,29,33,33,31,40,59,64,109,119,114,122,89,78,47,49,34,30,38,47,34,54,31,29,15,26,774,
132098,4006,町田市,2020/1/1,小川６丁目,2979,1507,1472,168,147,95,92,73,56,81,73,76,82,63,64,118,141,154,136,134,127,130,142,123,114,86,72,65,56,38,43,40,51,33,37,23,22,7,17,1129,
132098,4007,町田市,2020/1/1,小川７丁目,951,486,465,25,25,56,43,51,45,36,33,12,14,13,10,19,20,31,37,73,71,58,68,43,35,19,13,14,11,7,7,11,12,12,7,4,5,2,9,339,
132098,5000,町田市,2020/1/1,小野路町,3817,1963,1854,40,57,38,48,55,72,99,71,191,82,95,76,87,56,125,84,116,103,157,100,155,133,139,105,121,100,141,129,123,128,99,134,77,136,105,240,2027,
132098,6000,町田市,2020/1/1,小山町,18530,9371,9159,430,369,555,534,649,615,595,552,514,497,455,405,495,461,584,563,792,831,956,911,763,600,498,450,417,417,445,472,471,522,411,435,210,285,131,240,7613,
132098,7000,町田市,2020/1/1,金井町,8010,3965,4045,116,117,180,170,177,175,208,185,234,209,161,188,195,160,235,223,298,258,330,354,312,310,251,249,236,241,238,259,279,323,244,278,172,186,99,160,3628,
132098,8001,町田市,2020/1/1,金森１丁目,2822,1369,1453,37,35,39,39,38,44,71,74,82,85,89,67,76,64,79,65,82,84,116,133,103,93,95,107,82,85,96,97,88,93,71,106,66,80,59,102,1435,
132098,8002,町田市,2020/1/1,金森２丁目,3118,1519,1599,59,53,61,54,72,64,102,82,98,100,69,76,83,74,74,63,112,124,126,133,120,140,100,93,85,80,74,91,85,94,88,103,57,87,54,88,1376,
132098,8003,町田市,2020/1/1,金森３丁目,1701,840,861,23,34,39,50,45,38,40,41,48,34,37,35,34,31,56,39,66,59,75,84,64,64,50,33,39,50,40,43,66,73,49,63,45,49,24,41,747,
132098,8004,町田市,2020/1/1,金森４丁目,2214,1049,1165,41,46,52,37,52,67,64,47,40,44,41,36,51,52,58,60,63,61,84,86,76,84,61,65,58,53,53,57,70,90,75,98,58,94,52,88,1068,
132098,8005,町田市,2020/1/1,金森５丁目,579,282,297,10,5,10,12,10,10,18,13,7,15,17,16,16,14,23,16,13,14,18,28,28,20,23,14,14,23,29,27,22,27,13,20,7,6,4,17,269,
132098,8006,町田市,2020/1/1,金森６丁目,2066,1009,1057,41,53,66,69,72,65,59,63,50,57,39,38,38,48,71,72,85,88,83,86,93,67,59,64,51,42,62,62,42,59,33,48,36,39,29,37,769,
132098,8007,町田市,2020/1/1,金森７丁目,1956,879,1077,29,27,35,24,42,34,50,46,49,58,46,28,40,52,46,57,60,50,68,78,52,82,62,78,43,51,51,79,54,81,63,90,52,90,37,72,969,
132098,9000,町田市,2020/1/1,上小山田町,4787,2409,2378,73,74,143,100,181,202,224,180,134,139,98,80,87,105,134,115,174,193,293,272,223,178,112,129,130,116,123,136,128,148,87,96,37,53,28,62,1803,
132098,10000,町田市,2020/1/1,木曽町,352,173,179,6,9,7,13,9,10,7,12,12,9,12,10,10,10,6,10,19,13,23,14,10,12,14,12,9,8,6,9,6,7,6,9,5,5,6,7,157,
132098,12000,町田市,2020/1/1,下小山田町,3814,1863,1951,57,68,71,73,89,92,103,112,105,79,82,77,90,86,101,93,119,121,166,141,141,128,113,111,123,139,136,130,149,155,96,105,60,83,62,158,1744,
132098,13000,町田市,2020/1/1,真光寺町,1564,811,753,22,24,43,25,62,41,49,39,46,44,36,29,32,34,35,39,64,66,101,76,55,59,67,40,35,30,40,41,31,41,45,48,29,30,19,47,697,
132098,14000,町田市,2020/1/1,図師町,8410,4246,4164,136,151,238,214,289,265,247,233,231,169,144,149,173,168,282,274,365,321,418,360,345,310,258,236,208,213,261,251,264,302,193,198,117,139,77,211,3570,
