地域階層,国名,Country,マーク Mark,総数 Total／輸出 Exports,総数 Total／輸入 Imports,海上 By sea／輸出 Exports,海上 By sea／輸入 Imports,航空 By air／輸出 Exports,航空 By air／輸入 Imports
0,総額,Total,,16694589,25663693,5823726,11491331,10870863,14172362
1,アジア,Asia,,9807708,14227159,3113153,7947449,6694556,6279709
2,大韓民国,Republic of Korea,,1067835,834489,286025,561263,781810,273226
2,中華人民共和国,China,,2996934,7665640,1071604,4386765,1925330,3278875
2,台湾,Taiwan,,1319882,1375819,352683,531706,967199,844113
2,香港,Hong Kong,,1508825,127523,299938,29670,1208887,97853
2,ベトナム,Vietnam,※,294206,901959,134427,671371,159780,230588
2,タイ,Thailand,,693251,980716,286624,569518,406626,411198
2,シンガポール,Singapore,,901968,498578,228987,117567,672981,381011
2,マレーシア,Malaysia,,345516,677712,117549,328550,227967,349162
2,フィリピン,Philippines,※,267551,368204,120816,194135,146736,174069
2,インドネシア,Indonesia,※,189330,303857,121687,263401,67643,40457
2,カンボジア,Cambodia,※,3911,97949,2010,85135,1901,12815
2,ミャンマー,Myanmar,※,6632,62230,4916,52470,1716,9760
2,インド,India,※,162569,183780,62564,77909,100005,105871
2,パキスタン,Pakistan,※,8220,6223,8220,6223,-,-
2,バングラデシュ,Bangladesh,※,9511,69603,5036,58207,4475,11395
2,マカオ,Macau,※,7572,157,-,-,7572,157
1,中東,Middle East,,148826,99903,57935,28818,90891,71086
2,サウジアラビア,Saudi Arabia,※,20090,3645,11085,3489,9006,156
2,イスラエル,Israel,※,49566,79228,12341,12967,37226,66261
2,アラブ首長国連邦,United Arab Emirates,※,59610,9771,28397,7660,31213,2110
1,西欧,Western Europe,,2403622,5320164,672804,1435767,1730818,3884397
2,ノルウェー,Norway,※,7173,65028,3837,35689,3336,29338
2,スウェーデン,Sweden,※,17237,79289,6891,28109,10346,51180
2,デンマーク,Denmark,※,12410,141864,7744,47523,4667,94342
2,英国,Britain,,496818,479241,93254,113782,403563,365459
2,アイルランド,Ireland,,29496,603190,5255,24977,24241,578214
2,オランダ,Netherlands,※,375110,172610,165742,56220,209368,116391
2,ベルギー,Belgium,※,103475,125514,41522,26707,61952,98807
2,ルクセンブルク,Luxembourg,※,45755,1852,45755,1852,-,-
2,フランス,France,,180216,786753,70345,225320,109871,561433
2,ドイツ,Germany,,615232,1110458,143365,319344,471867,791115
2,スイス,Switzerland,※,306236,577988,16460,104061,289776,473927
2,ポルトガル,Portugal,※,3349,10529,-,-,3349,10529
2,スペイン,Spain,※,37796,151569,17400,88378,20396,63191
2,イタリア,Italy,,94065,717802,28700,202376,65365,515425
2,フィンランド,Finland,※,7716,33941,3080,23387,4636,10554
2,オーストリア,Austria,※,30672,89340,7909,46508,22763,42832
2,セルビア,Republic of Serbia,※,138,18795,138,18795,-,-
2,ギリシャ,Greece,※,1312,41951,1312,41951,-,-
2,トルコ,Turkey,※,17417,30384,9431,15262,7985,15122
1,中東欧・ロシア等,Eastern Europe， Russia， etc.,,176660,460059,87466,194629,89194,265430
2,ポーランド,Poland,※,36948,50385,25664,22671,11284,27713
2,ロシア,Russia,※,42246,177335,16900,48577,25345,128758
2,ハンガリー,Hungary,※,30650,40303,14473,16966,16178,23338
2,ルーマニア,Romania,※,4420,37535,2064,11170,2356,26366
2,リトアニア,Lithuania,※,691,22970,691,22970,-,-
2,ウクライナ,Ukraine,※,446,27550,446,27550,-,-
2,ブルガリア,Bulgaria,※,2001,5940,-,-,2001,5940
2,チェコ,Czech Republic,※,41794,57204,19729,31315,22065,25890
2,スロバキア,Slovenia,※,4234,3349,-,-,4234,3349
1,欧州連合,European Union,,2192913,4849829,712309,1373452,1480604,3476377
1,北米,North America,,3794675,4256143,1760858,1346749,2033817,2909394
2,カナダ,Canada,※,130926,313370,50145,182927,80781,130444
2,アメリカ合衆国,United States of America,,3657597,3920043,1710713,1157584,1946884,2762460
1,中南米,Central and South America,,171132,734880,76544,337637,94588,397243
2,メキシコ,Mexico,※,90474,297553,40854,113455,49620,184098
2,コスタリカ,Costa Rica,※,1758,30361,-,-,1758,30361
2,ドミニカ共和国,Dominican Republic,※,1234,7141,-,-,1234,7141
2,プエルトリコ（米）,Puerto Rico (U.S.A.),※,2084,136945,-,-,2084,136945
2,コロンビア,Colombia,※,2301,6867,-,-,2301,6867
2,チリ,Chile,※,1807,119981,1807,119981,-,-
2,ブラジル,Brazil,※,49249,53590,25073,45035,24176,8555
2,アルゼンチン,Argentina,※,1896,18095,1896,18095,-,-
1,ア　フ　リ　カ,Africa,,41652,357451,16945,33245,24707,324207
2,南アフリカ共和国,Republic of South Africa,※,15237,308953,8303,6185,6934,302768
1,大　　洋　　州,Oceania,,150314,207934,38021,167038,112293,40897
2,オーストラリア,Australia,※,124461,127042,29998,103152,94463,23890
2,ニュージーランド,New Zealand,※,22905,70768,6895,61359,16010,9409
,,,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　12  商業・サービス・貿易 12  COMMERCE，SERVICES，AND FOREIGN TRADE,,,,,,,,,
12-6  国別輸出入額 (平成31･令和元年) 12-6   VALUE OF IMPORTS AND EXPORTS BY SELECTED COUNTRY ( 2019 ),,,,,,,,,
この表は， 輸出入申告書， 積みもどし申告書及び船舶， 航空機の入出港届等を資料として作成されたものである。輸出は本船渡価額 (F.O.B.)，輸入は到着価額 (C.I.F.) である。 なお，「海上」 は東京税関管内の「東京港」であり，「航空」は「東京国際空港(羽田)」 と「成田国際空港」分を合計したものである。,,,,,,,,,
"This table has been prepared in reference to import/export declarations， reshipment declarations， notifications of the seaports/airports of entry/departure， and others. Values of exports and imports are based on F.O.B. and C.I.F. prices， respectively.""By sea"" refers to the values of imports/exports passing through the Port of Tokyo， Tokyo Customs， and ""By air"" refers to the value of trade (import/export) through the Tokyo International Airport (Haneda Airport) and Narita International Airport.  ",,,,,,,,,
注 1) 主要国及び地域のみを掲げたので，各国・地域の合計と小計とは一致しない。,,,,,,,,,
 2) ※については総数及び航空には羽田を含まない。,,,,,,,,,
Note: 1) Totals and subtotals by country and region do not match the sum of their components because data only reter to selected countries and regions.,,,,,,,,,
" 2) As for countries marked with asterisks， ""Total"" and ""By air"" data do not include import/export trade through Haneda Airport.",,,,,,,,,
資料：東京税関 「貿易年表」，「貿易概況」 Source: Tokyo Customs ,,,,,,,,,
（単位  百万円）(In millions of yen)  ,,,,,,,,,
地域階層 (0:総額　1:地域　2:内訳),,,,,,,,,
