地域階層,地域コード,項番 Item number,地域,District,総数 Total／棟数 Number,総数 Total／床面積の合計 Total floor space,総数 Total／工事費予定額 Estimated construction cost,木造 Wooden／棟数 Number,木造 Wooden／床面積の合計 Total floor space,木造 Wooden／工事費予定額 Estimated building cost,鉄骨鉄筋コンクリート造 Steel reinforced concrete／棟数 Number,鉄骨鉄筋コンクリート造 Steel reinforced concrete／床面積の合計 Total floor space,鉄骨鉄筋コンクリート造 Steel reinforced concrete／工事費予定額 Estimated building cost,鉄筋コンクリート造 Reinforced concrete／棟数 Number,鉄筋コンクリート造 Reinforced concrete／床面積の合計 Total floor space,鉄筋コンクリート造 Reinforced concrete／工事費予定額 Estimated building cost,鉄骨造 Steel-frame／棟数 Number,鉄骨造 Steel-frame／床面積の合計 Total floor space,鉄骨造 Steel-frame／工事費予定額 Estimated building cost,コンクリートブロック造 Concrete-block／棟数 Number,コンクリートブロック造 Concrete-block／床面積の合計 Total floor space,コンクリートブロック造 Concrete-block／工事費予定額 Estimated building cost,その他 Others／棟数 Number,その他 Others／床面積の合計 Total floor space,その他 Others／工事費予定額 Estimated building cost
0,13000,,総数,Tokyo-to,47341,14431146,452448077,35098,3950295,70722303,71,221250,10285057,3025,5186819,182894965,8713,5046259,188394227,14,713,11248,420,25810,140277
1,13100,,区部,All ku,29039,11150895,378345094,19863,2294150,42080623,61,177427,7955857,2651,4556694,165529175,6140,4098755,162644400,9,589,9648,315,23280,125391
3,13101,1,千代田区,Chiyoda-ku,244,278193,12133594,9,2583,78422,5,7750,285150,50,62981,3378975,176,204809,8390712,-,-,-,4,70,335
3,13102,2,中央区,Chuo-ku,230,936838,42184027,29,8232,235078,1,1186,x,84,492491,x,115,434914,24163742,-,-,-,1,15,x
3,13103,3,港区,Minato-ku,398,1635872,79799091,84,12786,230176,8,14317,715825,126,721492,37614469,174,887102,41237241,1,16,x,5,159,x
3,13104,4,新宿区,Shinjuku-ku,764,602359,25411226,369,45933,849476,5,32595,1570910,179,240912,8549377,200,282509,14440517,-,-,-,11,410,946
3,13105,5,文京区,Bunkyo-ku,519,184660,5711380,295,35528,628827,1,238,x,73,87419,2907966,148,61247,2163589,1,211,x,1,17,x
3,13106,6,台東区,Taito-ku,507,358274,12374608,163,17760,402549,-,-,-,158,231615,x,185,108837,3912996,-,-,-,1,62,x
3,13107,7,墨田区,Sumida-ku,774,251836,7543549,458,48116,816818,4,4841,x,129,147512,4882851,174,50966,1650680,1,19,x,8,382,6700
3,13108,8,江東区,Koto-ku,1200,942199,27205828,454,50149,906078,3,11015,855800,134,437278,12676997,570,428892,12715716,-,-,-,39,14865,51237
3,13109,9,品川区,Shinagawa-ku,1118,269662,8448980,699,76743,1441900,1,42,x,137,116291,4107043,265,76357,2896935,-,-,-,16,229,x
3,13110,10,目黒区,Meguro-ku,832,260653,7817469,532,73878,1297025,2,17528,x,118,121360,4282510,163,47523,1689430,-,-,-,17,364,x
3,13111,11,大田区,Ota-ku,2393,628854,18263961,1719,195936,3889484,4,7193,x,194,256879,8524940,462,168581,5312286,2,37,x,12,228,951
3,13112,12,世田谷区,Setagaya-ku,3163,634219,16011699,2369,284608,5463853,4,2709,x,233,202505,6129821,545,143946,4294955,2,280,x,10,171,460
3,13113,13,渋谷区,Shibuya-ku,578,448709,17634126,230,32166,622557,5,2655,x,177,155213,5675355,165,258652,11220166,-,-,-,1,23,x
3,13114,14,中野区,Nakano-ku,1097,292521,8840643,761,86687,1565815,3,1258,39500,100,132125,4439627,226,72015,2793242,-,-,-,7,436,2459
3,13115,15,杉並区,Suginami-ku,2387,386345,9435129,1931,206885,3818249,2,919,x,90,95115,3032150,345,83115,2553672,-,-,-,19,311,x
3,13116,16,豊島区,Toshima-ku,827,268535,9011945,525,61946,1247473,-,-,-,101,130795,4772403,197,75709,2991529,-,-,-,4,85,540
3,13117,17,北区,Kita-ku,1074,318317,9016596,758,80846,1368690,-,-,-,107,173477,x,208,63983,2125151,-,-,-,1,11,x
3,13118,18,荒川区,Arakawa-ku,637,188734,5170903,471,53503,949538,-,-,-,42,85940,2755600,120,49233,1465395,-,-,-,4,58,370
3,13119,19,板橋区,Itabashi-ku,1348,402354,11387191,975,116014,2219813,5,5837,278990,117,182027,5794518,240,98223,3092720,-,-,-,11,253,1150
3,13120,20,練馬区,Nerima-ku,2672,473260,11094275,2125,236504,4146546,3,3227,x,88,119677,3714838,411,113035,3131023,1,15,x,44,802,5768
