地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
2,13206,6,府中市,Fuchu-shi,485102,3840302,36746,722063,-,-,22895,531715,13851,190348,-,-,6710,130454,7178,283866,-,-,434468,2703919
2,13207,7,昭島市,Akishima-shi,256514,1857817,25102,432037,-,-,13540,224397,11562,207640,-,-,3810,72004,-,-,-,-,227602,1353776
2,13208,8,調布市,Chofu-shi,441634,2740352,23301,395770,-,-,9512,228690,13789,167080,-,-,6740,131819,4879,146292,-,-,406714,2066471
2,13209,9,町田市,Machida-shi,1355110,8693869,78190,1263761,-,-,53949,893688,24241,370073,-,-,5393,213447,537,42725,-,-,1270990,7173936
2,13210,10,小金井市,Koganei-shi,178289,1074420,17215,281487,-,-,6510,115416,10705,166071,-,-,-,-,-,-,-,-,161074,792933
2,13211,11,小平市,Kodaira-shi,273426,2049892,36486,482340,-,-,20944,294445,15542,187895,-,-,-,-,-,-,-,-,236940,1567552
2,13212,12,日野市,Hino-shi,496732,3361430,32326,588573,-,-,6068,108552,26258,480021,-,-,5103,134467,4494,184465,-,-,454809,2453925
2,13213,13,東村山市,Higashimurayama-shi,303729,1812846,25449,290906,-,-,12030,192324,13419,98582,-,-,-,-,-,-,-,-,278280,1521940
2,13214,14,国分寺市,Kokubunji-shi,240337,1319926,13504,172347,-,-,5210,74440,8294,97907,-,-,-,-,-,-,-,-,226833,1147579
2,13215,15,国立市,Kunitachi-shi,153878,1297189,10226,164054,-,-,2511,54418,7715,109636,-,-,2373,73093,1973,164395,-,-,139306,895647
2,13218,16,福生市,Fussa-shi,150919,1129037,17277,255524,-,-,12133,182735,5144,72789,-,-,3575,90763,-,-,-,-,130067,782750
2,13219,17,狛江市,Komae-shi,128343,823280,10573,166643,-,-,6651,110673,3922,55970,-,-,-,-,-,-,-,-,117770,656637
2,13220,18,東大和市,Higashiyamato-shi,235451,1566941,25820,284408,-,-,12178,199627,13642,84781,-,-,-,-,-,-,-,-,209631,1282533
2,13221,19,清瀬市,Kiyose-shi,189526,1123226,13071,190433,-,-,11358,171832,1713,18601,-,-,-,-,962,41075,-,-,175493,891718
2,13222,20,東久留米市,Higashikurume-shi,255938,1642005,20549,269645,-,-,13713,186068,6836,83577,-,-,-,-,-,-,-,-,235389,1372360
2,13223,21,武蔵村山市,Musashimurayama-shi,272418,1561919,18971,279103,-,-,15657,242058,3314,37045,-,-,-,-,-,-,-,-,253447,1282816
2,13224,22,多摩市,Tama-shi,330191,3464413,37543,1006780,-,-,20564,511913,16979,494867,-,-,-,-,-,-,-,-,292648,2457633
2,13225,23,稲城市,Inagi-shi,262866,2070427,22730,545306,-,-,20525,520885,2205,24421,-,-,-,-,-,-,-,-,240136,1525121
2,13227,24,羽村市,Hamura-shi,164579,1328355,16461,275872,-,-,7646,105430,8815,170442,-,-,430,10556,175,4435,-,-,147513,1037492
2,13228,25,あきる野市,Akiruno-shi,741945,3485564,64557,973932,5479,92937,31247,551570,27831,329425,-,-,-,-,4371,175254,-,-,673017,2336378
2,13229,26,西東京市,Nishitokyo-shi,276306,1842304,34039,461527,-,-,19796,299687,14243,161840,-,-,-,-,-,-,-,-,242267,1380777
1,13300,,郡部,All gun,813280,5044412,176278,2504638,26894,370571,33973,545290,115411,1588777,-,-,5820,162871,1019,29580,-,-,630163,2347323
2,13303,1,瑞穂町,Mizuho-machi,243462,1485691,17938,257377,-,-,8907,134210,9031,123167,-,-,5820,162871,-,-,-,-,219704,1065443
2,13305,2,日の出町,Hinode-machi,142567,905033,25376,302503,-,-,4256,71156,21120,231347,-,-,-,-,1019,29580,-,-,116172,572950
2,13307,3,檜原村,Hinohara-mura,120317,1024739,50274,848468,-,-,14417,226207,35857,622261,-,-,-,-,-,-,-,-,70043,176271
2,13308,4,奥多摩町,Okutama-machi,306934,1628949,82690,1096290,26894,370571,6393,113717,49403,612002,-,-,-,-,-,-,-,-,224244,532659
1,13350,,島部,All islands,1490302,7265626,246643,2879495,-,-,-,-,246643,2879495,-,-,-,-,-,-,-,-,1243659,4386131
2,13361,1,大島町,Oshima-machi,499119,2032818,60326,570633,-,-,-,-,60326,570633,-,-,-,-,-,-,-,-,438793,1462185
2,13362,2,利島村,Toshima-mura,27706,127434,8803,58934,-,-,-,-,8803,58934,-,-,-,-,-,-,-,-,18903,68500
2,13363,3,新島村,Niijima-mura,142711,671920,16408,167361,-,-,-,-,16408,167361,-,-,-,-,-,-,-,-,126303,504559
2,13364,4,神津島村,Kozushima-mura,86637,364447,15089,159613,-,-,-,-,15089,159613,-,-,-,-,-,-,-,-,71548,204834
2,13381,5,三宅村,Miyake-mura,135543,889298,34560,484581,-,-,-,-,34560,484581,-,-,-,-,-,-,-,-,100983,404717
2,13382,6,御蔵島村,Mikurajima-mura,21353,229012,14993,204389,-,-,-,-,14993,204389,-,-,-,-,-,-,-,-,6360,24623
2,13401,7,八丈町,Hachijo-machi,489964,2119092,54755,605459,-,-,-,-,54755,605459,-,-,-,-,-,-,-,-,435209,1513633
2,13402,8,青ヶ島村,Aogashima-mura,37120,157652,6347,58471,-,-,-,-,6347,58471,-,-,-,-,-,-,-,-,30773,99181
2,13421,9,小笠原村,Ogasawara-mura,50149,673953,35362,570054,-,-,-,-,35362,570054,-,-,-,-,-,-,-,-,14787,103899
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  地域， 種類別道路の延長及び面積(令和2年) 4-1  LENGTH AND AREA OF ROADS BY DISTRICT AND CATEGORY ( 2020 ),,,,,,,,,,,,,,,,,,,,,,,,
4月1日現在,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1,,,,,,,,,,,,,,,,,,,,,,,,
a) Outside designated sections,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 Source: Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） (Length in meters， Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,
