地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
0,,,総数,Tokyo-to,24711739,189590795,2245146,41778072,74254,1216640,976169,21153133,813193,11115352,381530,8292947,248745,7499674,78247,3970977,201954,5501953,21937647,130840119
1,13100,,区部,All ku,11985125,103845450,894881,21603313,17890,452422,459672,12237687,35789,620257,381530,8292947,170184,5584284,15262,501028,201954,5501953,10702844,70654872
2,13101,1,千代田区,Chiyoda-ku,175573,2788217,24880,837299,-,-,9688,334808,-,-,15192,502491,10279,399747,-,-,9958,234063,130456,1317108
2,13102,2,中央区,Chuo-ku,193346,2971096,21160,798101,-,-,12330,484595,-,-,8830,313506,5151,161891,-,-,11841,325910,155194,1685194
2,13103,3,港区,Minato-ku,303319,4428381,48760,1570441,480,14309,19066,594764,-,-,29214,961368,14956,528460,-,-,20207,485791,219396,1843689
2,13104,4,新宿区,Shinjuku-ku,356805,3407360,50792,1350558,-,-,30843,796661,-,-,19949,553897,4257,126393,-,-,5230,128182,296526,1802227
2,13105,5,文京区,Bunkyo-ku,207455,1954563,26108,651096,-,-,7500,228276,-,-,18608,422820,8173,202824,-,-,2281,55425,170893,1045218
2,13106,6,台東区,Taito-ku,258517,2626006,21319,547669,-,-,8808,210001,-,-,12511,337668,6548,251841,-,-,2105,39693,228545,1786803
2,13107,7,墨田区,Sumida-ku,296988,2959572,26716,624144,-,-,9336,229065,-,-,17380,395079,6574,184394,-,-,9504,209661,254194,1941373
2,13108,8,江東区,Koto-ku,395914,5743840,55077,1736391,-,-,29984,1013329,-,-,25093,723062,9839,371071,-,-,16899,565664,314099,3070714
2,13109,9,品川区,Shinagawa-ku,390299,3889602,25928,742240,-,-,15253,502835,-,-,10675,239405,18714,489343,-,-,17351,567837,328306,2090182
2,13110,10,目黒区,Meguro-ku,359250,2306930,21398,466230,-,-,11757,335041,-,-,9641,131189,882,35504,-,-,5026,180321,331944,1624875
2,13111,11,大田区,Ota-ku,854088,7588548,43018,1174423,3559,98040,34112,994614,659,10616,4688,71153,17630,528004,-,-,16362,544645,777078,5341476
2,13112,12,世田谷区,Setagaya-ku,1186637,8258741,69968,1110910,2907,71644,35663,715320,5411,49737,25987,274209,10128,320046,5556,193366,6390,123550,1094595,6510869
2,13113,13,渋谷区,Shibuya-ku,271796,2783332,25891,704390,-,-,11693,357745,-,-,14198,346645,4509,210105,-,-,10614,285024,230782,1583813
2,13114,14,中野区,Nakano-ku,368947,2168337,26350,494155,-,-,12362,274768,-,-,13988,219387,-,-,-,-,2328,82644,340269,1591538
2,13115,15,杉並区,Suginami-ku,688849,4627624,56681,1055910,-,-,37999,847660,1597,18831,17085,189419,4327,178337,1059,21149,4615,102705,622167,3269523
2,13116,16,豊島区,Toshima-ku,307754,2387301,15187,431887,-,-,9026,267917,-,-,6161,163970,4697,162807,-,-,4907,128505,282963,1664102
2,13117,17,北区,Kita-ku,375375,3013310,32081,748115,6310,192653,9856,261480,-,-,15915,293982,692,15845,-,-,3565,61070,339037,2188280
2,13118,18,荒川区,Arakawa-ku,215350,1664319,16366,393948,-,-,13124,330042,-,-,3242,63906,1049,36055,-,-,-,-,197935,1234316
2,13119,19,板橋区,Itabashi-ku,740392,5849092,27219,735895,-,-,9034,266549,-,-,18185,469346,17202,598192,-,-,12631,273305,683340,4241700
2,13120,20,練馬区,Nerima-ku,1141097,7482280,75778,1351272,-,-,36358,703451,9403,133564,30017,514257,2522,77085,4700,152990,-,-,1058097,5900933
2,13121,21,足立区,Adachi-ku,1063537,9930806,73916,1795836,-,-,28916,843802,18719,407509,26281,544525,7601,254034,-,-,17490,461126,964530,7419810
2,13122,22,葛飾区,Katsushika-ku,754050,5717996,44011,786138,-,-,30648,620642,-,-,13363,165496,8080,220545,922,20909,6530,209739,694507,4480665
2,13123,23,江戸川区,Edogawa-ku,1079787,9298197,66277,1496265,4634,75776,36316,1024322,-,-,25327,396167,6374,231761,3025,112614,16120,437093,987991,7020464
1,13200,,市部,All shi,10423032,73435307,927344,14790626,29470,393647,482524,8370156,415350,6026823,-,-,72741,1752519,61966,3440369,-,-,9360981,53451793
2,13201,1,八王子市,Hachioji-shi,1552407,14872735,146587,2369300,6313,67423,50724,914957,89550,1386920,-,-,38607,895916,29758,2185514,-,-,1337455,9422005
2,13202,2,立川市,Tachikawa-shi,296711,2613086,36920,713153,-,-,27335,444007,9585,269146,-,-,-,-,-,-,-,-,259791,1899933
2,13203,3,武蔵野市,Musashino-shi,149254,1157169,21253,316348,-,-,14432,226306,6821,90042,-,-,-,-,-,-,-,-,128001,840821
2,13204,4,三鷹市,Mitaka-shi,295739,1951513,27904,428624,-,-,6090,157153,21814,271471,-,-,-,-,1924,72207,-,-,265911,1450682
2,13205,5,青梅市,Ome-shi,935688,4755290,114544,1460690,17678,233287,59306,827170,37560,400233,-,-,-,-,5715,140141,-,-,815429,3154459
