年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成28,2016,0,13000,東京都,Tokyo-to,11223882,5508260,5715622
平成29,2017,0,13000,東京都,Tokyo-to,11296210,5537498,5758712
平成30,2018,0,13000,東京都,Tokyo-to,11360577,5561267,5799310
令和元,2019,0,13000,東京都,Tokyo-to,11430254,5589151,5841103
令和2,2020,0,13000,東京都,Tokyo-to,11496431,5617215,5879216
令和2,2020,1,13100,区部,All ku,7931497,3868439,4063058
令和2,2020,3,13101,千代田区,Chiyoda-ku,53616,26735,26881
令和2,2020,3,13102,中央区,Chuo-ku,137393,64564,72829
令和2,2020,3,13103,港区,Minato-ku,204786,94197,110589
令和2,2020,3,13104,新宿区,Shinjuku-ku,275784,137666,138118
令和2,2020,3,13105,文京区,Bunkyo-ku,184903,86860,98043
令和2,2020,3,13106,台東区,Taito-ku,168154,86159,81995
令和2,2020,3,13107,墨田区,Sumida-ku,231034,114512,116522
令和2,2020,3,13108,江東区,Koto-ku,423075,207472,215603
令和2,2020,3,13109,品川区,Shinagawa-ku,340078,165800,174278
令和2,2020,3,13110,目黒区,Meguro-ku,238624,110872,127752
令和2,2020,3,13111,大田区,Ota-ku ,622229,307773,314456
令和2,2020,3,13112,世田谷区,Setagaya-ku,775743,361728,414015
令和2,2020,3,13113,渋谷区,Shibuya-ku,194282,91999,102283
令和2,2020,3,13114,中野区,Nakano-ku,284997,143388,141609
令和2,2020,3,13115,杉並区,Suginami-ku,490640,232962,257678
令和2,2020,3,13116,豊島区,Toshima-ku,234174,117141,117033
令和2,2020,3,13117,北区,Kita-ku,291605,143850,147755
令和2,2020,3,13118,荒川区,Arakawa-ku,171748,85149,86599
令和2,2020,3,13119,板橋区,Itabashi-ku,475206,232000,243206
令和2,2020,3,13120,練馬区,Nerima-ku,619364,298041,321323
令和2,2020,3,13121,足立区,Adachi-ku,569612,285799,283813
令和2,2020,3,13122,葛飾区,Katsushika-ku,382133,190250,191883
令和2,2020,3,13123,江戸川区,Edogawa-ku,562317,283522,278795
令和2,2020,1,13200,市部,All shi,3496073,1713999,1782074
令和2,2020,3,13201,八王子市,Hachioji-shi,471032,234507,236525
令和2,2020,3,13202,立川市,Tachikawa-shi,153902,76298,77604
令和2,2020,3,13203,武蔵野市,Musashino-shi,124540,58854,65686
令和2,2020,3,13204,三鷹市,Mitaka-shi,158518,76780,81738
令和2,2020,3,13205,青梅市,Ome-shi,113288,56866,56422
令和2,2020,3,13206,府中市,Fuchu-shi,215766,108207,107559
令和2,2020,3,13207,昭島市,Akishima-shi,94362,46853,47509
令和2,2020,3,13208,調布市,Chofu-shi,198713,95991,102722
令和2,2020,3,13209,町田市,Machida-shi,358372,173827,184545
令和2,2020,3,13210,小金井市,Koganei-shi,102368,50045,52323
令和2,2020,3,13211,小平市,Kodaira-shi,160158,77995,82163
令和2,2020,3,13212,日野市,Hino-shi,155721,77689,78032
令和2,2020,3,13213,東村山市,Higashimurayama-shi,126979,61424,65555
令和2,2020,3,13214,国分寺市,Kokubunji-shi,105565,51448,54117
令和2,2020,3,13215,国立市,Kunitachi-shi,64447,31049,33398
令和2,2020,3,13218,福生市,Fussa-shi,46802,23384,23418
令和2,2020,3,13219,狛江市,Komae-shi,70725,33906,36819
令和2,2020,3,13220,東大和市,Higashiyamato-shi,71088,34859,36229
令和2,2020,3,13221,清瀬市,Kiyose-shi,62589,29903,32686
令和2,2020,3,13222,東久留米市,Higashikurume-shi,97981,47378,50603
令和2,2020,3,13223,武蔵村山市,Musashimurayama-shi,58441,29109,29332
令和2,2020,3,13224,多摩市,Tama-shi,125785,61159,64626
令和2,2020,3,13225,稲城市,Inagi-shi,74622,37314,37308
令和2,2020,3,13227,羽村市,Hamura-shi,45670,23180,22490
