年度末,End of fiscal year,地域階層,地域コード,地域,District,郵便局 Post offices／総数 Total,郵便局 Post offices／郵便局(直営) Post offices(direct management),郵便局 Post offices／簡易郵便局 Postal agencies,郵便差出箱 Mailboxes,郵便切手類販売所 Stamp and revenue stamp shops
平成30,2018,0,13000,総数,Tokyo-to,1503,1497,6,10840,10576
令和元,2019,0,13000,総数,Tokyo-to,1503,1497,6,11480,9724
令和元,2019,1,13100,区部,All ku,1058,1057,1,8355,7263
令和元,2019,3,13101,千代田区,Chiyoda-ku,50,50,-,439,392
令和元,2019,3,13102,中央区,Chuo-ku,51,51,-,426,292
令和元,2019,3,13103,港区,Minato-ku,55,55,-,576,521
令和元,2019,3,13104,新宿区,Shinjuku-ku,55,55,-,423,472
令和元,2019,3,13105,文京区,Bunkyo-ku,34,34,-,260,180
令和元,2019,3,13106,台東区,Taito-ku,34,34,-,283,225
令和元,2019,3,13107,墨田区,Sumida-ku,26,26,-,247,199
令和元,2019,3,13108,江東区,Koto-ku,43,43,-,430,394
令和元,2019,3,13109,品川区,Shinagawa-ku,42,42,-,372,344
令和元,2019,3,13110,目黒区,Meguro-ku,24,24,-,226,187
令和元,2019,3,13111,大田区,Ota-ku,71,71,-,533,434
令和元,2019,3,13112,世田谷区,Setagaya-ku,79,79,-,642,463
令和元,2019,3,13113,渋谷区,Shibuya-ku,37,37,-,343,373
令和元,2019,3,13114,中野区,Nakano-ku,30,30,-,216,187
令和元,2019,3,13115,杉並区,Suginami-ku,52,52,-,291,279
令和元,2019,3,13116,豊島区,Toshima-ku,36,35,1,253,265
令和元,2019,3,13117,北区,Kita-ku,41,41,-,275,242
令和元,2019,3,13118,荒川区,Arakawa-ku,19,19,-,150,149
令和元,2019,3,13119,板橋区,Itabashi-ku,48,48,-,375,312
令和元,2019,3,13120,練馬区,Nerima-ku,62,62,-,420,327
令和元,2019,3,13121,足立区,Adachi-ku,68,68,-,455,414
令和元,2019,3,13122,葛飾区,Katsushika-ku,45,45,-,303,232
令和元,2019,3,13123,江戸川区,Edogawa-ku,56,56,-,417,380
令和元,2019,1,13200,市部,All shi,408,407,1,2977,2342
令和元,2019,3,13201,八王子市,Hachioji-shi,64,64,-,468,303
令和元,2019,3,13202,立川市,Tachikawa-shi,18,18,-,157,135
令和元,2019,3,13203,武蔵野市,Musashino-shi,16,16,-,38,88
令和元,2019,3,13204,三鷹市,Mitaka-shi,19,19,-,120,107
令和元,2019,3,13205,青梅市,Ome-shi,16,16,-,126,87
令和元,2019,3,13206,府中市,Fuchu-shi,24,24,-,209,157
令和元,2019,3,13207,昭島市,Akishima-shi,12,12,-,94,77
令和元,2019,3,13208,調布市,Chofu-shi,22,22,-,165,136
令和元,2019,3,13209,町田市,Machida-shi,34,34,-,309,254
令和元,2019,3,13210,小金井市,Koganei-shi,10,10,-,18,53
令和元,2019,3,13211,小平市,Kodaira-shi,17,17,-,147,95
令和元,2019,3,13212,日野市,Hino-shi,17,17,-,141,81
令和元,2019,3,13213,東村山市,Higashimurayama-shi,12,11,1,92,74
令和元,2019,3,13214,国分寺市,Kokubunji-shi,11,11,-,79,59
令和元,2019,3,13215,国立市,Kunitachi-shi,10,10,-,70,53
令和元,2019,3,13218,福生市,Fussa-shi,6,6,-,60,45
令和元,2019,3,13219,狛江市,Komae-shi,7,7,-,59,40
令和元,2019,3,13220,東大和市,Higashiyamato-shi,8,8,-,63,52
令和元,2019,3,13221,清瀬市,Kiyose-shi,7,7,-,67,42
令和元,2019,3,13222,東久留米市,Higashikurume-shi,12,12,-,85,51
令和元,2019,3,13223,武蔵村山市,Musashimurayama-shi,7,7,-,57,49
令和元,2019,3,13224,多摩市,Tama-shi,15,15,-,60,68
令和元,2019,3,13225,稲城市,Inagi-shi,8,8,-,19,44
令和元,2019,3,13227,羽村市,Hamura-shi,5,5,-,47,42
令和元,2019,3,13228,あきる野市,Akiruno-shi,12,12,-,95,58
令和元,2019,3,13229,西東京市,Nishitokyo-shi ,19,19,-,132,92
令和元,2019,1,13300,郡部,All gun,10,9,1,51,66
令和元,2019,1,13350,島部,All islands,27,24,3,97,53
令和元,2019,2,13360,大島支庁,Oshima-shicho,12,11,1,42,32
令和元,2019,2,13380,三宅支庁,Miyake-shicho,6,6,-,19,6
令和元,2019,2,13400,八丈支庁,Hachijo-shicho,7,6,1,30,12
令和元,2019,2,13420,小笠原支庁,Ogasawara-shicho,2,1,1,6,3
,,,,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 ) 5　通信・情報 5  COMMUNICATION AND INFORMATION,,,,,,,,,,
5-1　地域別郵便局数等 (平成30令和元年度末) 5-1 POST OFFICES BY DISTRICT ( End of Fiscal Years 2018 and 2019 ),,,,,,,,,,
資料：日本郵便株式会社東京支社 Source:  Japan Post Co.， Ltd.,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,,,
