年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,コンクリート Concrete／延長 Length,コンクリート Concrete／面積 Area,高級アスファルト Top-grade asphalt／延長 Length,高級アスファルト Top-grade asphalt／面積 Area,ブロック Blocks／延長 Length,ブロック Blocks／面積 Area,コンクリート平板 Concrete slabs／延長 Length,コンクリート平板 Concrete slabs／面積 Area,簡易 Base-grade asphalt／延長 Length,簡易 Base-grade asphalt／面積 Area,砂利 Gravel roads／延長 Length,砂利 Gravel roads／面積 Area,その他 Others／延長 Length,その他 Others／面積 Area
平成28,2016,0,13000,,総数,Tokyo-to,24522639,187047726,545225,8788813,14783382,113267052,182374,6291686,51089,2664172,6383947,41925299,2555378,5352200,21244,8758504
平成29,2017,0,13000,,総数,Tokyo-to,24557683,187626292,545763,8778635,14841571,113713245,187553,6358346,52819,2698787,6388592,41996627,2520301,5282649,21084,8798003
平成30,2018,0,13000,,総数,Tokyo-to,24622612,188402007,548186,8841011,14906394,114197450,189662,6433326,52935,2728983,6392987,42091010,2511979,5264939,20469,8845288
平成31,2019,0,13000,,総数,Tokyo-to,24647916,188847170,550419,8842291,14941102,114536297,190396,6461485,52894,2771740,6392792,42121215,2500146,5232530,20167,8881612
令和2,2020,0,13000,,総数,Tokyo-to,24711739,189590795,560820,8862608,15055206,115846362,186815,6432955,63180,2858093,6332018,41614331,2493920,5210824,19780,8765622
令和2,2020,1,13100,,区部,All ku,11985125,103845450,75279,3132166,8996034,72142389,142365,4732999,29333,1934965,2726614,19326603,12883,41684,2617,2534644
令和2,2020,2,13101,1,千代田区,Chiyoda-ku,175573,2788217,744,148920,170846,2016650,3572,203099,351,77140,-,223516,-,-,60,118892
令和2,2020,2,13102,2,中央区,Chuo-ku,193346,2971096,21,187055,185312,2046983,7404,356151,78,66926,365,160366,-,-,166,153615
令和2,2020,2,13103,3,港区,Minato-ku,303319,4428381,3357,259567,293031,3126983,5586,331898,990,54686,250,432935,-,-,105,222312
令和2,2020,2,13104,4,新宿区,Shinjuku-ku,356805,3407360,9262,126466,343577,2804672,3966,124476,-,58224,-,188062,-,-,-,105460
令和2,2020,2,13105,5,文京区,Bunkyo-ku,207455,1954563,5220,72915,195717,1639319,5835,44522,683,28622,-,121141,-,-,-,48044
令和2,2020,2,13106,6,台東区,Taito-ku,258517,2626006,165,200095,213414,1857155,4244,227276,-,72415,40694,234119,-,-,-,34946
令和2,2020,2,13107,7,墨田区,Sumida-ku,296988,2959572,3531,61153,290479,2453265,1034,106635,-,54268,1838,224713,106,218,-,59320
令和2,2020,2,13108,8,江東区,Koto-ku,395914,5743840,2215,128428,382835,4384280,4676,551643,-,73426,6105,413758,-,-,83,192305
令和2,2020,2,13109,9,品川区,Shinagawa-ku,390299,3889602,4697,114515,298688,2928782,2384,70623,359,65547,80649,620114,3522,9194,-,80827
令和2,2020,2,13110,10,目黒区,Meguro-ku,359250,2306930,1241,46048,113858,1022912,4830,63391,-,21811,239081,1122345,-,-,240,30423
令和2,2020,2,13111,11,大田区,Ota-ku,854088,7588548,10616,199642,796935,6490230,30323,333932,147,29670,15442,340178,14,90,611,194806
令和2,2020,2,13112,12,世田谷区,Setagaya-ku,1186637,8258741,5244,626114,262323,2646607,7079,72485,403,97288,904956,4730992,6290,14660,342,70595
令和2,2020,2,13113,13,渋谷区,Shibuya-ku,271796,2783332,8254,88682,221315,2199538,1211,63805,-,54575,41016,305617,-,-,-,71115
令和2,2020,2,13114,14,中野区,Nakano-ku,368947,2168337,2977,37530,349550,1641816,2333,46057,-,14832,14087,408627,-,-,-,19475
令和2,2020,2,13115,15,杉並区,Suginami-ku,688849,4627624,894,73153,390804,2561247,15737,666672,-,18467,279358,1193170,1076,2785,980,112130
令和2,2020,2,13116,16,豊島区,Toshima-ku,307754,2387301,864,27727,267299,1648944,5888,177410,-,269127,33673,214165,-,-,30,49928
令和2,2020,2,13117,17,北区,Kita-ku,375375,3013310,7304,109620,288786,2088631,2203,73498,-,87830,76691,572400,391,8341,-,72990
令和2,2020,2,13118,18,荒川区,Arakawa-ku,215350,1664319,1136,33888,191723,1293717,580,57383,-,59192,21861,176397,50,787,-,42955
令和2,2020,2,13119,19,板橋区,Itabashi-ku,740392,5849092,4819,92772,297735,2945709,9172,66663,-,28483,428666,2601788,-,-,-,113677
令和2,2020,2,13120,20,練馬区,Nerima-ku,1141097,7482280,1380,112601,667359,4873390,9166,50216,2504,65543,459746,2238494,942,3772,-,138264
令和2,2020,2,13121,21,足立区,Adachi-ku,1063537,9930806,857,207889,1027080,7042211,3849,886678,15055,341514,16327,1065892,369,1594,-,385028
令和2,2020,2,13122,22,葛飾区,Katsushika-ku,754050,5717996,481,63297,743344,5226684,4815,42768,5287,175476,-,136708,123,243,-,72820
令和2,2020,2,13123,23,江戸川区,Edogawa-ku,1079787,9298197,-,114089,1004024,7202664,6478,115718,3476,119903,65809,1601106,-,-,-,144717
令和2,2020,1,13200,,市部,All shi,10423032,73435307,132435,3604941,5553776,40209239,43547,1583760,33359,871378,3159281,19853934,1483472,3145981,17162,4166074
令和2,2020,2,13201,1,八王子市,Hachioji-shi,1552407,14872735,22216,424318,910602,8243723,27528,345636,5821,63337,574677,3737990,11563,44356,-,2013375
令和2,2020,2,13202,2,立川市,Tachikawa-shi,296711,2613086,344,170901,117427,1001585,-,82653,978,93457,172937,1138702,5025,14389,-,111399
令和2,2020,2,13203,3,武蔵野市,Musashino-shi,149254,1157169,236,143958,144808,761334,2559,83285,891,17170,21,122070,522,2581,217,26771
令和2,2020,2,13204,4,三鷹市,Mitaka-shi,295739,1951513,1915,71079,64737,528419,1011,236036,-,8002,227050,1050339,1022,3513,4,54125
令和2,2020,2,13205,5,青梅市,Ome-shi,935688,4755290,35629,242101,401980,2949117,-,14924,1295,26521,160019,714495,336765,558396,-,249736
令和2,2020,2,13206,6,府中市,Fuchu-shi,485102,3840302,2849,396276,174006,1478585,1219,72288,963,33344,292700,1702643,13365,31025,-,126141
令和2,2020,2,13207,7,昭島市,Akishima-shi,256514,1857817,2273,49454,225291,1253064,-,108579,-,4244,-,321369,28950,71646,-,49461
令和2,2020,2,13208,8,調布市,Chofu-shi,441634,2740352,2205,264864,59347,652578,82,32556,907,18190,330648,1640684,35441,63583,13004,67897
令和2,2020,2,13209,9,町田市,Machida-shi,1355110,8693869,10789,194976,946611,6525467,966,28606,-,112984,18745,576140,377999,1012175,-,243521
令和2,2020,2,13210,10,小金井市,Koganei-shi,178289,1074420,1247,74628,169651,817679,423,23729,-,15698,1886,98665,4920,15175,162,28846
令和2,2020,2,13211,11,小平市,Kodaira-shi,273426,2049892,698,79541,268219,1514985,-,103733,-,7819,3348,304131,1151,2733,10,36950
令和2,2020,2,13212,12,日野市,Hino-shi,496732,3361430,7168,73928,131927,1230596,808,18420,628,28166,300405,1718162,55785,98574,11,193584
令和2,2020,2,13213,13,東村山市,Higashimurayama-shi,303729,1812846,1086,175192,121536,722292,582,43203,-,20257,156182,763058,24343,55491,-,33353
令和2,2020,2,13214,14,国分寺市,Kokubunji-shi,240337,1319926,103,17844,219471,1111073,1459,23885,-,2101,882,111298,18422,41069,-,12656
令和2,2020,2,13215,15,国立市,Kunitachi-shi,153878,1297189,525,99138,141092,1032972,1108,58226,2027,29332,292,46058,5255,10118,3579,21345
令和2,2020,2,13218,16,福生市,Fussa-shi,150919,1129037,641,104782,52365,463227,462,33562,11,3333,94433,493201,3007,6595,-,24337
令和2,2020,2,13219,17,狛江市,Komae-shi,128343,823280,72,80698,125065,597837,504,29358,120,8007,-,76067,2582,5531,-,25782
令和2,2020,2,13220,18,東大和市,Higashiyamato-shi,235451,1566941,1103,13330,78573,613275,401,46342,329,18531,130714,775234,24331,55933,-,44296
令和2,2020,2,13221,19,清瀬市,Kiyose-shi,189526,1123226,508,104057,154484,804124,446,2529,150,2758,-,135410,33938,57824,-,16524
令和2,2020,2,13222,20,東久留米市,Higashikurume-shi,255938,1642005,3587,52922,32505,289089,212,12687,167,5592,208782,1218346,10685,25769,-,37600
令和2,2020,2,13223,21,武蔵村山市,Musashimurayama-shi,272418,1561919,1211,90990,44614,385753,607,4746,721,5928,155233,863623,70032,144713,-,66166
令和2,2020,2,13224,22,多摩市,Tama-shi,330191,3464413,9886,144909,298008,2748398,-,5363,14774,173606,665,162544,6858,17580,-,212013
令和2,2020,2,13225,23,稲城市,Inagi-shi,262866,2070427,3839,164698,196026,1178961,1564,60670,2810,83702,3952,289394,54602,100460,73,192542
令和2,2020,2,13227,24,羽村市,Hamura-shi,164579,1328355,1375,36963,52680,561136,272,48070,-,958,106918,641197,3334,7967,-,32064
令和2,2020,2,13228,25,あきる野市,Akiruno-shi,741945,3485564,20525,289345,151609,1106255,50,41811,715,82982,217008,1057991,351936,692895,102,214285
令和2,2020,2,13229,26,西東京市,Nishitokyo-shi,276306,1842304,405,44049,271142,1637715,1284,22863,52,5359,1784,95123,1639,5890,-,31305
令和2,2020,1,13300,,郡部,All gun,813280,5044412,43753,407064,180978,1471526,203,48334,74,7197,266300,1464122,321972,604614,-,1041555
令和2,2020,2,13303,1,瑞穂町,Mizuho-machi,243462,1485691,704,100043,34224,411149,-,1910,-,138,132597,758945,75937,193581,-,19925
令和2,2020,2,13305,2,日の出町,Hinode-machi,142567,905033,4269,41163,47593,369607,203,42249,-,4337,62484,315870,28018,62272,-,69535
令和2,2020,2,13307,3,檜原村,Hinohara-mura,120317,1024739,11712,88482,42233,293397,-,816,-,1264,19347,116781,47025,75701,-,448298
令和2,2020,2,13308,4,奥多摩町,Okutama-machi,306934,1628949,27068,177376,56928,397373,-,3359,74,1458,51872,272526,170992,273060,-,503797
令和2,2020,1,13350,,島部,All islands,1490302,7265626,309353,1718437,324418,2023208,700,67862,414,44553,179823,969672,675593,1418545,1,1023349
令和2,2020,2,13361,1,大島町,Oshima-machi,499119,2032818,44599,229369,101478,657734,-,3468,-,13372,92366,500891,260675,557759,1,70225
令和2,2020,2,13362,2,利島村,Toshima-mura,27706,127434,19575,89758,-,-,-,-,-,-,-,-,8131,14478,-,23198
令和2,2020,2,13363,3,新島村,Niijima-mura,142711,671920,57693,382243,-,-,-,2797,414,13055,15421,74798,69183,130871,-,68156
令和2,2020,2,13364,4,神津島村,Kozushima-mura,86637,364447,44065,277906,-,-,462,3204,-,1657,459,2267,41651,51313,-,28100
令和2,2020,2,13381,5,三宅村,Miyake-mura,135543,889298,23937,133482,37308,261459,-,14067,-,1564,46682,251519,27616,60904,-,166303
令和2,2020,2,13382,6,御蔵島村,Mikurajima-mura,21353,229012,20900,107477,-,-,-,-,-,-,-,-,453,828,-,120707
令和2,2020,2,13401,7,八丈町,Hachijo-machi,489964,2119092,53430,266594,162265,964523,238,22168,-,14905,20736,116268,253295,572236,-,162398
令和2,2020,2,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22663,100190,-,-,-,-,-,-,-,-,14457,29685,-,27777
