"年月日[西暦]","地区","事業所数","従業者数[人]"
"20120201","港区 総数","37209","952499"
"20120201","芝地区","16111","424494"
"20120201","麻布地区","5727","86984"
"20120201","赤坂地区","8984","200392"
"20120201","高輪地区","3335","56464"
"20120201","芝浦港南地区","3052","184165"

"平成24年 経済センサス-活動調査 港区 支所管内別事業所数及び従業者数（活動調査のため民営事業所のみ）","Ver201202",,
