都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,不詳者の男性,不詳者の女性,世帯数,備考,KEY_CODE
131105,111,東京都,目黒区,2014-09-01,駒場一丁目,3931,1971,1960,82,66,53,59,56,58,66,49,128,98,214,154,223,183,222,191,173,171,149,138,92,112,71,118,117,105,101,110,74,100,59,77,41,69,50,102,0,0,2323,,13110001001
131105,112,東京都,目黒区,2014-09-01,駒場二丁目,573,281,292,6,3,10,11,13,10,10,9,22,12,36,21,20,17,21,22,19,21,22,28,20,17,13,14,12,15,16,28,18,13,7,16,6,16,10,19,0,0,346,,13110001002
131105,113,東京都,目黒区,2014-09-01,駒場三丁目,770,387,383,9,14,13,12,14,9,19,14,14,19,31,19,40,18,23,26,42,44,25,30,39,27,22,26,19,18,19,33,27,28,11,16,14,12,6,18,0,0,412,,13110001003
131105,114,東京都,目黒区,2014-09-01,駒場四丁目,1518,754,764,36,23,38,28,25,23,38,37,71,52,101,71,66,72,55,55,50,74,49,73,54,49,30,37,39,39,32,47,31,26,19,23,9,15,12,20,0,0,842,,13110001004
131105,121,東京都,目黒区,2014-09-01,青葉台一丁目,2523,1199,1324,52,44,30,37,33,33,44,33,71,48,95,97,117,110,130,129,120,127,108,122,84,99,67,64,72,71,54,82,43,66,37,59,26,46,16,57,0,0,1505,,13110002001
131105,122,東京都,目黒区,2014-09-01,青葉台二丁目,873,406,467,24,19,17,14,19,10,14,9,11,13,31,39,36,46,54,52,37,42,26,25,23,33,18,24,22,19,25,39,22,23,9,18,11,22,7,21,0,0,462,,13110002002
131105,123,東京都,目黒区,2014-09-01,青葉台三丁目,2949,1457,1492,69,57,45,38,38,33,38,32,68,58,158,174,233,188,194,179,145,170,119,121,95,94,50,75,64,54,51,47,38,45,24,35,18,32,10,60,0,0,1936,,13110002003
131105,124,東京都,目黒区,2014-09-01,青葉台四丁目,1708,796,912,27,43,19,20,22,14,23,25,35,32,63,60,99,95,90,111,80,92,73,85,61,62,41,55,48,52,47,52,22,43,18,31,17,21,11,19,0,0,1030,,13110002004
131105,131,東京都,目黒区,2014-09-01,東山一丁目,3445,1650,1795,49,56,53,54,54,48,56,56,76,83,168,149,165,178,172,163,140,159,144,155,115,130,94,70,86,98,101,94,71,98,42,62,37,67,27,75,0,0,2028,,13110003001
131105,132,東京都,目黒区,2014-09-01,東山二丁目,6599,3222,3377,259,225,261,246,283,249,217,235,126,241,126,143,176,237,319,371,409,454,403,386,280,210,139,90,62,66,51,56,37,53,41,43,14,30,19,42,0,0,2693,,13110003002
131105,133,東京都,目黒区,2014-09-01,東山三丁目,2985,1445,1540,62,74,64,55,70,60,50,49,103,101,154,135,175,147,141,128,128,151,108,137,91,98,70,61,42,40,46,58,48,65,40,59,33,41,20,81,0,0,1762,,13110003003
131105,141,東京都,目黒区,2014-09-01,大橋一丁目,2659,1279,1380,66,60,29,26,26,25,38,23,54,70,139,156,235,194,174,171,130,163,104,130,76,81,54,60,37,44,35,49,31,37,18,34,23,33,10,24,0,0,1742,,13110004001
131105,142,東京都,目黒区,2014-09-01,大橋二丁目,4362,2191,2171,89,102,67,76,74,77,101,78,134,103,250,147,210,181,229,186,220,220,160,209,168,150,123,90,84,91,85,91,71,89,49,95,45,71,32,115,0,0,2574,,13110004002
131105,151,東京都,目黒区,2014-09-01,上目黒一丁目,1826,831,995,53,51,21,22,14,18,16,14,21,40,56,74,106,120,129,127,105,98,70,79,51,63,29,28,35,49,34,51,40,38,16,44,20,38,15,41,0,0,1137,,13110005001
131105,152,東京都,目黒区,2014-09-01,上目黒二丁目,4432,2117,2315,85,93,54,51,42,50,54,40,85,97,230,224,291,309,260,284,205,211,160,183,111,113,96,79,104,104,108,120,77,98,76,103,47,73,32,84,0,0,2743,,13110005002
131105,153,東京都,目黒区,2014-09-01,上目黒三丁目,5259,2468,2791,111,112,84,81,59,77,80,64,104,127,199,224,293,304,237,281,240,276,232,211,178,160,126,149,129,130,126,144,96,114,64,103,59,118,51,119,0,0,2979,,13110005003
131105,154,東京都,目黒区,2014-09-01,上目黒四丁目,3754,1785,1969,53,44,49,42,41,43,61,57,94,92,180,164,203,192,153,169,146,168,137,141,111,121,92,85,91,101,111,144,108,121,62,102,54,88,39,95,0,0,2270,,13110005004
