款,項,目,細目,財源内訳,決算額
1,1,1,33,1,0
1,1,1,33,2,0
1,1,1,33,3,0
1,1,1,33,4,186881
1,1,1,33,5,0
1,1,1,724,1,5534
1,1,1,724,2,549
1,1,1,724,3,0
1,1,1,724,4,25034
1,1,1,724,5,1980
1,1,2,725,1,0
1,1,2,725,2,0
1,1,2,725,3,0
1,1,2,725,4,2604
1,1,2,725,5,0
1,2,1,726,1,0
1,2,1,726,2,0
1,2,1,726,3,0
1,2,1,726,4,30067
1,2,1,726,5,0
1,3,1,728,1,0
1,3,1,728,2,0
1,3,1,728,3,0
1,3,1,728,4,1126
1,3,1,728,5,0
2,1,1,729,1,0
2,1,1,729,2,8192083
2,1,1,729,3,0
2,1,1,729,4,0
2,1,1,729,5,0
2,1,2,730,1,0
2,1,2,730,2,26
2,1,2,730,3,0
2,1,2,730,4,0
2,1,2,730,5,0
2,1,3,731,1,0
2,1,3,731,2,78555
2,1,3,731,3,0
2,1,3,731,4,0
2,1,3,731,5,0
2,1,4,732,1,0
2,1,4,732,2,2
2,1,4,732,3,0
2,1,4,732,4,0
2,1,4,732,5,0
2,1,5,733,1,0
2,1,5,733,2,20962
2,1,5,733,3,0
2,1,5,733,4,20213
2,1,5,733,5,0
2,2,1,734,1,0
2,2,1,734,2,1185516
2,2,1,734,3,0
2,2,1,734,4,0
2,2,1,734,5,0
2,2,3,736,1,0
2,2,3,736,2,712
2,2,3,736,3,0
2,2,3,736,4,0
2,2,3,736,5,0
2,3,1,739,1,0
2,3,1,739,2,45
2,3,1,739,3,0
2,3,1,739,4,0
2,3,1,739,5,0
2,4,1,741,1,0
2,4,1,741,2,0
2,4,1,741,3,0
2,4,1,741,4,17774
2,4,1,741,5,8898
2,5,1,743,1,0
2,5,1,743,2,0
2,5,1,743,3,0
2,5,1,743,4,0
2,5,1,743,5,9450
2,6,1,744,1,0
2,6,1,744,2,17428
2,6,1,744,3,0
2,6,1,744,4,0
2,6,1,744,5,0
2,7,1,861,1,0
2,7,1,861,2,38
2,7,1,861,3,0
2,7,1,861,4,0
2,7,1,861,5,35
3,1,1,956,1,0
3,1,1,956,2,207563
3,1,1,956,3,0
3,1,1,956,4,2383437
3,1,1,956,5,348750
3,1,2,957,1,0
3,1,2,957,2,0
3,1,2,957,3,0
3,1,2,957,4,438
3,1,2,957,5,781
3,2,1,958,1,0
3,2,1,958,2,0
3,2,1,958,3,0
3,2,1,958,4,709243
3,2,1,958,5,332777
3,2,2,959,1,0
3,2,2,959,2,0
3,2,2,959,3,0
3,2,2,959,4,122
3,2,2,959,5,289
3,3,1,748,1,0
3,3,1,748,2,0
3,3,1,748,3,0
3,3,1,748,4,234228
3,3,1,748,5,121365
5,1,2,758,1,0
5,1,2,758,2,0
5,1,2,758,3,0
5,1,2,758,4,27
5,1,2,758,5,4888
5,1,2,869,1,0
5,1,2,869,2,1597
5,1,2,869,3,0
5,1,2,869,4,439
5,1,2,869,5,0
5,1,2,872,1,0
5,1,2,872,2,4509
5,1,2,872,3,0
5,1,2,872,4,0
5,1,2,872,5,4600
5,2,1,760,1,0
5,2,1,760,2,58985
5,2,1,760,3,0
5,2,1,760,4,552
5,2,1,760,5,81761
5,2,1,761,1,0
5,2,1,761,2,2137
5,2,1,761,3,0
5,2,1,761,4,1375
5,2,1,761,5,0
6,1,1,762,1,0
6,1,1,762,2,0
6,1,1,762,3,0
6,1,1,762,4,65
6,1,1,762,5,50
8,1,1,764,1,0
8,1,1,764,2,0
8,1,1,764,3,0
8,1,1,764,4,0
8,1,1,764,5,18782
8,1,2,765,1,0
8,1,2,765,2,0
8,1,2,765,3,0
8,1,2,765,4,0
8,1,2,765,5,4
8,1,6,979,1,0
8,1,6,979,2,0
8,1,6,979,3,0
8,1,6,979,4,0
8,1,6,979,5,250024
9,1,1,751,1,0
9,1,1,751,2,0
9,1,1,751,3,0
9,1,1,751,4,0
9,1,1,751,5,2
