款,項,目,細目,財源内訳,決算額
1,1,1,1,1,0
1,1,1,1,2,0
1,1,1,1,3,0
1,1,1,1,4,0
1,1,1,1,5,276860
1,1,1,2,1,0
1,1,1,2,2,0
1,1,1,2,3,0
1,1,1,2,4,0
1,1,1,2,5,78308
1,1,1,37,1,63
1,1,1,37,2,32
1,1,1,37,3,0
1,1,1,37,4,0
1,1,1,37,5,6765
1,1,1,38,1,0
1,1,1,38,2,0
1,1,1,38,3,0
1,1,1,38,4,403
1,1,1,38,5,18637
2,1,1,3,1,8933
2,1,1,3,2,402
2,1,1,3,3,0
2,1,1,3,4,22935
2,1,1,3,5,1849889
2,1,1,39,1,0
2,1,1,39,2,0
2,1,1,39,3,0
2,1,1,39,4,12
2,1,1,39,5,911
2,1,1,40,1,0
2,1,1,40,2,0
2,1,1,40,3,0
2,1,1,40,4,0
2,1,1,40,5,3151
2,1,1,41,1,16624
2,1,1,41,2,3
2,1,1,41,3,0
2,1,1,41,4,55
2,1,1,41,5,4703
2,1,1,42,1,0
2,1,1,42,2,0
2,1,1,42,3,0
2,1,1,42,4,0
2,1,1,42,5,75
2,1,1,43,1,0
2,1,1,43,2,0
2,1,1,43,3,0
2,1,1,43,4,10
2,1,1,43,5,1804
2,1,1,46,1,0
2,1,1,46,2,0
2,1,1,46,3,0
2,1,1,46,4,40
2,1,1,46,5,1546
2,1,1,47,1,0
2,1,1,47,2,0
2,1,1,47,3,0
2,1,1,47,4,0
2,1,1,47,5,215
2,1,1,49,1,616
2,1,1,49,2,2090
2,1,1,49,3,0
2,1,1,49,4,60
2,1,1,49,5,30661
2,1,1,50,1,0
2,1,1,50,2,0
2,1,1,50,3,0
2,1,1,50,4,50
2,1,1,50,5,672
2,1,1,51,1,0
2,1,1,51,2,1447
2,1,1,51,3,0
2,1,1,51,4,0
2,1,1,51,5,5242
2,1,1,972,1,0
2,1,1,972,2,0
2,1,1,972,3,0
2,1,1,972,4,0
2,1,1,972,5,400000
2,1,2,54,1,33986
2,1,2,54,2,26773
2,1,2,54,3,0
2,1,2,54,4,2018
2,1,2,54,5,587917
2,1,2,55,1,0
2,1,2,55,2,72
2,1,2,55,3,0
2,1,2,55,4,399
2,1,2,55,5,41817
2,1,2,56,1,0
2,1,2,56,2,0
2,1,2,56,3,0
2,1,2,56,4,296
2,1,2,56,5,11450
2,1,3,57,1,516
2,1,3,57,2,1622
2,1,3,57,3,0
2,1,3,57,4,117
2,1,3,57,5,54823
2,1,3,58,1,0
2,1,3,58,2,0
2,1,3,58,3,0
2,1,3,58,4,0
2,1,3,58,5,4437
2,1,3,59,1,0
2,1,3,59,2,0
2,1,3,59,3,0
2,1,3,59,4,455
2,1,3,59,5,10494
2,1,3,60,1,0
2,1,3,60,2,0
2,1,3,60,3,0
2,1,3,60,4,487
2,1,3,60,5,30655
2,1,3,61,1,0
2,1,3,61,2,0
2,1,3,61,3,0
2,1,3,61,4,21
2,1,3,61,5,725
2,1,3,890,1,0
2,1,3,890,2,0
2,1,3,890,3,0
2,1,3,890,4,0
2,1,3,890,5,17352
2,1,4,62,1,0
2,1,4,62,2,0
2,1,4,62,3,0
2,1,4,62,4,0
2,1,4,62,5,2977
2,1,5,63,1,0
2,1,5,63,2,0
2,1,5,63,3,0
2,1,5,63,4,0
2,1,5,63,5,36072
2,1,6,65,1,0
2,1,6,65,2,0
2,1,6,65,3,0
2,1,6,65,4,1951
2,1,6,65,5,59785
2,1,6,67,1,14459
2,1,6,67,2,0
2,1,6,67,3,0
2,1,6,67,4,659
2,1,6,67,5,264502
2,1,6,68,1,0
2,1,6,68,2,0
2,1,6,68,3,0
2,1,6,68,4,0
2,1,6,68,5,2866
2,1,6,70,1,0
2,1,6,70,2,38
2,1,6,70,3,0
2,1,6,70,4,2905
2,1,6,70,5,197850
2,1,6,71,1,0
2,1,6,71,2,0
2,1,6,71,3,0
2,1,6,71,4,1208
2,1,6,71,5,100000
2,1,6,72,1,0
2,1,6,72,2,0
2,1,6,72,3,0
2,1,6,72,4,18
2,1,6,72,5,32661
2,1,6,73,1,0
2,1,6,73,2,7670
2,1,6,73,3,0
2,1,6,73,4,952
2,1,6,73,5,10151
2,1,6,74,1,4148
2,1,6,74,2,0
2,1,6,74,3,0
2,1,6,74,4,2075
2,1,6,74,5,262973
2,1,6,79,1,0
2,1,6,79,2,0
2,1,6,79,3,0
2,1,6,79,4,2440
2,1,6,79,5,460
2,1,7,80,1,354
2,1,7,80,2,0
2,1,7,80,3,0
2,1,7,80,4,0
2,1,7,80,5,1057
2,1,7,82,1,0
2,1,7,82,2,0
2,1,7,82,3,0
2,1,7,82,4,0
2,1,7,82,5,234
2,1,7,85,1,0
2,1,7,85,2,0
2,1,7,85,3,0
2,1,7,85,4,0
2,1,7,85,5,5926
2,1,7,86,1,0
2,1,7,86,2,171
2,1,7,86,3,0
2,1,7,86,4,170
2,1,7,86,5,2866
2,1,7,908,1,0
2,1,7,908,2,0
2,1,7,908,3,0
2,1,7,908,4,0
2,1,7,908,5,321
2,1,7,936,1,0
2,1,7,936,2,0
2,1,7,936,3,0
2,1,7,936,4,0
2,1,7,936,5,2912
2,1,7,937,1,0
2,1,7,937,2,0
2,1,7,937,3,0
2,1,7,937,4,0
2,1,7,937,5,18930
2,1,7,954,1,660
2,1,7,954,2,0
2,1,7,954,3,0
2,1,7,954,4,0
2,1,7,954,5,220
2,1,7,955,1,0
2,1,7,955,2,0
2,1,7,955,3,0
2,1,7,955,4,0
2,1,7,955,5,2286
2,1,8,96,1,0
2,1,8,96,2,0
2,1,8,96,3,0
2,1,8,96,4,1432
2,1,8,96,5,650000
2,1,9,97,1,0
2,1,9,97,2,35
2,1,9,97,3,0
2,1,9,97,4,0
2,1,9,97,5,3219
2,1,9,951,1,0
2,1,9,951,2,3653
2,1,9,951,3,0
2,1,9,951,4,0
2,1,9,951,5,2759
2,1,9,967,1,0
2,1,9,967,2,44000
2,1,9,967,3,0
2,1,9,967,4,0
2,1,9,967,5,145376
2,1,10,98,1,0
2,1,10,98,2,0
2,1,10,98,3,0
2,1,10,98,4,0
2,1,10,98,5,247
2,1,10,99,1,0
2,1,10,99,2,0
2,1,10,99,3,0
2,1,10,99,4,0
2,1,10,99,5,3951
2,1,10,100,1,0
2,1,10,100,2,0
2,1,10,100,3,0
2,1,10,100,4,233
2,1,10,100,5,10204
2,1,10,102,1,0
2,1,10,102,2,0
2,1,10,102,3,0
2,1,10,102,4,1283
2,1,10,102,5,88334
2,1,10,104,1,0
2,1,10,104,2,0
2,1,10,104,3,0
2,1,10,104,4,0
2,1,10,104,5,33
2,1,10,105,1,0
2,1,10,105,2,0
2,1,10,105,3,0
2,1,10,105,4,0
2,1,10,105,5,61428
2,1,11,112,1,0
2,1,11,112,2,0
2,1,11,112,3,0
2,1,11,112,4,0
2,1,11,112,5,191962
2,1,11,923,1,0
2,1,11,923,2,7830
2,1,11,923,3,815000
2,1,11,923,4,0
2,1,11,923,5,494533
2,1,12,115,1,0
2,1,12,115,2,0
2,1,12,115,3,0
2,1,12,115,4,0
2,1,12,115,5,58
2,1,12,116,1,0
2,1,12,116,2,0
2,1,12,116,3,0
2,1,12,116,4,0
2,1,12,116,5,102
2,1,12,118,1,0
2,1,12,118,2,866
2,1,12,118,3,0
2,1,12,118,4,0
2,1,12,118,5,1015
2,1,12,119,1,0
2,1,12,119,2,0
2,1,12,119,3,0
2,1,12,119,4,0
2,1,12,119,5,3780
2,1,12,867,1,0
2,1,12,867,2,0
2,1,12,867,3,0
2,1,12,867,4,0
2,1,12,867,5,491
2,1,13,121,1,0
2,1,13,121,2,0
2,1,13,121,3,0
2,1,13,121,4,0
2,1,13,121,5,2025
2,1,13,122,1,0
2,1,13,122,2,0
2,1,13,122,3,0
2,1,13,122,4,2100
2,1,13,122,5,51176
2,1,13,124,1,0
2,1,13,124,2,0
2,1,13,124,3,0
2,1,13,124,4,191
2,1,13,124,5,33020
2,1,13,125,1,0
2,1,13,125,2,342
2,1,13,125,3,0
2,1,13,125,4,758
2,1,13,125,5,18406
2,1,13,127,1,0
2,1,13,127,2,50044
2,1,13,127,3,0
2,1,13,127,4,6687
2,1,13,127,5,294663
2,1,13,129,1,0
2,1,13,129,2,1729
2,1,13,129,3,0
2,1,13,129,4,0
2,1,13,129,5,8191
2,1,13,864,1,0
2,1,13,864,2,208
2,1,13,864,3,0
2,1,13,864,4,0
2,1,13,864,5,208
2,1,13,990,1,0
2,1,13,990,2,1632
2,1,13,990,3,0
2,1,13,990,4,0
2,1,13,990,5,15772
2,1,15,137,1,0
2,1,15,137,2,0
2,1,15,137,3,0
2,1,15,137,4,12142
2,1,15,137,5,28751
2,1,16,138,1,0
2,1,16,138,2,1430
2,1,16,138,3,0
2,1,16,138,4,0
2,1,16,138,5,4153
2,1,17,139,1,0
2,1,17,139,2,0
2,1,17,139,3,0
2,1,17,139,4,147
2,1,17,139,5,2331
2,1,17,140,1,0
2,1,17,140,2,139
2,1,17,140,3,0
2,1,17,140,4,0
2,1,17,140,5,531
2,1,17,141,1,0
2,1,17,141,2,12774
2,1,17,141,3,0
2,1,17,141,4,0
2,1,17,141,5,93764
2,1,17,143,1,0
2,1,17,143,2,0
2,1,17,143,3,0
2,1,17,143,4,0
2,1,17,143,5,1515
2,1,17,150,1,0
2,1,17,150,2,71
2,1,17,150,3,0
2,1,17,150,4,0
2,1,17,150,5,1430
2,1,17,961,1,15000230
2,1,17,961,2,0
2,1,17,961,3,0
2,1,17,961,4,0
2,1,17,961,5,100
2,2,1,4,1,0
2,2,1,4,2,187536
2,2,1,4,3,0
2,2,1,4,4,0
2,2,1,4,5,158020
2,2,1,153,1,0
2,2,1,153,2,0
2,2,1,153,3,0
2,2,1,153,4,0
2,2,1,153,5,210
2,2,2,155,1,0
2,2,2,155,2,23865
2,2,2,155,3,0
2,2,2,155,4,6658
2,2,2,155,5,7226
2,2,2,156,1,0
2,2,2,156,2,26
2,2,2,156,3,0
2,2,2,156,4,2624
2,2,2,156,5,35655
2,2,2,157,1,0
2,2,2,157,2,17731
2,2,2,157,3,0
2,2,2,157,4,684
2,2,2,157,5,245
2,3,1,5,1,4847
2,3,1,5,2,0
2,3,1,5,3,0
2,3,1,5,4,0
2,3,1,5,5,203332
2,3,1,158,1,133990
