"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20220301","1","虎ノ門いきいきプラザ","1270","1511","2781"
"20220301","2","南桜公園管理棟","751","683","1434"
"20220301","3","生涯学習センター","368","349","717"
"20220301","4","福祉プラザさくら川","2058","2033","4091"
"20220301","5","エコプラザ","2752","2643","5395"
"20220301","6","障害保健福祉センター","2687","2931","5618"
"20220301","7","芝小学校","2960","3294","6254"
"20220301","8","港勤労福祉会館","1011","1425","2436"
"20220301","9","芝浦港南地区総合支所","3336","3488","6824"
"20220301","10","三田中学校","744","817","1561"
"20220301","11","赤羽小学校","2590","3282","5872"
"20220301","12","豊岡いきいきプラザ","2851","3696","6547"
"20220301","13","御田小学校","1157","1525","2682"
"20220301","14","旧三光小学校（三光学童クラブ）","4347","5749","10096"
"20220301","15","旧神応小学校","2428","3029","5457"
"20220301","16","白金小学校","3561","4795","8356"
"20220301","17","高輪台小学校","3363","4553","7916"
"20220301","18","シティハイツ桂坂","2025","2485","4510"
"20220301","19","国民生活センタ－","2259","2548","4807"
"20220301","20","港南小学校","3661","4257","7918"
"20220301","21","六本木中学校","1742","1779","3521"
"20220301","22","麻布小学校","2574","2969","5543"
"20220301","23","飯倉いきいきプラザ","2436","2829","5265"
"20220301","24","南山小学校","2143","2570","4713"
"20220301","25","南麻布いきいきプラザ","4536","5733","10269"
"20220301","26","本村小学校","2379","3137","5516"
"20220301","27","笄小学校","2455","3090","5545"
"20220301","28","西麻布いきいきプラザ","1608","1704","3312"
"20220301","29","高陵中学校","1599","2034","3633"
"20220301","30","赤坂地区総合支所","1526","1533","3059"
"20220301","31","赤坂子ども中高生プラザ","3150","3431","6581"
"20220301","32","赤坂小学校","2728","3070","5798"
"20220301","33","赤坂図書館","1184","1519","2703"
"20220301","34","青山小学校","1274","1661","2935"
"20220301","35","青南小学校","2780","3491","6271"
"20220301","36","赤坂こども中高生プラザ青山館","498","644","1142"
"20220301","37","お台場学園","2003","2219","4222"
"20220301","38","芝浦港南区民センター","3220","3599","6819"
"20220301","39","品川インターシティB棟","1127","1252","2379"
"20220301","40","芝浦アイランド児童高齢者交流プラザ","3915","3890","7805"
"20220301","41","シティハイツ港南","2551","2796","5347"
"20220301",,"在外選挙人名簿","501","687","1188"

"選挙人名簿登録者数　令和4年3月1日時点","Ver202203",,,,
