名称,緯度,経度
滝王子出張所,35.5984647,139.7274195
消防署,35.6056823,139.6999571
戸越出張所,35.6083161,139.7187459
東品川出張所,35.6134542,139.7504186
消防署,35.6200332,139.7185314
