No,市区町村コード,地区コード,地区名,町コード,町名,住所コード,町丁目コード,町丁目名,町丁目名よみ,丁目番号,丁目,街区符号（番）,住所,郵便番号,X座標,Y座標,備考
22,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,23,東京都品川区北品川１丁目２３番,140-0001,-8348.13887,-42003.65982,
23,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,24,東京都品川区北品川１丁目２４番,140-0001,-8422.41132,-42008.08298,
24,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,25,東京都品川区北品川１丁目２５番,140-0001,-8449.24958,-42033.16674,
25,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,26,東京都品川区北品川１丁目２６番,140-0001,-8484.87228,-42031.41267,
26,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,27,東京都品川区北品川１丁目２７番,140-0001,-8430.86112,-42137.57818,
27,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,28,東京都品川区北品川１丁目２８番,140-0001,-8368.80717,-42118.66678,
28,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,29,東京都品川区北品川１丁目２９番,140-0001,-8297.59336,-42069.13813,
29,13109,1,品川,11,北品川,011,111,北品川１丁目,キタシナガワイッチョウメ,1,１丁目,30,東京都品川区北品川１丁目３０番,140-0001,-8238.96574,-42131.31316,
30,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,1,東京都品川区北品川２丁目１番,140-0001,-8393.7226,-42218.22037,
31,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,2,東京都品川区北品川２丁目２番,140-0001,-8319.12129,-42197.8059,
32,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,3,東京都品川区北品川２丁目３番,140-0001,-8241.49272,-42231.99321,
33,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,4,東京都品川区北品川２丁目４番,140-0001,-8166.45048,-42216.34981,
34,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,5,東京都品川区北品川２丁目５番,140-0001,-8122.37507,-42194.82438,
35,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,6,東京都品川区北品川２丁目６番,140-0001,-8121.60475,-42251.1465,
36,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,7,東京都品川区北品川２丁目７番,140-0001,-8081.96685,-42287.42781,
37,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,8,東京都品川区北品川２丁目８番,140-0001,-8141.47295,-42327.03832,
38,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,9,東京都品川区北品川２丁目９番,140-0001,-8199.54524,-42305.60917,
39,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,10,東京都品川区北品川２丁目１０番,140-0001,-8257.84374,-42297.9149,
40,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,11,東京都品川区北品川２丁目１１番,140-0001,-8292.57349,-42326.12863,
41,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,12,東京都品川区北品川２丁目１２番,140-0001,-8299.66723,-42288.80618,
42,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,13,東京都品川区北品川２丁目１３番,140-0001,-8285.95041,-42266.60969,
43,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,14,東京都品川区北品川２丁目１４番,140-0001,-8315.89846,-42267.27794,
44,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,15,東京都品川区北品川２丁目１５番,140-0001,-8343.02015,-42296.2784,
45,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,16,東京都品川区北品川２丁目１６番,140-0001,-8373.17552,-42302.95478,
46,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,17,東京都品川区北品川２丁目１７番,140-0001,-8356.05627,-42427.96468,
47,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,18,東京都品川区北品川２丁目１８番,140-0001,-8315.02637,-42404.09834,
48,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,19,東京都品川区北品川２丁目１９番,140-0001,-8265.52922,-42380.61704,
49,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,20,東京都品川区北品川２丁目２０番,140-0001,-8265.88039,-42448.41066,
50,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,21,東京都品川区北品川２丁目２１番,140-0001,-8223.93103,-42451.2618,
51,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,22,東京都品川区北品川２丁目２２番,140-0001,-8183.37384,-42418.22406,
52,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,23,東京都品川区北品川２丁目２３番,140-0001,-8191.86821,-42378.70557,
53,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,24,東京都品川区北品川２丁目２４番,140-0001,-8124.60672,-42371.40664,
54,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,25,東京都品川区北品川２丁目２５番,140-0001,-8028.47163,-42311.28136,
55,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,26,東京都品川区北品川２丁目２６番,140-0001,-8025.23171,-42361.362,
56,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,27,東京都品川区北品川２丁目２７番,140-0001,-8022.16607,-42399.83407,
57,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,28,東京都品川区北品川２丁目２８番,140-0001,-8013.77451,-42444.75901,
58,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,29,東京都品川区北品川２丁目２９番,140-0001,-8109.18482,-42405.64876,
59,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,30,東京都品川区北品川２丁目３０番,140-0001,-8122.06254,-42471.39095,
60,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,31,東京都品川区北品川２丁目３１番,140-0001,-8190.44015,-42524.8573,
61,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,32,東京都品川区北品川２丁目３２番,140-0001,-8240.3644,-42501.10472,
62,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,33,東京都品川区北品川２丁目３３番,140-0001,-8290.619,-42542.20597,
63,13109,1,品川,11,北品川,011,112,北品川２丁目,キタシナガワニチョウメ,2,２丁目,34,東京都品川区北品川２丁目３４番,140-0001,-8349.44635,-42543.47886,
64,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,1,東京都品川区北品川３丁目１番,140-0001,-8578.27758,-41927.09005,
65,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,2,東京都品川区北品川３丁目２番,140-0001,-8594.94263,-41954.78081,
66,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,3,東京都品川区北品川３丁目３番,140-0001,-8542.98269,-42029.33755,
67,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,4,東京都品川区北品川３丁目４番,140-0001,-8596.93088,-42055.57393,
68,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,5,東京都品川区北品川３丁目５番,140-0001,-8590.04766,-42164.07712,
69,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,6,東京都品川区北品川３丁目６番,140-0001,-8511.9595,-42210.47556,
70,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,7,東京都品川区北品川３丁目７番,140-0001,-8463.79211,-42388.21829,
71,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,8,東京都品川区北品川３丁目８番,140-0001,-8582.50466,-42299.99376,
72,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,9,東京都品川区北品川３丁目９番,140-0001,-8643.07115,-42407.96614,
73,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,10,東京都品川区北品川３丁目１０番,140-0001,-8673.30429,-42561.75976,
74,13109,1,品川,11,北品川,011,113,北品川３丁目,キタシナガワサンチョウメ,3,３丁目,11,東京都品川区北品川３丁目１１番,140-0001,-8492.71267,-42556.40748,
75,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,1,東京都品川区北品川４丁目１番,140-0001,-8917.8219,-41851.24728,
76,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,2,東京都品川区北品川４丁目２番,140-0001,-8887.17099,-41853.96071,
77,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,3,東京都品川区北品川４丁目３番,140-0001,-8874.16965,-41933.25642,
78,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,4,東京都品川区北品川４丁目４番,140-0001,-8903.59079,-41937.82209,
79,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,5,東京都品川区北品川４丁目５番,140-0001,-8884.83832,-42053.14279,
80,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,6,東京都品川区北品川４丁目６番,140-0001,-8855.88153,-42048.94799,
81,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,7,東京都品川区北品川４丁目７番,140-0001,-8707.92058,-41902.97094,
82,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,8,東京都品川区北品川４丁目８番,140-0001,-8763.51634,-42179.81864,
83,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,9,東京都品川区北品川４丁目９番,140-0001,-8790.46609,-42296.45245,
84,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,10,東京都品川区北品川４丁目１０番,140-0001,-8876.95655,-42389.82314,
85,13109,1,品川,11,北品川,011,114,北品川４丁目,キタシナガワヨンチョウメ,4,４丁目,11,東京都品川区北品川４丁目１１番,140-0001,-8793.60177,-42463.71359,
86,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,1,東京都品川区北品川５丁目１番,141-0001,-9194.19917,-41708.04103,
87,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,2,東京都品川区北品川５丁目２番,141-0001,-9185.59129,-41790.95575,
88,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,3,東京都品川区北品川５丁目３番,141-0001,-9205.31745,-41875.95506,
89,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,4,東京都品川区北品川５丁目４番,141-0001,-9195.73055,-41970.54255,
90,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,5,東京都品川区北品川５丁目５番,141-0001,-9299.15575,-41887.83846,
91,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,6,東京都品川区北品川５丁目６番,141-0001,-9332.99138,-42003.12674,
92,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,7,東京都品川区北品川５丁目７番,141-0001,-9244.23556,-42053.45634,
93,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,8,東京都品川区北品川５丁目８番,141-0001,-9100.28637,-42208.48733,
94,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,9,東京都品川区北品川５丁目９番,141-0001,-9031.27661,-42172.5864,
95,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,10,東京都品川区北品川５丁目１０番,141-0001,-9143.94288,-41912.1965,
96,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,11,東京都品川区北品川５丁目１１番,141-0001,-9092.58163,-41857.78383,
97,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,12,東京都品川区北品川５丁目１２番,141-0001,-8989.85434,-41812.40924,
98,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,13,東京都品川区北品川５丁目１３番,141-0001,-9011.31893,-41861.71027,
99,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,14,東京都品川区北品川５丁目１４番,141-0001,-9001.91434,-41918.89409,
100,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,15,東京都品川区北品川５丁目１５番,141-0001,-8995.91409,-41975.50826,
101,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,16,東京都品川区北品川５丁目１６番,141-0001,-9003.39791,-42021.94684,
102,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,17,東京都品川区北品川５丁目１７番,141-0001,-8986.56463,-42075.82534,
103,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,18,東京都品川区北品川５丁目１８番,141-0001,-8953.89536,-42121.94992,
104,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,19,東京都品川区北品川５丁目１９番,141-0001,-8930.33973,-42164.91187,
105,13109,1,品川,11,北品川,011,115,北品川５丁目,キタシナガワゴチョウメ,5,５丁目,20,東京都品川区北品川５丁目２０番,141-0001,-8935.53384,-42196.34632,
106,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,1,東京都品川区北品川６丁目１番,141-0001,-9255.06676,-41261.22274,
107,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,2,東京都品川区北品川６丁目２番,141-0001,-9278.07312,-41391.47482,
108,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,3,東京都品川区北品川６丁目３番,141-0001,-9274.60731,-41485.44341,
109,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,4,東京都品川区北品川６丁目４番,141-0001,-9242.99917,-41470.79173,
110,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,5,東京都品川区北品川６丁目５番,141-0001,-9164.94443,-41586.27642,
111,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,6,東京都品川区北品川６丁目６番,141-0001,-9027.50634,-41590.50263,
112,13109,1,品川,11,北品川,011,116,北品川６丁目,キタシナガワロクチョウメ,6,６丁目,7,東京都品川区北品川６丁目７番,141-0001,-8996.34272,-41735.22451,
113,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,1,東京都品川区東品川１丁目１番,140-0002,-8223.16387,-41855.60007,
114,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,2,東京都品川区東品川１丁目２番,140-0002,-8059.3572,-41819.47046,
115,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,3,東京都品川区東品川１丁目３番,140-0002,-7888.76783,-41941.83259,
116,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,4,東京都品川区東品川１丁目４番,140-0002,-8017.52166,-41889.01473,
117,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,5,東京都品川区東品川１丁目５番,140-0002,-8114.51904,-41872.6322,
118,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,6,東京都品川区東品川１丁目６番,140-0002,-8208.3876,-41925.83646,
119,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,7,東京都品川区東品川１丁目７番,140-0002,-8262.30236,-41990.35579,
120,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,8,東京都品川区東品川１丁目８番,140-0002,-8125.81811,-42015.23656,
121,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,9,東京都品川区東品川１丁目９番,140-0002,-8058.20549,-41941.08742,
122,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,10,東京都品川区東品川１丁目１０番,140-0002,-8027.55074,-41934.06491,
123,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,11,東京都品川区東品川１丁目１１番,140-0002,-7987.95904,-41930.62509,
124,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,12,東京都品川区東品川１丁目１２番,140-0002,-7970.02519,-41961.31848,
125,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,13,東京都品川区東品川１丁目１３番,140-0002,-8010.50941,-41976.98342,
126,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,14,東京都品川区東品川１丁目１４番,140-0002,-8045.81735,-41991.44404,
127,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,15,東京都品川区東品川１丁目１５番,140-0002,-8049.686,-42030.4839,
128,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,16,東京都品川区東品川１丁目１６番,140-0002,-8021.16509,-42018.95821,
129,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,17,東京都品川区東品川１丁目１７番,140-0002,-7997.91163,-42009.19132,
130,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,18,東京都品川区東品川１丁目１８番,140-0002,-7957.82427,-41993.59068,
131,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,19,東京都品川区東品川１丁目１９番,140-0002,-7945.36444,-42025.94547,
132,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,20,東京都品川区東品川１丁目２０番,140-0002,-7985.03545,-42041.59454,
133,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,21,東京都品川区東品川１丁目２１番,140-0002,-8008.58203,-42050.8662,
134,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,22,東京都品川区東品川１丁目２２番,140-0002,-8040.49263,-42063.2281,
135,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,23,東京都品川区東品川１丁目２３番,140-0002,-8008.41843,-42088.99943,
136,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,24,東京都品川区東品川１丁目２４番,140-0002,-7971.59679,-42076.16426,
137,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,25,東京都品川区東品川１丁目２５番,140-0002,-7926.31172,-42080.82643,
138,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,26,東京都品川区東品川１丁目２６番,140-0002,-7953.45385,-42125.2372,
139,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,27,東京都品川区東品川１丁目２７番,140-0002,-7982.86638,-42121.35102,
140,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,28,東京都品川区東品川１丁目２８番,140-0002,-8029.53937,-42154.57571,
141,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,29,東京都品川区東品川１丁目２９番,140-0002,-8122.09097,-42156.00475,
142,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,30,東京都品川区東品川１丁目３０番,140-0002,-7979.25646,-42269.65504,
143,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,31,東京都品川区東品川１丁目３１番,140-0002,-7953.00886,-42203.75957,
144,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,32,東京都品川区東品川１丁目３２番,140-0002,-7893.76601,-42160.89623,
145,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,33,東京都品川区東品川１丁目３３番,140-0002,-7855.24419,-42238.92746,
146,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,34,東京都品川区東品川１丁目３４番,140-0002,-7910.52174,-42265.26994,
147,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,35,東京都品川区東品川１丁目３５番,140-0002,-7946.99935,-42382.31871,
148,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,36,東京都品川区東品川１丁目３６番,140-0002,-7891.90889,-42391.05762,
149,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,37,東京都品川区東品川１丁目３７番,140-0002,-7836.54374,-42319.49451,
150,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,38,東京都品川区東品川１丁目３８番,140-0002,-7826.49023,-42399.29363,
151,13109,1,品川,12,東品川,012,121,東品川１丁目,ヒガシシナガワイッチョウメ,1,１丁目,39,東京都品川区東品川１丁目３９番,140-0002,-7779.05166,-42240.18547,
152,13109,1,品川,12,東品川,012,122,東品川２丁目,ヒガシシナガワニチョウメ,2,２丁目,1,東京都品川区東品川２丁目１番,140-0002,-7784.97963,-41908.59837,
153,13109,1,品川,12,東品川,012,122,東品川２丁目,ヒガシシナガワニチョウメ,2,２丁目,2,東京都品川区東品川２丁目２番,140-0002,-7626.76601,-41840.10087,
154,13109,1,品川,12,東品川,012,122,東品川２丁目,ヒガシシナガワニチョウメ,2,２丁目,3,東京都品川区東品川２丁目３番,140-0002,-7417.24894,-41741.75605,
155,13109,1,品川,12,東品川,012,122,東品川２丁目,ヒガシシナガワニチョウメ,2,２丁目,4,東京都品川区東品川２丁目４番,140-0002,-7405.18456,-42118.7356,
156,13109,1,品川,12,東品川,012,122,東品川２丁目,ヒガシシナガワニチョウメ,2,２丁目,5,東京都品川区東品川２丁目５番,140-0002,-7545.1622,-42079.66581,
