消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
８９Ｃ－００２,小山台１－１８－３２,パークフラット,粉末,ウ,96,2004.12,95.04,111,小山台１丁目東町会,荏原第一,35.6230874,139.7028875
８９Ｋ－０３３,小山１－８－２４,ワ－ルドパレス不動前,粉末,脚,89.11,2004.12,89.11,113,小山１丁目町会,荏原第一,35.6228589,139.7104205
８９Ｋ－０３４,小山３－５－６,ロジマン武蔵小山,粉末,脚,89.11,2004.12,89.11,116,小山３丁目町会,荏原第一,35.6215198,139.7053184
９０Ａ－０２３,西五反田４－７－４,田中宅,粉末,ウ,90.1,2001.01,90.1,54,西五反田四丁目町会,大崎第一,35.6267230,139.7116577
９０Ａ－０２７,小山台１－３３－１０,渡辺宅,粉末,ウ,2005.08,2005.08,2005.08,54,西五反田四丁目町会,大崎第一,35.6240769,139.7101829
９０Ａ－０２９,西五反田４－１９－２,松山宅,粉末,ウ,90.1,2001.01,90.1,54,西五反田四丁目町会,大崎第一,35.6259405,139.7078008
９０Ａ－０３２,西五反田４－９－７,吉田宅,粉末,ウ,90.1,2004.12,90.1,54,西五反田四丁目町会,大崎第一,35.6253496,139.7114266
９１Ｃ－００３,小山台１－１－７,馬島宅,粉末,ウ,92,2007.02,91.12,110,小山台１丁目町会,荏原第一,35.6251258,139.7052433
９１Ｃ－００４,小山台２－７－１９,安藤宅,粉末,ウ,2001,2007.02,91.12,111,小山台１丁目東町会,荏原第一,35.6233388,139.7022848
９１Ｃ－００５,小山台１－１－１３,早田宅,粉末,ウ,92,2007.02,2004.1,110,小山台１丁目町会,荏原第一,35.6248239,139.7042609
９１Ｋ－００７,西五反田５－２６－３,フェルトベルク,粉末,脚,91.06,2007.02,91.06,56,西五反田五丁目西三町会,大崎第一,35.6241038,139.7116875
９１Ｋ－０２２,小山台１－２１－１５,小山台共同マンション,粉末,脚,91.12,2007.02,91.12,111,小山台１丁目東町会,荏原第一,35.6220559,139.7044560
９２Ｋ－０１７,小山台１－２０－２０,都築電気,粉末,脚,2004,2005.01,93.03,111,小山台１丁目東町会,荏原第一,35.6224928,139.7056131
９３Ａ－００１,西五反田４－２５－１１,見須宅,粉末,ウ,93.08,2007.02,93.08,54,西五反田四丁目町会,大崎第一,35.6247107,139.7090378
９３Ａ－００２,西五反田４－１４－１４,河野宅,粉末,ウ,93.08,2001.01,93.08,54,西五反田四丁目町会,大崎第一,35.6249254,139.7095752
９３Ｃ－００７,小山台１－１３－１２,斉藤宅,粉末,ウ,93,2004.12,94.01,110,小山台１丁目町会,荏原第一,35.6229786,139.7068732
９４Ｋ－０２２,小山１－２－９,コルム目黒不動前,粉末,脚,99,2004.12,95.01,113,小山１丁目町会,荏原第一,35.6228823,139.7108168
９４Ｋ－０２３,小山１－３－２６,東洋ビルディング,粉末,脚,95.01,2004.12,95.01,113,小山１丁目町会,荏原第一,35.6221290,139.7113604
９４Ｋ－０２４,小山１－３－２６,東洋ビルディング,粉末,脚,99,2004.12,95.01,113,小山１丁目町会,荏原第一,35.6228870,139.7112629
９５Ｃ－００１,小山２－３－４,石倉宅,粉末,ア,2006.02,2006.02,95.1,115,小山２丁目西部町会,荏原第一,35.6221496,139.7088684
９６Ｋ－０３６,西五反田４－１４－７,ルピナス不動前,粉末,脚,97.02,2001.01,97.02,54,西五反田四丁目町会,大崎第一,35.6254114,139.7093852
９７Ｋ－０３６,小山１－１－１１,八十嶋殖産社員寮,粉末,,97.11,2007.02,97.11,113,小山１丁目町会,荏原第一,35.6231917,139.7106618
９７Ｋ－０４７,西五反田４－５－２,トミンハイム西五反田４丁目2号棟,粉末,脚,97.12,2007.02,98.02,54,西五反田四丁目町会,大崎第一,35.6269496,139.7110691
９９Ｋ－０２８,小山１－３－８,グランドメゾン不動前,粉末,脚,99.12,2004.12,99.12,56,西五反田五丁目西三町会,大崎第一,35.6229526,139.7117881
９９Ｋ－０４８,小山１－８－３,セザール目黒不動前,粉末,脚,99,2004.12,2000.03,113,小山１丁目町会,荏原第一,35.6227498,139.7106652
０６Ｋ－００４,小山台１－１９－７,グランデールかむろ坂,粉末,脚,2006.04,2006.04,2006.04,111,小山台１丁目東町会,荏原第一,35.6225728,139.7044871
０６Ｋ－０３４,小山２－４－２０,ルーブル武蔵小山,粉末,脚,2006.12,2006.12,2006.12,115,小山２丁目西部町会,荏原第一,35.6218082,139.7076493
０６Ｋ－０５２,小山台１－２６－７,Ｔiara,粉末,脚,2007.03,2007.03,2007.03,111,小山台１丁目東町会,荏原第一,35.6226536,139.7069019
０７Ｋ－０１４,小山台１－２９－６,ルーブル武蔵小山弐番館,粉末,脚,2007.08,2007.08,2007.08,110,小山台１丁目町会,荏原第一,35.6227703,139.7075295
08K-010,小山台1-1-5,森のとなり,粉末,脚,2008.06,2008.06,2008.06,110,小山台１丁目町会,荏原第一,35.6250747,139.7055008
００Ｋ－０１０,西五反田５－２５－２,ジェイパーク不動前三番館,粉末,脚,2000.07,2000.07,2000.07,56,西五反田五丁目西三町会,大崎第一,35.6245829,139.7123289
００Ｋ－０１６,東五反田５－２２－３２,サンテラス池田山,粉末,脚,2000.07,2000.07,2000.07,33,五反田東口町会,大崎第一,35.6278903,139.7223503
００Ｋ－０３０,西五反田５－２９－８,ラ・フォーム不動前,粉末,脚,2000.09,2000.09,2000.09,56,西五反田五丁目西三町会,大崎第一,35.6225698,139.7125477
００Ｋ－０４５,西五反田５－１－４,ジョイシティ目黒,粉末,脚,2000.12,2000.12,2000.12,53,大崎本町三丁目町会,大崎第一,35.6264731,139.7153971
０１Ｋ－０３０,西五反田３－７－３,プレール目黒リバーサイド,粉末,脚,2001.11,2007.02,2001.12,51,西五反田本町会,大崎第一,35.6262162,139.7187496
０１Ｋ－０３２,西五反田７－１－１６,パレススチェディオ五反田,粉末,脚,2001.11,2007.02,2001.11,52,西五反田七・五・三町会,大崎第一,35.6246467,139.7182433
０２Ｋ－００２,西五反田３－６,西五反田都営住宅,粉末,脚,2002.03,2007.02,2002.03,36,西五反田一・二・三町会,大崎第一,35.6276446,139.7176961
０２Ｋ－００８,西五反田４－２,西五反田共同住宅,粉末,脚,2002.04,2002.04,2002.04,53,大崎本町三丁目町会,大崎第一,35.6278048,139.7128476
０２Ｋ－０３７,西五反田４－１－８,ガラステージ目黒不動前,粉末,脚,2002.09,2002.09,2002.09,53,大崎本町三丁目町会,大崎第一,35.6279953,139.7124579
０２Ｋ－０５０,西五反田８－３－１２,西五反田ビル,粉末,壁,2002.11,2002.11,2002.11,57,西五反田協和町会,大崎第一,35.6223175,139.7204960
０２Ｋ－０６２,西五反田５－２１－４,ライオンズシティ不動前,粉末,直,2003.01,2003.01,2003.01,55,西五反田西二町会,大崎第一,35.6229821,139.7144162
０２Ｋ－０６７,西五反田５－１４－２,攻玉社学園,粉末,脚,2003.02,2003.02,2003.02,56,西五反田五丁目西三町会,大崎第一,35.6241352,139.7130338
０２Ｋ－０７１,西五反田３－９－１４,ヴェルト目黒西,粉末,脚,2003.02,2003.02,2003.02,52,西五反田七・五・三町会,大崎第一,35.6262965,139.7166470
０２Ｋ－０７６,西五反田５－３－３,東電品川,粉末,脚,2005.07,2005.07,2003.02,52,西五反田七・五・三町会,大崎第一,35.6256745,139.7165460
０２Ｋ－０７７,西五反田５－１２－１,東急不動前駅,粉末,脚,2003.02,2003.02,2003.02,56,西五反田五丁目西三町会,大崎第一,35.6258070,139.7136512
０３Ｋ－００３,西五反田８－７－７,スタジオスウィート品川五反田,粉末,壁,2003.03,,,57,西五反田協和町会,大崎第一,35.6219287,139.7209421
０３Ｋ－００４,小山１－３－７,パークヒル目黒不動前,粉末,脚,2003.04,,,56,西五反田五丁目西三町会,大崎第一,35.6224877,139.7120431
０３Ｋ－００６,小山１－３－７,パレソレイユ目黒不動前,粉末,脚,2003.04,,,56,西五反田五丁目西三町会,大崎第一,35.6223887,139.7121714
０３Ｋ－０２７,西五反田７－１０－２,ＨＳビレッジ,粉末,脚,2003.08,,,57,西五反田協和町会,大崎第一,35.6231966,139.7202421
０３Ｋ－０３０,西五反田６－３－２０,エルモアールキヨノ,粉末,壁,2003.08,,,55,西五反田西二町会,大崎第一,35.6230560,139.7159799
０３Ｋ－０３６,西五反田５－３－９,パラッシオ目黒不動前,粉末,直,2003.1,,,52,西五反田七・五・三町会,大崎第一,35.6251966,139.7173350
０３Ｋ－０４０,西五反田３－６,西五反田高齢者複合施設,粉末,脚,2003.11,,,36,西五反田一・二・三町会,大崎第一,35.6276141,139.7169247
０３Ｋ－０７５,西五反田３－６－３８,ファミーユ西五反田東館,粉末,壁,2004.03,,,36,西五反田一・二・三町会,大崎第一,35.6270892,139.7180747
０４Ｋ－００２,西五反田３－９－５,プリスクール五反田,粉末,脚,2004.04,2004.04,2004.04,52,西五反田七・五・三町会,大崎第一,35.6267158,139.7171451
０４Ｋ－００４,西五反田３－１３－１８,クレアシオン目黒不動前,粉末,脚,2004.04,2004.04,2004.04,53,大崎本町三丁目町会,大崎第一,35.6278229,139.7144160
０４Ｋ－０４４,西五反田２－１７－１２,京王プレッソイン五反田,粉末,壁,2004.1,,,36,西五反田一・二・三町会,大崎第一,35.6265131,139.7207505
０４Ｋ－０４５,西五反田７－１－１１,ガラ・シティ五反田,粉末,壁,2004.1,,,52,西五反田七・五・三町会,大崎第一,35.6244887,139.7183100
０４Ｋ－０５０,西五反田３－１２－１０,西五反田マンション,粉末,脚,2005.01,,,53,大崎本町三丁目町会,大崎第一,35.6272155,139.7149638
０４Ｋ－０５７,西五反田４－３１－２３,西五反田プロジェクト,粉末,脚,2005.01,,,53,大崎本町三丁目町会,大崎第一,35.6271797,139.7139925
０４Ｋ－０５８,西五反田５－２３－５,ＰＡＲＫ　ＨＡＢＩＯ目黒不動前,粉末,脚,2005.01,,,56,西五反田五丁目西三町会,大崎第一,35.6237141,139.7134540
０４Ｋ－０６２,東五反田５－２２－１１,池田山ハイツ,粉末,脚,2004,,,37,池田山会,大崎第一,35.6281161,139.7222593
０５Ｋ－００１,西五反田５－２４－１５,サン氷川の森,粉末,脚,2005.04,2005.04,2005.04,56,西五反田五丁目西三町会,大崎第一,35.6239269,139.7125652
０５Ｋ－００４,西五反田２－２５－９,ガラステージ五反田,粉末,直,2005.04,2005.04,2005.04,51,西五反田本町会,大崎第一,35.6252933,139.7197056
０５Ｋ－００５,西五反田２－１６－６,トーシンフェニックス五反田,粉末,脚,2005.05,2005.05,2005.05,36,西五反田一・二・三町会,大崎第一,35.6261891,139.7210419
０５Ｋ－００９,西五反田５－１－２８,不動前駅高架下店舗,粉末,脚,2005.06,2005.06,2005.06,53,大崎本町三丁目町会,大崎第一,35.6266256,139.7146813
０５Ｋ－０１０,西五反田５－１－２８,不動前駅高架下店舗,粉末,脚,2005.06,2005.06,2005.06,53,大崎本町三丁目町会,大崎第一,35.6263447,139.7146311
０５Ｋ－０１３,西五反田３－１２－１,エティア目黒,粉末,脚,2005.08,2005.08,2005.08,53,大崎本町三丁目町会,大崎第一,35.6279935,139.7150088
０５Ｋ－０１４,西五反田２－２６－６,グロースメゾン五反田,粉末,脚,2005.07,2005.07,2005.07,51,西五反田本町会,大崎第一,35.6249731,139.7204045
０５Ｋ－０２０,西五反田１－２－２,パレステュディオ五反田ステーションフロント,粉末,脚,2005.07,2005.07,2005.07,36,西五反田一・二・三町会,大崎第一,35.6256994,139.7228931
０５Ｋ－０２５,西五反田２－２３－３,ガーラ五反田一番館,粉末,,2005.09,2005.09,2005.09,51,西五反田本町会,大崎第一,35.6257463,139.7200270
０５Ｋ－０２９,西五反田３－８－２１,パークホームズ目黒リバーサウスアーバンレジデンス,粉末,脚,2005.1,2005.1,2005.1,52,西五反田七・五・三町会,大崎第一,35.6262540,139.7170548
４７Ａ－３８９,大崎４－２－５３,エネスタ品川東,粉末,ウ,2001,2007.02,98.03,69,大崎四丁目町会,大崎第二,35.6222376,139.7229094
４７Ａ－５０６,西五反田１－４－８,いちまつ,粉末,ウ,2004.08,2004.08,94.08,36,西五反田一・二・三町会,大崎第一,35.6252692,139.7228515
４７Ａ－５１０,西五反田２－１８－３,そば処いづみや前,粉末,ウ,2002.07,2002.07,98.11,36,西五反田一・二・三町会,大崎第一,35.6264091,139.7215707
４７Ａ－５１１,西五反田２－２０－５,第28興和ビル,粉末,ウ,2006.11,2006.11,91.03,36,西五反田一・二・三町会,大崎第一,35.6257768,139.7213756
４７Ａ－５１３,西五反田２－１８－２,西五反田ｋｙビル,粉末,ウ,2004.01,2004.01,88.07,36,西五反田一・二・三町会,大崎第一,35.6267415,139.7209691
４７Ａ－５１４,西五反田２－１５－１２,ニューハイツ西五反田,粉末,ウ,2004.07,2004.07,89.11,36,西五反田一・二・三町会,大崎第一,35.6261118,139.7204742
４７Ａ－５１６,西五反田２－１２－１９,五反田ＮＮビル,粉末,ウ,90,2001.01,87.1,36,西五反田一・二・三町会,大崎第一,35.6271122,139.7194707
４７Ａ－５２１,西五反田３－１０－１７,大日本印刷　横（目黒川寄り）,粉末,ウ,92.06,2000.07,90.03,53,大崎本町三丁目町会,大崎第一,35.6274368,139.7162950
４７Ａ－５２３,西五反田３－１０－１１,五反田神経内科病院,粉末,ウ,97,2003.12,98.07,53,大崎本町三丁目町会,大崎第一,35.6266389,139.7158110
４７Ａ－５２５,西五反田５－１０－６,三浦医院,粉末,ウ,2000,2003.05,93.1,56,西五反田五丁目西三町会,大崎第一,35.6256198,139.7143375
４７Ａ－５２６,西五反田４－３２－９,東京日産ショールーム,粉末,ウ,2006.01,2006.01,94.08,53,大崎本町三丁目町会,大崎第一,35.6269830,139.7147250
４７Ａ－５３０,西五反田４－３１－２４,駐車場,粉末,ウ,2003.07,2003.07,2002.07,53,大崎本町三丁目町会,大崎第一,35.6271690,139.7137228
４７Ａ－５３２,西五反田３－１４－４,スナック鈴奈　前,粉末,ウ,2004.07,2004.07,98.02,53,大崎本町三丁目町会,大崎第一,35.6277645,139.7136625
４７Ａ－５４１,西五反田４－４－２５,松島ビル,粉末,ウ,2006.01,2006.01,82.08,53,大崎本町三丁目町会,大崎第一,35.6279265,139.7119499
４７Ａ－５５１,西五反田１－３３－８,タキゲン　ビル,粉末,ウ,94,2004.12,82.08,34,西五反田一丁目町会,大崎第一,35.6237752,139.7217247
４７Ａ－５５３,西五反田１－３３－１１,吉野屋前,粉末,ウ,2005.02,2005.02,2005.02,34,西五反田一丁目町会,大崎第一,35.6241059,139.7212891
４７Ａ－５５８,西五反田２－３０－１０,セブンマンション,粉末,ウ,92.04,2003.03,87.09,51,西五反田本町会,大崎第一,35.6246842,139.7197646
４７Ａ－５５９,西五反田２－２４－２,谷山橋,粉末,ウ,2002.09,2003.12,2003.08,51,西五反田本町会,大崎第一,35.6261048,139.7191634
４７Ａ－５６１,西五反田３－７－６,レジディタワー目黒不動前,粉末,ウ,2003.07,2003.07,2007.02,51,西五反田本町会,大崎第一,35.6259607,139.7186971
４７Ａ－５６８,西五反田５－３－７,旧遠藤耳鼻科,粉末,ウ,2005.08,2005.08,89.04,52,西五反田七・五・三町会,大崎第一,35.6254524,139.7175409
４７Ａ－５６９,西五反田５－３－１１,東電駐車場,粉末,ウ,97,2004.01,98.03,52,西五反田七・五・三町会,大崎第一,35.6250108,139.7172026
４７Ａ－５７２,西五反田３－９－５,地域子育て支援センター,粉末,ウ,2002.01,2002.01,2006.09,52,西五反田七・五・三町会,大崎第一,35.6269244,139.7173410
４７Ａ－５７３,西五反田５－３－２,東京電力品川支社,粉末,ウ,97,2007.02,91.03,52,西五反田七・五・三町会,大崎第一,35.6259076,139.7167620
４７Ａ－５７４,西五反田５－３－２３,内田理髪店,粉末,ア,2005.07,2005.07,88.07,52,西五反田七・五・三町会,大崎第一,35.6251827,139.7161160
４７Ａ－５７５,西五反田３－９－１７,東洋ビル,粉末,ウ,92.06,2007.02,85.12,52,西五反田七・五・三町会,大崎第一,35.6264706,139.7161098
４７Ａ－５７８,西五反田８－５－１,グリーンプラザ五反田,粉末,ウ,92.07,2003.08,91.05,57,西五反田協和町会,大崎第一,35.6217745,139.7215068
４７Ａ－５８２,西五反田８－１－１０,㈱小沢興市商店,粉末,ウ,2004.07,2004.07,2003.08,57,西五反田協和町会,大崎第一,35.6229852,139.7214309
４７Ａ－５８３,西五反田８－１－１６,西五反田クォーレ前,粉末,ウ,91.02,2001.01,2007.01,57,西五反田協和町会,大崎第一,35.6236226,139.7211156
４７Ａ－５８８,西五反田７－８－９,進世堂前,粉末,ウ,2003.07,2003.07,89.11,57,西五反田協和町会,大崎第一,35.6235399,139.7196449
４７Ａ－５８９,西五反田７－２２－１７,ＴＯＣ裏,粉末,ウ,2003,2003.02,95.08,57,西五反田協和町会,大崎第一,35.6226624,139.7193182
４７Ａ－５９０,西五反田７－１２－１,山岸荘,粉末,ア,92,2002.1,82.06,57,西五反田協和町会,大崎第一,35.6229741,139.7196608
４７Ａ－６１６,西五反田６－５－３２,日野中学校裏,粉末,ウ,2003.07,2003.07,88.07,58,西五反田六丁目町会,大崎第一,35.6217806,139.7160286
４７Ａ－６２０,西五反田６－６－８,品川消防団第５分団詰所,粉末,ウ,2004.07,2004.07,89.11,55,西五反田西二町会,大崎第一,35.6226864,139.7176598
４７Ａ－６２１,西五反田６－６－６,第１日野小学校裏,粉末,ウ,2003.01,2003.01,84.02,55,西五反田西二町会,大崎第一,35.6235604,139.7170960
４７Ａ－６２２,西五反田５－６－２１,山田測量設計,粉末,ウ,92,2003.12,94.07,55,西五反田西二町会,大崎第一,35.6234343,139.7155649
４７Ａ－６２３,西五反田６－４,日野中学校グラウンド,粉末,ウ,2006.03,2006.03,93.04,55,西五反田西二町会,大崎第一,35.6227527,139.7153053
４７Ａ－６３３,西五反田５－８－３,深谷宅,粉末,ウ,2001,2007.02,90.08,56,西五反田五丁目西三町会,大崎第一,35.6252832,139.7143075
４７Ａ－６３６,西五反田５－３０－６,伊藤メッキ工場,粉末,ウ,2000,2001.02,88.07,56,西五反田五丁目西三町会,大崎第一,35.6229684,139.7134240
４７Ａ－６４０,西五反田４－８－６,松沢宅,粉末,ウ,99,2003.12,93.04,54,西五反田四丁目町会,大崎第一,35.6265739,139.7124702
４８Ａ－１１２,西五反田８－４－１５,ゆうぽうと前,粉末,ウ,91,2004.12,2005.03,57,大崎四丁目町会,大崎第二,35.6230253,139.7223847
４８Ａ－２００,西五反田２－２－１０,ポ－ラ第２五反田ビル,粉末,ウ,2004.07,2004.07,84.05,36,西五反田一・二・三町会,大崎第一,35.6274189,139.7208857
４８Ａ－２０２,西五反田２－７－１２,第一生命別館,粉末,ウ,2006.08,2006.11,98.02,36,西五反田一・二・三町会,大崎第一,35.6266307,139.7220596
４８Ａ－２０６,西五反田３－６－２３,セブン・イレブン　前,粉末,ウ,97,2003.11,98.02,36,西五反田一・二・三町会,大崎第一,35.6276047,139.7191934
４８Ａ－２０７,西五反田２－１４－１６,田谷クリニック,粉末,ウ,2004.07,2004.07,88.02,36,西五反田一・二・三町会,大崎第一,35.6266676,139.7197384
４８Ａ－２０９,西五反田２－１５－７,ジブラルタ生命,粉末,ウ,97.05,2002.09,97.05,36,西五反田一・二・三町会,大崎第一,35.6257682,139.7211683
４８Ａ－２１０,西五反田２－１７－１１,カラオケ　ラン,粉末,ウ,2004.07,2004.07,84.05,36,西五反田一・二・三町会,大崎第一,35.6263296,139.7210005
４８Ａ－２１１,西五反田３－６－３０,富士カラ－,粉末,ウ,2002.06,2002.06,94.09,36,西五反田一・二・三町会,大崎第一,35.6267778,139.7189795
４８Ａ－２１３,西五反田３－１２－１９,不動前変電所,粉末,ウ,2004.07,2004.07,94.07,53,大崎本町三丁目町会,大崎第一,35.6278471,139.7145864
４８Ａ－２１７,西五反田４－１－６,砂川宅,粉末,ウ,90.08,2007.02,84.1,53,大崎本町三丁目町会,大崎第一,35.6278312,139.7125623
４８Ａ－２１９,西五反田４－３０－１４,目黒不動前ハイツ,粉末,ウ,2004.01,2004.01,98.06,53,大崎本町三丁目町会,大崎第一,35.6263064,139.7127937
４８Ａ－２２０,西五反田５－１－９,銀座アスタ－工場,粉末,ウ,92.11,2003.03,88.11,53,大崎本町三丁目町会,大崎第一,35.6260509,139.7154100
４８Ａ－２２９,西五反田１－３１,日本生命五反田ビル　横奥,粉末,ウ,93,2004.12,2006.05,34,西五反田一丁目町会,大崎第一,35.6242668,139.7220030
４８Ａ－２３０,西五反田１－３１－２,日本生命五反田ビル　横,粉末,ウ,2003.07,2003.07,89.12,34,西五反田一丁目町会,大崎第一,35.6243648,139.7216619
４８Ａ－２３３,西五反田２－２７－４,明治安田五反田ビル,粉末,ウ,92.12,2004.12,2006.12,51,西五反田本町会,大崎第一,35.6247979,139.7211997
４８Ａ－２３５,西五反田２－３１－１,海老沢ビル,粉末,ア,2004.07,2004.07,88.07,51,西五反田本町会,大崎第一,35.6252475,139.7193748
４８Ａ－２３６,西五反田３－８－１０,不二工業㈱,粉末,ア,2003.08,2003.08,2005.09,52,西五反田七・五・三町会,大崎第一,35.6261229,139.7179436
４８Ａ－２３８,西五反田３－９－１０,西五反田保育園,粉末,ウ,2007.03,2007.03,2004.12,52,西五反田七・五・三町会,大崎第一,35.6265173,139.7170622
４８Ａ－２３９,西五反田５－２－９,花田駐車場,粉末,ウ,96,2002.08,91.09,52,西五反田七・五・三町会,大崎第一,35.6256351,139.7164112
４８Ａ－２４０,西五反田５－２－１８,鳥本宅,粉末,ア,2007.03,2007.03,91.09,52,西五反田七・五・三町会,大崎第一,35.6255701,139.7156477
４８Ａ－２４４,西五反田７－２－１３,城南信用金庫駐車場,粉末,ウ,2002.05,2002.05,95.08,52,西五反田七・五・三町会,大崎第一,35.6244206,139.7187697
４８Ａ－２４５,西五反田７－６－２,桐島屋前,粉末,ウ,2006.08,2006.08,88.07,57,西五反田協和町会,大崎第一,35.6242329,139.7197420
４８Ａ－２４７,西五反田７－９－６,広川商店,粉末,ウ,2003.08,2003.08,90.1,57,西五反田協和町会,大崎第一,35.6231988,139.7204498
４８Ａ－２５０,西五反田７－２０－９,KDX西五反田ビル,粉末,ウ,2004.08,2004.08,86.05,52,西五反田七・五・三町会,大崎第一,35.6236862,139.7182683
４８Ａ－２５２,西五反田８－２－１０,五反田グリーンハイツ,粉末,ウ,2005.08,2005.08,98.06,57,西五反田協和町会,大崎第一,35.6227836,139.7208467
４８Ａ－２５５,西五反田８－８－１８,ダ－バン本社ビル前,粉末,ウ,99,2003.12,92.04,57,西五反田協和町会,大崎第一,35.6216967,139.7204982
４８Ａ－２５７,西五反田６－５－３６,西一製作所,粉末,ア,2007.03,2007.03,84.1,58,西五反田六丁目町会,大崎第一,35.6224674,139.7158600
４８Ａ－２５８,西五反田６－７－４,タイムズ第6駐車場,粉末,ウ,2003.07,2003.07,96.06,58,西五反田六丁目町会,大崎第一,35.6221413,139.7177159
４８Ａ－２５９,西五反田６－８－６,渡辺宅,粉末,ア,2006.01,2006.01,87.11,58,西五反田六丁目町会,大崎第一,35.6224905,139.7171460
４８Ａ－２６８,西五反田６－１７－３３,福島マンション,粉末,ウ,2004,2004,91.09,58,西五反田六丁目町会,大崎第一,35.6215525,139.7155398
４８Ａ－２７４,西五反田５－１７－７,西五反田五丁目防災活動広場,粉末,ウ,2003.07,2003.07,96.06,55,西五反田西二町会,大崎第一,35.6235642,139.7142514
４８Ａ－２７６,西五反田５－３１－１０,おそば海老民,粉末,ウ,2007.03,2007.03,82.04,55,西五反田西二町会,大崎第一,35.6219625,139.7146837
４８Ａ－２７９,荏原１－２－２,中華大雅,粉末,ウ,90.06,2001.01,89.11,55,西五反田西二町会,大崎第一,35.6216636,139.7133327
４８Ａ－２８１,西五反田５－１３－６,吾妻歯科医院,粉末,ウ,2003.07,2003.07,87.09,56,西五反田五丁目西三町会,大崎第一,35.6246230,139.7129716
４８Ａ－２８２,西五反田５－２３－１４,半井メッキ,粉末,ア,98,2003.03,2000.07,56,西五反田五丁目西三町会,大崎第一,35.6231565,139.7127363
５９Ａ－０３０,西五反田５－３－１７,郵政宿舎,粉末,ウ,91,2007.02,91.03,52,西五反田七・五・三町会,大崎第一,35.6246205,139.7169062
６１Ｃ－００５,小山１－３－１１,滝宅,粉末,ウ,2005.08,2005.08,2003.03,113,小山１丁目町会,荏原第一,35.6221088,139.7120329
６３Ｋ－０２２,西五反田２－４－６,ハイホーム五反田,粉末,脚,88.08,2003.11,88.08,36,西五反田一・二・三町会,大崎第一,35.6271439,139.7218430
６３Ｋ－０２３,西五反田２－１０－８,ドルミ五反田ドウメゾン,粉末,脚,88.08,2003.11,88.08,36,西五反田一・二・三町会,大崎第一,35.6270798,139.7209205
６３Ｋ－０２４,西五反田２－１４－１３,リバーサイドニックハイム五反田,粉末,脚,88.08,2003.11,88.08,36,西五反田一・二・三町会,大崎第一,35.6264815,139.7196981
６３Ｋ－０２５,西五反田２－１８－３,グレイス五反田,粉末,脚,88.08,2003.11,88.08,36,西五反田一・二・三町会,大崎第一,35.6265062,139.7214019
６３Ｋ－０２６,西五反田２－２９－５,日幸五反田ビル,粉末,脚,2005,2005,88.08,51,西五反田本町会,大崎第一,35.6244718,139.7207498
６３Ｋ－０３０,西五反田５－４－３,ライオンズマンション第２西五反田,粉末,脚,90,2003.12,88.08,52,西五反田七・五・三町会,大崎第一,35.6250833,139.7178911
６３Ｋ－０３２,西五反田７－１－１,住友五反田ビル,粉末,脚,88.08,2004.12,88.08,52,西五反田七・五・三町会,大崎第一,35.6247025,139.7185144
６３Ｋ－０３３,西五反田７－１－９,五反田ＨＳビル,粉末,脚,"88,08",2004.12,88.08,52,西五反田七・五・三町会,大崎第一,35.6242983,139.7181848
６３Ｋ－０３４,西五反田７－９－２,五反田ＴＧビル,粉末,脚,88.08,2004.12,2000.06,57,西五反田協和町会,大崎第一,35.6237480,139.7206548
６３Ｋ－０３５,西五反田７－２０－１３,セブンスターマンション第７五反田,粉末,脚,88.08,2004.12,88.08,52,西五反田七・五・三町会,大崎第一,35.6241075,139.7181070
６３Ｋ－０３６,西五反田７－２１－１,ダイエーファイナンス第５ＴＯＣビル,粉末,脚,88.08,2004.12,88.08,57,西五反田協和町会,大崎第一,35.6233927,139.7182247
６３Ｋ－０３９,西五反田８－８－２０,ダーバン本社,粉末,脚,88.08,2004.12,88.08,57,西五反田協和町会,大崎第一,35.6216545,139.7207821
６３Ｋ－０６１,西五反田５－１４－２,攻玉社短期大学,粉末,脚,88.08,2001.12,88.08,56,西五反田五丁目西三町会,大崎第一,35.6245399,139.7131315
６３Ｋ－０６２,西五反田５－３０－５,ヴェルサイユ目黒,粉末,脚,88.08,2004.12,88.08,56,西五反田五丁目西三町会,大崎第一,35.6229506,139.7136716
８９Ａ－０１６,西五反田２－１３－１,町会会館,粉末,ウ,90.03,2001.01,90.03,36,西五反田一・二・三町会,大崎第一,35.6269129,139.7204544
８９Ａ－０２４,西五反田４－２９－１７,区立．第４日野小学校門前,粉末,ウ,90.03,2001.01,90.03,54,西五反田四丁目町会,大崎第一,35.6258034,139.7131689
８９Ａ－０２９,西五反田８－６－１７,幸福の科学西五反田寮,粉末,ウ,2006.03,2006.03,2006.02,57,西五反田協和町会,大崎第一,35.6214043,139.7211423
８９Ａ－０４９,東五反田５－２２－２３,池田山ハイツ,粉末,ウ,90.03,2001.01,90.03,33,五反田東口町会,大崎第一,35.6279899,139.7221020
８９Ｃ－００４,小山１－４－７,斉藤宅,粉末,ウ,90.03,2003.03,90.03,113,小山１丁目町会,荏原第一,35.6215372,139.7122131
８９Ｋ－００７,東五反田５－２２－２７,関配ビル,粉末,脚,89.11,2004.12,89.11,33,五反田東口町会,大崎第一,35.6278702,139.7225890
