管轄,水利番号,所在地,緯度,経度
荏原消防署,805,旗の台5-16-18,35.6043641,139.6990624
荏原消防署,657,旗の台5-17-18,35.6038199,139.6987641
荏原消防署,716,旗の台5-18-15,35.6040571,139.6994006
荏原消防署,658,旗の台5-18-20,35.6047156,139.6998964
荏原消防署,931,旗の台5-19-1,35.6035337,139.7000046
荏原消防署,459,旗の台5-20-2,35.6031486,139.6991367
荏原消防署,480,旗の台5-21-2,35.6032129,139.7003718
荏原消防署,481,旗の台5-21-10,35.6028123,139.6994442
荏原消防署,479,旗の台5-24-2,35.6028209,139.7008165
荏原消防署,482,旗の台5-24-14,35.6024457,139.7000596
荏原消防署,827,旗の台6-3-19,35.6074419,139.6961919
荏原消防署,880,旗の台6-12-2,35.6075534,139.6988248
荏原消防署,993,旗の台6-13-13,35.6075213,139.6981832
荏原消防署,72,旗の台6-14-17,35.6071776,139.6975276
荏原消防署,69,旗の台6-15-1,35.6071559,139.6958137
荏原消防署,559,旗の台6-16-5,35.6069982,139.6968683
荏原消防署,74,旗の台6-16-23,35.6061928,139.6961698
荏原消防署,656,旗の台6-17-6,35.6065171,139.6972887
荏原消防署,873,旗の台6-18-4,35.6069203,139.6984027
荏原消防署,73,旗の台6-18-18,35.6063683,139.6981190
荏原消防署,853,旗の台6-20-3,35.6073155,139.6994202
荏原消防署,509,旗の台6-20-20,35.6066335,139.6991269
荏原消防署,165,旗の台6-21-8,35.6074301,139.7007908
荏原消防署,167,旗の台6-21-22,35.6073094,139.6999244
荏原消防署,425,旗の台6-22-26,35.6063880,139.7007653
荏原消防署,164,旗の台6-23-10,35.6060174,139.7006806
荏原消防署,166,旗の台6-23-17,35.6065017,139.7001918
荏原消防署,176,旗の台6-26-15,35.6055404,139.6987303
荏原消防署,177,旗の台6-29-9,35.6044645,139.6984455
荏原消防署,717,旗の台6-29-16,35.6049321,139.6979568
荏原消防署,175,旗の台6-30-1,35.6059327,139.6974258
荏原消防署,852,旗の台6-33-11,35.6048337,139.6975014
荏原消防署,217,旗の台4-4-4,35.6036803,139.7064157
荏原消防署,580,中延3-8-22,35.6076289,139.7111568
荏原消防署,903,中延3-9-13,35.6075689,139.7103511
荏原消防署,850,中延3-11-3,35.6069018,139.7101432
荏原消防署,444,中延3-12-1,35.6072115,139.7105215
荏原消防署,579,中延3-12-7,35.6068821,139.7112400
荏原消防署,249,中延3-12-14,35.6064875,139.7105747
荏原消防署,445,中延3-13-1,35.6071228,139.7114712
荏原消防署,248,中延3-13-18,35.6063317,139.7114675
荏原消防署,250,中延4-1-7,35.6063742,139.7096894
荏原消防署,252,中延4-1-18,35.6059667,139.7086315
荏原消防署,587,中延4-1-18,35.6058565,139.7089669
荏原消防署,578,中延4-10-19,35.6055125,139.7112637
荏原消防署,615,中延4-10-22,35.6058917,139.7114848
荏原消防署,577,中延4-11-1,35.6048309,139.7107589
荏原消防署,254,中延4-11-2,35.6050245,139.7109437
荏原消防署,614,中延4-13-12,35.6052957,139.7105265
荏原消防署,255,中延4-15-22,35.6053705,139.7086707
荏原消防署,257,中延4-17-3,35.6042431,139.7085023
荏原消防署,665,中延4-17-7,35.6041619,139.7092327
荏原消防署,256,中延4-18-4,35.6048828,139.7098766
荏原消防署,686,中延4-20-1,35.6045206,139.7110908
荏原消防署,935,中延5-1-5,35.6038979,139.7066996
荏原消防署,1048,中延5-2-1,35.6038109,139.7082318
荏原消防署,260,中延5-5-5,35.6031231,139.7097552
荏原消防署,681,中延5-5-18,35.6027299,139.7089471
荏原消防署,262,中延5-6-14,35.6027844,139.7082376
荏原消防署,261,中延5-7-5,35.6034265,139.7081015
荏原消防署,889,中延5-8-12,35.6027998,139.7070553
荏原消防署,519,中延5-9-1,35.6027439,139.7063993
荏原消防署,496,中延5-10-3,35.6020102,139.7066199
荏原消防署,522,中延5-11-5,35.6015722,139.7068745
荏原消防署,987,中延5-11-29,35.6011753,139.7070389
荏原消防署,332,中延5-12-12,35.6013125,139.7079585
荏原消防署,263,中延5-13-17,35.6017220,139.7085730
荏原消防署,583,中延5-14-21,35.6018171,139.7090843
荏原消防署,781,中延5-15-16,35.6015859,139.7093911
荏原消防署,863,中延6-1-1,35.6041035,139.7099375
荏原消防署,576,中延6-2-27,35.6037283,139.7110238
荏原消防署,570,中延6-5-18,35.6022717,139.7110173
荏原消防署,259,中延6-6-4,35.6029259,139.7110452
荏原消防署,673,中延6-6-18,35.6024720,139.7099459
荏原消防署,504,中延6-10-1,35.6014933,139.7109084
荏原消防署,584,中延6-10-3,35.6015916,139.7116351
荏原消防署,582,中延6-11-1,35.6017184,139.7102325
荏原消防署,208,西中延3-5-18,35.6077990,139.7086098
荏原消防署,443,西中延3-6-7,35.6072797,139.7094260
荏原消防署,251,西中延3-6-16,35.6067235,139.7088769
荏原消防署,764,西中延3-6-18,35.6069165,139.7086181
荏原消防署,902,西中延3-8-5,35.6073924,139.7081056
荏原消防署,779,西中延3-9-1,35.6076630,139.7062243
荏原消防署,543,西中延3-10-4,35.6070436,139.7059717
荏原消防署,207,西中延3-11-1,35.6070843,139.7072165
荏原消防署,778,西中延3-12-20,35.6064256,139.7059805
荏原消防署,990,西中延3-14-16,35.6064715,139.7072258
荏原消防署,791,西中延3-15-15,35.6066948,139.7079853
荏原消防署,896,旗の台1-4-15,35.6071699,139.7036749
荏原消防署,804,旗の台1-11-17,35.6070765,139.7022385
荏原消防署,158,旗の台2-1-23,35.6070787,139.7038593
荏原消防署,156,旗の台2-4-1,35.6075036,139.7051180
荏原消防署,1055,旗の台2-4-2,35.6069420,139.7050320
荏原消防署,157,旗の台2-6-2,35.6069769,139.7045273
荏原消防署,161,旗の台2-6-9,35.6060482,139.7047611
荏原消防署,797,旗の台2-7-3,35.6059559,139.7043722
荏原消防署,966,旗の台2-7-6,35.6063398,139.7037814
荏原消防署,159,旗の台2-8-3,35.6067626,139.7026846
荏原消防署,648,旗の台2-9-11,35.6063793,139.7030463
荏原消防署,795,旗の台2-9-18,35.6059670,139.7030437
荏原消防署,1080,旗の台2-10-9,35.6063624,139.7015827
荏原消防署,710,旗の台2-13-2,35.6053308,139.7022268
荏原消防署,711,旗の台2-13-11,35.6055294,139.7029770
荏原消防署,162,旗の台2-13-5,35.6056786,139.7020674
荏原消防署,1003,旗の台2-13-16,35.6055898,139.7037660
荏原消防署,491,旗の台3-2-26,35.6061182,139.7064523
荏原消防署,989,旗の台3-3-20,35.6056029,139.7070595
荏原消防署,635,旗の台3-4-6,35.6061746,139.7080309
荏原消防署,663,旗の台3-5-2,35.6056091,139.7080966
荏原消防署,664,旗の台3-6-12,35.6049508,139.7077317
荏原消防署,536,旗の台3-7-13,35.6039677,139.7078249
荏原消防署,210,旗の台3-8-9,35.6046919,139.7068781
荏原消防署,212,旗の台3-9-5,35.6052758,139.7056997
荏原消防署,1047,旗の台3-10-1,35.6059429,139.7049025
荏原消防署,211,旗の台3-10-2,35.6058240,139.7050112
荏原消防署,483,旗の台3-13-3,35.6049457,139.7032112
荏原消防署,213,旗の台3-14-2,35.6048265,139.7037743
荏原消防署,462,旗の台3-15-3,35.6047510,139.7050444
荏原消防署,1066,旗の台3-16-9,35.6041143,139.7067415
荏原消防署,780,旗の台4-5-6,35.6029179,139.7062608
荏原消防署,215,旗の台4-6-1,35.6039313,139.7050626
荏原消防署,948,旗の台4-6-25,35.6035606,139.7047930
荏原消防署,932,旗の台4-7,35.6035002,139.7036398
荏原消防署,214,旗の台4-7-2,35.6040919,139.7041456
荏原消防署,751,旗の台4-8-3,35.6029269,139.7036794
荏原消防署,221,旗の台4-11-2,35.6018878,139.7029669
荏原消防署,1011,旗の台4-12-17,35.6017540,139.7040576
荏原消防署,218,旗の台4-13-24,35.6019019,139.7042069
荏原消防署,497,旗の台4-14-2,35.6023144,139.7057503
荏原消防署,652,旗の台4-14-11,35.6017772,139.7051715
荏原消防署,219,旗の台4-15-11,35.6012935,139.7056933
荏原消防署,796,旗の台5-4-4,35.6050221,139.7017152
荏原消防署,484,旗の台5-8-19,35.6038806,139.7028413
荏原消防署,223,旗の台5-9-3,35.6031622,139.7034938
荏原消防署,222,旗の台5-9-9,35.6025609,139.7031184
荏原消防署,498,旗の台5-9-17,35.6025366,139.7024527
荏原消防署,225,旗の台5-11-3,35.6031907,139.7025094
荏原消防署,224,旗の台5-11-5,35.6042963,139.7028213
荏原消防署,916,旗の台5-11-26,35.6036445,139.7013557
荏原消防署,586,旗の台5-12-10,35.6036678,139.7010033
荏原消防署,180,旗の台5-13-11,35.6045284,139.7016096
荏原消防署,794,旗の台5-25-8,35.6028436,139.7017862
荏原消防署,227,旗の台5-27-15,35.6017946,139.7010209
荏原消防署,1025,旗の台5-27-21,35.6022798,139.7015363
荏原消防署,499,旗の台5-28-15,35.6019334,139.7018119
荏原消防署,1075,旗の台6-22-21,35.6078317,139.7009915
荏原消防署,768,二葉2-22-10,35.6042519,139.7229052
荏原消防署,638,二葉2-24-9,35.6035285,139.7227662
荏原消防署,403,二葉2-26-7,35.6029111,139.7223335
荏原消防署,728,二葉3-1-23,35.6038294,139.7186414
荏原消防署,414,二葉3-2-10,35.6025238,139.7186734
荏原消防署,991,二葉3-3-9,35.6023304,139.7195287
荏原消防署,510,二葉3-5-4,35.6031803,139.7200189
荏原消防署,870,二葉3-9-10,35.6038881,139.7192699
荏原消防署,412,二葉3-10-1,35.6041674,139.7198027
荏原消防署,410,二葉3-13-8,35.6028484,139.7209556
荏原消防署,708,二葉3-18-3,35.6046725,139.7227693
荏原消防署,455,二葉3-19-3,35.6041099,139.7222523
荏原消防署,409,二葉3-20-12,35.6032181,139.7218773
荏原消防署,972,二葉3-23-1,35.6021746,139.7211281
荏原消防署,545,二葉3-23-7,35.6026284,139.7217612
荏原消防署,546,二葉3-26-8,35.6022879,139.7209070
荏原消防署,547,二葉3-29-8,35.6018738,139.7197105
荏原消防署,564,二葉4-1-17,35.6032716,139.7133516
荏原消防署,293,二葉4-1-20,35.6036175,139.7136019
荏原消防署,743,二葉4-2-5,35.6030008,139.7140708
荏原消防署,976,二葉4-2-14,35.6024970,139.7135772
荏原消防署,1037,二葉4-3,35.6028680,139.7142947
荏原消防署,418,二葉4-3-3,35.6034554,139.7148849
荏原消防署,820,二葉4-3-8,35.6029043,139.7148305
荏原消防署,421,二葉4-4-16,35.6022984,139.7157811
荏原消防署,978,二葉4-4-18,35.6022016,139.7152399
荏原消防署,977,二葉4-4-21,35.6022721,139.7147552
荏原消防署,642,二葉4-5-6,35.6030114,139.7165297
荏原消防署,415,二葉4-9-9,35.6022308,139.7174479
荏原消防署,417,二葉4-12-15,35.6035280,139.7172174
荏原消防署,416,二葉4-13-3,35.6038013,139.7180906
荏原消防署,610,二葉4-14-16,35.6025470,139.7175789
荏原消防署,979,二葉4-15-1,35.6029568,139.7184384
荏原消防署,930,二葉4-15-9,35.6026221,139.7182239
荏原消防署,548,二葉4-16-8,35.6018170,139.7185509
荏原消防署,1000,二葉4-20-1,35.6015626,139.7165734
荏原消防署,549,二葉4-20-5,35.6017647,139.7172118
荏原消防署,644,二葉4-20-10,35.6015860,139.7176565
荏原消防署,698,二葉4-21-1,35.6020741,139.7165500
荏原消防署,550,二葉4-22-9,35.6017032,139.7161789
荏原消防署,422,二葉4-23-3,35.6015219,139.7151608
荏原消防署,770,二葉4-25-14,35.6017576,139.7145260
荏原消防署,959,二葉4-27-1,35.6024058,139.7131729
荏原消防署,876,二葉4-27-9,35.6019481,139.7139825
荏原消防署,365,豊町4-2-10,35.6077803,139.7201447
荏原消防署,637,豊町4-4-2,35.6074837,139.7198296
荏原消防署,890,豊町4-5-23,35.6071821,139.7202508
荏原消防署,366,豊町4-6-1,35.6077292,139.7211884
荏原消防署,1032,豊町4-6-17,35.6070968,139.7213668
荏原消防署,367,豊町4-7-1,35.6076384,139.7224342
荏原消防署,369,豊町4-7-9,35.6071113,139.7220937
荏原消防署,714,豊町4-11-3,35.6068018,139.7229321
荏原消防署,370,豊町4-13-2,35.6063121,139.7219724
荏原消防署,493,豊町4-17-1,35.6067642,139.7206832
荏原消防署,372,豊町4-18-23,35.6061252,139.7200905
荏原消防署,371,豊町4-19-6,35.6059193,139.7212877
荏原消防署,373,豊町4-19-28,35.6053354,139.7205645
荏原消防署,374,豊町4-20-18,35.6048489,139.7208885
荏原消防署,375,豊町4-20-14,35.6043836,139.7211668
荏原消防署,606,豊町4-22-9,35.6046619,139.7221218
荏原消防署,868,豊町4-23-1,35.6056080,139.7216532
荏原消防署,514,豊町4-24-15,35.6062385,139.7228603
荏原消防署,869,豊町4-24-21,35.6053405,139.7222473
荏原消防署,377,豊町5-2-13,35.6060791,139.7188685
荏原消防署,816,豊町5-2-20,35.6065134,139.7183799
荏原消防署,495,豊町5-3-5,35.6072009,139.7187143
荏原消防署,607,豊町5-3-15,35.6065233,139.7189952
荏原消防署,494,豊町5-4-1,35.6067681,139.7194679
荏原消防署,379,豊町5-10-16,35.6055215,139.7183306
荏原消防署,376,豊町5-12-1,35.6052780,139.7191708
荏原消防署,640,豊町5-12-15,35.6049501,139.7190706
荏原消防署,521,豊町5-15-12,35.6042368,139.7204656
荏原消防署,520,豊町5-16-5,35.6048431,139.7199098
荏原消防署,287,豊町6-1-1,35.6059148,139.7141148
荏原消防署,382,豊町6-5-2,35.6059156,139.7155237
荏原消防署,538,豊町6-5-11,35.6054862,139.7152309
荏原消防署,383,豊町6-6-14,35.6057114,139.7157511
荏原消防署,381,豊町6-7-1,35.6062289,139.7166971
荏原消防署,608,豊町6-8-12,35.6055784,139.7166923
荏原消防署,811,豊町6-11-3,35.6057747,139.7180489
荏原消防署,601,豊町6-13-12,35.6043313,139.7169455
荏原消防署,380,豊町6-13-16,35.6048396,139.7169452
荏原消防署,628,豊町6-14-6,35.6052658,139.7175237
荏原消防署,812,豊町6-17-1,35.6053116,139.7160228
荏原消防署,689,豊町6-19-3,35.6046928,139.7158403
荏原消防署,823,豊町6-20-10,35.6047057,139.7149716
荏原消防署,472,豊町6-22-1,35.6052651,139.7147537
荏原消防署,810,豊町6-22-6,35.6044769,139.7147259
荏原消防署,563,豊町6-24-19,35.6052700,139.7137595
荏原消防署,473,豊町6-25-3,35.6043462,139.7141084
荏原消防署,565,豊町6-25-18,35.6043210,139.7135582
荏原消防署,474,豊町6-28-1,35.6038959,139.7151128
荏原消防署,384,豊町6-29-1,35.6038889,139.7160394
荏原消防署,478,豊町6-30-3,35.6043700,139.7175376
荏原消防署,893,豊町6-31-3,35.6044873,139.7181145
荏原消防署,1044,東中延2-7-2,35.6078008,139.7125192
荏原消防署,282,東中延2-7-20,35.6076586,139.7122299
荏原消防署,636,東中延2-8-7,35.6076720,139.7138417
荏原消防署,952,東中延2-8-11,35.6073412,139.7139402
荏原消防署,446,東中延2-8-16,35.6071570,139.7129663
荏原消防署,785,東中延2-8-22,35.6076398,139.7130502
荏原消防署,1082,東中延2-9-18,35.6060483,139.7131823
荏原消防署,284,東中延2-10-14,35.6061620,139.7125338
荏原消防署,283,東中延2-10-19,35.6068247,139.7122880
荏原消防署,646,中延4-5-10,35.6054079,139.7131028
荏原消防署,288,中延4-6-3,35.6058750,139.7136461
荏原消防署,291,中延4-6-9,35.6050996,139.7134856
荏原消防署,688,中延4-7-9,35.6046494,139.7133360
荏原消防署,290,中延4-8-6,35.6048517,139.7122643
荏原消防署,1083,中延4-9-3,35.6052169,139.7124037
荏原消防署,997,中延4-10-8,35.6054046,139.7120271
荏原消防署,942,中延4-21-2,35.6042778,139.7126666
荏原消防署,292,中延4-21-6,35.6040558,139.7132822
荏原消防署,871,中延4-21-26,35.6041354,139.7123970
荏原消防署,297,中延6-3-10,35.6030219,139.7130645
荏原消防署,294,中延6-3-17,35.6029639,139.7122289
荏原消防署,299,中延6-4-9,35.6020529,139.7128657
荏原消防署,940,中延6-4-15,35.6022243,139.7121353
荏原消防署,799,西大井6-1-1,35.6018001,139.7131768
荏原消防署,766,西大井6-1-15,35.6011389,139.7140851
荏原消防署,790,戸越6-7-15,35.6073729,139.7187061
荏原消防署,337,戸越6-10-13,35.6075861,139.7157868
荏原消防署,566,戸越6-14-5,35.6075032,139.7142025
荏原消防署,335,戸越6-18-5,35.6074176,139.7174311
荏原消防署,505,戸越6-18-18,35.6070228,139.7166113
荏原消防署,339,戸越6-19-12,35.6066852,139.7179774
荏原消防署,338,戸越6-21-19,35.6065017,139.7156952
荏原消防署,560,戸越6-21-20,35.6068055,139.7159842
荏原消防署,561,戸越6-23-6,35.6068440,139.7150577
荏原消防署,819,戸越6-23-15,35.6060360,139.7150444
荏原消防署,821,戸越6-23-15,35.6062269,139.7144799
大井消防署,129,西大井1-8-3,35.6012532,139.7227654
大井消防署,434,西大井6-7-1,35.6018504,139.7213229
大井消防署,453,西大井6-8-2,35.6014203,139.7203813
大井消防署,9,西大井1-2-3,35.6014822,139.7221692
大井消防署,766,西大井6-9,35.6012851,139.7212280
大井消防署,798,西大井6-3-1,35.6011759,139.7166299
大井消防署,834,西大井6-7-10,35.6014966,139.7200563
荏原消防署,982,二葉1-14-25,35.6059965,139.7268111
荏原消防署,401,二葉1-15-9,35.6058754,139.7271705
荏原消防署,394,二葉1-17-15,35.6072209,139.7284823
荏原消防署,397,二葉2-1-13,35.6067795,139.7241723
荏原消防署,975,二葉1-10-10,35.6074482,139.7285765
荏原消防署,767,二葉1-13-25,35.6064334,139.7262861
荏原消防署,974,二葉1-16-14,35.6067495,139.7277412
荏原消防署,1076,二葉1-18-14,35.6076248,139.7300241
荏原消防署,392,二葉1-20-3,35.6069438,139.7291181
荏原消防署,393,二葉1-21-5,35.6064801,139.7282692
荏原消防署,402,二葉1-23-7,35.6053557,139.7270230
荏原消防署,398,二葉2-2-7,35.6060102,139.7252504
荏原消防署,609,二葉2-3-12,35.6046927,139.7249916
荏原消防署,454,二葉2-3-15,35.6051183,139.7246023
荏原消防署,983,二葉2-4-22,35.6051315,139.7257103
荏原消防署,468,二葉2-5-2,35.6042837,139.7256261
荏原消防署,467,二葉2-7-16,35.6040779,139.7243997
荏原消防署,984,二葉2-7-18,35.6043990,139.7247887
荏原消防署,406,二葉2-9-15,35.6049093,139.7238678
荏原消防署,730,二葉2-11-9,35.6043504,139.7231597
荏原消防署,752,二葉2-12-1,35.6044626,139.7239916
荏原消防署,924,二葉2-13-10,35.6040472,139.7240667
荏原消防署,591,二葉2-14-8,35.6037004,139.7235293
荏原消防署,1002,二葉2-17-1,35.6035411,139.7246714
荏原消防署,971,二葉2-17-5,35.6032308,139.7243851
荏原消防署,590,二葉2-18-5,35.6029590,139.7239615
荏原消防署,709,二葉2-21-6,35.6034164,139.7231019
荏原消防署,923,二葉2-22-5,35.6038123,139.7233037
荏原消防署,680,二葉2-25-4,35.6029309,139.7231458
荏原消防署,803,二葉2-25-10,35.6032882,139.7230666
荏原消防署,901,豊町3-12-18,35.6077527,139.7237525
荏原消防署,368,豊町4-10-1,35.6070702,139.7234143
荏原消防署,515,豊町4-24-15,35.6054690,139.7229974
荏原消防署,929,豊町4-25-5,35.6064853,139.7234618
荏原消防署,996,二葉2-2-20,35.6058810,139.7243110
荏原消防署,399,二葉1-12-1,35.6071272,139.7268407
荏原消防署,396,二葉1-3-37,35.6072086,139.7251180
荏原消防署,1045,二葉1-2-10,35.6068381,139.7240453
大井消防署,67,大井1-53-6,35.6045266,139.7338867
大井消防署,68,大井1-55-10,35.6038602,139.7327235
大井消防署,69,大井1-51-8,35.6052130,139.7332033
大井消防署,70,大井1-50-6,35.6062111,139.7335411
大井消防署,73,大井1-6-6,35.6069057,139.7338885
大井消防署,78,大井1-10-3,35.6075560,139.7332078
大井消防署,80,大井1-7-9,35.6068300,139.7327273
大井消防署,81,大井1-12-10,35.6074612,139.7318943
大井消防署,86,大井1-20-10,35.6072554,139.7312670
大井消防署,88,大井1-27-2,35.6063528,139.7318400
大井消防署,89,大井1-21-9,35.6064606,139.7316813
大井消防署,92,大井1-24-4,35.6058996,139.7328756
大井消防署,93,大井1-24-1,35.6060139,139.7324392
大井消防署,94,大井1-25-3,35.6055167,139.7323163
大井消防署,97,大井1-38-2,35.6045163,139.7309251
大井消防署,65,大井1-41-1,35.6042194,139.7308586
大井消防署,101,大井2-10-2,35.6061759,139.7298593
大井消防署,102,大井2-8-17,35.6056547,139.7285920
大井消防署,103,大井2-8-12,35.6052365,139.7290323
大井消防署,104,大井2-25-6,35.6042750,139.7299236
大井消防署,105,大井2-27-25,35.6037415,139.7294873
大井消防署,782,大井2-20-4,35.6037797,139.7278767
大井消防署,108,大井2-16-11,35.6040427,139.7284668
大井消防署,109,大井2-15-12,35.6045715,139.7287760
大井消防署,110,大井2-16-2,35.6045614,139.7281593
大井消防署,111,大井2-2-7,35.6053665,139.7278954
大井消防署,112,大井2-4-3,35.6041034,139.7266099
大井消防署,114,大井2-19-15,35.6031714,139.7269327
大井消防署,115,西大井1-5-14,35.6029010,139.7267482
大井消防署,117,大井3-21-29,35.6013294,139.7269147
大井消防署,118,西大井1-16-1,35.6014744,139.7259016
大井消防署,121,西大井1-13-1,35.6012738,139.7243724
大井消防署,204,大井3-17-6,35.6023159,139.7311633
大井消防署,226,大井3-18-9,35.6019481,139.7301396
大井消防署,228,大井3-14-13,35.6020192,139.7282891
大井消防署,230,大井3-1-20,35.6032134,139.7289186
大井消防署,231,大井3-1-13,35.6032959,139.7296486
大井消防署,234,大井3-6-3,35.6031013,139.7308581
大井消防署,232,大井3-16-6,35.6025244,139.7302295
大井消防署,236,大井4-13-15,35.6026173,139.7319814
大井消防署,237,大井1-42-7,35.6037444,139.7319652
大井消防署,238,大井4-10-15,35.6030338,139.7338903
大井消防署,240,大井4-12-24,35.6027424,139.7326810
大井消防署,241,大井4-12-14,35.6015990,139.7331405
大井消防署,403,大井3-3-1,35.6038302,139.7310845
大井消防署,404,大井2-5-24,35.6039232,139.7263994
大井消防署,405,大井3-13-7,35.6025566,139.7278951
大井消防署,431,大井1-1-13,35.6076949,139.7327037
大井消防署,436,大井1-54-2,35.6047044,139.7336754
大井消防署,441,大井4-3-1,35.6042859,139.7339204
大井消防署,442,大井4-2-10,35.6039658,139.7336675
大井消防署,443,大井4-1-2,35.6036717,139.7329411
大井消防署,444,大井4-6-1,35.6034331,139.7329304
大井消防署,445,大井4-5-1,35.6036001,139.7334263
大井消防署,446,大井4-8-3,35.6030400,139.7329618
大井消防署,451,大井2-10-10,35.6057205,139.7298586
大井消防署,452,大井3-21-5,35.6018690,139.7275148
大井消防署,461,大井4-9-11,35.6030079,139.7335027
大井消防署,816,西大井1-6,35.6024097,139.7255687
大井消防署,526,西大井1-14-1,35.6014721,139.7249499
大井消防署,552,西大井1-7-11,35.6017795,139.7246422
大井消防署,728,西大井1-7-11,35.6018173,139.7239379
大井消防署,812,西大井1-4-15,35.6014734,139.7231476
大井消防署,801,西大井1-7-34,35.6011172,139.7230978
大井消防署,813,西大井1-5-14,35.6026380,139.7259176
大井消防署,71,大井1-6-10,35.6064701,139.7337047
大井消防署,77,大井1-3-6,35.6070409,139.7332339
大井消防署,79,大井1-13-2,35.6072338,139.7324999
大井消防署,468,大井4-17-19,35.6019394,139.7314235
大井消防署,578,大井4-14-17,35.6016057,139.7323237
大井消防署,562,大井1-32-13,35.6049943,139.7308739
大井消防署,645,大井4-13-3,35.6025928,139.7326322
大井消防署,653,大井3-19-10,35.6012588,139.7287366
大井消防署,652,大井3-14-4,35.6022721,139.7288954
大井消防署,762,大井3-17-8,35.6019280,139.7312990
大井消防署,761,大井3-5-6,35.6028897,139.7320756
大井消防署,709,大井2-9-16,35.6058911,139.7291617
大井消防署,742,大井1-42-1,35.6042522,139.7322310
大井消防署,764,大井1-46-2,35.6049005,139.7326550
大井消防署,723,大井2-27-18,35.6038224,139.7305503
大井消防署,795,大井1-23-1,35.6063537,139.7324457
大井消防署,765,大井1-54-3,35.6048769,139.7336006
大井消防署,811,大井1-9-1,35.6073749,139.7328122
大井消防署,827,大井1-51-3,35.6052637,139.7333669
大井消防署,856,大井1-36-6,35.6046752,139.7311183
大井消防署,868,大井1-18-8,35.6077564,139.7300161
大井消防署,866,大井1-20-24,35.6064704,139.7302984
大井消防署,865,大井2-1-1,35.6067489,139.7298465
大井消防署,869,大井2-11-1,35.6057325,139.7303857
大井消防署,870,大井1-32-17,35.6053345,139.7305398
大井消防署,871,大井1-37-1,35.6047270,139.7306984
大井消防署,872,大井2-27-18,35.6040123,139.7309052
大井消防署,876,大井3-11-2,35.6030594,139.7273290
大井消防署,875,大井2-19-10,35.6031163,139.7275319
大井消防署,874,大井3-9-3,35.6032070,139.7283909
大井消防署,873,大井2-21-10,35.6033053,139.7285510
大井消防署,82,大井1-14-3,35.6077000,139.7317330
大井消防署,336,大井3-15-12,35.6022861,139.7292637
大井消防署,432,勝島1-21-1,35.6060367,139.7282847
大井消防署,826,大井2-8-3,35.6059322,139.7287127
大井消防署,107,大井2-5-14,35.6040750,139.7275875
大井消防署,91,大井1-22-6,35.6064703,139.7330692
大井消防署,810,大井1-7-7,35.6069945,139.7329929
大井消防署,821,大井1-21-19,35.6073068,139.7314710
大井消防署,822,大井1-22-18,35.6069248,139.7319975
大井消防署,733,大井1-47-1,35.6053739,139.7320586
大井消防署,854,大井3-1-6,35.6036944,139.7296344
大井消防署,848,大井3-7-19,35.6028002,139.7297372
大井消防署,853,大井4-13-6,35.6021702,139.7326358
大井消防署,604,大井1-28-5,35.6060762,139.7314049
大井消防署,595,大井2-25-1,35.6047821,139.7294480
大井消防署,10,東大井1-3-31,35.6060746,139.7438375
大井消防署,11,東大井1-15-10,35.6048556,139.7434949
大井消防署,12,東大井1-3-23,35.6050060,139.7431730
大井消防署,13,東大井1-17-15,35.6043488,139.7428990
大井消防署,14,東大井1-24-11,35.6031051,139.7422706
大井消防署,15,東大井2-5-13,35.6022880,139.7418370
大井消防署,16,東大井2-8-15,35.6012144,139.7412852
大井消防署,17,東大井2-9-16,35.6014914,139.7408651
大井消防署,18,東大井2-4-16,35.6026549,139.7415411
大井消防署,19,東大井1-2-1,35.6060804,139.7429611
大井消防署,20,東大井4-6-5,35.6059772,139.7426282
大井消防署,21,東大井4-6-11,35.6047109,139.7415626
大井消防署,23,東大井1-21-10,35.6042890,139.7414493
大井消防署,25,東大井1-21-2,35.6035803,139.7408542
大井消防署,26,東大井3-6-12,35.6034487,139.7405077
大井消防署,27,東大井2-12-27,35.6025031,139.7401043
大井消防署,28,東大井3-6-20,35.6025186,139.7398964
大井消防署,29,東大井2-12-14,35.6014850,139.7396231
大井消防署,38,東大井3-11-21,35.6038200,139.7369345
大井消防署,39,東大井3-2-27,35.6044958,139.7373584
大井消防署,40,東大井5-24-15,35.6051333,139.7378945
大井消防署,43,東大井4-14-3,35.6052617,139.7393718
大井消防署,45,東大井4-11-13,35.6058834,139.7394073
大井消防署,46,東大井4-1-8,35.6064361,139.7392767
大井消防署,41,東大井3-4-11,35.6043762,139.7387803
大井消防署,42,東大井3-6-5,35.6039167,139.7401032
大井消防署,44,東大井5-25-9,35.6055524,139.7383856
大井消防署,47,東大井4-4-18,35.6066864,139.7417211
大井消防署,48,東大井4-1,35.6070279,139.7405004
大井消防署,52,東大井5-25-20,35.6061620,139.7372663
大井消防署,56,東大井5-13-2,35.6070697,139.7371157
大井消防署,57,東大井5-7-13,35.6071096,139.7374865
大井消防署,58,東大井5-10-9,35.6069657,139.7385245
大井消防署,59,東大井5-11-5,35.6068813,139.7385257
大井消防署,60,東大井5-7-2,35.6074453,139.7376552
大井消防署,61,東大井5-5-12,35.6077585,139.7369772
大井消防署,63,東大井5-3-9,35.6073508,139.7354266
大井消防署,64,大井1-3-6,35.6074221,139.7343081
大井消防署,36,東大井3-9-18,35.6027077,139.7382866
大井消防署,34,東大井3-12-8,35.6023237,139.7372358
