Id,Number,事故類型,Number2,作成種別,作成者,緯度,経度
0,1,0,0,警察,大井警察署,35.60475611300,139.73219365100
0,2,0,0,警察,大井警察署,35.60667328940,139.73317993400
0,3,0,0,警察,大井警察署,35.60602926550,139.73302429800
0,4,0,0,警察,大井警察署,35.60638057220,139.73147198900
0,5,0,0,警察,大井警察署,35.60508736710,139.73111069600
0,6,0,0,警察,大井警察署,35.60452014320,139.73113019000
0,7,0,0,警察,大井警察署,35.60602802720,139.73154752600
0,8,0,0,警察,大井警察署,35.60735133230,139.73124548400
0,9,0,0,警察,大井警察署,35.59903945730,139.72825895100
0,10,0,0,警察,大井警察署,35.59844201240,139.72878531400
0,11,0,0,警察,大井警察署,35.59644489890,139.72995167000
0,12,0,0,警察,大井警察署,35.59816999880,139.72744669000
0,13,0,0,警察,大井警察署,35.59682189220,139.72946718600
0,14,0,0,警察,大井警察署,35.59782015700,139.73001830800
0,15,0,0,警察,大井警察署,35.59562288920,139.72460929400
0,16,0,0,警察,大井警察署,35.59548866170,139.72552524700
0,17,0,0,警察,大井警察署,35.59472287140,139.72718983400
0,18,0,0,警察,大井警察署,35.59616679590,139.72961543100
0,19,0,0,警察,大井警察署,35.59689785670,139.72287238900
0,20,0,0,警察,大井警察署,35.59686969070,139.72495172400
0,21,0,0,警察,大井警察署,35.59799963840,139.72298929900
0,22,0,0,警察,大井警察署,35.59458216230,139.72172250500
0,23,0,0,警察,大井警察署,35.60530376830,139.74325228000
0,24,0,0,警察,大井警察署,35.60666275400,139.74443166900
0,25,0,0,警察,大井警察署,35.60539159880,139.73712293600
0,26,0,0,警察,大井警察署,35.60518042320,139.75419108800
0,27,0,0,警察,大井警察署,35.60777930920,139.73135393200
0,28,0,0,警察,大井警察署,35.60770819830,139.73187423400
0,29,0,0,警察,大井警察署,35.60920004740,139.72980789200
0,30,0,0,警察,大井警察署,35.58951934150,139.72986608200
0,31,0,0,警察,大井警察署,35.58847259520,139.73481647300
0,32,0,0,警察,大井警察署,35.59130014950,139.73644450000
0,33,0,0,警察,大井警察署,35.59701144460,139.73731364700
0,34,0,0,警察,大井警察署,35.59727885820,139.73857635300
0,35,0,0,警察,大井警察署,35.59818177300,139.73030766300
0,36,0,0,警察,大井警察署,35.59797803110,139.73342792100
0,37,0,0,警察,大井警察署,35.59661965610,139.73248621600
0,38,0,0,警察,大井警察署,35.59617437710,139.73093243000
0,42,0,0,警察,荏原警察署,35.62037876910,139.70771214800
0,43,0,0,警察,荏原警察署,35.62057760990,139.70764154000
0,44,0,0,警察,荏原警察署,35.62052420120,139.70790461000
0,1,0,0,警察,荏原警察署,35.61783760730,139.70557487900
0,2,0,0,警察,荏原警察署,35.61800069670,139.70751408300
0,3,0,0,警察,荏原警察署,35.61845648500,139.70702028200
0,5,0,0,警察,荏原警察署,35.61600435890,139.70815491600
0,51,0,0,警察,荏原警察署,35.61467366480,139.70368654600
0,45,0,0,警察,荏原警察署,35.60475979100,139.70002802600
0,46,0,0,警察,荏原警察署,35.60467978200,139.70049486800
0,14,0,0,警察,荏原警察署,35.60342436690,139.70119370800
0,15,0,0,警察,荏原警察署,35.60440225910,139.70198090100
0,16,0,0,警察,荏原警察署,35.60429585720,139.70286847500
