消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
６３Ｋ－０５３,小山６－１－５,司　ビル,機械泡,脚,2006.08,2006.08,88.08,125,小山６丁目町会,荏原第二,35.6148181,139.6979118
０７Ｋ－０４３,小山６－３－１０,（仮称）東急西小山駅ビル,機械泡,脚,,,,125,小山６丁目町会,荏原第二,35.6153847,139.6988865
０１Ｋ－０１７,荏原２－４,星薬科大学,機械泡,脚,2001.06,2007.02,2001.06,120,荏原２丁目町会,荏原第一,35.6183214,139.7108180
０１Ｋ－０３７,荏原３－７－１２,キーブ荏原　裏口,機械泡,脚,2001.08,2007.02,2001.11,121,荏原３丁目町会,荏原第一,35.6168307,139.7073245
０１Ｋ－０５４,小山２－７－１０,ﾜｰﾙﾄﾞﾊﾟﾚｽ武蔵小山ｸﾞﾗﾝｼｪｰﾅ,機械泡,脚,2002.02,2007.02,2002.02,115,小山２丁目西部町会,荏原第一,35.6208031,139.7082332
００Ｋ－０２７,荏原３－７－１３,ジョイシティ武蔵小山　裏口,機械泡,脚,2000.08,2000.08,2000.08,121,荏原３丁目町会,荏原第一,35.6169790,139.7071531
００Ｋ－０１２,荏原４－５－１１,東京トヨペット　荏原店,機械泡,脚,2000.07,2000.07,2000.07,140,平塚４丁目町会,荏原第三,35.6149423,139.7082797
００Ｋ－０１３,小山３－２３－１３,アクト武蔵小山ビル,機械泡,壁,2000.07,2000.07,2000.07,116,小山３丁目町会,荏原第一,35.6180805,139.7053313
００Ｋ－０５８,小山３－７－１,ワールドパレス武蔵小山Ⅱ,機械泡,脚,2001.03,2001.03,2001.03,116,小山３丁目町会,荏原第一,35.6207147,139.7069369
０１Ｋ－００５,荏原２－１６－２５,アデニウム武蔵小山,機械泡,脚,2001.05,2007.02,2001.05,120,荏原２丁目町会,荏原第一,35.6172749,139.7086647
０２Ｋ－０４９,小山４－１－１,武蔵小山マンション,機械泡,壁,2002.1,2002.1,2002.1,117,小山４丁目町会,荏原第一,35.6201288,139.7022912
０２Ｋ－０６９,小山２－１２－１５,グレイスガーデン武蔵小山,機械泡,脚,2003.02,2003.02,2003.02,114,小山２丁目東部町会,荏原第一,35.6208956,139.7103680
０２Ｋ－０７９,小山４－４－４,ワールドパレス武蔵小山プレイズ,機械泡,脚,2003.03,2003.03,2003.03,117,小山４丁目町会,荏原第一,35.6187118,139.7038389
０２Ｋ－０８２,西中延１－３－２０,セザール第２武蔵小山,機械泡,脚,2003.02,2003.02,2003.02,140,平塚４丁目町会,荏原第三,35.6148601,139.7086872
０３Ｋ－０３８,荏原４－５－１２,ミオカステーロ武蔵小山Ⅱ,機械泡,脚,2003.11,,,140,平塚４丁目町会,荏原第三,35.6147937,139.7081572
０３Ｋ－０５６,小山２－５－１１,沙羅ガーデン,機械泡,脚,2004.02,,,115,小山２丁目西部町会,荏原第一,35.6213521,139.7072032
０３Ｋ－０６２,小山３－２６－３,エンジェルビル,機械泡,脚,2004.02,,,116,小山３丁目町会,荏原第一,35.6194331,139.7035462
０３Ｋ－０７０,平塚３－１－２２,アピス武蔵小山フィティア,機械泡,脚,2004.03,,,139,平塚３丁目町会,荏原第三,35.6167794,139.7118441
０４Ｋ－０２８,小山３－１１－８,カーサフェリス武蔵小山２,機械泡,脚,2004.08,2004.08,2004.08,116,小山３丁目町会,荏原第一,35.6194820,139.7067962
０４Ｋ－０３２,西中延１－３－１,ステージファースト武蔵小山Ⅱ,機械泡,脚,2004.09,2004.09,2004.09,140,平塚４丁目町会,荏原第三,35.6151718,139.7090947
０４Ｋ－０３５,荏原３－８－１８,サンクタス武蔵小山,機械泡,,2004.09,,,121,荏原３丁目町会,荏原第一,35.6178639,139.7057638
０４Ｋ－０６３,平塚３－２－１０,平塚３丁目マンション,機械泡,脚,2005.02,,,139,平塚３丁目町会,荏原第三,35.6161839,139.7101931
０５Ｋ－００８,荏原４－１２－１９,アーバイル武蔵小山,機械泡,脚,2005.05,2005.05,2005.05,122,荏原４丁目町会,荏原第一,35.6159416,139.7050537
０５Ｋ－０３５,平塚３－１－１３,ステージファースト戸越銀座,機械泡,壁,2005.12,2005.12,2005.12,139,平塚３丁目町会,荏原第三,35.6164335,139.7114080
６２Ｋ－０２６,小山３－２５－１１,エルアルカサル武蔵小山,機械泡,脚,2005.08,2005.08,87.09,116,小山３丁目町会,荏原第一,35.6191937,139.7038436
６２Ｋ－０３５,荏原３－５－６,リベラルハウス,機械泡,脚,2005.08,2005.08,87.09,121,荏原３丁目町会,荏原第一,35.6168407,139.7084185
６２Ｋ－０３６,荏原３－６－１６,ライオンズマンション武蔵小山,機械泡,脚,2005.08,2005.08,87.09,121,荏原３丁目町会,荏原第一,35.6166171,139.7073881
６２Ｋ－０３７,荏原４－４－１２,グリーンプラザ武蔵小山,機械泡,脚,2005.08,2005.08,87.09,140,平塚４丁目町会,荏原第三,35.6160038,139.7084161
６３Ｋ－０５１,小山３－１３－３,日神パレス武蔵小山第２,機械泡,脚,2006.08,2006.08,88.08,116,小山３丁目町会,荏原第一,35.6203842,139.7054546
６３Ｋ－０５４,荏原３－７－１４,アルス武蔵小山,機械泡,脚,2002,2003.12,88.08,121,荏原３丁目町会,荏原第一,35.6169154,139.7068687
８９Ｋ－０３５,小山５－１２－２,昭和大学看護婦寮,機械泡,脚,2006.08,2006.08,89.11,118,小山５丁目町会,荏原第一,35.6162338,139.7023052
８９Ｋ－０３８,荏原４－２－４,ＴＧ荏原ビル（東京ガス）,機械泡,脚,2006.08,2006.08,89.11,122,荏原４丁目町会,荏原第一,35.6167171,139.7067687
９０Ｋ－００８,小山３－６－１８,ユニーブル武蔵小山Ⅱ,機械泡,脚,90.11,2004.12,90.11,116,小山３丁目町会,荏原第一,35.6206369,139.7057956
９１Ｋ－０３７,西中延１－２－３２,パームハイツ武蔵小山弍番館,機械泡,脚,91,2003.03,92.03,140,平塚４丁目町会,荏原第三,35.6147076,139.7094379
９１Ｋ－０３８,荏原４－３－４,ライオンズ　プラザ,機械泡,脚,92.03,2003.03,92.03,122,荏原４丁目町会,荏原第一,35.6161210,139.7075570
９２Ｋ－００９,荏原３－８－１５,ヴィラハイツ武蔵小山,機械泡,壁,2002,2004.03,93.01,121,荏原３丁目町会,荏原第一,35.6173615,139.7062171
９５Ｋ－０２４,小山３－１２－１６,チャンコ西海,機械泡,脚,2006.02,2006.02,96.02,116,小山３丁目町会,荏原第一,35.6194151,139.7058962
９６Ｋ－０１２,小山３－２５－７,ユニープル武蔵小山Ⅲ,機械泡,脚,96.07,2001.01,96.07,116,小山３丁目町会,荏原第一,35.6190271,139.7040636
９６Ｋ－０２４,小山３－２３－１５,武蔵小山商店街パルム立体駐車場,機械泡,脚,2006.02,2006.02,96.1,116,小山３丁目町会,荏原第一,35.6182241,139.7050660
９６Ｋ－０３８,小山４－３－２,マイキャッスル武蔵小山,機械泡,,97.02,2001.01,97.02,117,小山４丁目町会,荏原第一,35.6192482,139.7033664
９７Ｋ－００１,荏原２－９－６,品川区保健所,機械泡,脚,97.04,2007.02,97.04,139,平塚３丁目町会,荏原第三,35.6169410,139.7113106
９７Ｋ－０１５,荏原４－９－４,ジェイパーク武蔵小山,機械泡,脚,97.06,2007.02,97.06,122,荏原４丁目町会,荏原第一,35.6162816,139.7062060
９７Ｋ－０１７,荏原３－１－９,ルミネ武蔵小山,機械泡,脚,97.06,2007.02,97.06,121,荏原３丁目町会,荏原第一,35.6183800,139.7082308
９７Ｋ－０３４,荏原２－９－１０,ステ－ジファ－スト武蔵小山,機械泡,,97.11,2001.12,97.11,139,平塚３丁目町会,荏原第三,35.6167607,139.7106981
９７Ｋ－０４６,荏原４－２－１,ア－クス武蔵小山,機械泡,,98.02,2007.02,98.02,122,荏原４丁目町会,荏原第一,35.6169623,139.7063035
９７Ｋ－０５３,西中延１－３－２３,プレールミホカテリーナ武蔵小山,機械泡,,98.02,2003.03,98.02,140,平塚４丁目町会,荏原第三,35.6151062,139.7089685
９７Ｋ－０５４,小山４－４－１５,アートコート武蔵小山ＪＰ,機械泡,,98.02,2003.03,98.02,117,小山４丁目町会,荏原第一,35.6185432,139.7037397
９８Ｋ－０３１,小山２－７－４,小山地蔵ビル,機械泡,脚,98.09,2003.11,98.09,115,小山２丁目西部町会,荏原第一,35.6208791,139.7078618
９８Ｋ－０３２,小山２－７－１４,小山地蔵ビル,機械泡,脚,98.09,2003.02,98.09,115,小山２丁目西部町会,荏原第一,35.6205992,139.7079897
９８Ｋ－０４１,小山３－１２－１９,スカーラ武蔵小山,機械泡,脚,98.1,2003.11,98.1,116,小山３丁目町会,荏原第一,35.6196770,139.7059282
９９Ｋ－０１２,小山３－６－６,ワールドパレス武蔵小山,機械泡,脚,99.08,2003.11,99.08,116,小山３丁目町会,荏原第一,35.6206977,139.7066298
９９Ｋ－０２４,荏原３－６－１３,グランドメゾン武蔵小山,機械泡,脚,99.11,2004.12,99.11,121,荏原３丁目町会,荏原第一,35.6164505,139.7076561
０６Ｋ－００８,平塚３－１６,平塚３丁目プロジェクト,機械泡,脚,2006.05,2006.05,2006.05,139,平塚３丁目町会,荏原第三,35.6159128,139.7095208
０６Ｋ－０１８,小山４－１４－３,武蔵小山後藤誠マンション,機械泡,脚,2006.08,2006.08,2006.08,117,小山４丁目町会,荏原第一,35.6178739,139.7030948
０６Ｋ－０３０,小山４－８－６,シングルレジデンス武蔵小山,機械泡,脚,2006.11,2006.11,2006.11,117,小山４丁目町会,荏原第一,35.6180949,139.7037022
０６Ｋ－０３８,荏原４－１－２４,Brillia武蔵小山ｉｄ,機械泡,脚,2006.12,2006.12,2006.12,122,荏原４丁目町会,荏原第一,35.6176700,139.7053949
０７Ｋ－０２３,荏原３－１－７,（仮称）荏原３丁目計画,機械泡,脚,2007.11,2007.11,2007.11,121,荏原３丁目町会,荏原第一,35.6189358,139.7079994
08K-008,荏原4-11-20,ブランジェ武蔵小山Ⅱ,機械泡,脚,2008.06,2008.06,2008.06,122,荏原四丁目町会,荏原第一,35.6164982,139.7042315
08K-011,小山3-6-15,Park HOMES 武蔵小山,機械泡,脚,2008.08,2008.08,2008.08,116,小山三丁目町会,荏原第一,35.6203411,139.7060047
08K-012,小山3-6-15,Park HOMES 武蔵小山,機械泡,脚,2008.08,2008.08,2008.08,116,小山三丁目町会,荏原第一,35.6202980,139.7060957
08K-013,小山3-6-15,Park HOMES 武蔵小山,機械泡,脚,2008.08,2008.08,2008.08,116,小山三丁目町会,荏原第一,35.6202425,139.7061984
08K-014,小山3-6-15,Park HOMES 武蔵小山,機械泡,脚,2008.08,2008.08,2008.08,116,小山三丁目町会,荏原第一,35.6203170,139.7062659
09K-005,小山３－１１－４,プリュス武蔵小山,機械泡,脚,2009.05,2009.05,2009.05,116,小山３丁目町会,荏原第一,35.6197351,139.7066783
０９Ｋ－０２７,小山3-1-9,レジデンス武蔵小山,機械泡,脚,2010.03,2010.03,2010.03,116,小山三丁目町会,荏原第一,35.6201758,139.7026798
１０Ｋ－００６,荏原3-6-11,ユニーブル武蔵小山Ⅳ,機械泡,脚,2010.04,2010.04,2010.04,121,荏原３丁目町会,荏原第一,35.6162918,139.7079031
１０Ｋ－０１１,荏原3-5-,〔仮称〕レジデンシャルスター武蔵小山,機械泡,脚,2010.09,2010.09,2010.09,121,荏原三丁目町会,荏原第一,35.6170165,139.7078333
１０Ｋ－０１５,小山2-12-7,〔仮称〕グリーンヒルズ武蔵小山,機械泡,壁,2010.11,2010.11,2010.11,114,小山二丁目東部町会,荏原第一,35.6207628,139.7105205
１０Ｋ－０３１,小山4-9-3,エクセレントシティ武蔵小山,機械泡,脚,2011.03,2011.03,2011.03,117,小山四丁目町会,荏原第一,35.6188104,139.7025049
０１Ｋ－０２３,荏原２－２－７,ライオンズマンション戸越銀座第２,機械泡,脚,2002,2003.01,2001.09,138,平塚２丁目町会,荏原第三,35.6176815,139.7130579
０１Ｋ－０２５,大崎３－１９－１４,ベルス大崎百反坂,機械泡,脚,2001,2001,2001,67,大崎一二三町会,大崎第二,35.6172828,139.7224274
０１Ｋ－０４３,平塚１－７－６,平塚１丁目マンション駐車場,機械泡,壁,2002.02,2007.02,2002.02,136,平塚１丁目町会,荏原第三,35.6151136,139.7163124
０１Ｋ－０５２,平塚２－１０－８,ガーデンホーム戸越銀座,機械泡,脚,2002.02,2002.02,2002.02,138,平塚２丁目町会,荏原第三,35.6166166,139.7142228
０１Ｋ－０５５,西五反田６－１３－１２,S－CLASSマンション,機械泡,脚,2002.03,2007.02,2002.03,55,西五反田西二町会,大崎第一,35.6203543,139.7174160
０２Ｋ－０２５,平塚２－１２－２,家庭あんしんセンター,機械泡,脚,2003.08,2003.08,2002.07,138,平塚２丁目町会,荏原第三,35.6170566,139.7128654
０２Ｋ－０２８,荏原１－１６－１,小林ビル,機械泡,壁,2002.07,2002.07,2002.07,123,中原共和町会,荏原第一,35.6195889,139.7164978
００Ｋ－０４９,荏原２－３－１８,ディナースカーラ品川戸越,機械泡,脚,2004.07,2004.07,2001.01,138,平塚２丁目町会,荏原第三,35.6176407,139.7120680
００Ｋ－０５３,大崎３－１７－２５,クレッセント大崎,機械泡,脚,2001.03,2001.03,2001.03,67,大崎一二三町会,大崎第二,35.6178913,139.7205586
００Ｋ－０５５,荏原２－２－１４,ジェイパーク戸越銀座,機械泡,脚,2004.03,2004.03,2001.02,138,平塚２丁目町会,荏原第三,35.6179365,139.7128526
００Ｋ－０５７,平塚２－１２－１９,ネッツトヨタ東京　品川店,機械泡,脚,2003.01,2004.02,2001.03,138,平塚２丁目町会,荏原第三,35.6169010,139.7125916
０２Ｋ－０５９,大崎４－１３－９,プレミール,機械泡,脚,2003,2003.01,2003.01,60,西五反田南町会,大崎第一,35.6178466,139.7195170
０２Ｋ－０８８,戸越１－１８－３,イーストコートＳ駐車場,機械泡,脚,2003.04,,,147,戸越１丁目町会,荏原第三,35.6155986,139.7193935
０３Ｋ－００７,平塚２－１－１,ライオンズタワー五反田,機械泡,脚,2006.05,2006.05,2003.04,123,中原共和町会,荏原第一,35.6187609,139.7170953
０３Ｋ－０１１,西五反田６－２３－６,デュオ・クリエ西五反田－Ａ．Ｂ,機械泡,脚,2003.06,,,60,西五反田南町会,大崎第一,35.6197028,139.7168300
０３Ｋ－０２３,西五反田６－２４－９,ルーブル西五反田Ⅱ,機械泡,脚,2003.07,,,60,西五反田南町会,大崎第一,35.6194223,139.7177721
０３Ｋ－０２５,西五反田６－１４－２,ヴェルト五反田西,機械泡,脚,2003.08,,,60,西五反田南町会,大崎第一,35.6199888,139.7174110
０３Ｋ－０３４,荏原１－１６－５,大久保ビル,機械泡,脚,2003.09,,,123,中原共和町会,荏原第一,35.6193600,139.7161887
０３Ｋ－０４４,平塚１－１－４,FLEGインターナショナル,機械泡,脚,2003.11,,,136,平塚１丁目町会,荏原第三,35.6173939,139.7173700
０３Ｋ－０４５,荏原１－１７－４,（仮）品川荏原１丁目住宅,機械泡,脚,2003.12,,,123,中原共和町会,荏原第一,35.6190234,139.7156737
０３Ｋ－０５１,西五反田７－２４－９,FOURＤ,機械泡,脚,2004.02,,,60,西五反田南町会,大崎第一,35.6202172,139.7185748
０３Ｋ－０５５,荏原１－２１,パークウェルツインズ戸越銀座壱番館弐番館,機械泡,脚,2004.01,,,123,中原共和町会,荏原第一,35.6188198,139.7149502
０３Ｋ－０６７,荏原１－２３－７,パルテノン　ホンダ,機械泡,脚,2004.03,,,123,中原共和町会,荏原第一,35.6181132,139.7142202
０４Ｋ－０３３,西五反田６－２５－６,ラ・プラース・ウエスト,機械泡,脚,2004.09,,,60,西五反田南町会,大崎第一,35.6188935,139.7179621
０４Ｋ－０３４,戸越１－２１－１２,ゼネージュ戸越,機械泡,脚,2004.09,,,147,戸越１丁目町会,荏原第三,35.6148825,139.7217160
０５Ｋ－０１７,平塚１－６－１４,グローリオ戸越銀座,機械泡,脚,2005.08,2005.08,2005.08,136,平塚１丁目町会,荏原第三,35.6154649,139.7165790
０５Ｋ－０３３,戸越１－１７－１２,グランヴァン戸越銀座,機械泡,脚,2005.1,2005.1,2005.1,147,戸越１丁目町会,荏原第三,35.6150072,139.7191278
０５Ｋ－０３９,戸越１－２０－４,戸越１丁目共同住宅Ⅱ,機械泡,脚,2006.01,2006.01,2006.01,147,戸越１丁目町会,荏原第三,35.6147170,139.7216772
０５Ｋ－０４１,西五反田８－９－１０,西五反田マンション計画,機械泡,脚,2006.01,2006.01,2006.01,60,西五反田南町会,大崎第一,35.6206232,139.7198883
６２Ｋ－０２９,平塚１－１－２,キクエイパレス戸越,機械泡,脚,2005.08,2005.08,87.09,136,平塚１丁目町会,荏原第三,35.6176158,139.7174375
６２Ｋ－０３０,平塚１－６－２５,フラット品川,機械泡,脚,2005.08,2005.08,2004.12,136,平塚１丁目町会,荏原第三,35.6159403,139.7154414
６２Ｋ－０３１,平塚２－９－１,東武ハイライン戸越銀座,機械泡,脚,2005.08,2005.08,87.09,138,平塚２丁目町会,荏原第三,35.6177793,139.7145592
６２Ｋ－０３４,荏原２－１－１６,ジュネス荏原,機械泡,脚,2005.08,2005.08,87.09,138,平塚２丁目町会,荏原第三,35.6183525,139.7134368
６３Ｋ－０３１,西五反田６－２５－２,五反田ダイヤモンドマンション,機械泡,脚,2006.08,2006.08,88.08,60,西五反田南町会,大崎第一,35.6191734,139.7180649
６３Ｋ－０３７,西五反田７－２３－１１,ライオンズマンション　第３五反田,機械泡,脚,2006.08,2006.08,88.08,60,西五反田南町会,大崎第一,35.6210071,139.7184984
６３Ｋ－０３８,西五反田７－２５－１３,セブンスターマンション第３五反田,機械泡,脚,2006.08,2006.08,88.08,60,西五反田南町会,大崎第一,35.6198403,139.7184226
６３Ｋ－０４４,大崎３－１６－５,サンハイム大崎,機械泡,脚,2006.08,2006.08,88.08,67,大崎一二三町会,大崎第二,35.6183655,139.7221443
６３Ｋ－０５９,戸越３－１－１５,戸越アールワン　ビル,機械泡,脚,2006.08,2006.08,88.08,146,戸越銀座町会,荏原第三,35.6147988,139.7167140
８９Ｋ－０１３,西五反田７－２４－５,日本生命五反田ビル,機械泡,脚,2006.08,2006.08,89.11,60,西五反田南町会,大崎第一,35.6207588,139.7188348
８９Ｋ－０１４,西五反田８－１１－２１,ＴＲビル（大洋冷機工業）,機械泡,脚,2006.08,2006.08,89.11,60,西五反田南町会,大崎第一,35.6199198,139.7193675
８９Ｋ－０３７,荏原１－５－８,キャピタルビュ－目黒不動前,機械泡,脚,2006.08,2006.08,89.11,119,荏原１丁目町会,荏原第一,35.6211253,139.7135414
８９Ｋ－０３９,戸越１－２６－２,セザ－ル戸越,機械泡,脚,2006.08,2006.08,89.11,63,品川尚和会,大崎第二,35.6170726,139.7210822
９０Ｋ－０１９,西五反田８－９－５,ポーラ　ビル,機械泡,脚,90.11,2004.12,90.11,60,西五反田南町会,大崎第一,35.6209255,139.7200093
９１Ｋ－０２３,西五反田７－２５－９,五反田石川ビル,機械泡,脚,91.12,2007.02,91.12,60,西五反田南町会,大崎第一,35.6195112,139.7185196
９１Ｋ－０２４,戸越１－７－１,戸越台ビル,機械泡,脚,91.12,2003.03,91.12,146,戸越銀座町会,荏原第三,35.6166754,139.7176000
９１Ｋ－０２５,戸越１－７－１,戸越台ビル,機械泡,脚,92.01,2004.12,92.01,146,戸越銀座町会,荏原第三,35.6166754,139.7176000
９２Ｋ－０２０,平塚２－３－２,ユニバ－サル五反田,機械泡,脚,92,2004.12,93.03,123,中原共和町会,荏原第一,35.6185140,139.7178363
９３Ｋ－００５,戸越１－６－７,戸越第一ビル,機械泡,脚,92,2004.01,93.06,146,戸越銀座町会,荏原第三,35.6173086,139.7180227
９３Ｋ－００６,西五反田６－１２－４,船井総合研究所,機械泡,脚,92,2003.12,93.06,60,西五反田南町会,大崎第一,35.6205957,139.7175535
９４Ｋ－００６,戸越１－２７－１,レジデンス戸越,機械泡,脚,94.04,2003.12,94.04,63,品川尚和会,大崎第二,35.6170815,139.7213675
９４Ｋ－０３０,大崎４－１２－１８,中国電力　大崎アパート,機械泡,脚,95.03,2004.12,95.03,69,大崎四丁目町会,大崎第二,35.6181644,139.7206236
９５Ｋ－０１７,荏原１－１９－３,荏原郵政宿舎,機械泡,脚,95.1,2003.01,2003.01,119,荏原１丁目町会,荏原第一,35.6197130,139.7144663
９５Ｋ－０２８,戸越１－１５－２３,戸越台中学校,機械泡,脚,96.02,2001.01,96.02,146,戸越銀座町会,荏原第三,35.6159282,139.7174300
９５Ｋ－０３８,平塚１－２－６,ダイヤパレス戸越Ⅱ,機械泡,脚,96.03,2001.01,96.03,136,平塚１丁目町会,荏原第三,35.6167583,139.7171078
９６Ｋ－００４,戸越１－２２－１１,パークウェル大崎,機械泡,脚,96.05,2001.01,96.05,147,戸越１丁目町会,荏原第三,35.6153569,139.7204223
９６Ｋ－０１４,大崎４－２－６,立正大学中・高等学校,機械泡,脚,96.07,2001.01,96.07,69,大崎四丁目町会,大崎第二,35.6201609,139.7228922
９６Ｋ－０２７,西五反田６－１３－１,ホテルルートイン五反田,機械泡,脚,2000,2004.12,96.12,60,西五反田南町会,大崎第一,35.6204163,139.7177927
９６Ｋ－０３５,西五反田６－１５－４,セザール第２戸越銀座,機械泡,脚,96,2001.12,97.01,60,西五反田南町会,大崎第一,35.6204649,139.7168527
９８Ｋ－００７,西五反田８－１０－４,セザールマンション大崎広小路,機械泡,脚,98.05,2003.12,98.05,60,西五反田南町会,大崎第一,35.6191390,139.7193948
９８Ｋ－０１７,西五反田６－２４－９,ルーブル西五反田,機械泡,脚,98.07,2003.12,98.07,60,西五反田南町会,大崎第一,35.6193486,139.7173447
９９Ｋ－０１８,西五反田８－１１－５,トヨタ東京カローラ品川営業所,機械泡,脚,99.1,2004.01,99.1,60,西五反田南町会,大崎第一,35.6195053,139.7190687
９９Ｋ－０２１,荏原１－２４－３,日本通運㈱荏原新拠点,機械泡,脚,99.1,2004.12,99.1,119,荏原１丁目町会,荏原第一,35.6199035,139.7134542
９９Ｋ－０２３,荏原１－１７－１,マノー荏原マンション,機械泡,脚,99,2004.12,99,123,中原共和町会,荏原第一,35.6191323,139.7158503
９９Ｋ－０５０,荏原１－２１－１,日世東京ビル,機械泡,脚,2000.03,2004.12,2000.03,123,中原共和町会,荏原第一,35.6187662,139.7152827
９９Ｋ－０５６,平塚１－２－３,カテリーナ戸越銀座,機械泡,脚,2000.03,2004.12,2000.03,136,平塚１丁目町会,荏原第三,35.6170655,139.7172800
９９Ｋ－０５７,平塚２－１２－２１,サンテミリオン品川,機械泡,壁,2000,2003.01,2000.03,138,平塚２丁目町会,荏原第三,35.6172190,139.7128765
０５Ｋ－０６０,西五反田６－２２－８,(仮称）前田共同住宅,機械泡,脚,2006.03,2006.03,2006.03,55,西五反田西二町会,大崎第一,35.6201866,139.7160725
０６Ｋ－０１７,大崎４－１３－２,ライフ品川大崎店,機械泡,脚,2006.07,2006.07,2006.07,60,西五反田南町会,大崎第一,35.6182880,139.7186874
０６Ｋ－０２３,荏原１－２３－３,荏原2丁目マンション,機械泡,脚,2006.09,2006.09,2006.09,123,中原共和町会,荏原第一,35.6182948,139.7142353
０６Ｋ－０２４,戸越１－２７－２９,戸越１丁目計画,機械泡,脚,2006.09,2006.09,2006.09,147,戸越１丁目町会,荏原第三,35.6164485,139.7209058
０６Ｋ－０４３,平塚１－６－１３,クリオ戸越銀座壱番館,機械泡,脚,2007.02,2007.02,2007.02,136,平塚１丁目町会,荏原第三,35.6156459,139.7166290
０６Ｋ－０４４,平塚１－６－１２,クリオ戸越銀座弐番館,機械泡,脚,2007.02,2007.02,2007.02,136,平塚１丁目町会,荏原第三,35.6157901,139.7166790
０７Ｋ－０３４,平塚１－７－１６,（仮称）戸越マンション,機械泡,脚,2008.01,2008.01,2008.01,136,平塚１丁目町会,荏原第三,35.6148478,139.7157875
０７Ｋ－０４６,荏原１－１－,専修寺本堂・客殿・庫裡新築工事,機械泡,脚,2008.03,2008.03,2008.03,119,荏原１丁目町会,荏原第一,35.6210522,139.7122215
08K-016,大崎3-15-26,ヴィクトリアプレイス,機械泡,脚,2008.09,2008.09,2008.09,67,大崎一・二・三町会,大崎第二,35.6189741,139.7229134
08K-027,平塚1-6-8,〔仮称〕品川区平塚１丁目計画新築工事,機械泡,脚,2009.01,2009.01,2009.01,136,平塚１丁目町会,荏原第三,35.6160823,139.7168040
09K-006,戸越1－25－6,プルス戸越,機械泡,脚,2009.06,2009.06,2009.06,63,品川尚和会,大崎第二,35.6173820,139.7205175
09K-022,西五反田6-23-8,〔仮称〕西五反田石井ビルⅡ,機械泡,脚,2010.02,2010.02,2010.02,60,西五反田南町会,大崎第一,35.6198386,139.7166586
０２Ｋ－０２４,北品川５－９－２７,ユニーブル御殿山,機械泡,脚,2002.06,2002.06,2002.06,5,小関親睦会,品川第一,35.6199518,139.7330548
００Ｋ－０２３,大崎１－１８－１,コスモ大崎ツインホームＭ,機械泡,脚,2000.08,2000.08,2000.08,68,大崎居木橋町会,大崎第二,35.6170154,139.7323416
００Ｋ－０２４,大崎１－１８－２,コスモ大崎ツインホームＥ,機械泡,脚,2000.08,2000.08,2000.08,68,大崎居木橋町会,大崎第二,35.6174142,139.7323162
００Ｋ－０２６,西品川３－２１－７,インザガーデン,機械泡,脚,2000.08,2000.08,2000.08,64,西品川新生会,大崎第二,35.6163504,139.7304362
００Ｋ－０４１,大崎１－１２－８,日本税理士会館,機械泡,脚,2000.12,2000.12,2000.12,68,大崎居木橋町会,大崎第二,35.6189544,139.7325084
００Ｋ－００３,大崎１－２０－４,菱和パレス大崎駅前,機械泡,脚,2000.05,2000.05,2000.05,68,大崎居木橋町会,大崎第二,35.6181785,139.7299887
０２Ｋ－０５５,大崎１－２１,大崎駅,機械泡,脚,2002.12,2002.12,2002.12,70,大崎三・五町会,大崎第二,35.6199641,139.7273919
０３Ｋ－０１２,大崎１－１８－７,ティアラ大崎,機械泡,脚,2003.07,,,68,大崎居木橋町会,大崎第二,35.6173743,139.7326301
０３Ｋ－０１３,大崎１－１９－７,ガラシティ大崎,機械泡,脚,2003.08,,,68,大崎居木橋町会,大崎第二,35.6179991,139.7312488
０３Ｋ－０７６,大崎４－２－１６,立正大学総合学術情報センター,機械泡,直,2004.03,,,69,大崎四丁目町会,大崎第二,35.6203723,139.7234630
０４Ｋ－０７８,北品川５－８－２２,ガーラ大崎,機械泡,脚,2005.03,,,5,小関親睦会,品川第一,35.6194676,139.7335025
６２Ｋ－０４８,北品川５－９－４２,クレール御殿山,機械泡,脚,2003.11,2003.11,87.09,5,小関親睦会,品川第一,35.6209597,139.7329296
６２Ｋ－０５５,北品川５－７－９,ディアハイム北品川,機械泡,脚,2005.08,2005.08,87.09,5,小関親睦会,品川第一,35.6210291,139.7316912
６２Ｋ－０５６,北品川５－６－２１,ニューエイジンビル,機械泡,脚,2005.08,2005.08,87.09,5,小関親睦会,品川第一,35.6213740,139.7300741
６２Ｋ－０５７,北品川５－６－１６,御殿山ハイツ,機械泡,脚,2005.08,2005.08,94.07,5,小関親睦会,品川第一,35.6209485,139.7304838
６３Ｋ－０４１,大崎３－１－１５,ルミネ五反田第２,機械泡,脚,2006.08,2006.08,88.08,70,大崎三五町会,大崎第二,35.6212697,139.7249003
６３Ｋ－０４２,大崎３－５－２,エステージ大崎,機械泡,脚,2006.08,2006.08,88.08,70,大崎三五町会,大崎第二,35.6207870,139.7254970
６３Ｋ－０４３,大崎３－６－７,パークハイツ大崎,機械泡,脚,2006.08,2006.08,2002.05,70,大崎三五町会,大崎第二,35.6202463,139.7271177
９０Ｋ－０１１,北品川５－４－１７,ＩＭＡＳ北品川ビル,機械泡,脚,90.11,2004.12,90.11,5,小関親睦会,品川第一,35.6213440,139.7317309
