消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
８９Ｃ－０４３,西中延３－２－４,府川宅,強化液,ウ,90.03,2001.01,90.03,160,西中延３丁目町会,荏原第四,35.6079992,139.7076136
９０Ｃ－０１０,荏原４－６－４,平塚の碑,強化液,ウ,90.1,2007.02,90.1,140,平塚４丁目町会,荏原第三,35.6140193,139.7075023
９１Ｃ－０１０,旗の台２－１－４,根橋木工所,強化液,ウ,91.12,2007.02,2003.06,132,旗の台２丁目町会,荏原第二,35.6084750,139.7049891
９１Ｃ－０１７,中延１－３－１５,橋本宅,強化液,ウ,91.12,2007.02,91.12,141,中延１丁目町会,荏原第三,35.6134600,139.7114270
９２Ｃ－０１６,中延２－５－１４,高橋宅,強化液,ウ,93.01,2004.01,93.01,142,中延２丁目町会,荏原第三,35.6111259,139.7109932
９２Ｃ－０１７,中延２－９－１２,ノムラビル,強化液,ウ,93.01,2004.01,93.01,142,中延２丁目町会,荏原第三,35.6102782,139.7111346
９３Ｃ－００８,旗の台１－１－７,小倉宅,強化液,ウ,93,2004.12,94.01,131,旗の台１丁目町会,荏原第二,35.6110644,139.7051634
９３Ｃ－０２０,中延１－１１－１,川口宅,強化液,ウ,93,2003.03,94.01,141,中延１丁目町会,荏原第三,35.6130365,139.7093280
９３Ｃ－０２１,中延２－２－１３,小針宅,強化液,ウ,94.01,2004.12,94.01,142,中延２丁目町会,荏原第三,35.6112305,139.7098158
９３Ｃ－０２２,中延２－１０－３,第六ゆたか荘,強化液,ウ,92,2003.03,94.01,142,中延２丁目町会,荏原第三,35.6108517,139.7100472
９３Ｋ－０２４,旗の台１－１－１１,旗の台新東洋ビル,強化液,脚,94.01,2003.12,94.01,131,旗の台１丁目町会,荏原第二,35.6109522,139.7055839
９５Ｃ－００８,中延２－１７－８,平森ランドリー,強化液,ウ,95.1,2001.01,95.1,142,中延２丁目町会,荏原第三,35.6092532,139.7096631
９５Ｃ－００７,中延２－１２－８,平森宅,強化液 撤去2009,ウ,95.1,2001.01,95.1,142,中延２丁目町会,荏原第三,35.6093364,139.7094420
４８Ｃ－０４２,中延２－１４－１５,黒石宅,強化液,ア,92.11,2004.12,84.1,142,中延２丁目町会,荏原第三,35.6093983,139.7099597
４８Ｃ－０７２,西中延２－１３－６,清水宅,強化液　2009.12撤去,ウ,2003.07,2003.07,2004.08,145,西中延２丁目町会,荏原第三,35.6096369,139.7066860
４８Ｃ－０７９,旗の台１－２－９,染野宅,強化液　撤去2010,ウ,2005.08,2005.08,88.1,131,旗の台１丁目町会,荏原第二,35.6101451,139.7047648
４８Ｃ－１６９,荏原７－８－１４,清水台保育園,強化液　2011.6撤去確認,ア,2003.07,2003.07,2005.09,130,荏原７丁目町会,荏原第二,35.6114713,139.7017540
９１Ｃ－０１８,中延１－１１－３０,芳友学院,強化液　撤去2008.4,ウ,92.05,2003.03,92.05,141,中延１丁目町会,荏原第三,35.6127667,139.7095244
４７Ｃ－０５１,豊町３－７－１９,（有）ベーセイ金型,強化液,ウ,2005.08,2005.08,91.33,169,豊町３丁目町会,荏原第五,35.6081371,139.7215477
４７Ｃ－０５３,豊町３－２－１２,島崎宅,強化液,ウ,2004.07,2006.06,88.08,169,豊町３丁目町会,荏原第五,35.6080460,139.7193437
４７Ｃ－０７８,戸越２－８－９,小松コーポ,強化液,ウ,2004.07,2004.07,95.1,148,戸越２丁目町会,荏原第三,35.6135713,139.7218700
４７Ｃ－０８０,戸越２－９－２３,小野沢宅,強化液,ア,2005.08,2005.08,86.02,148,戸越２丁目町会,荏原第三,35.6129636,139.7205409
４７Ｃ－０９０,戸越３－４－３,清水宅,強化液,ウ,2005.02,2005.02,2006.12,149,戸越３丁目町会,荏原第三,35.6142892,139.7168605
４７Ｃ－０９１,戸越３－４－１２,角田治療院,強化液,ウ,2006.08,2006.08,92.01,149,戸越３丁目町会,荏原第三,35.6137470,139.7165504
４７Ｃ－０９３,戸越３－９－３,山崎宅向い,強化液,ウ,2003.01,2003.01,2003.08,149,戸越３丁目町会,荏原第三,35.6124255,139.7160650
４７Ｃ－０９４,戸越３－７－１９,小椋荘,強化液,ウ,2005.08,2007.03,2004.08,149,戸越３丁目町会,荏原第三,35.6122775,139.7166305
４７Ｃ－０９５,戸越３－１１－１８,中川宅,強化液,ウ,2003.08,2003.08,88.08,149,戸越３丁目町会,荏原第三,35.6117148,139.7163803
４７Ｃ－０９８,戸越４－１１－２２,直村宅,強化液,ウ,2003.06,2003.06,85.12,150,戸越４丁目町会,荏原第三,35.6109740,139.7195686
４７Ｃ－０９９,戸越２－９－６,織田宅,強化液,ウ,94.08,2004.12,94.08,148,戸越２丁目町会,荏原第三,35.6134105,139.7215384
４７Ｃ－１００,戸越４－１－１９,丸井コーポ,強化液,ウ,2005.08,2005.08,98.03,150,戸越４丁目町会,荏原第三,35.6127841,139.7176076
４７Ｃ－１０７,戸越５－１２－２,久保田宅,強化液,ウ,2005.08,2005.08,2000.06,151,戸越５丁目町会,荏原第三,35.6099125,139.7168352
４７Ｃ－１０９,戸越５－１７－１６,渡辺宅,強化液,ウ,2003.06,2003.06,2000.06,151,戸越５丁目町会,荏原第三,35.6094578,139.7162690
４７Ｃ－１１０,戸越６－７－４,須藤宅,強化液,ア,2004.07,2004.07,89.11,164,戸越６丁目町会,荏原第四,35.6082276,139.7183813
４７Ｃ－１４１,平塚１－１３－６,山崎材木店,強化液,ウ,2003.07,2003.07,91.06,137,平塚１丁目南部町会,荏原第三,35.6136396,139.7158838
４７Ｃ－１４４,平塚１－１５－１２,駐車場,強化液,ウ,90.09,2003.12,89.03,137,平塚１丁目南部町会,荏原第三,35.6129915,139.7148500
４７Ｃ－１５１,平塚２－２０－３,古林宅,強化液,ウ,2003.07,2003.07,93.07,138,平塚２丁目町会,荏原第三,35.6144422,139.7138751
４７Ｃ－１７２,戸越５－１４－１４,菊入宅,強化液,ウ,2004.07,2006.05,85.12,143,東中延１丁目町会,荏原第三,35.6098752,139.7153751
４７Ｃ－１７３,戸越５－１４－２４,伊藤設計事務所,強化液,ウ,2002.1,2002.1,87.03,143,東中延１丁目町会,荏原第三,35.6107326,139.7152440
４７Ｃ－１７７,東中延１－１２－１３,山中宅,強化液,ア,2004.04,2004.04,89.12,143,東中延１丁目町会,荏原第三,35.6095316,139.7139866
４７Ｃ－１７８,東中延１－１－４,メゾンあさひ,強化液,ウ,2005.08,2005.08,91.03,143,東中延１丁目町会,荏原第三,35.6123204,139.7134655
４７Ｃ－１７９,東中延１－３－１６,原宅,強化液,ウ,2004.07,2004.07,90.06,143,東中延１丁目町会,荏原第三,35.6114970,139.7136868
４７Ｃ－１８２,東中延１－１０－１６,二宮宅,強化液,ウ,2004.12,2004.12,2004.12,143,東中延１丁目町会,荏原第三,35.6100582,139.7127082
４７Ｃ－１９０,東中延２－１－９,姫野宅,強化液,ア,2004.07,2004.07,87.03,157,東中延２丁目町会,荏原第四,35.6088950,139.7128406
４７Ｃ－２１９,中延１－７－３,菅野宅,強化液,ウ,2003.07,2003.07,93.07,141,中延１丁目町会,荏原第三,35.6124985,139.7125752
４８Ｃ－０２６,平塚３－９－１０,加藤宅,強化液,ウ,2005.08,2005.08,89.11,139,平塚３丁目町会,荏原第三,35.6140286,139.7132644
４８Ｃ－０２７,平塚３－１１－３,倉島マンション,強化液,ウ,2003.07,2003.07,98.04,139,平塚３丁目町会,荏原第三,35.6129087,139.7129808
４９Ｃ－０３６,豊町１－５－１０,メゾンクレール,強化液,ウ,90.04,2007.02,89.11,167,豊町１丁目町会,荏原第五,35.6138899,139.7225285
４９Ｃ－０４８,豊町３－３－１,モナジェ戸越公園,強化液,ア,92.1,2001.01,88.03,169,豊町３丁目町会,荏原第五,35.6084544,139.7200303
４９Ｃ－０５０,豊町３－５－９,八木宅,強化液,ウ,90.04,2007.02,88.03,169,豊町３丁目町会,荏原第五,35.6091431,139.7220085
４９Ｃ－０８８,戸越２－６－１３,日神パレス,強化液,ウ,94.06,2004.12,94.06,148,戸越２丁目町会,荏原第三,35.6138446,139.7206762
４９Ｃ－１０４,戸越４－６－１０,サンライズ戸越,強化液,ウ,90.12,2003.03,99.06,150,戸越４丁目町会,荏原第三,35.6110224,139.7176438
４９Ｃ－１０５,戸越４－９－１８,戸越郵便局,強化液,ウ,90.04,2001.12,88.03,150,戸越４丁目町会,荏原第三,35.6108202,139.7188262
４９Ｃ－１０７,戸越４－１－１４,エム　ロワール,強化液,ウ,2006.08,2006.08,96.07,150,戸越４丁目町会,荏原第三,35.6120473,139.7175476
４９Ｃ－１１０,戸越４－２－９,斎藤宅,強化液,ア,2004.07,2004.07,85.12,150,戸越４丁目町会,荏原第三,35.6127730,139.7190489
４９Ｃ－１１１,戸越４－２－３,石崎宅,強化液,ウ,90.04,2007.02,88.03,150,戸越４丁目町会,荏原第三,35.6129652,139.7185411
４９Ｃ－１１２,戸越５－３－８,岩田宅,強化液,ウ,90.04,2007.02,88.03,151,戸越５丁目町会,荏原第三,35.6105341,139.7167788
４９Ｃ－１１３,戸越５－１７－９,白倉宅,強化液,ウ,90.04,2007.02,2005.08,151,戸越５丁目町会,荏原第三,35.6091575,139.7168931
４９Ｃ－１１４,戸越５－１８－２,佐藤コインランドリ－,強化液,ウ,90.04,2007.02,88.03,151,戸越５丁目町会,荏原第三,35.6094139,139.7175638
４９Ｃ－１２５,戸越６－６－１３,三笠宅,強化液,ウ,99,2003.01,85.03,164,戸越６丁目町会,荏原第四,35.6081301,139.7170178
４９Ｃ－１３５,平塚１－１０－１１,荏原清掃事務所,強化液,ア,90.04,2007.02,2003.08,137,平塚１丁目南部町会,荏原第三,35.6138661,139.7143843
４９Ｃ－１３７,平塚１－２１－１８,戸越建材店,強化液,ウ,99,2003.12,95.11,137,平塚１丁目南部町会,荏原第三,35.6121161,139.7148375
４９Ｃ－１３８,平塚１－２０－２,今関宅,強化液,ウ,2003.07,2003.07,94.08,137,平塚１丁目南部町会,荏原第三,35.6124663,139.7145643
４９Ｃ－１４１,平塚１－１５－５,串田宅,強化液,ウ,90.04,2004.12,93.06,137,平塚１丁目南部町会,荏原第三,35.6133756,139.7148500
４９Ｃ－１４２,平塚１－１１－８,篠原宅,強化液,ウ,90.04,2003.03,2003.04,137,平塚１丁目南部町会,荏原第三,35.6143822,139.7154680
４９Ｃ－１４７,東中延１－５－１９,ノーティラス,強化液,ア,90.04,2007.02,88.03,143,東中延１丁目町会,荏原第三,35.6106215,139.7145568
４９Ｃ－１５３,東中延１－１１－１３,ハイツモナリエ,強化液,ウ,2007.03,2007.03,93.03,143,東中延１丁目町会,荏原第三,35.6096511,139.7129828
４９Ｃ－１５５,東中延１－１２－２０,栃倉宅,強化液,ウ,2006.08,2006.08,96.03,143,東中延１丁目町会,荏原第三,35.6097869,139.7136233
４９Ｃ－１６２,東中延２－６－９,本橋宅,強化液,ウ,90.04,2007.02,86.02,157,東中延２丁目町会,荏原第四,35.6080540,139.7131053
４９Ｃ－１６３,東中延２－３－６,八代宅,強化液,ア,90.04,2007.02,88.03,157,東中延２丁目町会,荏原第四,35.6090939,139.7137980
４９Ｃ－１６５,戸越６－２－３,覺證寺,強化液,ア,90.11,2007.02,88.11,157,東中延２丁目町会,荏原第四,35.6086042,139.7148933
４９Ｃ－１６６,戸越６－１３－１８,岸宅,強化液,ア,2004.07,2004.07,85.12,157,東中延２丁目町会,荏原第四,35.6080170,139.7148167
４９Ｃ－１９７,戸越５－９－１１,平林宅,強化液,ア,2006.08,2006.08,92.05,151,戸越５丁目町会,荏原第三,35.6089137,139.7192303
５８Ｃ－０３０,戸越２－３－１６,りゆうハウス,強化液,ウ,92.05,2003.03,92.05,148,戸越２丁目町会,荏原第三,35.6134854,139.7183898
５８Ｃ－０３７,戸越４－２－７,ワールドパレス戸越弐番館,強化液,ウ,2003.07,2003.07,89.04,150,戸越４丁目町会,荏原第三,35.6129802,139.7191236
５８Ｃ－０３８,戸越５－６－１６,菅澤宅,強化液,ウ,2003.07,2003.07,93.07,151,戸越５丁目町会,荏原第三,35.6104649,139.7181123
６０Ｃ－０２６,東中延１－１２－２３,アムールＳＫ,強化液,ウ,96,2003.03,98.04,143,東中延１丁目町会,荏原第三,35.6100760,139.7137616
６０Ｃ－０３０,戸越２－７－１８,斎藤宅,強化液,ウ,2006.08,2006.08,97.06,148,戸越２丁目町会,荏原第三,35.6140045,139.7208123
６０Ｃ－０３３,戸越５－７－９,佐藤駐車場,強化液,ウ,2005.08,2005.08,2003.06,151,戸越５丁目町会,荏原第三,35.6099077,139.7192439
６０Ｃ－０３８,東中延２－１－１９,青山学院大学レスリング部,強化液,ウ,2005.08,2005.08,86.03,157,東中延２丁目町会,荏原第四,35.6090125,139.7125232
６０Ｃ－０４５,戸越６－４－１１,池田宅,強化液,ウ,2005.08,2005.08,93.06,164,戸越６丁目町会,荏原第四,35.6081934,139.7157404
６１Ｃ－０２８,中延２－７－７,染谷宅,強化液,ウ,2005.08,2005.08,95.09,142,中延２丁目町会,荏原第三,35.6110056,139.7120404
６１Ｃ－０３５,中延３－７－９,伊沢宅,強化液,ウ,96.07,2001.01,96.07,153,中延３丁目町会,荏原第四,35.6081151,139.7120860
６１Ｃ－０６２,戸越２－５－９,山口宅,強化液,ウ,2005.08,2005.08,88.06,148,戸越２丁目町会,荏原第三,35.6143134,139.7195172
６２Ｃ－０９８,戸越２－３－８,矢口宅,強化液,ウ,2006.08,2006.08,88.03,148,戸越２丁目町会,荏原第三,35.6132777,139.7187098
６２Ｃ－１０２,戸越３－９－７,戸越三丁目会館,強化液,ウ,2006.08,2006.08,2006.09,149,戸越３丁目町会,荏原第三,35.6121575,139.7164364
６２Ｃ－１３５,東中延２－６－１７,重森宅,強化液,ウ,2006.08,2006.08,88.03,157,東中延２丁目町会,荏原第四,35.6080518,139.7122918
６２Ｃ－１６３,豊町１－１０－１７,斉藤宅裏,強化液,ウ,99,2004.12,88.03,167,豊町１丁目町会,荏原第五,35.6129594,139.7219072
６２Ｃ－２０９,戸越２－２－２１,鈴木宅,強化液,ウ,2006.08,2006.08,92.01,148,戸越２丁目町会,荏原第三,35.6139712,139.7177979
６２Ｃ－２１４,戸越５－１２－１０,戸越五丁目防災活動広場,強化液,ウ,90.02,2002.04,88.03,151,戸越５丁目町会,荏原第三,35.6095620,139.7171702
６３Ｃ－０６２,中延１－５－５,ライオンズマンション中延,強化液,ウ,2006.08,2006.08,89.02,141,中延１丁目町会,荏原第三,35.6128232,139.7126403
６３Ｃ－０８４,戸越５－６－１１,イトウ薬局,強化液,ウ,2006.08,2006.08,98.1,151,戸越５丁目町会,荏原第三,35.6098767,139.7180638
６３Ｃ－０９６,中延３－２－９,千脇時計店,強化液,ウ,96.07,2001.01,96.07,153,中延３丁目町会,荏原第四,35.6090327,139.7119221
６３Ｃ－１０１,戸越６－１－７,岩間宅,強化液,ウ,2006.08,2006.08,89.02,157,東中延２丁目町会,荏原第四,35.6088750,139.7149780
８９Ｃ－０３４,戸越４－３－２,第３栄ハイム,強化液,ウ,90.03,2003.03,90.11,150,戸越４丁目町会,荏原第三,35.6126189,139.7195761
８９Ｃ－０５０,豊町１－１０－８,園田宅,強化液,ウ,90.03,2001.01,90.03,167,豊町１丁目町会,荏原第五,35.6127270,139.7223147
９１Ｃ－０１１,平塚１－１３－２０,竹内宅,強化液,ウ,94,2001.01,91.12,137,平塚１丁目南部町会,荏原第三,35.6135743,139.7155105
９１Ｃ－０１５,戸越５－１５－１７,朝妻ビル,強化液,ウ,92,2003.03,91.12,143,東中延１丁目町会,荏原第三,35.6095717,139.7149027
９１Ｃ－０１６,東中延１－３－５,内外興業ｋｋ,強化液,ウ,92,2004.01,91.12,143,東中延１丁目町会,荏原第三,35.6119244,139.7143079
９１Ｃ－０１９,戸越３－４－８,坂田宅,強化液,ウ,92,2003.03,91.12,149,戸越３丁目町会,荏原第三,35.6140009,139.7171604
９１Ｃ－０２０,戸越３－７－１４,中村宅,強化液,ウ,2007.03,2007.03,2006.03,149,戸越３丁目町会,荏原第三,35.6121855,139.7170974
９１Ｃ－０２１,戸越３－９－４,奥野宅,強化液,ウ,92,2003.03,91.12,149,戸越３丁目町会,荏原第三,35.6119336,139.7161000
９１Ｃ－０２２,戸越３－９－８,押手宅,強化液,ア,92,2003.03,91.12,149,戸越３丁目町会,荏原第三,35.6119814,139.7163852
９１Ｃ－０２３,戸越３－９－１６,交番裏,強化液,ウ,92,2003.03,91.12,149,戸越３丁目町会,荏原第三,35.6116989,139.7155953
９１Ｃ－０２４,戸越３－１０－１４,丸山宅,強化液,ウ,92,2003.03,91.12,149,戸越３丁目町会,荏原第三,35.6118383,139.7167941
９１Ｃ－０２５,戸越４－２－１２,中華料理　龍宝軒,強化液,ウ,92,2003.12,2004.1,150,戸越４丁目町会,荏原第三,35.6122639,139.7191261
９１Ｃ－０２６,戸越４－６－１８,ふれあい作業所（宮前分館）,強化液,ウ,91,2003.03,91.12,150,戸越４丁目町会,荏原第三,35.6116723,139.7173729
９１Ｃ－０５２,豊町１－９－６,大角宅,強化液,ウ,92,2003.02,91.12,167,豊町１丁目町会,荏原第五,35.6128211,139.7226358
９２Ｃ－０１５,中延１－８－７,内野病院,強化液,ウ,93.01,2004.01,93.01,141,中延１丁目町会,荏原第三,35.6120286,139.7120131
９２Ｃ－０１８,東中延１－７－１６,駐車場,強化液,ウ,93.01,2004.01,93.01,143,東中延１丁目町会,荏原第三,35.6108262,139.7128809
９２Ｃ－０２０,戸越３－７－１９,メゾンド・オグラ,強化液,ウ,93.01,2003.12,93.01,149,戸越３丁目町会,荏原第三,35.6124510,139.7166516
９２Ｃ－０２１,戸越４－９－１１,菅谷宅,強化液,ウ,93.01,2003.12,93.01,150,戸越４丁目町会,荏原第三,35.6104049,139.7194214
９２Ｃ－０３０,豊町１－６－１２,寺村宅,強化液,ウ,93.01,2003.11,93.01,167,豊町１丁目町会,荏原第五,35.6135091,139.7223625
９２Ｃ－０３１,豊町１－１０－１９,草薙宅,強化液,ウ,93.01,2003.11,93.01,167,豊町１丁目町会,荏原第五,35.6133203,139.7219284
９２Ｃ－０３８,豊町３－６－１２,ユタカハイツ１０１,強化液,ウ,2003.06,2003.06,93.01,169,豊町３丁目町会,荏原第五,35.6079680,139.7208761
９３Ｃ－０１８,平塚１－１１－１３,石井宅,強化液,ウ,92,2004.12,94.01,137,平塚１丁目南部町会,荏原第三,35.6142411,139.7149814
９３Ｃ－０２９,戸越３－１０－１５,上杉繊維工場,強化液,ウ,94.01,2004.12,94.01,149,戸越３丁目町会,荏原第三,35.6117178,139.7165505
９３Ｃ－０３２,戸越５－１４－１２,畠中宅駐車場,強化液,ウ,92,2004.12,94.01,143,東中延１丁目町会,荏原第三,35.6099205,139.7158250
９３Ｋ－０２６,戸越５－１８－１４,ノアール,強化液,脚,94.02,2003.12,94.02,151,戸越５丁目町会,荏原第三,35.6089551,139.7173641
９５Ｃ－００６,中延２－７－１５,はなみずき公園,強化液,ウ,2006.02,2006.02,2006.06,142,中延２丁目町会,荏原第三,35.6115114,139.7127967
４９Ｃ－１５１,東中延１－８－９,東中はなみずき公園,強化液,ウ,2009.1,2009.1,2009.1,143,東中延１丁目町会,荏原第三,35.6106940,139.7125417
４９Ｃ－１４０,平塚１－１７－７,区立平塚たけのこ公園,強化液,ウ,2011.02,2011.02,2011.02,137,平塚１丁目南部町会,荏原第三,35.6127212,139.7134319
４７Ｃ－１８１,東中延１－７－１０,菅沼宅,強化液　撤去2008.7,ウ,2003.07,2003.07,2005.09,143,東中延１丁目町会,荏原第三,35.6104938,139.7134963
４９Ｃ－０９６,戸越３－４－１１,目黒宅,強化液 撤去2010,ウ,92.11,2001.01,88.09,149,戸越３丁目町会,荏原第三,35.6136596,139.7170943
４７Ａ－０００,広町２－１－３６,品川区役所前,強化液,ウ,2004.07,2004.07,89.11,,該当町会なし,管轄外,35.6087183,139.7302492
４７Ａ－０９０,西品川２－４－１０,アーバン増淵,強化液,ア,91,2007.02,91.06,66,西品川三ツ木会,大崎第二,35.6139482,139.7281467
４７Ａ－３５０,西品川１－８－１７,ＪＲ東日本西品川住宅,強化液,ウ,90,2003.12,95.09,62,協力睦会,大崎第二,35.6121512,139.7310741
４７Ａ－４３５,西品川２－５－２,三木町会会館裏,強化液,ウ,2006.08,2006.08,98.11,66,西品川三ツ木会,大崎第二,35.6141672,139.7273571
４７Ａ－４３６,西品川２－６－１,三ツ木公園,強化液,ウ,2003.07,2003.07,89.11,66,西品川三ツ木会,大崎第二,35.6138906,139.7262030
４７Ａ－４３７,西品川２－２０－１,ロイヤルグリンハイツ,強化液,ウ,92,2003.12,91.03,66,西品川三ツ木会,大崎第二,35.6128107,139.7257506
４７Ａ－４４０,西品川１－１６－５,天理教教会,強化液,ウ,2003.01,2003.01,85.11,61,西品川三栄会,大崎第二,35.6122995,139.7303138
４７Ａ－４４３,西品川１－２０－８,栗津宅,強化液,ウ,98,2003.03,96.1,61,西品川三栄会,大崎第二,35.6103881,139.7299044
４７Ａ－４４６,西品川１－２１－６,児玉宅,強化液,ウ,2005.08,2005.08,84.1,61,西品川三栄会,大崎第二,35.6107965,139.7288307
４７Ａ－４４８,西品川１－２０－２２,鈴木宅左側電柱,強化液,ウ,2005.08,2005.08,89.11,61,西品川三栄会,大崎第二,35.6103577,139.7285032
４７Ａ－４５０,西品川２－１９－１,グランステージ戸越公園壱番館,強化液,ウ,2005.08,2005.08,2004.01,65,西品川二丁目会,大崎第二,35.6126802,139.7265955
４７Ｃ－００６,二葉１－４－２,大野宅,強化液,ア,2003,2003,89.11,172,二葉１丁目町会,荏原第五,35.6084468,139.7269670
４７Ｃ－０３９,西品川１－２５－３,高橋宅,強化液,ウ,93,2007.02,88.09,168,豊町２丁目親和会,荏原第五,35.6107404,139.7271447
４７Ｃ－０４０,豊町２－１３－１２,佐藤宅,強化液,ウ,2004.07,2004.07,85.12,168,豊町２丁目親和会,荏原第五,35.6107965,139.7262106
４７Ｃ－０４３,豊町２－１１－１７,渡辺宅,強化液,ウ,2005.08,2005.08,89.11,168,豊町２丁目親和会,荏原第五,35.6118618,139.7237093
４７Ｃ－０４４,豊町２－１０－２０,深田宅,強化液,ウ,2004.07,2004.07,89.03,168,豊町２丁目親和会,荏原第五,35.6112414,139.7237532
４８Ａ－０８５,西品川２－２１－１,はなぶさ荘,強化液,ウ,93,2004.12,94.06,65,西品川二丁目会,大崎第二,35.6120552,139.7254395
４８Ａ－１３２,西品川１－６－８,妙光寺,強化液,ア,2005.08,2005.08,94.09,62,協力睦会,大崎第二,35.6139765,139.7303115
４８Ａ－１３４,西品川１－４－１１,尾谷商店,強化液,ウ,2005.08,2005.08,98.03,62,協力睦会,大崎第二,35.6136788,139.7289017
４８Ａ－１３５,西品川１－１０－１５,架道橋下,強化液,ウ,2003.07,2003.07,98.03,62,協力睦会,大崎第二,35.6130016,139.7283795
４８Ａ－１３７,西品川２－８－２,溝尻光学工業所,強化液,ア,2004.07,2004.07,85.12,66,西品川三ツ木会,大崎第二,35.6142613,139.7242009
４８Ａ－１４０,西品川２－１４－１,アドバンス９１,強化液,ア,2004.07,2004.07,92.01,66,西品川三ツ木会,大崎第二,35.6137843,139.7273892
４８Ａ－１４１,西品川１－１１－５,小林宅,強化液,ウ,2004.07,2004.07,90.1,61,西品川三栄会,大崎第二,35.6124541,139.7283157
４８Ａ－１４４,西品川１－１８－８,伊藤宅,強化液,ウ,2005.08,2005.08,88.09,61,西品川三栄会,大崎第二,35.6114560,139.7297402
４８Ａ－１４５,西品川１－２２－７,市川宅,強化液,ア,2004.07,2004.07,88.09,61,西品川三栄会,大崎第二,35.6113726,139.7292306
４８Ａ－１４７,西品川１－２３－２３,白井宅,強化液,ウ,2004.07,2004.07,84.1,61,西品川三栄会,大崎第二,35.6112357,139.7277730
４８Ａ－１４８,西品川２－１０－１３,平和荘,強化液,ア,2005.08,2005.08,88.07,65,西品川二丁目会,大崎第二,35.6133045,139.7250345
４８Ａ－１５０,西品川２－２４－１４,牧田宅,強化液,ウ,2005.08,2005.08,88.07,65,西品川二丁目会,大崎第二,35.6120263,139.7243482
４８Ａ－１８６,西品川２－８－７,広石宅,強化液,ア,2003.07,2003.07,91.06,66,西品川三ツ木会,大崎第二,35.6141388,139.7246897
４８Ａ－１８８,西品川２－８－１４,石坂荘,強化液,ウ,2004.07,2004.07,91.06,66,西品川三ツ木会,大崎第二,35.6141505,139.7241649
４８Ａ－２７１,西品川２－１１－５,小林宅,強化液,ウ,96,2000.11,91.06,66,西品川三ツ木会,大崎第二,35.6132145,139.7261080
４８Ｂ－００１,大井１－１－１９,メガネのハヤシ,強化液,ウ,2003.07,2003.07,2003.04,94,大井一丁目権現町会,大井第二,35.6078981,139.7316056
４９Ａ－０３５,西品川２－１１－１８,岸宅,強化液,ウ,2004.07,2004.07,88.1,66,西品川三ツ木会,大崎第二,35.6130550,139.7255630
４９Ｃ－００１,二葉１－９－５,区役所ガード下,強化液,ウ,2000,2000.06,84.1,172,二葉１丁目町会,荏原第五,35.6080557,139.7297170
４９Ｃ－００２,二葉１－７－２０,青陵学院,強化液,ウ,91,2004.12,94.09,172,二葉１丁目町会,荏原第五,35.6084126,139.7283097
４９Ｃ－００３,二葉１－７－２５,田中宅,強化液,ア,90.11,2001.01,85.12,172,二葉１丁目町会,荏原第五,35.6088595,139.7285066
４９Ｃ－０３８,豊町１－７－２３,稲垣宅,強化液,ウ,2005.08,2005.08,87.08,167,豊町１丁目町会,荏原第五,35.6135380,139.7233796
４９Ｃ－０３９,西品川２－９－２１,村岡宅,強化液,ウ,2005.08,2005.08,88.03,167,豊町１丁目町会,荏原第五,35.6136158,139.7242967
４９Ｃ－０４３,豊町２－１２－１５,室橋宅,強化液,ウ,2003.07,2003.07,96.05,168,豊町２丁目親和会,荏原第五,35.6108742,139.7251295
４９Ｃ－０４５,豊町２－７－８,クレセント戸越,強化液,ウ,90.04,2003.02,98.02,168,豊町２丁目親和会,荏原第五,35.6096649,139.7244610
４９Ｃ－０５２,豊町３－１１－１６,本多宅,強化液,ア,92.07,2004.12,87.03,169,豊町３丁目町会,荏原第五,35.6080172,139.7238694
４９Ｃ－０５３,豊町３－１１－３,土屋宅,強化液,ア,2002.08,2002.08,88.12,169,豊町３丁目町会,荏原第五,35.6084292,139.7243121
５８Ｂ－０２２,大井１－１－２６,もつ焼しげ前,強化液,ウ,2007.02,2007.02,2004.03,94,大井一丁目権現町会,大井第二,35.6080545,139.7305220
５８Ｃ－０５３,豊町１－３－１６,宝徳稲荷,強化液,ウ,2003.07,2003.07,91.11,167,豊町１丁目町会,荏原第五,35.6142468,139.7233093
５８Ｃ－０５４,西品川１－２８－２１,イマフク,強化液,ウ,2003.07,2003.07,93.07,168,豊町２丁目親和会,荏原第五,35.6097921,139.7266756
５９Ａ－０３６,西品川１－１０－９,協力睦会館,強化液,ウ,2004.07,2004.07,2003.06,62,協力睦会,大崎第二,35.6129918,139.7291178
６０Ｃ－０４９,豊町２－４－６,豊町二丁目親和会事務所,強化液,ウ,2005.08,2005.08,98.03,168,豊町２丁目親和会,荏原第五,35.6102803,139.7237660
６１Ｃ－０４８,西品川１－３０－１０,鈴木宅,強化液,ウ,2005.08,2005.08,87.03,168,豊町２丁目親和会,荏原第五,35.6087969,139.7258695
６２Ａ－００１,西品川１－１４－１３,西品川一丁目防災活動広場,強化液,ウ,2006.08,2006.08,88.03,61,西品川三栄会,大崎第二,35.6117481,139.7290078
６２Ｃ－１６４,豊町１－１２－９,榎本宅,強化液,ウ,2006.08,2006.08,88.03,167,豊町１丁目町会,荏原第五,35.6122015,139.7235483
