発生日,発生時間,場所,路線,事故当事者,上半期,下半期,緯度,経度
平成３０年２月１６日（金）,午後５時３分ころ,品川区八潮４丁目,区道,自動二輪（６０歳代男性、死亡）、路面、大型貨物車（４０歳代男性）、普通乗用車（６０歳代男性）,1,0,35.59370306,139.7508396
平成３０年３月８日（木）,午後６時４０分ころ,品川区八潮５丁目,区道,自動二輪（６０歳代男性、死亡）、ガードパイプ,1,0,35.60145954,139.7543789
平成３０年１月６日（土）,午後２時４８分ころ,品川区西五反田１丁目,八ツ山通り,自転車（１０歳代男性、死亡）、大型貨物車（４０歳代男性）,1,0,35.62323572,139.7224409
