 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
30,非鉄金属,"25,420","172,477","7,359","54,643","7,354","54,638","13,806","89,580","13,805","89,573","1,335","4,755","2,920","23,499"
31,金属製品,"160,401","1,047,857","27,148","183,740","27,145","183,734","125,406","812,345","124,698","799,402","4,732","33,499","3,115","18,273"
32,鉄道車両,84,"1,793",6,388,6,388,78,"1,390",78,"1,380",-,15,-,-
33,完成自動車,"1,200,407","8,239,789","8,736","54,860","8,736","54,401","2,103","14,507","1,945","13,449","659,016","4,683,435","530,552","3,486,987"
34,その他輸送用車両,"10,688","73,538",164,"1,443",164,"1,368","9,037","54,312","7,333","48,222",811,"9,509",676,"8,274"
35,二輪自動車,"5,379","36,256",472,"4,075",472,"4,075","4,840","31,629","4,840","31,629",37,394,30,158
36,自動車部品,"220,242","1,442,550","135,007","874,047","135,007","874,047","78,284","506,223","78,221","505,948","2,545","19,346","4,406","42,934"
37,その他輸送機械,"49,698","374,054","3,183","25,404","3,183","25,404","26,380","218,385","26,380","210,130","8,745","58,443","11,390","71,822"
38,産業機械,"299,590","2,192,570","152,046","1,131,248","149,505","1,126,433","129,744","911,623","129,705","911,148","12,765","98,103","5,035","51,596"
39,電気機械,"344,378","2,282,900","62,365","425,006","62,279","424,180","276,253","1,820,094","276,225","1,819,770","4,260","26,987","1,500","10,813"
40,測量・光学・医療用機械,"54,671","336,447","20,012","124,026","19,010","118,374","32,099","198,408","32,095","198,397","1,108","7,153","1,452","6,860"
41,事務用機器,"17,791","143,172","3,420","20,169","3,420","20,169","12,225","86,665","12,225","86,665","2,071","35,733",75,605
42,その他機械,"5,010","34,139","1,207","6,317","1,207","6,317","2,353","15,344","2,353","15,344",440,"6,303","1,010","6,175"
化学工業品,,"1,224,871","8,232,005","188,756","1,359,074","188,756","1,358,967","324,367","2,148,252","324,367","2,116,263","44,357","298,481","667,391","4,426,198"
43,陶磁器,"13,612","90,451","1,261","7,183","1,261","7,183","12,282","82,789","12,282","82,789",69,479,-,-
44,セメント,"251,167","1,608,102",230,"2,866",230,"2,866","1,155","7,470","1,155","7,470","1,932","16,307","247,850","1,581,459"
45,ガラス類,"26,087","173,502","6,027","44,494","6,027","44,494","18,123","118,452","18,123","118,447","1,832","10,353",105,203
46,窯業品,"35,557","264,531","13,314","93,200","13,314","93,197","17,593","134,889","17,593","134,889","1,798","16,486","2,852","19,956"
47,重油,"46,827","280,879",-,-,-,-,-,-,-,-,"22,823","135,198","24,004","145,681"
48,揮発油,179,571,-,-,-,-,-,-,-,-,179,571,-,-
49,その他の石油,"388,389","2,618,424",853,"10,787",853,"10,787","2,276","11,605","2,276","11,605","1,681","11,836","383,579","2,584,196"
50,LNG/液化天然ガス,15,225,-,-,-,-,15,205,15,205,-,-,-,20
51,LPG/液化石油ガス,489,"4,325",-,-,-,-,-,-,-,-,489,"4,220",-,105
52,その他石油製品,"5,588","32,777","2,317","9,135","2,317","9,135","2,133","11,548","2,133","11,548",363,"3,427",775,"8,667"
53,コークス,885,"54,589",-,-,-,-,885,"40,391",885,"8,441",-,"3,428",-,"10,770"
54,石炭製品,396,"3,429",366,"3,035",366,"3,035",30,394,30,394,-,-,-,-
55,化学薬品,"87,842","598,707","21,534","165,779","21,534","165,779","58,904","364,845","58,904","364,845","3,552","27,923","3,852","40,160"
56,化学肥料,"4,684","37,304",135,"1,414",135,"1,414","3,724","29,923","3,724","29,923",380,"2,937",445,"3,030"
57,その他化学工業品,"363,154","2,464,189","142,719","1,021,181","142,719","1,021,077","207,247","1,345,741","207,247","1,345,707","9,259","65,316","3,929","31,951"
軽工業品,,"688,079","4,820,118","51,674","373,933","51,669","373,881","409,489","2,814,848","409,246","2,801,472","71,649","495,250","155,267","1,136,087"
58,紙・パルプ,"202,145","1,536,006","20,691","159,969","20,686","159,918","57,468","427,600","57,225","414,345","16,400","110,926","107,586","837,511"
59,糸及び紡績半製品,"4,907","35,992",289,"2,356",289,"2,356","4,605","31,246","4,605","31,246",-,371,13,"2,019"
60,その他繊維工業品,"34,623","228,578","5,473","36,226","5,473","36,225","29,097","190,709","29,097","190,694",5,"1,485",48,158
61,砂糖,"11,904","86,673",75,181,75,181,"4,829","32,022","4,829","32,022","1,730","12,907","5,270","41,563"
62,製造食品,"261,828","1,761,845","20,145","142,133","20,145","142,133","212,133","1,440,794","212,133","1,440,767","18,424","119,865","11,126","59,053"
63,飲料,"114,310","740,254","4,307","30,041","4,307","30,041","63,478","431,453","63,478","431,374","30,781","183,104","15,744","95,656"
64,水,"21,156","161,234",681,"2,499",681,"2,499","15,256","109,634","15,256","109,634","2,844","36,989","2,375","12,112"
65,たばこ,"8,651","57,076",-,116,-,116,"7,411","46,475","7,411","46,475",845,"5,785",395,"4,700"
66,その他食料工業品,"28,555","212,460",13,412,13,412,"15,212","104,915","15,212","104,915",620,"23,818","12,710","83,315"
雑工業品,,"977,327","6,681,115","95,505","668,887","95,487","668,862","843,902","5,751,264","843,895","5,750,900","31,560","212,120","6,360","48,844"
67,がん具,"63,617","364,970","1,745","11,092","1,745","11,092","61,852","353,740","61,852","353,740",20,138,-,-
68,衣服・身廻品・はきもの,"374,865","2,588,180","11,810","92,551","11,792","92,533","362,868","2,483,415","362,868","2,483,412",167,"10,467",20,"1,747"
69,文房具・運動娯楽用品・楽器,"73,326","483,889","9,647","72,457","9,647","72,456","63,176","400,501","63,173","400,303",408,"8,781",95,"2,150"
70,家具装備品,"176,121","1,261,907","9,752","59,066","9,752","59,066","163,803","1,181,650","163,799","1,181,624","1,481","14,282","1,085","6,909"
71,その他日用品,"68,958","472,054","11,921","75,743","11,921","75,743","34,697","260,115","34,697","260,115","20,050","118,345","2,290","17,851"
72,ゴム製品,"71,029","482,579","29,677","209,172","29,677","209,172","38,917","254,455","38,917","254,455","1,810","13,408",625,"5,544"
73,木製品,"95,414","671,417","1,286","4,805","1,286","4,799","92,348","652,552","92,348","652,472","1,730","13,711",50,349
74,その他製造工業品,"53,997","356,119","19,667","144,001","19,667","144,001","26,241","164,836","26,241","164,779","5,894","32,988","2,195","14,294"
特殊品,,"1,163,382","7,832,676","310,128","1,901,248","281,796","1,625,184","187,129","1,307,851","184,389","1,248,749","437,975","3,123,260","228,150","1,500,317"
75,金属くず,"43,592","373,779","34,262","305,133","6,841","37,222","6,850","41,940","6,850","41,768",655,"13,697","1,825","13,009"
76,再利用資材,"251,527","1,556,696","227,340","1,316,193","227,340","1,316,193","4,851","28,269","4,851","28,269","17,656","201,152","1,680","11,082"
77,動植物性製造飼肥料,"93,241","655,391","2,628","15,158","2,628","15,158","86,439","594,711","86,439","594,711","3,844","43,117",330,"2,405"
78,廃棄物,773,"10,138",-,-,-,-,-,-,-,-,225,"2,850",548,"7,288"
79,廃土砂,"147,162","1,036,786",-,-,-,-,-,-,-,-,"147,161","1,036,496",1,290
80,輸送用容器,"130,325","903,281","17,837","116,904","16,926","108,751","83,341","603,438","80,601","544,508","8,021","64,692","21,126","118,247"
81,取合せ品,"496,762","3,296,605","28,061","147,860","28,061","147,860","5,648","39,493","5,648","39,493","260,413","1,761,256","202,640","1,347,996"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
