"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","３年未満","97","14.7"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","３～５年未満","52","7.9"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","５～10年未満","116","17.6"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","10～20年未満","163","24.8"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","引っ越してきてから20年以上","144","21.9"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","生まれてからずっと港区に住んでいる","86","13.1"
"202003","定住意向","Q1. あなたは、港区に住んで何年になりますか。","無回答","0","0.0"

"第32回港区民世論調査単純集計表・定住意向Q1","Ver202003",,,,
