区分１,区分２,１０（千円）,１１（千円）,１２（千円）,１３（千円）
水産,全国,2948730970,2877299508,2761301225,2658994127
水産,築地,582656290,584996184,566236336,544567085
青果,全国,2682564059,2433734766,2217000440,2230871499
青果,築地,111879787,100483562,93603222,92393106
