実験方法,土壌,有機資材,最高温度（℃）
各種有機資材試験,Ｎｏ．３,小麦ぬか,62
各種有機資材試験,Ｎｏ．３,米ぬか,58
各種有機資材試験,Ｎｏ．３,とうきびぬか,58
各種有機資材試験,Ｎｏ．３,とうきび芯,40
