実験方法,地点,分析項目,単位,初期値,実験後,浄化判定
中温加熱処理,Ｎｏ．１０,ベンゼン,ｍｇ／Ｌ,0.027,0.003,○
中温加熱処理,Ｎｏ．１０,シアン化合物,ｍｇ／Ｌ,0.1,＜０．１,○
中温加熱処理,Ｎｏ．１０,油膜,０なし～５多い,0,0,○
中温加熱処理,Ｎｏ．１１,ベンゼン,ｍｇ／Ｌ,0.91,0.003,○
中温加熱処理,Ｎｏ．１１,油膜,０なし～５多い,5,0,○
