街灯番号,設置方式,所在地,東電柱番号,NTT柱番号,灯種,ランプ容量,ランプ数,街灯形式,配線種別,土木事務所,緯度,経度
16E071_,共架式,蓮沼町62,蓮沼５,,LED,20,1,ハイウェイ型,直接,板橋,35.77204832,139.7040796
B1292_,共架式,蓮沼町51,蓮沼６９,,LED,20,1,ハイウェイ型,直接,板橋,35.77120576,139.7020945
17E021_,共架式,蓮沼町51,蓮沼７０,,LED,20,1,ハイウェイ型,直接,板橋,35.77113037,139.7019271
B1294_,共架式,蓮沼町51,蓮沼７１,,LED,20,1,ハイウェイ型,直接,板橋,35.77104097,139.7017341
17E020_,共架式,蓮沼町４９－４,蓮沼７２,,LED,20,1,ハイウェイ型,直接,板橋,35.77093428,139.701521
17E019_,共架式,蓮沼町49,蓮沼７３,,LED,20,1,ハイウェイ型,直接,板橋,35.77070389,139.7010762
17A039_,共架式,蓮沼町81-1,蓮沼８７,蓮沼 左２／１,LED,19,1,ハイウェイ型,直接,板橋,35.77208154,139.7012551
16E008_,共架式,泉町12,大原５２６Ａ,高速７割,LED,20,1,ハイウェイ型,直接,板橋,35.76721358,139.7008126
17E093_,共架式,泉町17,大原２４７,泉１５,LED,20,1,ハイウェイ型,直接,板橋,35.76649206,139.7008331
17E092_,共架式,泉町13,大原２４６,泉１６,LED,20,1,ハイウェイ型,直接,板橋,35.76674833,139.7008181
16A191_,共架式,泉町28,大原２５２,,LED,19,1,ハイウェイ型,直接,板橋,35.76632476,139.700241
16E015_,共架式,泉町31,大原３０１,鳥居１９,LED,20,1,ハイウェイ型,直接,板橋,35.76589897,139.6986553
16E014_,共架式,泉町33,大原１１０,一中 Ａ右３／５,LED,20,1,ハイウェイ型,直接,板橋,35.7664861,139.6985511
17E066_,共架式,大原町31,大原２８２,天野川６,LED,20,1,ハイウェイ型,直接,板橋,35.76744889,139.6984428
16E006_,共架式,泉町9,大原２３５,泉１９,LED,20,1,ハイウェイ型,直接,板橋,35.76761153,139.7008211
16E007_,共架式,泉町9,大原２３６,泉１８,LED,20,1,ハイウェイ型,直接,板橋,35.76737276,139.7008206
16E003_,共架式,泉町50,,本町右１／８,LED,20,1,ハイウェイ型,直接,板橋,35.76808066,139.7001543
B1345_,共架式,志村１丁目26,坂上２１３,五月１,LED,20,1,ハイウェイ型,直接,板橋,35.77488005,139.690896
16A128_,共架式,大原町16,大原３２,大原 右２／８,LED,19,1,ハイウェイ型,直接,板橋,35.76905843,139.6991681
17E048_,共架式,大原町14,大原３１,富士８,LED,20,1,ハイウェイ型,直接,板橋,35.7691518,139.6987139
17E049_,共架式,大原町19,大原６２,,LED,20,1,ハイウェイ型,直接,板橋,35.76915089,139.6981192
17E050_,共架式,大原町19,大原６１,富士４,LED,20,1,ハイウェイ型,直接,板橋,35.76938946,139.6980107
17E062_,共架式,大原町37,大原１５４,,LED,20,1,ハイウェイ型,直接,板橋,35.76853582,139.6967089
16A044_,共架式,大原町45,大原１５２,,LED,20,1,ハイウェイ型,直接,板橋,35.76849801,139.6962335
16E058_,共架式,蓮沼町17,蓮沼２７４,東電八州 右３／８,LED,20,1,ハイウェイ型,直接,板橋,35.76882511,139.7049206
16E062_,共架式,蓮沼町12,蓮沼２４７,,LED,20,1,ハイウェイ型,直接,板橋,35.76829099,139.7056428
16E064_,共架式,蓮沼町10,蓮沼２４８,,LED,20,1,ハイウェイ型,直接,板橋,35.7681012,139.7052149
17E032_,共架式,蓮沼町45,蓮沼１９３,蓮沼支１７,LED,20,1,ハイウェイ型,直接,板橋,35.76997433,139.7031245
B1488_,共架式,清水町75,清水３０,,LED,20,1,ハイウェイ型,直接,板橋,35.76580783,139.7041163
17G029_,共架式,前野町１丁目20,東亜５２,,LED,20,1,ハイウェイ型,直接,板橋,35.7651278,139.6963972
17G026_,共架式,前野町１丁目21,東亜５１４Ａ,ＳＢ支２１,LED,20,1,ハイウェイ型,直接,板橋,35.76453677,139.6967207
17G027_,共架式,前野町１丁目21,東亜５１６Ａ,ＳＢ支２３,LED,20,1,ハイウェイ型,直接,板橋,35.76471556,139.6971743
17A115_,共架式,宮本町39,宮本２６,ＳＢ Ａ右２／２３,LED,21,1,ハイウェイ型,直接,板橋,35.76439981,139.6974991
16A015_,共架式,前野町１丁目47,東亜７２,岡田左２／６,LED,19,1,ハイウェイ型,直接,板橋,35.764368,139.6933615
16A046_,共架式,前野町１丁目50,東亜６,富士見 右２／８,LED,19,1,ハイウェイ型,直接,板橋,35.76345877,139.6923645
17G005_,共架式,前野町２丁目5,前野１９７,光学４,LED,20,1,ハイウェイ型,直接,板橋,35.76433993,139.6906179
17G057_,共架式,前野町２丁目24,前野３６,前二１,LED,20,1,ハイウェイ型,直接,板橋,35.76526233,139.6869258
17G058_,共架式,前野町２丁目24,前野３７,前二支２,LED,20,1,ハイウェイ型,直接,板橋,35.76527333,139.6870884
17G059_,共架式,前野町２丁目24,前野３８,前二３,LED,20,1,ハイウェイ型,直接,板橋,35.76529673,139.6873911
17G060_,共架式,前野町２丁目24,前野３９,前二４,LED,20,1,ハイウェイ型,直接,板橋,35.76541102,139.6874638
17G061_,共架式,前野町２丁目24,前野４０,前二５,LED,20,1,ハイウェイ型,直接,板橋,35.76541983,139.6877771
17G010_,共架式,前野町２丁目33,前野１４８,光学１０,LED,20,1,ハイウェイ型,直接,板橋,35.76543322,139.691236
17G016_,共架式,前野町２丁目32,前野１４５,光学１２,LED,20,1,ハイウェイ型,直接,板橋,35.76570598,139.6909033
17G092_,共架式,前野町２丁目４１－３,前野７９,,LED,20,1,ハイウェイ型,直接,板橋,35.76735508,139.6901176
17G090_,共架式,前野町２丁目41,前野７７,島津５,LED,20,1,ハイウェイ型,直接,板橋,35.76773294,139.6904322
17G089_,共架式,前野町２丁目41,前野７６,,LED,20,1,ハイウェイ型,直接,板橋,35.76776464,139.6905034
17G087_,共架式,前野町２丁目41,前野８１,,LED,20,1,ハイウェイ型,直接,板橋,35.76751348,139.6907935
B1577_,共架式,前野町２丁目48,前野６５,,LED,20,1,ハイウェイ型,直接,板橋,35.76857222,139.6893675
16A068_,共架式,前野町３丁目24,新興１２,,LED,20,1,ハイウェイ型,直接,板橋,35.76972026,139.691965
16A082_,共架式,前野町３丁目30-14,新興１３４,大内 左３／５割,LED,20,1,ハイウェイ型,直接,板橋,35.76914506,139.6933151
16E092_,共架式,富士見町6,富士１５６,出張所 左２／２,LED,20,1,ハイウェイ型,直接,板橋,35.76146003,139.7009543
B1679_,共架式,富士見町9,富士１４３,,LED,20,1,ハイウェイ型,直接,板橋,35.76147522,139.7004595
16E039_,共架式,富士見町18,富士１１７,束心６,LED,20,1,ハイウェイ型,直接,板橋,35.76101422,139.6985419
B1690_,共架式,富士見町26,富士６１,,LED,20,1,ハイウェイ型,直接,板橋,35.75972799,139.6959595
B1691_,共架式,富士見町26,富士６０,,LED,20,1,ハイウェイ型,直接,板橋,35.75988127,139.6959209
17A069_,共架式,富士見町26,富士６２,,LED,20,1,ハイウェイ型,直接,板橋,35.75926842,139.6951839
17A070_,共架式,富士見町26,富士６３,,LED,20,1,ハイウェイ型,直接,板橋,35.75931352,139.6954554
17A071_,共架式,富士見町26,富士６４,,LED,20,1,ハイウェイ型,直接,板橋,35.75938802,139.6957394
B1709_,共架式,富士見町28,富士４１,商工支１８,LED,20,1,ハイウェイ型,直接,板橋,35.76109205,139.6965069
16A002_,共架式,富士見町28,富士３６,商工支２３,LED,20,1,ハイウェイ型,直接,板橋,35.76217193,139.696592
16E037_,共架式,富士見町32,富士４２,,LED,20,1,ハイウェイ型,直接,板橋,35.76077768,139.6962413
16A016_,共架式,富士見町37,富士２２,,LED,20,1,ハイウェイ型,直接,板橋,35.76204203,139.6959952
B1728_,共架式,富士見町38,富士２１,,LED,20,1,ハイウェイ型,直接,板橋,35.76237669,139.6960203
16E086_,共架式,宮本町19,宮本１８３,旭７,LED,20,1,ハイウェイ型,直接,板橋,35.76324559,139.7031709
16E002_,共架式,泉町51,大原２６１,,LED,20,1,ハイウェイ型,直接,板橋,35.76832133,139.7000271
16E091_,共架式,宮本町34,富士１４０,志村 右１／８,LED,20,1,ハイウェイ型,直接,板橋,35.76212064,139.7004825
16E090_,共架式,宮本町35,宮本１１２,ＳＢ 左６／６,LED,20,1,ハイウェイ型,直接,板橋,35.76242749,139.6997854
16E031_,共架式,宮本町44,宮本３９,宮本 左４／１７,LED,20,1,ハイウェイ型,直接,板橋,35.76398348,139.6985647
16E027_,共架式,宮本町51,宮本１６,,LED,20,1,ハイウェイ型,直接,板橋,35.76500921,139.7002214
16E024_,共架式,宮本町56,宮本１５５,,LED,20,1,ハイウェイ型,直接,板橋,35.7648118,139.702828
16E021_,共架式,宮本町56,宮本１３８,泉 左３／６,LED,20,1,ハイウェイ型,直接,板橋,35.76513676,139.7026739
16F111_,共架式,常盤台１丁目27,常盤５８,,LED,20,1,ハイウェイ型,直接,板橋,35.76159766,139.6914607
B1790_,共架式,常盤台１丁目31,常盤１９,,LED,20,1,ハイウェイ型,直接,板橋,35.76263293,139.6911133
16A061_,共架式,常盤台２丁目20,北口２１,,LED,20,1,ハイウェイ型,直接,板橋,35.7621614,139.6877168
B1794_,共架式,常盤台１丁目16,常盤１１４,並木 左３／７,LED,20,1,ハイウェイ型,直接,板橋,35.75995997,139.6924237
16A020_,共架式,常盤台２丁目26-1,北口８６,,LED,20,1,ハイウェイ型,直接,板橋,35.76290927,139.6899035
B1821_,共架式,南常盤台１丁目6,弥生８１,,LED,20,1,ハイウェイ型,直接,板橋,35.75519144,139.6898525
16A076_,共架式,南常盤台１丁目1,弥生４,,LED,20,1,ハイウェイ型,直接,板橋,35.75711569,139.6924402
B1839_,共架式,常盤台１丁目61,中板９,,LED,20,1,ハイウェイ型,直接,板橋,35.75803335,139.6946263
16F116_,共架式,南常盤台２丁目5,南常５２,,LED,20,1,ハイウェイ型,直接,板橋,35.75858976,139.686398
16F109_,共架式,常盤台２丁目11,北口５８,,LED,20,1,ハイウェイ型,直接,板橋,35.76016442,139.6877827
16F053_,共架式,常盤台３丁目28,中常４２,,LED,20,1,ハイウェイ型,直接,板橋,35.76186939,139.6824144
16F060_,共架式,常盤台３丁目7,中常１２５,,LED,20,1,ハイウェイ型,直接,板橋,35.76234233,139.6861006
16F058_,共架式,常盤台３丁目14,中常１１６,,LED,20,1,ハイウェイ型,直接,板橋,35.76165439,139.685251
B1889_,共架式,常盤台３丁目4,中常１３６,,LED,20,1,ハイウェイ型,直接,板橋,35.76135713,139.6857339
B1893_,共架式,常盤台３丁目30,中常１２,,LED,20,1,ハイウェイ型,直接,板橋,35.7637031,139.6830899
16F049_,共架式,常盤台３丁目30,,三中８割,LED,20,1,ハイウェイ型,直接,板橋,35.7634736,139.6821356
16A042_,共架式,常盤台３丁目30,中常１７,,LED,20,1,ハイウェイ型,直接,板橋,35.76292748,139.6829243
16F052_,共架式,常盤台３丁目25,中常２７,,LED,20,1,ハイウェイ型,直接,板橋,35.76279031,139.6832584
16F051_,共架式,常盤台３丁目25,中常２４,水久保 右１／右１／２,LED,20,1,ハイウェイ型,直接,板橋,35.76332405,139.6834791
B1912_,共架式,南常盤台２丁目10,南常８２,,LED,20,1,ハイウェイ型,直接,板橋,35.75749634,139.6847812
B1950_,共架式,常盤台３丁目21,中常１０７,,LED,20,1,ハイウェイ型,直接,板橋,35.76227299,139.6841865
B1975_,共架式,常盤台１丁目20,常盤２３７,銀河 左２／５,LED,20,1,ハイウェイ型,直接,板橋,35.76004533,139.694827
B2012【備考】_,共架式,東新町１丁目28,東新６９,公園 左２／左３／８,LED,20,1,ハイウェイ型,直接,板橋,35.75634989,139.6816253
16F123_,共架式,南常盤台１丁目23,南常１９７,,LED,20,1,ハイウェイ型,直接,板橋,35.757304,139.6897
16F124_,共架式,南常盤台１丁目26,南常１８８,常盤台 左１／４,LED,20,1,ハイウェイ型,直接,板橋,35.7574953,139.6906457
B2038_,共架式,常盤台１丁目6,常盤１２３,常一１,LED,20,1,ハイウェイ型,直接,板橋,35.75901114,139.6910057
17A072_,共架式,常盤台１丁目16,常盤１１１,並木 左２／７,LED,20,1,ハイウェイ型,直接,板橋,35.76015405,139.6925358
17F112_,共架式,上板橋２丁目８,上板１２３,,LED,20,1,ハイウェイ型,直接,板橋,35.76256217,139.6735625
17F113_,共架式,上板橋２丁目３－８,上板１２６,,LED,20,1,ハイウェイ型,直接,板橋,35.76199884,139.6737544
17F114_,共架式,上板橋２丁目４,上板１２５,,LED,20,1,ハイウェイ型,直接,板橋,35.76216861,139.6734559
17F116_,共架式,上板橋２丁目7,上板１１８,,LED,20,1,ハイウェイ型,直接,板橋,35.76237988,139.6730536
17F118_,共架式,上板橋２丁目11,上板７９,,LED,20,1,ハイウェイ型,直接,板橋,35.7628302,139.6720773
17F117_,共架式,上板橋２丁目７,上板121<br>,,LED,20,1,ハイウェイ型,直接,板橋,35.76257874,139.672614
17F115_,共架式,上板橋２丁目8,上板１２４,,LED,20,1,ハイウェイ型,直接,板橋,35.76238879,139.673384
17F103_,共架式,上板橋２丁目37,上板９４,,LED,20,1,ハイウェイ型,直接,板橋,35.76432529,139.6742419
16F039_,共架式,上板橋２丁目37,上板９５,日通 右３／１３,LED,20,1,ハイウェイ型,直接,板橋,35.76411052,139.6745963
B2109_,共架式,上板橋２丁目27,上板１０４,七軒家 左１／３,LED,20,1,ハイウェイ型,直接,板橋,35.76303973,139.6739139
17F124_,共架式,上板橋２丁目38,上板１０１,七軒家 左５／３,LED,20,1,ハイウェイ型,直接,板橋,35.76354546,139.6734546
17F136_,共架式,上板橋２丁目19,上板３０,,LED,20,1,ハイウェイ型,直接,板橋,35.76465624,139.6700433
17F134_,共架式,上板橋２丁目21,上板５０,,LED,20,1,ハイウェイ型,直接,板橋,35.76418232,139.6711861
17F127_,共架式,上板橋２丁目23,上板５６,,LED,20,1,ハイウェイ型,直接,板橋,35.76380229,139.67203
17F099_,共架式,上板橋２丁目40,上板６６,日通 左１／１０,LED,20,1,ハイウェイ型,直接,板橋,35.76441576,139.6733877
17F100_,共架式,上板橋２丁目39,上板７０,日通 Ａ右１／左２／８,LED,20,1,ハイウェイ型,直接,板橋,35.76383641,139.6728709
16F038_,共架式,上板橋２丁目39,上板７１,,LED,20,1,ハイウェイ型,直接,板橋,35.76373143,139.6731408
17F091_,共架式,上板橋２丁目51,上板４３,,LED,20,1,ハイウェイ型,直接,板橋,35.76528431,139.6714122
17F096_,共架式,上板橋２丁目52,上板１７,北一 右２／３,LED,20,1,ハイウェイ型,直接,板橋,35.76523227,139.6698622
17F097_,共架式,上板橋２丁目５２－７,上坂１５,北一 右３／３,LED,20,1,ハイウェイ型,直接,板橋,35.76519887,139.6697994
16F036_,共架式,上板橋２丁目52,上板２７,北一 右５／３,LED,20,1,ハイウェイ型,直接,板橋,35.76489011,139.6699506
17F070_,共架式,上板橋２丁目53,上板１６,,LED,20,1,ハイウェイ型,直接,板橋,35.76572303,139.6702654
16F035_,共架式,上板橋２丁目53,上板１４,北一 右２／３,LED,20,1,ハイウェイ型,直接,板橋,35.76551113,139.6696058
17F072_,共架式,上板橋３丁目19,若上２１１,軌道 左２／１,LED,20,1,ハイウェイ型,直接,板橋,35.76597623,139.6714684
17F074_,共架式,上板橋３丁目14,若上１９３,上板 左１／７,LED,20,1,ハイウェイ型,直接,板橋,35.76535986,139.6737465
17F076_,共架式,上板橋３丁目14,若上１９５,上板 左３／７,LED,20,1,ハイウェイ型,直接,板橋,35.76580742,139.6740563
B2166_,共架式,若木２丁目22,若木６９,片寄４,LED,20,1,ハイウェイ型,直接,板橋,35.76935444,139.6711312
17F071_,共架式,上板橋３丁目25,若上１３１,東邦 右７／２,LED,20,1,ハイウェイ型,直接,板橋,35.76678013,139.6709928
16F028_,共架式,若木１丁目3,若上２４２,,LED,20,1,ハイウェイ型,直接,板橋,35.76710992,139.6758457
16F027_,共架式,若木１丁目4,若上２４１,亀の湯 直１／４,LED,20,1,ハイウェイ型,直接,板橋,35.76742739,139.6759661
16F029_,共架式,若木１丁目5,若上１７５,稲村５,LED,20,1,ハイウェイ型,直接,板橋,35.7670313,139.6748605
16F026_,共架式,若木１丁目10,若上１１１,光電２０,LED,20,1,ハイウェイ型,直接,板橋,35.76788519,139.6742346
17F016_,共架式,若木１丁目18,若上８５,光電 Ｂ左６／１５,LED,20,1,ハイウェイ型,直接,板橋,35.76875746,139.6730852
17F018_,共架式,若木１丁目20,若上８１,光電 Ｂ左４／１５,LED,20,1,ハイウェイ型,直接,板橋,35.7683884,139.6731212
17F019_,共架式,若木１丁目20,若上７７,光電 Ｂ左３／１５,LED,20,1,ハイウェイ型,直接,板橋,35.76812883,139.6730162
17F020_,共架式,若木１丁目20,若上７６,,LED,20,1,ハイウェイ型,直接,板橋,35.76793805,139.6729404
17F039_,共架式,若木１丁目21,若上１２７,,LED,20,1,ハイウェイ型,直接,板橋,35.76733447,139.6711385
16F025_,共架式,若木１丁目26,若上１６,東洋 右３／５,LED,20,1,ハイウェイ型,直接,板橋,35.76842032,139.6701744
16F024_,共架式,若木１丁目26,若上７,東洋６,LED,20,1,ハイウェイ型,直接,板橋,35.76881708,139.6701851
16F075_,共架式,若木２丁目３-26,若木５０６,東海６,LED,20,1,ハイウェイ型,直接,板橋,35.77079059,139.6751309
16F007_,共架式,若木２丁目5,若木１４０,田園 右１／４,LED,20,1,ハイウェイ型,直接,板橋,35.77240243,139.676061
16F006_,共架式,若木２丁目6,若木１３８,,LED,20,1,ハイウェイ型,直接,板橋,35.7725685,139.675521
B2252_,共架式,若木２丁目6,若木５５,,LED,20,1,ハイウェイ型,直接,板橋,35.77236581,139.6753125
17F061_,共架式,若木２丁目7,若木５６,,LED,20,1,ハイウェイ型,直接,板橋,35.77206815,139.6752772
17F062_,共架式,若木２丁目7,若木５７,沢田１６,LED,20,1,ハイウェイ型,直接,板橋,35.77186186,139.6750135
16F074_,共架式,若木２丁目8,若木６０,沢田 右１／左２／１０,LED,20,1,ハイウェイ型,直接,板橋,35.77168366,139.6743454
16F073_,共架式,若木２丁目12,若木１１９,沢田 左１／８,LED,20,1,ハイウェイ型,直接,板橋,35.77154547,139.6737896
17F004_,共架式,若木２丁目10,若木１０９,中谷 直１／１,LED,20,1,ハイウェイ型,直接,板橋,35.76966888,139.673818
17F068_,共架式,若木２丁目19,若木116,,LED,20,1,ハイウェイ型,直接,板橋,35.77070662,139.6723004
B2278_,共架式,若木２丁目22,若木１５０,片寄３,LED,20,1,ハイウェイ型,直接,板橋,35.76931364,139.6708654
B2299_,共架式,若木３丁目1,若西１９４,中台 左２／３５,LED,20,1,ハイウェイ型,直接,板橋,35.77298608,139.6767416
16F010_,共架式,若木３丁目16,若木５４,沢田 左４／８,LED,20,1,ハイウェイ型,直接,板橋,35.77177973,139.6733936
17F041_,共架式,若木３丁目２８,若西265,,LED,20,1,ハイウェイ型,直接,板橋,35.77577087,139.6767033
17F109_,共架式,上板橋２丁目33,上板１０５,,LED,20,1,ハイウェイ型,直接,板橋,35.76314623,139.6744526
17F108_,共架式,上板橋２丁目33,上板１１１,,LED,20,1,ハイウェイ型,直接,板橋,35.76307284,139.6747083
B2318_,共架式,上板橋２丁目34,上板１１２,,LED,20,1,ハイウェイ型,直接,板橋,35.76309545,139.6750442
17F106_,共架式,上板橋２丁目34,上板９８,七軒家 右５／６,LED,20,1,ハイウェイ型,直接,板橋,35.76337922,139.6751582
17F128_,共架式,上板橋２丁目23,上板５５,,LED,20,1,ハイウェイ型,直接,板橋,35.76398787,139.6721819
17F105_,共架式,上板橋２丁目34,上板９７,七軒家 右６／６,LED,20,1,ハイウェイ型,直接,板橋,35.7635857,139.6751852
16F040_,共架式,上板橋２丁目34,上板９６,日通 右４／１３,LED,20,1,ハイウェイ型,直接,板橋,35.76388866,139.674904
17F111_,共架式,上板橋２丁目38,上板１０２,七軒家 左４／３,LED,20,1,ハイウェイ型,直接,板橋,35.76335729,139.6738261
17F132_,共架式,上板橋２丁目24,上板７３,,LED,20,1,ハイウェイ型,直接,板橋,35.76358892,139.6723038
17F131_,共架式,上板橋２丁目24,上板７２,,LED,20,1,ハイウェイ型,直接,板橋,35.7637953,139.6724217
17F073_,共架式,上板橋３丁目18,若上２００,,LED,20,1,ハイウェイ型,直接,板橋,35.76537393,139.6725672
17F042_,共架式,若木３丁目6,若西１７８,中台 左１／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77537472,139.6769581
16F001_,共架式,若木３丁目6,若西１７７,中台 左２／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77518344,139.6767428
17F043_,共架式,若木３丁目6,若西１７４,中台 左３／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77497715,139.6765073
17F044_,共架式,若木３丁目7,若西１７３,中台 左４／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77490396,139.6763257
17F045_,共架式,若木３丁目7,若西１７２,中台 左５／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77484915,139.6759974
17F046_,共架式,若木３丁目8,若西１７１,中台 左６／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77466706,139.6756797
17F047_,共架式,若木３丁目8,若西１７０,,LED,20,1,ハイウェイ型,直接,板橋,35.77445418,139.6753612
17F048_,共架式,若木３丁目8,若西９０,中台 左８／４６,LED,20,1,ハイウェイ型,直接,板橋,35.7742514,139.6753672
16F002_,共架式,若木３丁目8,若西８９,中台 左９／４６,LED,20,1,ハイウェイ型,直接,板橋,35.77413442,139.6753846
17F054_,共架式,若木３丁目12,若西８７,,LED,20,1,ハイウェイ型,直接,板橋,35.77377495,139.6749376
17F055_,共架式,若木３丁目12,若西８６,,LED,20,1,ハイウェイ型,直接,板橋,35.77355626,139.6747409
16F003_,共架式,若木３丁目12,若西８５,,LED,20,1,ハイウェイ型,直接,板橋,35.77334418,139.6745393
17F056_,共架式,若木３丁目１２,若西１３４,山中３３,LED,20,1,ハイウェイ型,直接,板橋,35.7731303,139.6743308
16F004_,共架式,若木３丁目15,若西１３５,,LED,20,1,ハイウェイ型,直接,板橋,35.77294772,139.674211
B2413_,共架式,上板橋１丁目8,緑丘７,,LED,20,1,ハイウェイ型,直接,板橋,35.76283556,139.6778946
17F101_,共架式,上板橋１丁目20,緑丘１９,花岡３,LED,20,1,ハイウェイ型,直接,板橋,35.76146317,139.676539
17E054_,共架式,大原町14,大原２９,産業４,LED,20,1,ハイウェイ型,直接,板橋,35.76931361,139.6994545
17F040_,共架式,若木１丁目21,若上１２６,東邦 左２／右７／２,LED,20,1,ハイウェイ型,直接,板橋,35.7670684,139.671103
17F143_,共架式,常盤台４丁目3,北常１５７,三中 右３／７,LED,20,1,ハイウェイ型,直接,板橋,35.76360786,139.6813811
B2446_,共架式,常盤台４丁目4,北常１５６,,LED,20,1,ハイウェイ型,直接,板橋,35.76355498,139.6817858
17F145_,共架式,常盤台４丁目9,北常１２７,,LED,20,1,ハイウェイ型,直接,板橋,35.76375831,139.680211
B2451_,共架式,常盤台４丁目12,北常１４５,,LED,20,1,ハイウェイ型,直接,板橋,35.76199162,139.6804475
17F160_,共架式,常盤台４丁目21,北常５８,,LED,20,1,ハイウェイ型,直接,板橋,35.76371617,139.6784705
17F155_,共架式,常盤台４丁目23,北常６６,,LED,20,1,ハイウェイ型,直接,板橋,35.76296747,139.6790881
17F156_,共架式,常盤台４丁目24,北常７０,,LED,20,1,ハイウェイ型,直接,板橋,35.76304315,139.6785088
17F157_,共架式,常盤台４丁目24,北常７１,,LED,20,1,ハイウェイ型,直接,板橋,35.76312253,139.6781706
17F158_,共架式,常盤台４丁目25,北常１００,常盤１７,LED,20,1,ハイウェイ型,直接,板橋,35.76313352,139.6777277
17A107_,共架式,常盤台４丁目35,北常４２,,LED,20,1,ハイウェイ型,直接,板橋,35.76480269,139.6762478
16F101_,共架式,中台１丁目3,中台１６６,南五 直２／２,LED,20,1,ハイウェイ型,直接,板橋,35.76552336,139.6819931
16F102_,共架式,中台１丁目6,中台１６４,,LED,20,1,ハイウェイ型,直接,板橋,35.76549248,139.6823464
B2508_,共架式,中台１丁目16,中台１１９,中学 直５／６,LED,20,1,ハイウェイ型,直接,板橋,35.76804529,139.682262
16F097_,共架式,中台１丁目24,中台４６,中台 右５／８,LED,20,1,ハイウェイ型,直接,板橋,35.76700981,139.6788871
16F095_,共架式,中台１丁目23,中台４９,中台 右２／８,LED,20,1,ハイウェイ型,直接,板橋,35.76682421,139.6779727
16F099_,共架式,中台１丁目27,中台６５,小学５,LED,20,1,ハイウェイ型,直接,板橋,35.7663565,139.6794973
16F087_,共架式,中台２丁目11,日暮１８５,若木右３／１６,LED,20,1,ハイウェイ型,直接,板橋,35.7695514,139.6815047
16F020_,共架式,中台３丁目5,日暮４６,飯田５,LED,20,1,ハイウェイ型,直接,板橋,35.77054666,139.6768904
B2634_,共架式,中台２丁目8,日暮２１２,,LED,20,1,ハイウェイ型,直接,板橋,35.76972542,139.6829046
16F070_,共架式,中台２丁目3,日暮１５３,志村１５,LED,20,1,ハイウェイ型,直接,板橋,35.7716782,139.6830382
16F067_,共架式,中台２丁目5,日暮１９７,志村１６,LED,20,1,ハイウェイ型,直接,板橋,35.77152041,139.6829323
17A109_,共架式,中台２丁目5,日暮１９６,志村１７,LED,20,1,ハイウェイ型,直接,板橋,35.77140682,139.6827722
16F085_,共架式,中台２丁目5,日暮１９５,志村１８,LED,20,1,ハイウェイ型,直接,板橋,35.77120644,139.6826194
B2706_,共架式,志村１丁目12,坂上１４８,,LED,20,1,ハイウェイ型,直接,板橋,35.77391722,139.6969212
B2710_,共架式,志村１丁目15,坂上１１２,,LED,20,1,ハイウェイ型,直接,板橋,35.77549848,139.6946045
B2712_,共架式,志村１丁目15,坂上１１４,,LED,20,1,ハイウェイ型,直接,板橋,35.77514203,139.6950338
16G084_,共架式,志村１丁目16,坂上１１１,,LED,20,1,ハイウェイ型,直接,板橋,35.77570415,139.6943472
B2724_,共架式,志村１丁目24-13,坂上７１,Ｅ見次４,LED,20,1,ハイウェイ型,直接,板橋,35.77427034,139.6917161
B2728_,共架式,志村１丁目22,坂上８０,,LED,20,1,ハイウェイ型,直接,板橋,35.77419677,139.6926942
16G096_,共架式,志村１丁目23,坂上８２,,LED,20,1,ハイウェイ型,直接,板橋,35.77356265,139.6926756
B2731_,共架式,志村１丁目24,坂上７０,Ｅ見次１,LED,20,1,ハイウェイ型,直接,板橋,35.773598,139.6911447
16G093_,共架式,志村１丁目24,坂上６９,Ｅ見次２,LED,20,1,ハイウェイ型,直接,板橋,35.77388867,139.6912905
16G089_,共架式,志村１丁目26,坂上５８,見次 Ａ右２／１４,LED,20,1,ハイウェイ型,直接,板橋,35.77400824,139.6904708
16G088_,共架式,志村１丁目26,坂上５７,見次 Ａ右３／１４,LED,20,1,ハイウェイ型,直接,板橋,35.77416082,139.6905994
16G087_,共架式,志村１丁目26,坂上５５,五月２,LED,20,1,ハイウェイ型,直接,板橋,35.77465547,139.6907878
16G091_,共架式,志村１丁目26,坂上６４,見次 右４／１２,LED,20,1,ハイウェイ型,直接,板橋,35.77459809,139.6911684
16G092_,共架式,志村１丁目26,坂上６５,見次 右３／１２,LED,20,1,ハイウェイ型,直接,板橋,35.77433981,139.6910383
16G086_,共架式,志村１丁目30,坂上２９,,LED,20,1,ハイウェイ型,直接,板橋,35.77471734,139.6899442
16G085_,共架式,志村１丁目30,坂上２８,,LED,20,1,ハイウェイ型,直接,板橋,35.77482462,139.6896742
16G082_,共架式,志村１丁目35,坂上９４,,LED,20,1,ハイウェイ型,直接,板橋,35.7759099,139.6932564
17G160_,共架式,志村２丁目2,志村１３０,,LED,20,1,ハイウェイ型,直接,板橋,35.77686618,139.6930003
