"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2021120101,"麻布",,1,10,11,30,,,,10,,5,"WSW",158,99,
2021120102,"麻布",,0,7,7,34,,,,32,,9,"SSW",165,99,
2021120103,"麻布",,0,5,5,38,,,,16,,10,"SW",169,98,
2021120104,"麻布",,0,6,6,37,,,,18,,11,"W",174,98,
2021120105,"麻布",,1,7,8,37,,,,20,,8,"WSW",165,99,
2021120106,"麻布",,1,7,8,36,,,,30,,26,"WSW",171,99,
2021120107,"麻布",,2,8,10,34,,,,20,,10,"SSW",173,100,
2021120108,"麻布",,3,15,18,27,,,,10,,6,"WSW",178,100,
2021120109,"麻布",,7,21,28,13,,,,4,,10,"NNE",127,99,
2021120110,"麻布",,7,21,28,12,,,,10,,8,"WSW",144,98,
2021120111,"麻布",,9,21,30,16,,,,13,,11,"NE",167,89,
2021120112,"麻布",,6,20,26,22,,,,3,,6,"N",191,62,
2021120113,"麻布",,2,14,16,30,,,,8,,16,"SW",194,60,
2021120114,"麻布",,2,11,13,34,,,,4,,5,"NE",190,52,
2021120115,"麻布",,3,13,16,32,,,,5,,3,"Calm",185,51,
2021120116,"麻布",,2,17,19,28,,,,4,,6,"ENE",179,36,
2021120117,"麻布",,1,16,17,27,,,,2,,10,"NE",169,29,
2021120118,"麻布",,1,13,14,29,,,,4,,10,"N",159,29,
2021120119,"麻布",,1,13,14,29,,,,6,,13,"E",149,32,
2021120120,"麻布",,0,13,13,27,,,,5,,7,"E",141,34,
2021120121,"麻布",,2,17,19,23,,,,8,,7,"NNE",135,36,
2021120122,"麻布",,1,12,13,26,,,,5,,10,"WNW",128,35,
2021120123,"麻布",,0,12,12,24,,,,3,,12,"WSW",119,37,
