"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2013120101,"港南",1,12,35,47,0,,,,18,,7,"NW",,,
2013120102,"港南",1,6,33,39,0,,,,23,,6,"NW",,,
2013120103,"港南",1,9,34,43,0,,,,23,,1,"WNW",,,
2013120104,"港南",1,14,34,48,0,,,,24,,3,"NW",,,
2013120105,"港南",1,15,33,48,0,,,,16,,2,"NW",,,
2013120106,"港南",1,18,30,48,0,,,,18,,1,"WNW",,,
2013120107,"港南",1,18,30,48,0,,,,28,,1,"SW",,,
2013120108,"港南",1,36,33,69,0,,,,18,,4,"WNW",,,
2013120109,"港南",1,51,36,87,0,,,,23,,12,"NW",,,
2013120110,"港南",2,55,42,97,1,,,,23,,5,"SE",,,
2013120111,"港南",6,63,44,107,2,,,,33,,8,"SSE",,,
2013120112,"港南",2,18,35,53,3,,,,21,,5,"WSW",,,
2013120113,"港南",2,9,32,41,7,,,,27,,6,"SSE",,,
2013120114,"港南",3,10,38,48,6,,,,17,,16,"SSW",,,
2013120115,"港南",3,14,47,61,4,,,,23,,11,"SW",,,
2013120116,"港南",5,22,52,74,2,,,,27,,4,"W",,,
2013120117,"港南",4,25,58,83,0,,,,28,,1,"NW",,,
2013120118,"港南",3,23,60,83,0,,,,35,,2,"WNW",,,
2013120119,"港南",2,16,62,78,0,,,,32,,1,"SSE",,,
2013120120,"港南",2,20,57,77,1,,,,39,,4,"W",,,
2013120121,"港南",2,6,38,44,4,,,,28,,3,"WSW",,,
2013120122,"港南",1,6,36,42,4,,,,29,,3,"NNW",,,
2013120123,"港南",1,1,35,36,4,,,,25,,0,"WNW",,,
2013120124,"港南",1,16,43,59,2,,,,30,,10,"E",,,
2013120201,"港南",1,27,44,71,9997,,,,33,,6,"NNW",,,
2013120202,"港南",1,7,37,44,1,,,,36,,13,"NW",,,
2013120203,"港南",1,8,37,45,0,,,,34,,8,"NW",,,
2013120204,"港南",1,2,33,35,1,,,,26,,11,"WNW",,,
2013120205,"港南",1,3,31,34,1,,,,28,,9,"NW",,,
2013120206,"港南",1,6,33,39,0,,,,24,,8,"NW",,,
2013120207,"港南",1,18,34,52,0,,,,30,,5,"WNW",,,
2013120208,"港南",1,31,33,64,0,,,,24,,9,"NW",,,
2013120209,"港南",1,65,38,103,0,,,,28,,2,"ESE",,,
2013120210,"港南",3,146,49,195,0,,,,34,,8,"S",,,
2013120211,"港南",11,121,48,169,0,,,,32,,6,"SSW",,,
2013120212,"港南",9,70,48,118,2,,,,34,,9,"SW",,,
2013120213,"港南",7,34,51,85,4,,,,32,,12,"SSW",,,
2013120214,"港南",10,29,62,91,4,,,,51,,6,"SSW",,,
2013120215,"港南",13,51,65,116,2,,,,58,,6,"SSW",,,
2013120216,"港南",12,59,63,122,1,,,,42,,4,"WNW",,,
2013120217,"港南",6,65,61,126,0,,,,33,,2,"SW",,,
2013120218,"港南",6,108,67,175,0,,,,38,,2,"WNW",,,
2013120219,"港南",4,89,64,153,0,,,,35,,2,"WNW",,,
2013120220,"港南",3,32,57,89,0,,,,38,,3,"WNW",,,
2013120221,"港南",2,21,55,76,0,,,,29,,6,"NW",,,
2013120222,"港南",2,54,60,114,0,,,,50,,9,"WNW",,,
2013120223,"港南",2,30,51,81,0,,,,48,,10,"NW",,,
2013120224,"港南",1,19,47,66,0,,,,50,,7,"NNW",,,
2013120301,"港南",9997,9997,9997,9997,0,,,,44,,6,"NW",,,
2013120302,"港南",1,13,37,50,1,,,,31,,5,"WNW",,,
2013120303,"港南",1,24,30,54,0,,,,28,,3,"NW",,,
2013120304,"港南",1,16,39,55,0,,,,27,,6,"WNW",,,
2013120305,"港南",1,22,37,59,0,,,,29,,8,"WNW",,,
2013120306,"港南",1,16,34,50,0,,,,21,,9,"NW",,,
2013120307,"港南",1,19,33,52,0,,,,23,,9,"NW",,,
2013120308,"港南",1,19,33,52,0,,,,21,,9,"NW",,,
2013120309,"港南",1,35,36,71,0,,,,23,,10,"NW",,,
2013120310,"港南",2,40,39,79,1,,,,20,,13,"NW",,,
2013120311,"港南",2,37,40,77,1,,,,23,,6,"E",,,
2013120312,"港南",2,70,47,117,1,,,,26,,7,"SE",,,
2013120313,"港南",3,68,50,118,2,,,,34,,6,"S",,,
2013120314,"港南",3,46,51,97,2,,,,26,,7,"WSW",,,
2013120315,"港南",4,26,52,78,3,,,,28,,8,"SW",,,
2013120316,"港南",3,13,50,63,5,,,,26,,3,"WNW",,,
2013120317,"港南",4,25,59,84,1,,,,25,,4,"W",,,
2013120318,"港南",5,51,65,116,0,,,,36,,6,"W",,,
2013120319,"港南",6,39,54,93,2,,,,35,,9,"W",,,
2013120320,"港南",2,10,43,53,3,,,,30,,3,"S",,,
2013120321,"港南",2,9,41,50,4,,,,25,,5,"S",,,
2013120322,"港南",2,14,43,57,2,,,,21,,1,"WNW",,,
2013120323,"港南",1,21,47,68,1,,,,28,,2,"W",,,
2013120324,"港南",1,12,44,56,1,,,,20,,5,"SW",,,
2013120401,"港南",1,20,46,66,1,,,,8,,2,"SW",,,
2013120402,"港南",1,62,52,114,1,,,,29,,6,"NNW",,,
2013120403,"港南",1,27,45,72,0,,,,35,,6,"NNW",,,
2013120404,"港南",1,18,35,53,1,,,,31,,7,"NNE",,,
2013120405,"港南",1,21,31,52,1,,,,24,,6,"NW",,,
2013120406,"港南",1,26,31,57,1,,,,25,,8,"NE",,,
2013120407,"港南",1,27,37,64,0,,,,24,,6,"NNE",,,
2013120408,"港南",1,27,36,63,1,,,,19,,6,"NNW",,,
2013120409,"港南",1,21,36,57,1,,,,18,,6,"WNW",,,
2013120410,"港南",1,41,41,82,1,,,,29,,9,"NNW",,,
2013120411,"港南",2,36,40,76,2,,,,15,,11,"NNW",,,
2013120412,"港南",2,37,42,79,2,,,,22,,7,"ENE",,,
2013120413,"港南",1,35,45,80,2,,,,29,,8,"N",,,
2013120414,"港南",1,23,42,65,3,,,,25,,7,"ESE",,,
2013120415,"港南",1,32,44,76,3,,,,22,,11,"NW",,,
2013120416,"港南",1,8,37,45,5,,,,22,,9,"NW",,,
2013120417,"港南",1,13,39,52,3,,,,23,,6,"E",,,
2013120418,"港南",1,24,40,64,2,,,,26,,7,"NE",,,
2013120419,"港南",1,16,34,50,4,,,,22,,14,"E",,,
2013120420,"港南",1,14,33,47,5,,,,15,,7,"ENE",,,
2013120421,"港南",1,8,30,38,5,,,,19,,8,"NW",,,
2013120422,"港南",1,11,34,45,4,,,,23,,7,"ENE",,,
2013120423,"港南",1,7,31,38,4,,,,21,,10,"NW",,,
2013120424,"港南",1,15,37,52,0,,,,40,,8,"NNW",,,
2013120501,"港南",1,13,36,49,0,,,,27,,12,"NW",,,
2013120502,"港南",1,10,34,44,0,,,,33,,10,"NW",,,
2013120503,"港南",1,11,32,43,1,,,,31,,10,"NNE",,,
2013120504,"港南",1,9,28,37,2,,,,15,,12,"NW",,,
2013120505,"港南",1,8,31,39,0,,,,30,,13,"NW",,,
2013120506,"港南",1,9,31,40,0,,,,26,,6,"WNW",,,
2013120507,"港南",1,14,31,45,0,,,,29,,10,"NW",,,
2013120508,"港南",1,29,32,61,0,,,,31,,10,"NW",,,
2013120509,"港南",1,44,36,80,0,,,,28,,15,"NW",,,
2013120510,"港南",1,33,38,71,1,,,,29,,12,"NW",,,
2013120511,"港南",2,23,40,63,1,,,,21,,4,"W",,,
2013120512,"港南",1,10,38,48,3,,,,21,,3,"WNW",,,
2013120513,"港南",1,21,42,63,3,,,,22,,5,"S",,,
2013120514,"港南",2,38,50,88,2,,,,29,,14,"SSW",,,
2013120515,"港南",9998,9998,9998,9998,9998,,,,9998,,9,"W",,,
2013120516,"港南",2,8,43,51,3,,,,20,,7,"WNW",,,
2013120517,"港南",4,22,53,75,0,,,,25,,2,"NNW",,,
2013120518,"港南",3,37,61,98,0,,,,30,,6,"WNW",,,
2013120519,"港南",2,24,58,82,0,,,,27,,2,"W",,,
2013120520,"港南",2,23,57,80,0,,,,35,,3,"WNW",,,
2013120521,"港南",2,13,54,67,0,,,,31,,3,"W",,,
2013120522,"港南",1,5,48,53,2,,,,24,,2,"NW",,,
2013120523,"港南",1,27,55,82,0,,,,32,,1,"SW",,,
