年齢別人口　平成29年10月1日現在,,,,
年齢,男,女,合計,
0,533,475,"1,008",
1,527,500,"1,027",
2,566,574,"1,140",
3,578,586,"1,164",
4,600,594,"1,194",
5,585,556,"1,141",
6,604,582,"1,186",
7,616,612,"1,228",
8,655,622,"1,277",
9,630,608,"1,238",
小計,"5,894","5,709","11,603",
10,643,604,"1,247",
11,607,588,"1,195",
12,617,559,"1,176",
13,636,599,"1,235",
14,615,605,"1,220",
15,645,586,"1,231",
16,634,604,"1,238",
17,601,587,"1,188",
18,611,608,"1,219",
19,730,707,"1,437",
小計,"6,339","6,047","12,386",
20,778,739,"1,517",
21,791,769,"1,560",
22,851,772,"1,623",
23,735,741,"1,476",
24,758,782,"1,540",
25,745,706,"1,451",
26,688,650,"1,338",
27,695,673,"1,368",
28,677,673,"1,350",
29,722,694,"1,416",
小計,"7,440","7,199","14,639",
30,825,745,"1,570",
31,756,804,"1,560",
32,856,821,"1,677",
33,948,865,"1,813",
34,932,927,"1,859",
35,955,901,"1,856",
36,989,926,"1,915",
37,"1,055",949,"2,004",
38,"1,097",977,"2,074",
39,"1,085","1,039","2,124",
小計,"9,498","8,954","18,452",
40,"1,155","1,066","2,221",
41,"1,182","1,112","2,294",
42,"1,207","1,164","2,371",
43,"1,264","1,224","2,488",
44,"1,281","1,253","2,534",
45,"1,345","1,253","2,598",
46,"1,254","1,232","2,486",
47,"1,209","1,168","2,377",
48,"1,205","1,146","2,351",
49,"1,216","1,158","2,374",
小計,"12,318","11,776","24,094",
50,"1,152","1,020","2,172",
51,948,892,"1,840",
52,"1,065","1,043","2,108",
53,"1,006",940,"1,946",
54,947,913,"1,860",
55,899,873,"1,772",
56,825,844,"1,669",
57,803,780,"1,583",
58,767,847,"1,614",
59,783,856,"1,639",
小計,"9,195","9,008","18,203",
60,738,838,"1,576",
61,755,847,"1,602",
62,814,930,"1,744",
63,762,944,"1,706",
64,876,"1,020","1,896",
65,946,"1,062","2,008",
66,976,"1,157","2,133",
67,"1,081","1,304","2,385",
68,"1,265","1,434","2,699",
69,"1,320","1,491","2,811",
小計,"9,533","11,027","20,560",
70,"1,215","1,349","2,564",
71,737,870,"1,607",
72,874,946,"1,820",
73,966,"1,236","2,202",
74,919,"1,100","2,019",
75,980,"1,083","2,063",
76,885,"1,033","1,918",
77,760,939,"1,699",
78,664,760,"1,424",
79,632,751,"1,383",
小計,"8,632","10,067","18,699",
80,612,718,"1,330",
81,577,735,"1,312",
82,487,638,"1,125",
83,447,522,969,
84,397,522,919,
85,321,498,819,
86,256,383,639,
87,220,362,582,
88,180,314,494,
89,125,291,416,
小計,"3,622","4,983","8,605",
90,94,259,353,
91,79,197,276,
92,66,190,256,
93,41,142,183,
94,27,115,142,
95,15,82,97,
96,12,71,83,
97,15,53,68,
98,5,32,37,
99,5,18,23,
小計,359,"1,159","1,518",
100以上,8,48,56,
合計,"72,838","75,977","148,815",
,,,,
