地区名称,男,女,合計,世帯
関戸１丁目,415,479,894,432
関戸２丁目,"1,274","1,320","2,594","1,373"
関戸３丁目,684,736,"1,420",686
関戸４丁目,"1,049","1,127","2,176","1,199"
関戸５丁目,704,715,"1,419",692
関戸６丁目,415,419,834,375
,"4,541","4,796","9,337","4,757"
,,,,
連光寺１丁目,"1,881","1,938","3,819","1,632"
連光寺２丁目,"1,243","1,246","2,489","1,008"
連光寺３丁目,864,832,"1,696",775
連光寺４丁目,284,274,558,259
連光寺５丁目,128,129,257,132
連光寺６丁目,416,343,759,357
,"4,816","4,762","9,578","4,163"
,,,,
貝取,607,553,"1,160",597
,607,553,"1,160",597
,,,,
乞田,"1,315","1,209","2,524","1,205"
,"1,315","1,209","2,524","1,205"
,,,,
和田,"4,625","4,428","9,053","3,937"
,"4,625","4,428","9,053","3,937"
,,,,
百草,451,408,859,424
,451,408,859,424
,,,,
落川,602,596,"1,198",539
,602,596,"1,198",539
,,,,
東寺方,842,759,"1,601",762
東寺方１丁目,493,554,"1,047",498
,"1,335","1,313","2,648","1,260"
,,,,
一ノ宮１丁目,"1,090",917,"2,007","1,271"
一ノ宮２丁目,737,731,"1,468",866
一ノ宮３丁目,407,442,849,465
一ノ宮４丁目,946,950,"1,896",972
,"3,180","3,040","6,220","3,574"
,,,,
桜ヶ丘１丁目,950,"1,030","1,980",954
桜ヶ丘２丁目,603,713,"1,316",591
桜ヶ丘３丁目,601,662,"1,263",542
桜ヶ丘４丁目,728,792,"1,520",788
,"2,882","3,197","6,079","2,875"
,,,,
和田（百草団地）,662,741,"1,403",884
,662,741,"1,403",884
,,,,
聖ヶ丘１丁目,896,"1,021","1,917",841
聖ヶ丘２丁目,870,"1,025","1,895",843
聖ヶ丘３丁目,"1,115","1,092","2,207",954
聖ヶ丘４丁目,359,390,749,296
聖ヶ丘５丁目,56,45,101,31
,"3,296","3,573","6,869","2,965"
,,,,
馬引沢１丁目,890,811,"1,701",877
馬引沢２丁目,"1,230","1,083","2,313","1,163"
,"2,120","1,894","4,014","2,040"
,,,,
山王下１丁目,305,396,701,538
,305,396,701,538
,,,,
中沢１丁目,559,520,"1,079",597
中沢２丁目,918,"1,048","1,966",831
,"1,477","1,568","3,045","1,428"
,,,,
唐木田１丁目,"1,014","1,052","2,066",964
唐木田２丁目,0,0,0,0
,"1,014","1,052","2,066",964
,,,,
諏訪１丁目,"2,102","2,139","4,241","1,982"
諏訪２丁目,"1,754","1,931","3,685","1,615"
諏訪３丁目,536,561,"1,097",497
諏訪４丁目,890,"1,186","2,076","1,134"
諏訪５丁目,323,425,748,424
,"5,605","6,242","11,847","5,652"
,,,,
永山１丁目,967,"1,003","1,970","1,079"
永山２丁目,"1,634","1,595","3,229","1,561"
永山３丁目,"1,698","1,853","3,551","1,735"
永山４丁目,"1,533","1,659","3,192","1,918"
永山５丁目,981,"1,085","2,066",866
永山６丁目,605,593,"1,198",566
,"7,418","7,788","15,206","7,725"
,,,,
貝取１丁目,"1,001",933,"1,934",896
貝取２丁目,"1,727","1,866","3,593","1,507"
貝取３丁目,485,616,"1,101",478
貝取４丁目,545,588,"1,133",536
貝取５丁目,273,326,599,321
,"4,031","4,329","8,360","3,738"
,,,,
豊ヶ丘１丁目,"1,492","1,457","2,949","1,437"
豊ヶ丘２丁目,"1,475","1,537","3,012","1,312"
豊ヶ丘３丁目,800,913,"1,713",700
豊ヶ丘４丁目,320,366,686,384
豊ヶ丘５丁目,641,722,"1,363",649
豊ヶ丘６丁目,437,514,951,491
,"5,165","5,509","10,674","4,973"
,,,,
落合１丁目,"1,290","1,408","2,698","1,319"
落合２丁目,"1,141","1,122","2,263",882
落合３丁目,"1,515","1,612","3,127","1,481"
落合４丁目,"1,071","1,206","2,277","1,110"
落合５丁目,"1,125","1,142","2,267",916
落合６丁目,915,863,"1,778",799
,"7,057","7,353","14,410","6,507"
,,,,
鶴牧１丁目,"1,278","1,268","2,546","1,162"
鶴牧２丁目,833,794,"1,627",762
鶴牧３丁目,"1,725","1,827","3,552","1,295"
鶴牧４丁目,373,407,780,321
鶴牧５丁目,954,"1,062","2,016",849
鶴牧６丁目,897,936,"1,833",767
,"6,060","6,294","12,354","5,156"
,,,,
南野１丁目,2,0,2,1
南野２丁目,468,434,902,449
南野３丁目,465,477,942,387
,935,911,"1,846",837
,,,,
東寺方３丁目,153,246,399,222
,153,246,399,222
,,,,
和田３丁目,490,603,"1,093",617
,490,603,"1,093",617
,,,,
愛宕１丁目,328,351,679,377
愛宕２丁目,458,464,922,476
愛宕３丁目,359,492,851,491
愛宕４丁目,"1,304","1,424","2,728","1,342"
,"2,449","2,731","5,180","2,686"
,,,,
,"72,591","75,532","148,123","70,263"
