地区名称,男,女,合計,世帯
関戸１丁目,412,476,888,429
関戸２丁目,"1,280","1,317","2,597","1,375"
関戸３丁目,681,734,"1,415",685
関戸４丁目,"1,046","1,127","2,173","1,201"
関戸５丁目,714,722,"1,436",700
関戸６丁目,416,417,833,373
,"4,549","4,793","9,342","4,763"
,,,,
連光寺１丁目,"1,877","1,937","3,814","1,628"
連光寺２丁目,"1,248","1,252","2,500","1,009"
連光寺３丁目,867,837,"1,704",774
連光寺４丁目,285,277,562,260
連光寺５丁目,127,127,254,129
連光寺６丁目,414,341,755,355
,"4,818","4,771","9,589","4,155"
,,,,
貝取,599,542,"1,141",590
,599,542,"1,141",590
,,,,
乞田,"1,300","1,222","2,522","1,196"
,"1,300","1,222","2,522","1,196"
,,,,
和田,"4,630","4,426","9,056","3,943"
,"4,630","4,426","9,056","3,943"
,,,,
百草,446,406,852,419
,446,406,852,419
,,,,
落川,600,602,"1,202",542
,600,602,"1,202",542
,,,,
東寺方,848,758,"1,606",772
東寺方１丁目,488,547,"1,035",486
,"1,336","1,305","2,641","1,258"
,,,,
一ノ宮１丁目,"1,090",914,"2,004","1,270"
一ノ宮２丁目,743,736,"1,479",874
一ノ宮３丁目,412,439,851,465
一ノ宮４丁目,932,960,"1,892",973
,"3,177","3,049","6,226","3,582"
,,,,
桜ヶ丘１丁目,953,"1,032","1,985",956
桜ヶ丘２丁目,601,719,"1,320",593
桜ヶ丘３丁目,604,662,"1,266",543
桜ヶ丘４丁目,729,804,"1,533",803
,"2,887","3,217","6,104","2,895"
,,,,
和田（百草団地）,666,754,"1,420",891
,666,754,"1,420",891
,,,,
聖ヶ丘１丁目,882,"1,010","1,892",831
聖ヶ丘２丁目,872,"1,022","1,894",842
聖ヶ丘３丁目,"1,112","1,097","2,209",955
聖ヶ丘４丁目,361,391,752,296
聖ヶ丘５丁目,56,45,101,31
,"3,283","3,565","6,848","2,955"
,,,,
馬引沢１丁目,881,800,"1,681",875
馬引沢２丁目,"1,240","1,094","2,334","1,173"
,"2,121","1,894","4,015","2,048"
,,,,
山王下１丁目,308,407,715,550
,308,407,715,550
,,,,
中沢１丁目,556,515,"1,071",594
中沢２丁目,921,"1,052","1,973",832
,"1,477","1,567","3,044","1,426"
,,,,
唐木田１丁目,"1,028","1,062","2,090",974
唐木田２丁目,0,0,0,0
,"1,028","1,062","2,090",974
,,,,
諏訪１丁目,"2,112","2,160","4,272","1,995"
諏訪２丁目,"1,761","1,930","3,691","1,618"
諏訪３丁目,540,564,"1,104",497
諏訪４丁目,902,"1,197","2,099","1,140"
諏訪５丁目,330,435,765,432
,"5,645","6,286","11,931","5,682"
,,,,
永山１丁目,976,"1,010","1,986","1,083"
永山２丁目,"1,630","1,598","3,228","1,558"
永山３丁目,"1,700","1,851","3,551","1,730"
永山４丁目,"1,540","1,645","3,185","1,910"
永山５丁目,980,"1,083","2,063",863
永山６丁目,609,589,"1,198",568
永山７丁目,1,0,1,1
,"7,436","7,776","15,212","7,713"
,,,,
貝取１丁目,994,931,"1,925",894
貝取２丁目,"1,729","1,868","3,597","1,512"
貝取３丁目,486,618,"1,104",477
貝取４丁目,542,592,"1,134",537
貝取５丁目,273,323,596,319
,"4,024","4,332","8,356","3,739"
,,,,
豊ヶ丘１丁目,"1,495","1,464","2,959","1,440"
豊ヶ丘２丁目,"1,463","1,521","2,984","1,300"
豊ヶ丘３丁目,805,920,"1,725",701
豊ヶ丘４丁目,324,371,695,387
豊ヶ丘５丁目,640,718,"1,358",647
豊ヶ丘６丁目,438,509,947,491
,"5,165","5,503","10,668","4,966"
,,,,
落合１丁目,"1,281","1,407","2,688","1,317"
落合２丁目,"1,137","1,121","2,258",877
落合３丁目,"1,519","1,616","3,135","1,480"
落合４丁目,"1,076","1,208","2,284","1,114"
落合５丁目,"1,130","1,152","2,282",920
落合６丁目,916,862,"1,778",797
,"7,059","7,366","14,425","6,505"
,,,,
鶴牧１丁目,"1,277","1,263","2,540","1,164"
鶴牧２丁目,829,800,"1,629",766
鶴牧３丁目,"1,723","1,828","3,551","1,291"
鶴牧４丁目,373,407,780,321
鶴牧５丁目,956,"1,066","2,022",853
鶴牧６丁目,906,927,"1,833",776
,"6,064","6,291","12,355","5,171"
,,,,
南野１丁目,2,0,2,1
南野２丁目,465,431,896,454
南野３丁目,471,479,950,389
,938,910,"1,848",844
,,,,
東寺方３丁目,154,245,399,223
,154,245,399,223
,,,,
和田３丁目,495,615,"1,110",623
,495,615,"1,110",623
,,,,
愛宕１丁目,326,351,677,375
愛宕２丁目,458,461,919,476
愛宕３丁目,357,492,849,486
愛宕４丁目,"1,308","1,429","2,737","1,337"
,"2,449","2,733","5,182","2,674"
,,,,
,"72,654","75,639","148,293","70,327"
