地区名称,男,女,合計,世帯
関戸１丁目,413,476,889,429
関戸２丁目,"1,271","1,317","2,588","1,369"
関戸３丁目,680,733,"1,413",685
関戸４丁目,"1,040","1,117","2,157","1,192"
関戸５丁目,710,719,"1,429",694
関戸６丁目,416,420,836,375
,"4,530","4,782","9,312","4,744"
,,,,
連光寺１丁目,"1,878","1,938","3,816","1,633"
連光寺２丁目,"1,246","1,249","2,495","1,010"
連光寺３丁目,867,834,"1,701",775
連光寺４丁目,282,273,555,257
連光寺５丁目,127,127,254,130
連光寺６丁目,415,339,754,354
,"4,815","4,760","9,575","4,159"
,,,,
貝取,601,550,"1,151",598
,601,550,"1,151",598
,,,,
乞田,"1,309","1,221","2,530","1,201"
,"1,309","1,221","2,530","1,201"
,,,,
和田,"4,621","4,436","9,057","3,935"
,"4,621","4,436","9,057","3,935"
,,,,
百草,448,408,856,421
,448,408,856,421
,,,,
落川,607,601,"1,208",543
,607,601,"1,208",543
,,,,
東寺方,848,759,"1,607",770
東寺方１丁目,493,553,"1,046",492
,"1,341","1,312","2,653","1,262"
,,,,
一ノ宮１丁目,"1,087",914,"2,001","1,270"
一ノ宮２丁目,746,735,"1,481",874
一ノ宮３丁目,408,440,848,464
一ノ宮４丁目,940,958,"1,898",976
,"3,181","3,047","6,228","3,584"
,,,,
桜ヶ丘１丁目,952,"1,029","1,981",952
桜ヶ丘２丁目,605,717,"1,322",592
桜ヶ丘３丁目,603,661,"1,264",543
桜ヶ丘４丁目,728,807,"1,535",806
,"2,888","3,214","6,102","2,893"
,,,,
和田（百草団地）,664,745,"1,409",887
,664,745,"1,409",887
,,,,
聖ヶ丘１丁目,890,"1,015","1,905",835
聖ヶ丘２丁目,872,"1,027","1,899",844
聖ヶ丘３丁目,"1,112","1,089","2,201",953
聖ヶ丘４丁目,360,391,751,296
聖ヶ丘５丁目,56,45,101,31
,"3,290","3,567","6,857","2,959"
,,,,
馬引沢１丁目,885,801,"1,686",876
馬引沢２丁目,"1,222","1,081","2,303","1,157"
,"2,107","1,882","3,989","2,033"
,,,,
山王下１丁目,307,404,711,547
,307,404,711,547
,,,,
中沢１丁目,552,514,"1,066",591
中沢２丁目,919,"1,050","1,969",831
,"1,471","1,564","3,035","1,422"
,,,,
唐木田１丁目,"1,022","1,055","2,077",970
唐木田２丁目,0,0,0,0
,"1,022","1,055","2,077",970
,,,,
諏訪１丁目,"2,101","2,148","4,249","1,984"
諏訪２丁目,"1,756","1,929","3,685","1,612"
諏訪３丁目,541,565,"1,106",499
諏訪４丁目,896,"1,190","2,086","1,137"
諏訪５丁目,326,432,758,428
,"5,620","6,264","11,884","5,660"
,,,,
永山１丁目,975,"1,006","1,981","1,084"
永山２丁目,"1,638","1,595","3,233","1,561"
永山３丁目,"1,695","1,855","3,550","1,729"
永山４丁目,"1,534","1,653","3,187","1,915"
永山５丁目,982,"1,087","2,069",866
永山６丁目,608,592,"1,200",569
永山７丁目,1,0,1,1
,"7,433","7,788","15,221","7,725"
,,,,
貝取１丁目,997,936,"1,933",897
貝取２丁目,"1,732","1,865","3,597","1,510"
貝取３丁目,485,618,"1,103",477
貝取４丁目,542,589,"1,131",535
貝取５丁目,273,322,595,318
,"4,029","4,330","8,359","3,737"
,,,,
豊ヶ丘１丁目,"1,504","1,467","2,971","1,444"
豊ヶ丘２丁目,"1,468","1,524","2,992","1,304"
豊ヶ丘３丁目,799,918,"1,717",699
豊ヶ丘４丁目,321,368,689,384
豊ヶ丘５丁目,641,719,"1,360",647
豊ヶ丘６丁目,436,510,946,491
,"5,169","5,506","10,675","4,969"
,,,,
落合１丁目,"1,293","1,412","2,705","1,323"
落合２丁目,"1,137","1,120","2,257",879
落合３丁目,"1,522","1,615","3,137","1,486"
落合４丁目,"1,072","1,206","2,278","1,111"
落合５丁目,"1,128","1,147","2,275",918
落合６丁目,919,870,"1,789",803
,"7,071","7,370","14,441","6,520"
,,,,
鶴牧１丁目,"1,274","1,260","2,534","1,158"
鶴牧２丁目,830,796,"1,626",763
鶴牧３丁目,"1,725","1,828","3,553","1,296"
鶴牧４丁目,372,407,779,321
鶴牧５丁目,957,"1,065","2,022",853
鶴牧６丁目,900,935,"1,835",770
,"6,058","6,291","12,349","5,161"
,,,,
南野１丁目,2,0,2,1
南野２丁目,465,433,898,452
南野３丁目,470,478,948,389
,937,911,"1,848",842
,,,,
東寺方３丁目,154,245,399,223
,154,245,399,223
,,,,
和田３丁目,493,608,"1,101",619
,493,608,"1,101",619
,,,,
愛宕１丁目,327,351,678,376
愛宕２丁目,458,462,920,477
愛宕３丁目,358,493,851,488
愛宕４丁目,"1,309","1,427","2,736","1,341"
,"2,452","2,733","5,185","2,682"
,,,,
,"72,618","75,594","148,212","70,296"
