地区名称,男,女,合計,世帯
関戸１丁目,419,485,904,440
関戸２丁目,"1,276","1,325","2,601","1,390"
関戸３丁目,687,735,"1,422",688
関戸４丁目,"1,044","1,126","2,170","1,199"
関戸５丁目,699,715,"1,414",690
関戸６丁目,420,419,839,379
,"4,545","4,805","9,350","4,786"
,,,,
連光寺１丁目,"1,883","1,932","3,815","1,626"
連光寺２丁目,"1,248","1,249","2,497","1,014"
連光寺３丁目,873,835,"1,708",779
連光寺４丁目,284,271,555,261
連光寺５丁目,130,130,260,132
連光寺６丁目,421,349,770,362
,"4,839","4,766","9,605","4,174"
,,,,
貝取,603,553,"1,156",595
,603,553,"1,156",595
,,,,
乞田,"1,315","1,227","2,542","1,222"
,"1,315","1,227","2,542","1,222"
,,,,
和田,"4,629","4,431","9,060","3,962"
,"4,629","4,431","9,060","3,962"
,,,,
百草,449,407,856,423
,449,407,856,423
,,,,
落川,608,601,"1,209",544
,608,601,"1,209",544
,,,,
東寺方,849,765,"1,614",768
東寺方１丁目,505,556,"1,061",510
,"1,354","1,321","2,675","1,278"
,,,,
一ノ宮１丁目,"1,087",903,"1,990","1,265"
一ノ宮２丁目,737,733,"1,470",871
一ノ宮３丁目,408,439,847,466
一ノ宮４丁目,945,955,"1,900",979
,"3,177","3,030","6,207","3,581"
,,,,
桜ヶ丘１丁目,941,"1,025","1,966",949
桜ヶ丘２丁目,599,711,"1,310",590
桜ヶ丘３丁目,591,659,"1,250",538
桜ヶ丘４丁目,726,792,"1,518",788
,"2,857","3,187","6,044","2,865"
,,,,
和田(百草団地),668,739,"1,407",889
,668,739,"1,407",889
,,,,
聖ヶ丘１丁目,891,"1,021","1,912",843
聖ヶ丘２丁目,865,"1,020","1,885",841
聖ヶ丘３丁目,"1,110","1,091","2,201",950
聖ヶ丘４丁目,363,390,753,296
聖ヶ丘５丁目,56,45,101,31
,"3,285","3,567","6,852","2,961"
,,,,
馬引沢１丁目,886,818,"1,704",884
馬引沢２丁目,"1,257","1,078","2,335","1,191"
,"2,143","1,896","4,039","2,075"
,,,,
山王下１丁目,303,385,688,528
,303,385,688,528
,,,,
中沢１丁目,569,514,"1,083",595
中沢２丁目,920,"1,049","1,969",839
,"1,489","1,563","3,052","1,434"
,,,,
唐木田１丁目,"1,085","1,117","2,202","1,025"
唐木田２丁目,0,0,0,0
,"1,085","1,117","2,202","1,025"
,,,,
諏訪１丁目,"2,092","2,141","4,233","1,990"
諏訪２丁目,"1,758","1,941","3,699","1,620"
諏訪３丁目,531,559,"1,090",497
諏訪４丁目,893,"1,190","2,083","1,137"
諏訪５丁目,322,422,744,422
,"5,596","6,253","11,849","5,666"
,,,,
永山１丁目,967,"1,019","1,986","1,102"
永山２丁目,"1,619","1,597","3,216","1,565"
永山３丁目,"1,695","1,852","3,547","1,734"
永山４丁目,"1,538","1,666","3,204","1,930"
永山５丁目,981,"1,092","2,073",869
永山６丁目,611,596,"1,207",575
,"7,411","7,822","15,233","7,775"
,,,,
貝取１丁目,"1,006",937,"1,943",904
貝取２丁目,"1,718","1,855","3,573","1,500"
貝取３丁目,477,611,"1,088",477
貝取４丁目,549,589,"1,138",541
貝取５丁目,272,323,595,321
,"4,022","4,315","8,337","3,743"
,,,,
豊ヶ丘１丁目,"1,506","1,462","2,968","1,456"
豊ヶ丘２丁目,"1,468","1,531","2,999","1,311"
豊ヶ丘３丁目,793,906,"1,699",698
豊ヶ丘４丁目,318,360,678,383
豊ヶ丘５丁目,640,721,"1,361",650
豊ヶ丘６丁目,435,511,946,490
,"5,160","5,491","10,651","4,988"
,,,,
落合１丁目,"1,284","1,384","2,668","1,313"
落合２丁目,"1,143","1,119","2,262",878
落合３丁目,"1,514","1,614","3,128","1,490"
落合４丁目,"1,062","1,192","2,254","1,104"
落合５丁目,"1,121","1,143","2,264",915
落合６丁目,913,860,"1,773",795
,"7,037","7,312","14,349","6,495"
,,,,
鶴牧１丁目,"1,267","1,251","2,518","1,152"
鶴牧２丁目,832,785,"1,617",756
鶴牧３丁目,"1,912","2,028","3,940","1,429"
鶴牧４丁目,369,406,775,323
鶴牧５丁目,953,"1,061","2,014",851
鶴牧６丁目,875,922,"1,797",763
,"6,208","6,453","12,661","5,274"
,,,,
南野１丁目,2,0,2,1
南野２丁目,469,433,902,446
南野３丁目,458,471,929,383
,929,904,"1,833",830
,,,,
東寺方３丁目,152,243,395,219
,152,243,395,219
,,,,
和田３丁目,491,599,"1,090",617
,491,599,"1,090",617
,,,,
愛宕１丁目,328,350,678,376
愛宕２丁目,459,462,921,478
愛宕３丁目,358,485,843,488
愛宕４丁目,"1,298","1,429","2,727","1,352"
,"2,443","2,726","5,169","2,694"
,,,,
,"72,798","75,713","148,511","70,643"
