町丁目別人口・世帯数　平成２９年１２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,417,497,914,452
関戸２丁目,"1,293","1,336","2,629","1,405"
関戸３丁目,695,735,"1,430",700
関戸４丁目,"1,037","1,144","2,181","1,202"
関戸５丁目,724,723,"1,447",714
関戸６丁目,420,421,841,385
,"4,586","4,856","9,442","4,858"
,,,,
連光寺１丁目,"1,871","1,929","3,800","1,622"
連光寺２丁目,"1,234","1,244","2,478","1,007"
連光寺３丁目,870,846,"1,716",785
連光寺４丁目,290,274,564,266
連光寺５丁目,137,134,271,142
連光寺６丁目,419,349,768,368
,"4,821","4,776","9,597","4,190"
,,,,
貝取,626,564,"1,190",614
,626,564,"1,190",614
,,,,
乞田,"1,324","1,202","2,526","1,227"
,"1,324","1,202","2,526","1,227"
,,,,
和田,"4,627","4,439","9,066","3,988"
,"4,627","4,439","9,066","3,988"
,,,,
百草,436,407,843,416
,436,407,843,416
,,,,
落川,630,616,"1,246",556
,630,616,"1,246",556
,,,,
東寺方,863,799,"1,662",798
東寺方１丁目,514,548,"1,062",507
,"1,377","1,347","2,724","1,305"
,,,,
一ノ宮１丁目,"1,096",905,"2,001","1,281"
一ノ宮２丁目,726,719,"1,445",853
一ノ宮３丁目,424,451,875,489
一ノ宮４丁目,954,979,"1,933","1,008"
,"3,200","3,054","6,254","3,631"
,,,,
桜ヶ丘１丁目,942,"1,029","1,971",942
桜ヶ丘２丁目,604,713,"1,317",586
桜ヶ丘３丁目,583,650,"1,233",535
桜ヶ丘４丁目,714,798,"1,512",784
,"2,843","3,190","6,033","2,847"
,,,,
和田（百草団地）,643,738,"1,381",886
,643,738,"1,381",886
,,,,
聖ヶ丘１丁目,891,"1,013","1,904",853
聖ヶ丘２丁目,860,"1,016","1,876",845
聖ヶ丘３丁目,"1,108","1,088","2,196",953
聖ヶ丘４丁目,361,391,752,301
聖ヶ丘５丁目,58,44,102,32
,"3,278","3,552","6,830","2,984"
,,,,
馬引沢１丁目,881,828,"1,709",881
馬引沢２丁目,"1,250","1,117","2,367","1,203"
,"2,131","1,945","4,076","2,084"
,,,,
山王下１丁目,311,403,714,555
,311,403,714,555
,,,,
中沢１丁目,583,534,"1,117",603
中沢２丁目,918,"1,027","1,945",833
,"1,501","1,561","3,062","1,436"
,,,,
唐木田１丁目,"1,149","1,181","2,330","1,086"
唐木田２丁目,0,0,0,0
,"1,149","1,181","2,330","1,086"
,,,,
諏訪１丁目,"2,112","2,137","4,249","2,009"
諏訪２丁目,"1,760","1,955","3,715","1,638"
諏訪３丁目,531,549,"1,080",498
諏訪４丁目,882,"1,182","2,064","1,112"
諏訪５丁目,314,412,726,415
,"5,599","6,235","11,834","5,672"
,,,,
永山１丁目,973,"1,014","1,987","1,107"
永山２丁目,"1,607","1,610","3,217","1,563"
永山３丁目,"1,680","1,873","3,553","1,761"
永山４丁目,"1,520","1,657","3,177","1,907"
永山５丁目,981,"1,094","2,075",874
永山６丁目,599,598,"1,197",579
,"7,360","7,846","15,206","7,791"
,,,,
貝取１丁目,994,943,"1,937",913
貝取２丁目,"1,682","1,827","3,509","1,482"
貝取３丁目,466,604,"1,070",473
貝取４丁目,551,586,"1,137",542
貝取５丁目,270,322,592,325
,"3,963","4,282","8,245","3,735"
,,,,
豊ヶ丘１丁目,"1,502","1,475","2,977","1,468"
豊ヶ丘２丁目,"1,471","1,497","2,968","1,309"
豊ヶ丘３丁目,795,904,"1,699",707
豊ヶ丘４丁目,329,361,690,389
豊ヶ丘５丁目,630,715,"1,345",650
豊ヶ丘６丁目,433,500,933,487
,"5,160","5,452","10,612","5,010"
,,,,
落合１丁目,"1,355","1,491","2,846","1,391"
落合２丁目,"1,143","1,108","2,251",881
落合３丁目,"1,494","1,585","3,079","1,468"
落合４丁目,"1,073","1,208","2,281","1,129"
落合５丁目,"1,113","1,125","2,238",919
落合６丁目,896,849,"1,745",790
,"7,074","7,366","14,440","6,578"
,,,,
鶴牧１丁目,"1,271","1,273","2,544","1,157"
鶴牧２丁目,825,785,"1,610",758
鶴牧３丁目,"1,954","2,097","4,051","1,471"
鶴牧４丁目,369,404,773,327
鶴牧５丁目,953,"1,063","2,016",859
鶴牧６丁目,873,934,"1,807",775
,"6,245","6,556","12,801","5,347"
,,,,
南野１丁目,2,0,2,1
南野２丁目,465,427,892,444
南野３丁目,451,458,909,381
,918,885,"1,803",826
,,,,
東寺方３丁目,151,236,387,213
,151,236,387,213
,,,,
和田３丁目,485,581,"1,066",606
,485,581,"1,066",606
,,,,
愛宕１丁目,316,346,662,376
愛宕２丁目,456,466,922,479
愛宕３丁目,341,466,807,481
愛宕４丁目,"1,261","1,398","2,659","1,327"
,"2,374","2,676","5,050","2,663"
,,,,
,"72,812","75,946","148,758","71,104"
