町丁目別人口・世帯数　令和５年２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,861,953,"1,814",930
関戸２丁目,"1,306","1,423","2,729","1,541"
関戸３丁目,650,733,"1,383",717
関戸４丁目,"1,143","1,249","2,392","1,398"
関戸５丁目,700,759,"1,459",758
関戸６丁目,470,474,944,446
,"5,130","5,591","10,721","5,790"
,,,,
連光寺１丁目,"1,895","1,894","3,789","1,637"
連光寺２丁目,"1,157","1,158","2,315","1,009"
連光寺３丁目,873,869,"1,742",841
連光寺４丁目,286,264,550,268
連光寺５丁目,209,188,397,200
連光寺６丁目,422,346,768,389
,"4,842","4,719","9,561","4,344"
,,,,
貝取,614,557,"1,171",628
,614,557,"1,171",628
,,,,
乞田,"1,296","1,201","2,497","1,298"
,"1,296","1,201","2,497","1,298"
,,,,
和田,"4,799","4,546","9,345","4,371"
,"4,799","4,546","9,345","4,371"
,,,,
百草,461,441,902,452
,461,441,902,452
,,,,
落川,658,656,"1,314",593
,658,656,"1,314",593
,,,,
東寺方,871,839,"1,710",838
東寺方１丁目,592,662,"1,254",631
,"1,463","1,501","2,964","1,469"
,,,,
一ノ宮１丁目,"1,206",986,"2,192","1,410"
一ノ宮２丁目,781,743,"1,524",937
一ノ宮３丁目,416,444,860,511
一ノ宮４丁目,"1,007","1,026","2,033","1,081"
,"3,410","3,199","6,609","3,939"
,,,,
桜ヶ丘１丁目,931,"1,029","1,960",914
桜ヶ丘２丁目,646,736,"1,382",629
桜ヶ丘３丁目,607,635,"1,242",549
桜ヶ丘４丁目,776,824,"1,600",863
,"2,960","3,224","6,184","2,955"
,,,,
和田（百草団地）,589,630,"1,219",857
,589,630,"1,219",857
,,,,
聖ヶ丘１丁目,891,995,"1,886",884
聖ヶ丘２丁目,795,935,"1,730",838
聖ヶ丘３丁目,998,"1,075","2,073",941
聖ヶ丘４丁目,355,383,738,300
聖ヶ丘５丁目,65,53,118,38
,"3,104","3,441","6,545","3,001"
,,,,
馬引沢１丁目,920,905,"1,825",956
馬引沢２丁目,"1,249","1,144","2,393","1,315"
,"2,169","2,049","4,218","2,271"
,,,,
山王下１丁目,302,314,616,493
,302,314,616,493
,,,,
中沢１丁目,722,657,"1,379",814
中沢２丁目,897,953,"1,850",850
,"1,619","1,610","3,229","1,664"
,,,,
唐木田１丁目,"1,096","1,202","2,298","1,186"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,096","1,202","2,298","1,186"
,,,,
諏訪１丁目,"2,057","2,061","4,118","2,061"
諏訪２丁目,"1,713","1,888","3,601","1,568"
諏訪３丁目,508,513,"1,021",509
諏訪４丁目,598,745,"1,343",734
諏訪５丁目,310,407,717,467
諏訪６丁目,0,0,0,0
,"5,186","5,614","10,800","5,339"
,,,,
永山１丁目,932,957,"1,889","1,122"
永山２丁目,"1,555","1,568","3,123","1,577"
永山３丁目,"1,869","2,102","3,971","2,054"
永山４丁目,"1,324","1,514","2,838","1,833"
永山５丁目,921,"1,058","1,979",884
永山６丁目,614,602,"1,216",615
永山７丁目,0,0,0,0
,"7,215","7,801","15,016","8,085"
,,,,
貝取１丁目,"1,022",933,"1,955",984
貝取２丁目,"1,538","1,721","3,259","1,509"
貝取３丁目,396,535,931,450
貝取４丁目,509,547,"1,056",538
貝取５丁目,236,290,526,316
,"3,701","4,026","7,727","3,797"
,,,,
豊ヶ丘１丁目,"1,600","1,544","3,144","1,635"
豊ヶ丘２丁目,"1,393","1,449","2,842","1,340"
豊ヶ丘３丁目,713,829,"1,542",697
豊ヶ丘４丁目,321,371,692,407
豊ヶ丘５丁目,567,660,"1,227",633
豊ヶ丘６丁目,422,504,926,517
,"5,016","5,357","10,373","5,229"
,,,,
落合１丁目,"1,453","1,553","3,006","1,525"
落合２丁目,"1,147","1,110","2,257",917
落合３丁目,"1,433","1,529","2,962","1,523"
落合４丁目,942,"1,113","2,055","1,114"
落合５丁目,"1,022","1,078","2,100",926
落合６丁目,878,849,"1,727",794
,"6,875","7,232","14,107","6,799"
,,,,
鶴牧１丁目,"1,300","1,333","2,633","1,259"
鶴牧２丁目,893,800,"1,693",888
鶴牧３丁目,"2,079","2,250","4,329","1,590"
鶴牧４丁目,339,379,718,325
鶴牧５丁目,889,"1,010","1,899",855
鶴牧６丁目,864,892,"1,756",806
,"6,364","6,664","13,028","5,723"
,,,,
南野１丁目,1,0,1,1
南野２丁目,488,458,946,502
南野３丁目,451,479,930,396
,940,937,"1,877",899
,,,,
東寺方３丁目,127,188,315,176
,127,188,315,176
,,,,
和田３丁目,375,451,826,497
,375,451,826,497
,,,,
愛宕１丁目,245,273,518,294
愛宕２丁目,405,432,837,483
愛宕３丁目,289,411,700,459
愛宕４丁目,"1,236","1,390","2,626","1,428"
,"2,175","2,506","4,681","2,664"
,,,,
,"72,486","75,657","148,143","74,519"
