市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2022-12-31,関戸１丁目,1801,854,947,49,41,27,30,22,19,24,23,41,36,39,61,104,92,95,78,63,55,68,63,41,69,57,59,57,61,37,44,44,65,32,39,22,39,32,73,928,
132241,12,東京都,多摩市,2022-12-31,関戸２丁目,2723,1307,1416,43,42,55,41,46,43,41,52,74,108,97,137,100,82,102,82,110,91,109,98,102,119,110,109,85,82,54,55,74,75,44,66,35,60,26,74,1538,
132241,13,東京都,多摩市,2022-12-31,関戸３丁目,1391,656,735,22,16,20,25,31,27,36,29,39,43,47,50,34,28,37,57,46,57,38,38,71,73,50,42,45,37,31,40,41,43,31,53,21,29,16,48,719,
132241,14,東京都,多摩市,2022-12-31,関戸４丁目,2395,1148,1247,41,32,30,36,30,27,36,42,48,55,92,84,80,70,92,100,92,66,90,92,113,118,96,87,62,69,69,74,60,84,46,79,44,50,27,82,1402,
132241,15,東京都,多摩市,2022-12-31,関戸５丁目,1463,700,763,20,36,20,35,38,34,37,34,34,43,53,47,44,39,49,51,52,65,77,60,67,49,46,49,37,37,35,37,38,49,23,31,14,26,16,41,764,
132241,16,東京都,多摩市,2022-12-31,関戸６丁目,950,474,476,18,21,18,19,17,19,20,20,35,29,28,31,26,26,36,31,35,32,34,33,42,42,45,41,30,30,29,26,29,31,16,21,8,13,8,11,448,
132241,21,東京都,多摩市,2022-12-31,連光寺１丁目,3781,1891,1890,54,59,90,61,140,130,148,125,100,89,54,78,79,63,84,81,145,144,196,233,217,184,147,132,86,91,79,68,91,99,67,83,62,77,52,93,1639,
132241,22,東京都,多摩市,2022-12-31,連光寺２丁目,2313,1157,1156,25,29,48,39,57,59,77,71,86,73,60,44,49,32,58,55,61,59,94,102,125,139,122,124,89,71,50,62,67,66,47,52,26,48,16,31,1009,
132241,23,東京都,多摩市,2022-12-31,連光寺３丁目,1740,869,871,24,39,37,34,32,31,36,41,56,51,50,40,46,34,60,46,69,53,67,67,76,73,80,67,59,56,35,43,48,52,39,53,27,44,28,47,839,
132241,24,東京都,多摩市,2022-12-31,連光寺４丁目,546,284,262,12,6,11,6,6,12,20,9,12,9,5,1,12,13,15,16,23,16,23,23,30,23,26,15,16,17,14,16,17,18,14,18,12,19,16,25,267,
132241,25,東京都,多摩市,2022-12-31,連光寺５丁目,394,206,188,11,12,15,11,8,9,6,9,11,3,10,6,10,21,23,12,14,10,16,15,20,10,13,5,9,9,10,5,12,19,11,6,4,9,3,17,197,
132241,26,東京都,多摩市,2022-12-31,連光寺６丁目,773,423,350,8,15,12,14,23,12,20,14,24,17,17,9,26,14,30,26,40,27,41,26,52,28,25,21,15,11,19,21,24,24,26,24,16,18,5,29,393,
132241,30,東京都,多摩市,2022-12-31,貝取,1162,606,556,29,22,31,24,26,14,27,21,34,26,41,40,49,37,50,42,53,47,59,60,47,49,42,40,37,41,27,26,26,27,15,14,9,14,4,12,622,
132241,40,東京都,多摩市,2022-12-31,乞田,2502,1297,1205,47,39,51,47,55,44,59,45,78,99,116,82,75,79,75,72,96,73,130,115,105,89,120,117,98,72,67,55,56,53,26,49,21,39,22,36,1301,
132241,60,東京都,多摩市,2022-12-31,和田,9350,4804,4546,146,141,237,218,286,260,302,283,389,291,313,237,225,196,270,254,357,325,454,414,467,391,392,306,244,228,208,199,167,211,147,182,120,187,80,223,4373,
132241,70,東京都,多摩市,2022-12-31,百草,901,461,440,15,20,17,16,30,14,21,18,33,25,25,18,19,18,25,27,33,30,44,44,44,33,33,24,15,25,23,16,24,30,20,29,22,22,18,31,450,
132241,80,東京都,多摩市,2022-12-31,落川,1316,659,657,30,34,29,31,38,34,35,26,39,36,29,32,44,34,42,47,47,33,62,57,61,54,48,43,32,28,24,30,33,32,19,42,27,34,20,30,593,
132241,90,東京都,多摩市,2022-12-31,東寺方,1711,872,839,36,29,52,48,39,36,39,38,44,42,46,34,49,42,64,45,59,65,75,54,84,71,38,38,45,32,27,45,62,88,51,60,37,43,25,29,839,
132241,91,東京都,多摩市,2022-12-31,東寺方１丁目,1249,593,656,36,39,28,42,22,32,20,23,28,41,51,37,41,56,57,47,53,57,55,45,39,56,41,32,29,19,28,23,19,19,13,19,15,21,18,48,628,
132241,101,東京都,多摩市,2022-12-31,一ノ宮１丁目,2181,1202,979,36,30,31,29,25,33,36,35,84,70,137,95,126,79,101,72,100,68,110,72,82,70,77,50,60,46,47,46,55,50,48,38,20,39,27,57,1403,
132241,102,東京都,多摩市,2022-12-31,一ノ宮２丁目,1535,787,748,25,23,20,18,22,22,25,35,53,56,85,70,67,69,62,50,69,42,51,59,67,52,60,51,40,35,16,24,36,36,32,44,24,28,33,34,945,
132241,103,東京都,多摩市,2022-12-31,一ノ宮３丁目,870,419,451,11,10,21,15,16,15,17,10,29,40,35,40,27,30,26,28,33,35,42,34,38,34,22,28,24,19,16,18,23,31,17,18,12,20,10,26,518,
132241,104,東京都,多摩市,2022-12-31,一ノ宮４丁目,2040,1014,1026,48,40,50,54,32,35,43,30,68,72,85,56,67,50,82,88,91,62,86,76,77,76,65,79,58,64,42,40,31,49,31,56,26,29,32,70,1082,
132241,111,東京都,多摩市,2022-12-31,桜ヶ丘１丁目,1959,929,1030,34,20,31,38,49,54,48,41,47,49,41,28,29,42,45,39,58,60,69,68,81,79,63,80,64,56,59,68,70,68,44,70,43,68,54,102,914,
132241,112,東京都,多摩市,2022-12-31,桜ヶ丘２丁目,1381,646,735,18,28,37,27,24,23,33,21,15,26,18,20,30,32,44,46,39,45,44,43,38,37,39,38,50,50,48,53,58,78,48,45,35,40,28,83,628,
132241,113,東京都,多摩市,2022-12-31,桜ヶ丘３丁目,1237,600,637,21,27,31,19,24,26,28,35,35,23,17,22,25,19,28,32,34,34,42,44,46,45,45,39,34,37,36,33,45,52,39,48,32,42,38,60,547,
132241,114,東京都,多摩市,2022-12-31,桜ヶ丘４丁目,1597,772,825,22,21,19,20,32,29,32,33,44,48,60,55,43,51,53,44,42,43,57,36,54,60,60,53,44,41,38,50,40,62,46,54,44,48,42,77,860,
