町丁目別人口・世帯数　令和５年１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,854,947,"1,801",928
関戸２丁目,"1,307","1,416","2,723","1,538"
関戸３丁目,656,735,"1,391",719
関戸４丁目,"1,148","1,247","2,395","1,402"
関戸５丁目,700,763,"1,463",764
関戸６丁目,474,476,950,448
,"5,139","5,584","10,723","5,799"
,,,,
連光寺１丁目,"1,891","1,890","3,781","1,639"
連光寺２丁目,"1,157","1,156","2,313","1,009"
連光寺３丁目,869,871,"1,740",839
連光寺４丁目,284,262,546,267
連光寺５丁目,206,188,394,197
連光寺６丁目,423,350,773,393
,"4,830","4,717","9,547","4,344"
,,,,
貝取,606,556,"1,162",622
,606,556,"1,162",622
,,,,
乞田,"1,297","1,205","2,502","1,301"
,"1,297","1,205","2,502","1,301"
,,,,
和田,"4,804","4,546","9,350","4,373"
,"4,804","4,546","9,350","4,373"
,,,,
百草,461,440,901,450
,461,440,901,450
,,,,
落川,659,657,"1,316",593
,659,657,"1,316",593
,,,,
東寺方,872,839,"1,711",839
東寺方１丁目,593,656,"1,249",628
,"1,465","1,495","2,960","1,467"
,,,,
一ノ宮１丁目,"1,202",979,"2,181","1,403"
一ノ宮２丁目,787,748,"1,535",945
一ノ宮３丁目,419,451,870,518
一ノ宮４丁目,"1,014","1,026","2,040","1,082"
,"3,422","3,204","6,626","3,948"
,,,,
桜ヶ丘１丁目,929,"1,030","1,959",914
桜ヶ丘２丁目,646,735,"1,381",628
桜ヶ丘３丁目,600,637,"1,237",547
桜ヶ丘４丁目,772,825,"1,597",860
,"2,947","3,227","6,174","2,949"
,,,,
和田（百草団地）,594,634,"1,228",861
,594,634,"1,228",861
,,,,
聖ヶ丘１丁目,892,994,"1,886",883
聖ヶ丘２丁目,799,939,"1,738",840
聖ヶ丘３丁目,999,"1,077","2,076",942
聖ヶ丘４丁目,356,383,739,299
聖ヶ丘５丁目,65,53,118,38
,"3,111","3,446","6,557","3,002"
,,,,
馬引沢１丁目,927,900,"1,827",959
馬引沢２丁目,"1,249","1,143","2,392","1,313"
,"2,176","2,043","4,219","2,272"
,,,,
山王下１丁目,297,315,612,491
,297,315,612,491
,,,,
中沢１丁目,724,659,"1,383",817
中沢２丁目,902,959,"1,861",856
,"1,626","1,618","3,244","1,673"
,,,,
唐木田１丁目,"1,098","1,204","2,302","1,186"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,098","1,204","2,302","1,186"
,,,,
諏訪１丁目,"2,053","2,059","4,112","2,057"
諏訪２丁目,"1,716","1,888","3,604","1,575"
諏訪３丁目,511,514,"1,025",512
諏訪４丁目,600,745,"1,345",734
諏訪５丁目,310,408,718,466
諏訪６丁目,0,0,0,0
,"5,190","5,614","10,804","5,344"
,,,,
永山１丁目,930,964,"1,894","1,129"
永山２丁目,"1,558","1,568","3,126","1,577"
永山３丁目,"1,866","2,098","3,964","2,047"
永山４丁目,"1,321","1,505","2,826","1,823"
永山５丁目,921,"1,058","1,979",884
永山６丁目,615,604,"1,219",615
永山７丁目,0,0,0,0
,"7,211","7,797","15,008","8,075"
,,,,
貝取１丁目,"1,024",932,"1,956",985
貝取２丁目,"1,539","1,723","3,262","1,510"
貝取３丁目,396,537,933,448
貝取４丁目,510,550,"1,060",537
貝取５丁目,236,290,526,316
,"3,705","4,032","7,737","3,796"
,,,,
豊ヶ丘１丁目,"1,596","1,543","3,139","1,634"
豊ヶ丘２丁目,"1,397","1,451","2,848","1,338"
豊ヶ丘３丁目,717,833,"1,550",698
豊ヶ丘４丁目,319,370,689,405
豊ヶ丘５丁目,570,660,"1,230",634
豊ヶ丘６丁目,420,504,924,516
,"5,019","5,361","10,380","5,225"
,,,,
落合１丁目,"1,441","1,548","2,989","1,516"
落合２丁目,"1,149","1,110","2,259",918
落合３丁目,"1,433","1,530","2,963","1,521"
落合４丁目,941,"1,114","2,055","1,113"
落合５丁目,"1,027","1,079","2,106",925
落合６丁目,876,845,"1,721",792
,"6,867","7,226","14,093","6,785"
,,,,
鶴牧１丁目,"1,302","1,340","2,642","1,260"
鶴牧２丁目,895,805,"1,700",891
鶴牧３丁目,"2,076","2,243","4,319","1,586"
鶴牧４丁目,340,378,718,325
鶴牧５丁目,888,"1,010","1,898",854
鶴牧６丁目,869,891,"1,760",806
,"6,370","6,667","13,037","5,722"
,,,,
南野１丁目,1,0,1,1
南野２丁目,490,461,951,506
南野３丁目,452,482,934,399
,943,943,"1,886",906
,,,,
東寺方３丁目,127,188,315,176
,127,188,315,176
,,,,
和田３丁目,379,453,832,500
,379,453,832,500
,,,,
愛宕１丁目,245,273,518,294
愛宕２丁目,406,434,840,485
愛宕３丁目,292,413,705,464
愛宕４丁目,"1,239","1,393","2,632","1,428"
,"2,182","2,513","4,695","2,671"
,,,,
,"72,525","75,685","148,210","74,531"
