24/04/11 15:00,0.001,0.012,0.055,2.08,0.10,0.013,SE ,2.6,0.001,0.013,0.055,0.014,SE ,1.7,0.001,0.011,0.056,0.014,SE ,2.1,0.001,0.010,0.049,0.014,0.003,0.002,0.014,0.059,0.015, E ,3.0,保守中,保守中,0.013,SSE,1.7,0.004,0.016,0.014,0.002,0.011,0.013, S ,0.9
24/04/11 16:00,0.001,0.012,0.052,2.06,0.10,0.011,SE ,3.4,0.002,0.013,0.051,0.012, E ,2.0,0.001,0.013,0.052,0.014,ESE,2.8,0.001,0.013,0.048,0.013,0.002,0.003,0.018,0.047,0.010, E ,2.5,0.007,0.023,0.019, S ,1.4,0.003,0.017,0.013,0.004,0.020,0.015,SSW,0.4
24/04/11 17:00,0.001,0.008,0.052,2.06,0.08,0.012,ESE,3.7,0.001,0.011,0.050,0.011, E ,2.1,0.001,0.011,0.050,0.012,SE ,1.7,0.002,0.012,0.045,0.010,0.002,0.002,0.014,0.048,0.011,ENE,2.4,0.005,0.019,0.013, S ,1.0,0.002,0.012,0.012,0.002,0.013,0.013, S ,0.3
24/04/11 18:00,0.001,0.015,0.043,2.07,0.09,0.013,ESE,4.7,0.001,0.012,0.046,0.013, E ,2.8,0.000,0.012,0.047,0.013,SE ,3.6,0.001,0.013,0.042,0.011,0.002,0.002,0.022,0.038,0.011,ESE,2.4,0.005,0.021,0.012, S ,2.1,0.001,0.014,0.013,0.002,0.018,0.013, S ,1.3
24/04/11 19:00,0.000,0.010,0.047,2.09,0.08,0.012,SE ,5.1,0.000,0.012,0.045,0.009,SE ,1.7,0.000,0.009,0.048,0.010,ESE,3.1,0.001,0.010,0.043,0.011,0.002,0.001,0.018,0.042,0.011,SE ,3.2,0.002,0.013,0.013, S ,2.2,0.001,0.012,0.013,0.002,0.014,0.011, S ,1.5
24/04/11 20:00,0.000,0.011,0.046,2.06,0.07,0.012,SE ,1.5,0.000,0.009,0.047,0.013,SSE,1.6,0.000,0.009,0.048,0.012,SE ,1.4,0.001,0.010,0.042,0.010,0.001,0.000,0.017,0.042,0.011,SE ,2.2,0.002,0.014,0.014, S ,1.1,0.001,0.011,0.013,0.002,0.012,0.014, S ,1.1
24/04/11 21:00,0.000,0.022,0.036,2.08,0.10,0.013,SE ,3.7,0.000,0.020,0.036,0.012, E ,1.9,0.000,0.015,0.043,0.013,ESE,2.0,0.000,0.014,0.039,0.012,0.003,0.000,0.022,0.038,0.012,ESE,1.6,0.002,0.018,0.013, S ,1.5,0.001,0.015,0.014,0.002,0.019,0.013,SSE,1.4
24/04/11 22:00,0.000,0.014,0.043,2.12,0.11,0.014, E ,2.7,0.000,0.019,0.037,0.013,ENE,1.7,0.000,0.016,0.041,0.015,ESE,1.1,0.000,0.013,0.038,0.013,0.002,0.000,0.011,0.047,0.010,ENE,1.4,0.002,0.017,0.015,WSW,0.7,0.001,0.016,0.014,0.001,0.020,0.014, C ,0.2
24/04/11 23:00,0.000,0.019,0.037,2.13,0.08,0.015,ESE,3.9,0.000,0.016,0.038,0.013, E ,2.1,0.000,0.016,0.040,0.014,SE ,1.4,0.001,0.017,0.035,0.010,0.002,0.000,0.015,0.042,0.013,ENE,2.7,0.002,0.018,0.014,WSW,0.6,0.000,0.017,0.016,0.001,0.023,0.014, S ,0.3
24/04/12 00:00,0.000,0.013,0.043,2.19,0.06,0.012,ENE,2.3,0.000,0.012,0.042,0.012,ENE,2.1,0.000,0.012,0.044,0.012, S ,0.7,0.000,0.008,0.043,0.010,0.001,0.001,0.011,0.045,0.011,ENE,2.6,0.001,0.013,0.013,NNW,0.8,0.000,0.009,0.013,0.000,0.012,0.011, S ,0.4
24/04/12 01:00,0.000,0.020,0.036,2.12,0.07,0.013,ENE,2.2,0.000,0.015,0.039,0.013,ENE,1.7,0.000,0.014,0.039,0.013, C ,0.3,0.000,0.009,0.042,0.010,0.001,0.000,0.011,0.045,0.011,ENE,2.9,0.001,0.016,0.012,NNW,0.9,0.000,0.009,0.009,0.000,0.010,0.011,SE ,0.5
24/04/12 02:00,0.000,0.022,0.033,2.12,0.13,0.012, E ,1.2,0.000,0.016,0.037,0.012,NE ,0.8,0.000,0.019,0.033,0.013, C ,0.2,0.000,0.013,0.037,0.012,0.001,0.000,0.014,0.043,0.010,NE ,1.0,0.001,0.019,0.014,NNW,0.4,0.000,0.016,0.012,0.001,0.015,0.012,SE ,0.3
24/04/12 03:00,0.000,0.017,0.038,2.07,0.09,0.013, E ,2.2,0.000,0.011,0.040,0.013,ENE,1.4,0.000,0.014,0.035,0.012, C ,0.2,0.001,0.017,0.033,0.010,0.001,0.000,0.019,0.038,0.013,NE ,1.2,0.001,0.015,0.011,NNW,0.6,0.001,0.019,0.013,0.000,0.012,0.014, S ,0.3
24/04/12 04:00,0.000,0.014,0.039,2.06,0.09,0.012,NE ,1.4,0.000,0.010,0.041,0.012,NNE,1.3,0.000,0.010,0.040,0.012,NNE,0.6,0.001,0.018,0.034,0.013,0.001,0.001,0.024,0.032,0.014, N ,2.3,0.000,0.012,0.011,NNW,1.2,0.000,0.019,0.016,0.001,0.016,0.014,NE ,1.5
24/04/12 05:00,0.000,0.014,0.037,2.07,0.09,0.013, N ,2.6,0.000,0.013,0.035,0.012, N ,2.5,0.000,0.016,0.030,0.012, N ,2.4,0.000,0.016,0.035,0.012,0.001,0.001,0.026,0.030,0.012, N ,2.6,0.002,0.016,0.013,NW ,1.9,0.002,0.023,0.013,0.001,0.028,0.012, N ,1.7
24/04/12 06:00,0.001,0.016,0.030,2.09,0.12,0.017,NNE,2.7,0.000,0.016,0.028,0.014, N ,2.7,0.000,0.014,0.031,0.017, N ,3.0,0.001,0.017,0.030,0.013,0.001,0.002,0.030,0.023,0.014, N ,2.1,0.002,0.017,0.013,NW ,1.9,0.005,0.023,0.013,0.004,0.028,0.015,NE ,1.4
24/04/12 07:00,0.002,0.016,0.029,2.09,0.15,0.015, N ,4.3,0.001,0.015,0.030,0.014, N ,2.5,0.001,0.015,0.032,0.015, N ,3.2,0.002,0.017,0.029,0.014,0.001,0.005,0.025,0.024,0.014, N ,2.8,0.006,0.021,0.013,NW ,1.6,0.007,0.023,0.014,0.009,0.031,0.015,NNE,1.7
24/04/12 08:00,0.003,0.016,0.032,2.09,0.17,0.014,NNE,3.5,0.003,0.015,0.032,0.014, N ,2.9,0.002,0.015,0.034,0.015, N ,3.1,0.003,0.016,0.033,0.012,0.001,0.007,0.026,0.027,0.014, N ,4.5,0.005,0.018,0.013,NW ,2.2,0.005,0.019,0.016,0.021,0.033,0.016, N ,1.6
24/04/12 09:00,0.004,0.016,0.033,2.09,0.17,0.014,NNE,4.7,0.004,0.016,0.031,0.014, N ,3.5,0.003,0.016,0.032,0.018, N ,4.5,0.004,0.017,0.032,0.013,0.002,0.010,0.028,0.027,0.013,NNE,4.2,0.008,0.020,0.015,NNW,2.8,0.006,0.021,0.016,0.017,0.030,0.016,ENE,1.9
24/04/12 10:00,0.003,0.014,0.039,2.07,0.14,0.015,NNE,3.5,0.004,0.014,0.038,0.014,NNE,3.9,0.002,0.014,0.039,0.016, N ,2.9,0.005,0.018,0.036,0.013,0.002,0.011,0.029,0.028,0.014, N ,3.6,0.009,0.020,0.016,NNW,2.4,0.004,0.019,0.016,0.009,0.029,0.016,ENE,2.0
24/04/12 11:00,0.003,0.019,0.039,2.07,0.14,0.017,NE ,2.6,0.002,0.011,0.046,0.016, N ,2.0,0.001,0.011,0.046,0.018,NNE,1.4,0.004,0.020,0.036,0.014,0.002,0.008,0.028,0.032,0.015, N ,3.1,0.006,0.020,0.018,NNW,1.8,0.006,0.024,0.016,0.007,0.026,0.018,ENE,1.5
24/04/12 12:00,保守中,保守中,保守中,保守中,保守中,0.013, N ,3.4,0.001,0.010,0.049,0.015,NE ,1.5,0.001,0.009,0.050,0.016, N ,2.3,0.003,0.017,0.042,0.013,0.001,0.005,0.025,0.038,0.013,NNE,3.0,0.004,0.017,0.012,NNW,2.1,0.004,0.021,0.017,0.006,0.023,0.016, E ,1.3
24/04/12 13:00,保守中,保守中,保守中,保守中,保守中,0.017,NE ,2.6,0.001,0.011,0.049,0.015,NE ,2.2,0.001,0.012,0.047,0.015, N ,0.8,0.003,0.017,0.042,0.016,0.001,0.006,0.026,0.037,0.016,NNE,3.1,0.004,0.015,0.015,NNW,1.6,0.003,0.020,0.019,0.007,0.025,0.015, E ,1.0
24/04/12 14:00,0.004,0.019,保守中,2.02,0.13,0.016,ENE,3.0,0.002,0.014,0.048,0.017,NE ,2.3,0.003,0.017,0.044,0.019,NNE,0.8,0.004,0.023,0.037,0.018,0.001,0.009,0.030,0.034,0.016,NNE,2.8,0.006,0.021,0.016,NNW,1.6,0.004,0.023,0.016,0.007,0.029,0.016,SSE,0.6
24/04/12 15:00,0.003,0.014,保守中,2.01,0.10,0.015,ENE,4.1,0.002,0.012,0.051,0.017,NE ,3.4,0.002,0.015,0.048,0.016,SE ,1.0,0.004,0.020,0.039,0.016,0.001,0.005,0.021,0.043,0.017, E ,2.9,0.005,0.019,0.014,NNW,1.9,0.004,0.021,0.014,0.003,0.019,0.018, S ,0.3
24/04/12 16:00,0.002,0.017,保守中,2.06,0.09,0.017,NE ,4.1,0.001,0.009,0.053,0.015,NE ,2.7,0.001,0.009,0.053,0.015,ENE,1.3,0.002,0.015,0.040,0.015,0.001,0.003,0.016,0.045,0.014,ENE,2.4,0.006,0.020,0.014,NNW,2.0,0.002,0.016,0.015,0.002,0.016,0.016,SSE,0.4
24/04/12 17:00,0.001,0.012,0.046,2.00,0.08,0.015, E ,5.0,0.001,0.007,0.052,0.016,NE ,3.6,0.000,0.008,0.052,0.014, S ,1.1,0.003,0.016,0.039,0.012,0.001,0.004,0.021,0.040,0.015,NNE,5.1,0.003,0.014,0.015,NNW,1.9,0.002,0.016,0.015,0.002,0.019,0.016,ESE,1.0
24/04/12 18:00,0.001,0.014,0.044,2.01,0.08,0.011, E ,4.0,0.000,0.008,0.050,0.012,NE ,3.3,0.000,0.009,0.049,0.015,NNW,0.9,0.002,0.013,0.042,0.014,0.001,0.002,0.020,0.042,0.012,NNE,5.5,0.002,0.014,0.014,NNW,2.1,0.001,0.013,0.014,0.001,0.017,0.014, S ,0.5
24/04/12 19:00,0.000,0.012,0.045,2.00,0.08,0.012,ENE,5.0,0.000,0.007,0.050,0.008,NE ,5.0,0.000,0.009,0.048,0.011,NNE,1.0,0.001,0.014,0.042,0.013,0.001,0.002,0.016,0.046,0.010,NNE,5.0,0.002,0.014,0.012,NNW,1.9,0.001,0.013,0.013,0.001,0.014,0.010,ESE,1.0
24/04/12 20:00,0.000,0.011,0.047,2.01,0.08,0.012,NE ,3.9,0.000,0.005,0.052,0.011,NE ,3.3,0.000,0.008,0.049,0.010,NNE,0.8,0.002,0.016,0.039,0.013,0.001,0.002,0.018,0.045,0.009, N ,2.8,0.001,0.011,0.012,NNW,1.3,0.000,0.014,0.013,0.000,0.011,0.011, E ,1.3
24/04/12 21:00,0.000,0.012,0.046,2.02,0.09,0.013,NE ,3.4,0.000,0.008,0.049,0.012,NNE,2.4,0.000,0.009,0.048,0.012,NNE,1.6,0.001,0.014,0.042,0.010,0.001,0.001,0.018,0.043,0.013, N ,4.1,0.001,0.010,0.013,NNW,1.6,0.000,0.015,0.015,0.001,0.019,0.012, E ,2.2
24/04/12 22:00,0.000,0.012,0.045,2.02,0.09,0.016,NE ,3.1,0.000,0.008,0.049,0.015,NNE,3.2,0.000,0.007,0.051,0.015,NNE,1.5,0.001,0.012,0.045,0.015,0.001,0.001,0.017,0.043,0.014,NNE,3.5,0.001,0.008,0.015,NNW,2.3,0.000,0.012,0.016,0.000,0.015,0.013,ENE,3.1
24/04/12 23:00,0.000,0.012,0.044,2.02,0.09,0.015,NNE,3.2,0.000,0.009,0.046,0.015,NNE,2.0,0.000,0.008,0.049,0.017, N ,1.7,0.000,0.012,0.043,0.015,0.001,0.001,0.018,0.040,0.013, N ,4.0,0.001,0.008,0.015,NNW,1.9,0.000,0.013,0.016,0.001,0.016,0.017, E ,1.6
24/04/13 00:00,0.000,0.009,0.046,2.02,0.09,0.014,NNE,3.2,0.000,0.010,0.044,0.014,NNE,3.6,0.000,0.010,0.044,0.016, N ,2.1,0.001,0.012,0.043,0.016,0.001,0.001,0.020,0.038,0.012, N ,4.7,0.001,0.010,0.016,NNW,2.1,0.001,0.013,0.015,0.000,0.017,0.015,ENE,1.7
24/04/13 01:00,0.000,0.008,0.046,2.01,0.09,0.014, N ,2.2,0.000,0.009,0.045,0.014, N ,0.9,0.000,0.007,0.046,0.013, N ,1.1,0.000,0.008,0.046,0.012,0.002,0.001,0.019,0.039,0.011, N ,4.0,0.001,0.008,0.014,NW ,0.9,0.000,0.009,0.013,0.000,0.015,0.015, E ,1.3
24/04/13 02:00,0.000,0.012,0.038,2.03,0.12,0.016,NNE,2.8,保守中,保守中,0.036,0.014, N ,2.2,0.000,0.012,0.037,0.014, N ,1.6,保守中,保守中,0.039,0.013,0.001,0.001,0.022,0.035,0.014, N ,3.0,保守中,保守中,0.016,NW ,1.0,0.000,0.012,0.017,保守中,保守中,0.014,ENE,1.1
24/04/13 03:00,0.000,0.012,0.036,2.03,0.13,0.015,NNE,2.8,0.000,0.013,0.033,0.014, N ,1.6,0.000,0.013,0.033,0.017, N ,1.7,0.000,0.009,0.039,0.014,0.002,0.001,0.033,0.021,0.016, N ,2.3,0.001,0.013,0.014,NW ,1.4,0.000,0.011,0.017,0.001,0.022,0.016,NE ,1.1
24/04/13 04:00,0.000,0.012,0.034,2.03,0.13,0.014,NNE,2.1,0.000,0.012,0.033,0.014,NNE,3.5,0.000,0.012,0.031,0.015, N ,1.6,0.001,0.012,0.034,0.013,0.002,0.002,0.032,0.021,0.013, N ,2.8,0.001,0.010,0.016,NNW,1.4,0.001,0.015,0.016,0.001,0.024,0.016,ENE,1.4
24/04/13 05:00,0.000,0.010,0.035,2.03,0.11,0.016,NNE,2.9,0.000,0.010,0.033,0.015,NNE,2.3,0.000,0.009,0.034,0.016, N ,1.9,0.000,0.011,0.034,0.013,0.002,0.001,0.026,0.023,0.016, N ,3.6,0.001,0.010,0.014,NNW,1.6,0.001,0.013,0.016,0.001,0.020,0.015, E ,1.6
24/04/13 06:00,0.001,0.013,0.030,2.03,0.13,0.016,NNE,2.0,0.001,0.013,0.028,0.014,NNE,2.8,0.000,0.012,0.029,0.016,NNE,1.5,0.001,0.014,0.029,0.016,0.002,0.003,0.028,0.021,0.014, N ,2.8,0.002,0.014,0.016,NNW,1.6,0.003,0.017,0.015,0.002,0.023,0.015, E ,1.2
24/04/13 07:00,0.002,0.013,0.032,2.04,0.12,0.014,NE ,2.7,0.002,0.012,0.032,0.015,NNE,3.3,0.001,0.011,0.034,0.015,NNE,2.2,0.003,0.016,0.030,0.012,0.002,0.004,0.022,0.029,0.011,NNE,2.8,0.005,0.016,0.016,NNW,1.4,0.006,0.022,0.015,0.006,0.027,0.014, E ,1.8
24/04/13 08:00,0.003,0.012,0.041,2.02,0.09,0.013,NE ,4.3,0.002,0.010,0.039,0.013,NE ,3.8,0.001,0.010,0.041,0.013,NNE,2.4,0.003,0.013,0.040,0.012,0.001,0.004,0.015,0.040,0.013,NNE,3.7,0.004,0.012,0.014,NNW,1.9,0.003,0.016,0.013,0.003,0.014,0.011, E ,1.7
24/04/13 09:00,0.003,0.011,0.044,2.02,0.08,0.014,NNE,4.0,0.002,0.008,0.045,0.011,NNE,2.8,0.002,0.010,0.045,0.014,NNE,2.3,0.004,0.013,0.042,0.012,0.001,0.005,0.014,0.042,0.013,NNE,3.2,0.005,0.014,0.012,NNW,1.9,0.003,0.013,0.012,0.003,0.013,0.014, E ,1.5
24/04/13 10:00,0.003,0.010,0.047,2.02,0.08,0.014,ENE,5.0,0.001,0.006,0.051,0.011,NNE,4.0,0.001,0.008,0.050,0.012,NNE,2.0,0.002,0.010,0.047,0.012,0.001,0.005,0.013,0.048,0.013,NNE,5.0,0.004,0.011,0.011,NNW,1.9,0.002,0.011,0.012,0.003,0.011,0.013,SE ,0.8
24/04/13 11:00,0.002,0.009,0.051,2.01,0.09,0.013,NE ,4.4,0.001,0.006,0.055,0.012,NE ,3.0,0.001,0.006,0.054,0.010, N ,3.1,0.003,0.010,0.049,0.009,0.001,0.004,0.013,0.051,0.012,NNE,4.2,0.003,0.009,0.013,NNW,2.7,0.002,0.009,0.012,0.003,0.011,0.015,ENE,2.0
24/04/13 12:00,0.002,0.008,0.056,2.00,0.08,0.013,ENE,5.3,0.001,0.005,0.058,0.012,NNE,3.9,0.001,0.006,0.059,0.014,NNE,2.1,0.002,0.008,0.054,0.013,0.001,0.005,0.014,0.053,0.013,NNE,4.6,0.002,0.008,0.012,NNW,2.1,0.002,0.010,0.012,0.002,0.011,0.014,ESE,1.5
24/04/13 13:00,0.001,0.007,0.059,2.00,0.08,0.012, E ,5.6,0.001,0.006,0.061,0.012,ENE,3.9,0.001,0.007,0.059,0.012,SE ,1.6,0.001,0.008,0.056,0.011,0.001,0.003,0.011,0.057,0.011,ENE,3.2,0.003,0.010,0.012,NNW,1.9,0.001,0.009,0.013,0.001,0.008,0.015,SE ,0.6
24/04/13 14:00,0.001,0.006,0.059,1.99,0.08,0.012, E ,4.0,0.001,0.005,0.062,0.012,NE ,2.5,0.001,0.007,0.060,0.012,ESE,3.1,0.001,0.007,0.054,0.012,0.001,0.002,0.009,0.057,0.012, E ,4.2,0.004,0.013,0.013, S ,2.0,0.002,0.011,0.012,0.001,0.008,0.013, S ,0.7
24/04/13 15:00,0.001,0.005,0.059,1.99,0.06,0.013,ESE,5.8,0.001,0.006,0.059,0.011,ENE,4.7,0.001,0.007,0.059,0.010,ESE,3.8,0.001,0.005,0.055,0.007,0.001,0.002,0.008,0.057,0.008, E ,4.6,0.003,0.009,0.010, S ,2.9,0.002,0.008,0.009,0.001,0.008,0.010,SSE,0.7
24/04/13 16:00,0.001,0.005,0.059,1.98,0.07,0.009,ESE,5.4,0.001,0.006,0.059,0.010, E ,2.9,0.000,0.005,0.059,0.009,ESE,2.9,0.001,0.006,0.054,0.009,0.001,0.002,0.009,0.058,0.009, E ,2.1,0.002,0.008,0.009, S ,1.7,0.001,0.007,0.011,0.001,0.011,0.010, S ,0.5
24/04/13 17:00,0.001,0.008,0.056,1.99,0.05,0.011,SE ,4.1,0.001,0.007,0.057,0.011,SE ,2.4,0.000,0.006,0.058,0.010,ESE,3.7,0.001,0.009,0.051,0.014,0.001,0.002,0.014,0.051,0.010, E ,3.0,0.002,0.010,0.011, S ,1.3,0.001,0.011,0.013,0.002,0.016,0.016, S ,0.5
24/04/13 18:00,0.001,0.013,0.051,2.02,0.07,0.014,SE ,4.3,0.001,0.012,0.052,0.014, E ,1.6,0.000,0.011,0.054,0.014,SE ,2.7,0.001,0.016,0.045,0.013,0.002,0.001,0.023,0.042,0.012,ESE,1.4,0.003,0.016,0.016, S ,2.0,0.002,0.017,0.015,0.001,0.022,0.010, S ,1.5
24/04/13 19:00,0.000,0.020,0.041,2.02,0.09,0.015,SE ,3.2,0.000,0.018,0.044,0.012,SE ,2.1,0.000,0.012,0.049,0.014,SE ,2.4,0.001,0.017,0.037,0.012,0.003,0.001,0.031,0.032,0.013,SE ,2.2,0.002,0.016,0.012, S ,1.8,0.001,0.017,0.012,0.002,0.020,0.011, S ,1.9
24/04/13 20:00,0.000,0.013,0.044,2.02,0.12,0.014,SSE,1.8,0.000,0.017,0.039,0.013, S ,2.0,0.000,0.010,0.046,0.015,SSE,2.1,0.001,0.012,0.041,0.013,0.003,0.000,0.019,0.041,0.014,SSE,1.5,0.002,0.016,0.015, S ,2.2,0.001,0.012,0.014,0.002,0.010,0.013,SSE,1.3
24/04/13 21:00,0.000,0.014,0.041,2.04,0.15,0.018, S ,2.2,0.000,0.012,0.043,0.015,SSE,1.6,0.000,0.009,0.048,0.018,SE ,0.8,0.000,0.011,0.040,0.016,0.002,0.000,0.021,0.037,0.016, S ,0.7,0.002,0.015,0.018,SSE,1.3,0.001,0.013,0.016,0.000,0.011,0.018, S ,1.0
24/04/13 22:00,0.000,0.018,0.037,2.05,0.12,0.019,ESE,1.7,0.000,0.019,0.034,0.018, E ,0.9,0.000,0.016,0.039,0.020,SE ,1.5,0.001,0.019,0.030,0.019,0.003,0.000,0.021,0.035,0.018, E ,1.7,0.002,0.021,0.017, S ,0.7,0.001,0.020,0.018,0.001,0.022,0.016, C ,0.1
24/04/13 23:00,0.000,0.014,0.039,2.06,0.11,0.016,SE ,2.2,0.000,0.011,0.043,0.015, E ,0.8,0.000,0.014,0.040,0.019,ESE,1.8,0.000,0.020,0.029,0.014,0.001,0.000,0.017,0.037,0.014,ESE,1.2,0.001,0.017,0.014, E ,0.6,0.000,0.018,0.016,0.001,0.024,0.015, C ,0.1
24/04/14 00:00,0.000,0.013,0.040,2.10,0.08,0.016,SE ,1.7,0.000,0.011,0.041,0.013,SE ,0.9,0.000,0.016,0.038,0.015,ESE,1.0,0.000,0.018,0.032,0.017,0.001,0.000,0.010,0.043,0.012, E ,0.8,0.001,0.019,0.013, S ,0.8,0.000,0.020,0.015,0.002,0.026,0.015, C ,0.0
24/04/14 01:00,0.000,0.009,0.043,2.10,0.08,0.013, E ,1.1,0.000,0.012,0.038,0.013,ENE,0.9,0.000,0.014,0.033,0.016, E ,0.5,0.000,0.017,0.030,0.015,0.001,0.000,0.007,0.045,0.012,NE ,1.0,0.001,0.016,0.013,NNW,0.6,保守中,保守中,0.015,0.001,0.018,0.015, C ,0.2
24/04/14 02:00,保守中,保守中,0.033,2.12,0.08,0.015,ESE,1.5,0.000,0.014,0.034,0.015, C ,0.3,保守中,保守中,0.026,0.016, C ,0.1,0.000,0.011,0.034,0.015,0.001,0.000,0.011,0.043,0.013,ENE,0.8,0.001,0.012,0.014,NNW,0.5,0.000,0.011,0.011,0.000,0.011,0.013, C ,0.1
24/04/14 03:00,0.000,0.022,0.028,2.06,0.08,0.015, C ,0.4,0.000,0.019,0.024,0.014,NW ,1.1,0.001,0.014,0.018,0.014, N ,0.5,0.000,0.013,0.031,0.012,0.001,0.000,0.013,0.041,0.013,NNE,0.5,0.001,0.018,0.014,NNW,0.5,0.000,0.013,0.014,0.000,0.013,0.012, C ,0.2
24/04/14 04:00,0.000,0.026,0.015,2.13,0.24,0.015,NNW,1.1,0.000,0.017,0.021,0.015,NNW,0.7,0.001,0.016,0.013,0.013, N ,0.6,0.000,0.017,0.028,0.014,0.001,0.000,0.017,0.033,0.014, N ,1.2,0.001,0.018,0.015,NW ,0.7,0.000,0.017,0.015,0.001,0.013,0.014,NNE,1.0
24/04/14 05:00,0.001,0.025,0.012,2.16,0.34,0.019,NW ,1.2,0.000,0.018,0.017,0.015,NNW,1.5,0.001,0.018,0.012,0.018,NNW,0.6,0.000,0.021,0.020,0.016,0.001,0.001,0.028,0.017,0.025, N ,0.9,0.003,0.019,0.018,NW ,1.1,0.001,0.022,0.018,0.007,0.033,0.017,NNE,0.8
24/04/14 06:00,0.001,0.019,0.013,2.19,0.39,0.021,NNW,1.0,0.001,0.016,0.020,0.017,NNW,1.5,0.001,0.017,0.012,0.020,NNW,0.6,0.001,0.018,0.014,0.017,0.001,0.002,0.025,0.018,0.019,NNW,0.9,0.003,0.019,0.017,NW ,0.8,0.003,0.020,0.025,0.021,0.035,0.021,NNE,0.3
24/04/14 07:00,0.002,0.016,0.019,2.18,0.32,0.024, C ,0.4,0.002,0.014,0.023,0.021,NNW,0.7,0.002,0.014,0.021,0.022,WNW,0.9,0.003,0.017,0.018,0.020,0.002,0.009,0.025,0.021,0.019,NNE,0.9,0.008,0.019,0.018,NW ,0.8,0.004,0.018,0.020,0.025,0.038,0.021, C ,0.2
24/04/14 08:00,0.002,0.011,0.032,2.11,0.19,0.020,NNE,2.4,0.003,0.012,0.032,0.021, N ,1.2,0.002,0.012,0.031,0.023, N ,2.3,0.002,0.014,0.026,0.020,0.003,0.007,0.021,0.026,0.023,NNE,1.2,0.007,0.016,0.018,NNW,1.6,0.003,0.015,0.021,0.007,0.023,0.024, E ,0.5
24/04/14 09:00,0.002,0.010,0.041,2.05,0.12,0.018,ESE,1.9,0.002,0.009,0.042,0.019,ENE,1.1,0.001,0.009,0.042,0.019, N ,1.3,0.003,0.014,0.036,0.020,0.003,0.006,0.017,0.034,0.020, E ,2.9,0.004,0.012,0.018,NNW,1.5,0.002,0.012,0.019,0.007,0.023,0.025,SE ,0.4
24/04/14 10:00,0.004,0.013,0.043,2.06,0.13,0.021,SE ,2.6,0.002,0.009,0.049,0.018,ESE,0.9,0.001,0.011,0.048,0.022,SE ,1.8,0.003,0.017,0.036,0.021,0.003,0.008,0.017,0.041,0.016, E ,1.9,0.004,0.014,0.018,NW ,1.6,0.003,0.017,0.020,0.005,0.021,0.022,SE ,0.6
24/04/14 11:00,0.003,0.012,0.051,2.05,0.10,0.015,ESE,3.4,0.002,0.011,0.052,0.017,SE ,2.0,0.001,0.013,0.051,0.016,SE ,2.1,0.003,0.019,0.043,0.015,0.002,0.008,0.020,0.045,0.017, E ,2.3,0.005,0.014,0.014, S ,1.4,0.004,0.020,0.017,0.007,0.025,0.018,ESE,0.5
24/04/14 12:00,0.003,0.012,0.058,2.03,0.08,0.017,ESE,3.3,0.002,0.009,0.059,0.013,ESE,2.1,0.001,0.009,0.059,0.014,ESE,2.5,0.002,0.019,0.049,0.011,0.005,0.004,0.016,0.057,0.014,ENE,2.0,0.003,0.012,0.014, N ,1.5,0.004,0.021,0.013,0.005,0.025,0.018, S ,0.7
24/04/14 13:00,0.002,0.011,0.068,2.02,0.11,0.016,ESE,3.5,0.001,0.010,0.065,0.015,SSE,2.5,0.001,0.012,0.064,0.017, E ,1.5,0.002,0.024,0.054,0.016,0.007,0.002,0.015,0.071,0.016, E ,1.4,0.003,0.017,0.018,NW ,1.2,0.004,0.025,0.016,0.006,0.031,0.020,SSE,1.3
24/04/14 14:00,0.001,0.008,0.069,2.01,0.07,0.012,ESE,2.9,0.001,0.008,0.069,0.016,SE ,2.0,0.001,0.012,0.072,0.016,SE ,1.8,0.001,0.015,0.067,0.015,0.004,0.002,0.012,0.072,0.016,ENE,2.5,0.002,0.016,0.017, S ,1.8,0.002,0.015,0.015,0.002,0.016,0.015,SSE,1.8
24/04/14 15:00,0.001,0.010,0.073,2.01,0.08,0.019,SSE,2.7,0.001,0.010,0.072,0.016,SSE,1.3,0.001,0.011,0.077,0.017, S ,2.7,0.001,0.011,0.070,0.018,0.004,0.001,0.012,0.080,0.018, S ,2.0,0.002,0.015,0.017, S ,1.8,0.001,0.014,0.018,0.001,0.015,0.021,SSE,2.7
24/04/14 16:00,0.001,0.012,0.069,2.05,0.12,0.022,SSW,2.8,0.001,0.010,0.073,0.019, S ,2.3,0.001,0.010,0.069,0.018,SE ,2.4,0.001,0.014,0.061,0.021,0.004,0.003,0.025,0.062,0.021, S ,2.5,0.002,0.013,0.019, S ,2.3,0.002,0.017,0.020,0.001,0.014,0.020, S ,2.6
24/04/14 17:00,0.001,0.017,0.064,2.04,0.09,0.022,SSW,4.0,0.001,0.011,0.067,0.019,SSE,3.3,0.000,0.013,0.066,0.023, S ,3.0,0.001,0.013,0.062,0.022,0.004,0.002,0.026,0.058,0.019,SSW,2.4,0.002,0.018,0.018, S ,1.7,0.001,0.014,0.021,0.001,0.021,0.021, S ,3.0
24/04/14 18:00,0.000,0.011,0.061,2.03,0.10,0.017,SSW,3.8,0.000,0.010,0.062,0.020,SW ,4.2,0.000,0.009,0.064,0.019,SSW,2.1,0.001,0.010,0.057,0.016,0.003,0.001,0.022,0.052,0.016,SSW,3.9,0.002,0.013,0.017, S ,2.0,0.001,0.011,0.017,0.001,0.015,0.017, S ,3.8
