階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2000年9月,2001年4月,2001年5月,2001年6月,2001年7月,2001年8月,2001年9月,2001年9月上昇率（％）／前月比,2001年9月／前年同月比
5,88,428,被服及び履物／衣料／洋服／子供洋服,,26,95.8,101.4,101.4,100.2,98.8,89.6,91.4,2,-4.6
6,5191,429,被服及び履物／衣料／洋服／子供洋服／男児ズボン,,8,99.1,98.5,98.3,99.3,99.3,88.6,90.7,2.4,-8.5
6,5192,430,被服及び履物／衣料／洋服／子供洋服／女児スカート（夏物）,,7,80.9,110.1,110.8,105.5,99.9,78.2,77.1,-1.4,-4.7
6,5194,431,被服及び履物／衣料／洋服／子供洋服／女児スカート（冬物）,,8,103.8,98,98,98,98,98,102.5,4.6,-1.3
6,5193,432,被服及び履物／衣料／洋服／子供洋服／乳児服,,3,99.2,99.1,97.8,96.6,97,94.9,95.3,0.4,-3.9
2,89,433,被服及び履物／シャツ・セーター・下着類,,153,103.3,100.5,100.2,99.3,94.3,91.2,100.6,10.3,-2.6
3,90,434,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類,,106,104.6,100.6,100.3,99,91.9,87.3,101.1,15.8,-3.3
5,91,435,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／男子シャツ・セーター類,,33,106.6,101.9,101.6,100.9,95.1,88.5,102.8,16.2,-3.6
6,5202,436,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／男子シャツ・セーター類／ワイシャツ（長袖）,,8,100.6,99.2,99.9,99.9,90.9,85.6,96.5,12.7,-4.1
6,5203,437,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／男子シャツ・セーター類／ワイシャツ（半袖）,,4,98.9,98.9,100.5,103.3,90.9,73.7,92.1,25,-6.9
6,5211,438,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／男子シャツ・セーター類／スポーツシャツ（長袖）,,5,108.3,100.3,100.3,100.3,100.3,100.3,96.7,-3.6,-10.7
6,5212,439,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／男子シャツ・セーター類／スポーツシャツ（半袖）,,7,101.6,112.7,110,104.7,96.1,81.7,101,23.6,-0.6
6,5221,440,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／男子シャツ・セーター類／男子セーター,,8,119.8,97.5,97.5,97.5,97.5,97.5,120,23.1,0.2
5,92,441,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類,,65,103.9,99.9,99.6,98.1,90.1,86.8,101.3,16.7,-2.5
6,5231,442,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類／ブラウス（長袖）,,10,99,102.6,102.6,100,100,100,94.4,-5.6,-4.6
6,5232,443,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類／ブラウス（半袖）,,9,85.7,98.5,100.5,99.8,82.2,80,76,-5,-11.3
6,5233,444,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類／婦人Ｔシャツ（長袖）,,6,99.6,94.7,94.7,94.7,94.7,94.7,91.2,-3.7,-8.4
6,5234,445,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類／婦人Ｔシャツ（半袖）,,11,101.2,102.4,103.2,99.2,80.7,71.9,91.5,27.3,-9.6
6,5241,446,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類／婦人セーター（長袖）,,23,116.2,94.5,94.5,94.5,94.5,94.5,122.8,29.9,5.7
6,5242,447,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／婦人シャツ・セーター類／婦人セーター（半袖）,,6,101.4,119.6,111.5,108.1,80,62.5,96.3,54.1,-5
5,93,448,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／子供シャツ・セーター類,,9,102.5,101.3,100,99,92.8,87.5,93.1,6.4,-9.2
6,5243,449,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／子供シャツ・セーター類／子供Ｔシャツ（長袖）,,4,103.9,99.3,99.3,99.3,99.3,99.3,92.4,-6.9,-11.1
6,5244,450,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／子供シャツ・セーター類／子供Ｔシャツ（半袖）,,4,101,107,104,101.5,87.1,74.7,94.9,27,-6
6,5251,451,被服及び履物／シャツ・セーター・下着類／シャツ・セーター類／子供シャツ・セーター類／子供セーター,,1,102.9,90.1,90.1,90.1,90.1,90.1,90.1,0,-12.4
3,94,452,被服及び履物／シャツ・セーター・下着類／下着類,,47,100.2,100.1,100,100,99.8,99.8,99.3,-0.5,-0.9
5,95,453,被服及び履物／シャツ・セーター・下着類／下着類／男子下着類,,15,101,100.8,100.2,101.1,101.1,101.1,100.3,-0.8,-0.7
6,5303,454,被服及び履物／シャツ・セーター・下着類／下着類／男子下着類／男子シャツ（長袖）,,2,102.4,102.7,102.5,102.5,102.5,102.5,102.7,0.2,0.3
6,5301,455,被服及び履物／シャツ・セーター・下着類／下着類／男子下着類／男子シャツ（半袖）,,3,101.1,101.1,101.1,101.1,101.1,101.1,101.1,0,0
6,5311,456,被服及び履物／シャツ・セーター・下着類／下着類／男子下着類／男子ブリーフ,,3,101.9,101.9,101.9,101.9,101.9,101.9,101.9,0,0
6,5321,457,被服及び履物／シャツ・セーター・下着類／下着類／男子下着類／男子ズボン下,,2,101.6,101.6,101.6,101.4,101.4,101.4,101.6,0.2,0
6,5331,458,被服及び履物／シャツ・セーター・下着類／下着類／男子下着類／男子パジャマ,,4,99.3,98.3,96.6,99.5,99.5,99.5,96.7,-2.8,-2.6
5,96,459,被服及び履物／シャツ・セーター・下着類／下着類／婦人下着類,,27,99.7,99.9,99.9,99.5,99.5,99.5,98.7,-0.8,-1
6,5341,460,被服及び履物／シャツ・セーター・下着類／下着類／婦人下着類／ブラジャー,,9,100.9,100,99.6,98.6,98.6,99.2,97.4,-1.8,-3.5
6,5351,461,被服及び履物／シャツ・セーター・下着類／下着類／婦人下着類／婦人ショーツ,,10,99.9,100.3,100.8,100.8,100.8,100.8,100.8,0,0.9
6,5361,462,被服及び履物／シャツ・セーター・下着類／下着類／婦人下着類／スリップ,,7,97.7,98.9,98.9,98.9,98.9,97.8,97.3,-0.5,-0.4
5,97,463,被服及び履物／シャツ・セーター・下着類／下着類／子供下着類,,5,100.3,99.6,99.6,99.6,97.4,98.2,99.8,1.6,-0.5
6,5372,464,被服及び履物／シャツ・セーター・下着類／下着類／子供下着類／子供シャツ,,5,100.3,99.6,99.6,99.6,97.4,98.2,99.8,1.6,-0.5
2,98,465,被服及び履物／履物類,,60,100.4,100.9,100.9,101,100.3,100.3,100.7,0.4,0.3
6,5601,466,被服及び履物／履物類／男子靴,,14,100.8,99.5,99.5,99.9,98.4,98,99.5,1.5,-1.3
6,5611,467,被服及び履物／履物類／婦人靴,,28,100.6,103.1,103.1,103.1,102.1,102.1,102.2,0.1,1.6
6,5641,468,被服及び履物／履物類／子供靴,,3,98.2,96.7,96.7,96.7,97.6,97.6,100,2.5,1.8
6,5631,469,被服及び履物／履物類／運動靴（大人用）,,6,99.6,100,99.9,99.9,101.4,101.4,100.8,-0.6,1.2
6,5632,470,被服及び履物／履物類／運動靴（子供用）,,6,100.4,97.2,97.4,97.4,97,97,96.8,-0.2,-3.6
6,5671,471,被服及び履物／履物類／サンダル,,3,99.7,101.1,101.5,101.5,101.5,101.5,101.5,0,1.8
6,5651,472,被服及び履物／履物類／草履,,1,100,95.7,95.3,95.3,95.3,98.1,98.1,0,-1.9
2,99,473,被服及び履物／生地・他の被服類,,103,100.4,100.5,100.4,100.5,99.8,99.5,100.7,1.2,0.3
3,100,474,被服及び履物／生地・他の被服類／生地・糸類,,8,99.7,99.5,99.5,99.5,97.9,97.9,99.9,2,0.2
6,5432,475,被服及び履物／生地・他の被服類／生地・糸類／婦人服地,,3,99.7,99.7,99.7,99.7,99.7,99.7,100.4,0.7,0.7
6,5471,476,被服及び履物／生地・他の被服類／生地・糸類／背広服地,,3,100,101.1,101.1,101.1,97.1,97.1,101.2,4.2,1.2
6,5491,477,被服及び履物／生地・他の被服類／生地・糸類／毛糸,,2,99.3,96.1,96.1,96.1,96.1,96.1,96.1,0,-3.2
3,103,478,被服及び履物／生地・他の被服類／他の被服,,44,101.3,101.5,101.5,101.6,100.4,100.4,102.4,2,1.1
6,5501,479,被服及び履物／生地・他の被服類／他の被服／帽子,,6,101.2,102,102,102,102,102,102,0,0.8
6,5511,480,被服及び履物／生地・他の被服類／他の被服／ネクタイ,,4,102.2,102.2,102.2,102.2,97.7,100.8,97.8,-3,-4.3
6,5512,481,被服及び履物／生地・他の被服類／他の被服／ネクタイ（輸入品）,,2,99,94.6,94.6,96.7,96.4,96.4,95.4,-1,-3.6
6,5572,482,被服及び履物／生地・他の被服類／他の被服／マフラー,,5,        -,        -,        -,        -,111.9,111.9,119.2,6.5,17.7
6,5521,483,被服及び履物／生地・他の被服類／他の被服／男子靴下（夏物）,,5,100.4,101.7,101.7,100.5,99.4,98.2,96,-2.2,-4.4
6,5522,484,被服及び履物／生地・他の被服類／他の被服／男子靴下（冬物）,,5,104.6,100.4,100.4,100.4,100.4,100.4,112.7,12.3,7.7
6,5531,485,被服及び履物／生地・他の被服類／他の被服／婦人ストッキング,,5,100.6,99.2,99.2,99.2,98.7,98.7,98.7,0,-1.9
6,5541,486,被服及び履物／生地・他の被服類／他の被服／婦人ソックス,,6,100.5,99.1,99.1,99.9,95.5,95.5,97.4,2,-3.1
6,5571,487,被服及び履物／生地・他の被服類／他の被服／ベルト,,3,101,101,101,101,101,98.8,98.8,0,-2.2
6,5581,488,被服及び履物／生地・他の被服類／他の被服／子供タイツ,,3,100.9,95.5,95.5,95.5,95.5,95.5,95.5,0,-5.4
3,106,489,被服及び履物／生地・他の被服類／被服関連サービス,,51,99.8,99.7,99.7,99.7,99.6,99,99.4,0.4,-0.4
6,5701,490,被服及び履物／生地・他の被服類／被服関連サービス／仕立代,,3,100,100,100,100,98.4,98.4,100,1.6,0
6,5711,491,被服及び履物／生地・他の被服類／被服関連サービス／洗濯代（ワイシャツ）,,13,100,100.3,100.3,100.3,100.3,100.1,99.8,-0.3,-0.2
6,5712,492,被服及び履物／生地・他の被服類／被服関連サービス／洗濯代（背広服上下）,,29,99.7,99.6,99.6,99.5,99.5,98.6,99.3,0.7,-0.4
6,5721,493,被服及び履物／生地・他の被服類／被服関連サービス／履物修理代,,4,99.9,101.2,101.2,101.2,101.2,101.3,101.3,0,1.4
6,5731,494,被服及び履物／生地・他の被服類／被服関連サービス／被服賃借料,,3,        -,        -,        -,        -,96.4,95.2,95.2,0,-4.8
1,107,495,保健医療,,345,99.9,100.8,100.6,100.6,100.4,100.3,100.3,0,0.4
2,108,496,保健医療／医薬品・健康保持用摂取品,,101,99.6,98.9,98.6,98.7,98.8,98.6,98.5,-0.1,-1.1
6,6001,497,保健医療／医薬品・健康保持用摂取品／感冒薬,,11,99.6,98.1,98.1,98.1,98.1,97.9,97.9,0,-1.7
6,6002,498,保健医療／医薬品・健康保持用摂取品／解熱鎮痛剤,,4,99,100.8,100.8,100.8,100.8,99.9,100.1,0.2,1.1
6,6012,499,保健医療／医薬品・健康保持用摂取品／胃腸薬,,8,100.3,99.2,97.4,98.3,98.3,98.3,98.5,0.2,-1.8
6,6021,500,保健医療／医薬品・健康保持用摂取品／ビタミン剤Ａ,,15,99.9,99.8,99.8,99.8,100.1,100.1,100.1,0,0.2
6,6022,501,保健医療／医薬品・健康保持用摂取品／ビタミン剤Ｂ,,15,99.6,99.1,99.1,99.1,99.1,98.6,98.1,-0.5,-1.5
6,6031,502,保健医療／医薬品・健康保持用摂取品／ドリンク剤,,13,99.4,99.4,99.4,99.4,99.4,99.4,99.4,0,0
6,6051,503,保健医療／医薬品・健康保持用摂取品／皮膚病薬,,4,99.9,100.1,100.1,100.1,100.1,98.5,99,0.5,-0.9
6,6061,504,保健医療／医薬品・健康保持用摂取品／はり薬,,5,99.3,99.3,99.3,99.3,99.3,99.3,99.3,0,0
6,6062,505,保健医療／医薬品・健康保持用摂取品／目薬,,5,        -,        -,        -,        -,92.7,92.7,91.3,-1.5,-6.2
6,6071,506,保健医療／医薬品・健康保持用摂取品／口中剤,,5,100.3,100.3,100.3,100.3,100.3,100.3,100.3,0,0
6,6091,507,保健医療／医薬品・健康保持用摂取品／漢方薬,,19,100,98.6,98,98,98,98,98,0,-2
2,109,508,保健医療／保健医療用品・器具,,68,99.3,98.5,98.2,97.8,97,96.7,96.7,0,-2.6
6,6141,509,保健医療／保健医療用品・器具／紙おむつ,,8,99.5,91.3,92.1,91.2,91.9,88.5,89,0.6,-10.6
6,6101,510,保健医療／保健医療用品・器具／生理用紙綿,,7,100.7,99,96,95.5,93,91.2,90,-1.3,-10.6
6,6095,511,保健医療／保健医療用品・器具／浴用剤,,3,98.6,102.1,100.2,102.3,98.7,102,103.4,1.4,4.9
6,6181,512,保健医療／保健医療用品・器具／コンタクトレンズ用剤,,4,98.3,98.3,98.3,98.4,98.4,98.4,97.5,-0.9,-0.8
6,6121,513,保健医療／保健医療用品・器具／眼鏡,,25,98.9,98.9,98.9,98.6,98.6,98.6,98.6,0,-0.3
6,6161,514,保健医療／保健医療用品・器具／コンタクトレンズ,,7,99.8,99.6,99.6,99.6,99,99,100.3,1.3,0.5
6,4393,515,保健医療／保健医療用品・器具／ヘルスメーター,,6,99.4,101.2,101.2,97.1,92.7,94.8,94,-0.8,-5.4
6,6131,516,保健医療／保健医療用品・器具／体温計,,5,99.8,100.6,100.6,102,102,102,102,0,2.2
6,6171,517,保健医療／保健医療用品・器具／血圧計,,2,98.2,97.7,97.2,97.2,97.2,97.2,97.2,0,-1
2,110,518,保健医療／保健医療サービス,,175,100.3,102.7,102.7,102.7,102.7,102.7,102.7,0,2.4
6,6200,519,保健医療／保健医療サービス／診療代,,143,100.2,103.1,103.1,103.1,103.1,103.1,103.1,0,2.9
6,6211,520,保健医療／保健医療サービス／出産入院料（国立）,,9,101.6,101.6,101.6,101.6,101.6,101.6,101.6,0,0
6,6212,521,保健医療／保健医療サービス／出産入院料（公立）,,13,101.4,101.4,101.4,101.4,101.4,101.4,101.4,0,0
6,6221,522,保健医療／保健医療サービス／マッサージ料金,,8,100,100,100,100,100,100,100,0,0
6,6222,523,保健医療／保健医療サービス／人間ドック受診料,,3,        -,        -,        -,        -,100,100,100,0,0
1,111,524,交通・通信,,1023,99.9,98.8,98.7,98.6,98.9,99.6,98.6,-1,-1.3
3,112,525,交通・通信／交通,,354,100,99.7,99.8,99.7,100.6,102.7,100,-2.6,0
6,7026,526,交通・通信／交通／鉄道運賃（JR）,,84,99.6,100.2,100.1,99.6,100.2,100.7,99.6,-1.1,0
7,7527,527,"交通・通信／交通／鉄道運賃（JR）／普通運賃（JR,在来線）",,25,        -,        -,        -,        -,100,100,100,0,0
7,7529,528,"交通・通信／交通／鉄道運賃（JR）／普通運賃（JR,新幹線）",,25,        -,        -,        -,        -,100,100,100,0,0
7,7528,529,"交通・通信／交通／鉄道運賃（JR）／料金（JR,在来線）",,8,        -,        -,        -,        -,101.7,104.8,97.6,-6.9,0
7,7530,530,"交通・通信／交通／鉄道運賃（JR）／料金（JR,新幹線）",,8,        -,        -,        -,        -,100.8,102.3,98.8,-3.4,0
7,7029,531,交通・通信／交通／鉄道運賃（JR）／通学定期（JR）,,5,100,100,100,100,100,100,100,0,0
7,7030,532,交通・通信／交通／鉄道運賃（JR）／通勤定期（JR）,,13,100,100,100,100,100,100,100,0,0
6,7007,533,交通・通信／交通／鉄道運賃（JR以外）,,141,100,100,100,100,100,100,100,0,0
7,7008,534,交通・通信／交通／鉄道運賃（JR以外）／普通運賃（JR以外）,,91,100,100,100,100,100,100,100,0,0
7,7009,535,交通・通信／交通／鉄道運賃（JR以外）／通学定期（JR以外）,,9,100,100,100,100,100,100,100,0,0
7,7010,536,交通・通信／交通／鉄道運賃（JR以外）／通勤定期（JR以外）,,41,100,100,100,100,100,100,100,0,0
6,7050,537,交通・通信／交通／バス代,,22,100,100,100,100,100,100,100,0,0
6,7060,538,交通・通信／交通／タクシー代,,35,100,100,100,100,100,100,100,0,0
6,7070,539,交通・通信／交通／航空運賃,,37,101.2,96.3,97.8,98,105.3,123.9,100.7,-18.7,-0.5
6,7360,540,交通・通信／交通／有料道路料金,,34,100,100,100,100,100,100,100,0,0
7,7363,541,交通・通信／交通／有料道路料金／高速自動車国道料金,,19,        -,        -,        -,        -,100,100,100,0,0
7,7364,542,交通・通信／交通／有料道路料金／都市高速道路料金,,15,        -,        -,        -,        -,100,100,100,0,0
3,113,543,交通・通信／自動車等関係費,,408,100.1,101,101.1,101.3,101.2,101.2,101.1,-0.1,1
5,114,544,交通・通信／自動車等関係費／自動車,,75,100,99.7,99.5,99.4,99.4,99.4,99.4,0,-0.6
6,7105,545,交通・通信／自動車等関係費／自動車／軽乗用車,,15,100,99.8,99.8,99.4,99.4,99.4,99.4,0,-0.6
6,7106,546,交通・通信／自動車等関係費／自動車／小型乗用車Ａ,,15,100,99.8,99.1,99.1,99.1,99.1,99.1,0,-0.9
6,7107,547,交通・通信／自動車等関係費／自動車／小型乗用車Ｂ,,19,100,100,100,100,100,100,100,0,0
6,7110,548,交通・通信／自動車等関係費／自動車／小型乗用車（輸入品）,,4,100.1,100,100,99.4,99.4,99.4,99.4,0,-0.7
6,7113,549,交通・通信／自動車等関係費／自動車／普通乗用車,,15,100,100,99.7,99.7,99.7,99.7,99.7,0,-0.3
6,7115,550,交通・通信／自動車等関係費／自動車／普通乗用車（輸入品）,,7,99.9,97.7,97.7,97.7,97.7,97.7,97.7,0,-2.2
5,115,551,交通・通信／自動車等関係費／自転車,,10,99.6,98,97.8,97.8,97,97.2,97.2,0,-2.4
6,7201,552,交通・通信／自動車等関係費／自転車／自転車,,10,99.6,98,97.8,97.8,97,97.2,97.2,0,-2.4
5,116,553,交通・通信／自動車等関係費／自動車等維持,,324,100.1,101.4,101.5,101.8,101.7,101.7,101.6,-0.1,1.5
6,7301,554,交通・通信／自動車等関係費／自動車等維持／ガソリン（レギュラー）,,50,100.2,103.4,102.6,102.4,102.5,102.3,102.2,-0.1,2
6,7302,555,交通・通信／自動車等関係費／自動車等維持／ガソリン（プレミアム）,,12,100.2,103.5,102.7,102.5,102.5,102.3,102.2,-0.1,2
6,7311,556,交通・通信／自動車等関係費／自動車等維持／自動車タイヤ,,8,99.8,98.9,98.9,98.9,97.9,97.9,97.9,0,-1.9
6,7322,557,交通・通信／自動車等関係費／自動車等維持／自動車ワックス,,12,100,100.2,100.2,95.4,99.4,99.4,99.4,0,-0.6
6,7331,558,交通・通信／自動車等関係費／自動車等維持／自動車整備費（定期点検）,,15,99.6,99.6,99.6,99.6,97.7,97.7,97.7,0,-1.9
6,7332,559,交通・通信／自動車等関係費／自動車等維持／自動車整備費（マフラー交換）,,1,99.8,103.8,103.8,103.8,103.8,103.8,103.8,0,4
6,7335,560,交通・通信／自動車等関係費／自動車等維持／自動車整備費（パンク修理）,,1,99.9,101.4,101.4,101.4,101.4,101.4,101.4,0,1.5
6,7341,561,交通・通信／自動車等関係費／自動車等維持／自動車オイル交換料,,4,101.2,101.2,101.2,101.2,99.3,99.3,99.3,0,-1.9
6,7342,562,交通・通信／自動車等関係費／自動車等維持／車庫借料,,108,100.3,100.3,101,101,100.3,100.3,100.3,0,0
6,7343,563,交通・通信／自動車等関係費／自動車等維持／駐車料金,,12,100,100,100,100,100,100,100,0,0
6,7351,564,交通・通信／自動車等関係費／自動車等維持／自動車免許手数料,,2,100.6,100.6,100.6,100.6,100.6,100.6,100.6,0,0
6,7344,565,交通・通信／自動車等関係費／自動車等維持／レンタカー料金,,8,        -,        -,        -,        -,101.9,103.6,99.3,-4.2,0
6,7370,566,交通・通信／自動車等関係費／自動車等維持／自動車保険料（自賠責）,,13,100,100,100,100,100,100,100,0,0
6,7390,567,交通・通信／自動車等関係費／自動車等維持／自動車保険料（任意）,,78,99.9,102.8,102.8,105.1,105.1,105.1,105.1,0,5.2
3,117,568,交通・通信／通信,,261,99.6,94.3,93.5,92.9,92.9,92.8,92.8,0,-6.8
6,7400,569,交通・通信／通信／郵便料,,17,100,100,100,100,100,100,100,0,0
7,7401,570,交通・通信／通信／郵便料／はがき,,9,100,100,100,100,100,100,100,0,0
7,7402,571,交通・通信／通信／郵便料／封書,,4,100,100,100,100,100,100,100,0,0
7,7403,572,交通・通信／通信／郵便料／速達,,1,100,100,100,100,100,100,100,0,0
7,7404,573,交通・通信／通信／郵便料／書留,,1,100,100,100,100,100,100,100,0,0
7,7405,574,交通・通信／通信／郵便料／小包,,2,100,100,100,100,100,100,100,0,0
6,7410,575,交通・通信／通信／固定電話通信料,,159,99.8,92.3,91.1,91.1,91.1,91.1,91.1,0,-8.7
6,7430,576,交通・通信／通信／移動電話通信料,,58,        -,        -,        -,        -,95.7,95.7,95.7,0,-3.4
6,7433,577,交通・通信／通信／運送料,,18,100,100,100,100,100,100,100,0,0
6,7441,578,交通・通信／通信／通信機器,,9,96.4,86.7,85,80.6,79.2,77.5,77,-0.6,-20.1
1,118,579,教育,,482,100.2,101,101,101,101,101,101,0,0.8
3,119,580,教育／授業料等,,352,100.3,101.9,101.9,101.9,101.9,101.9,101.9,0,1.6
6,8001,581,教育／授業料等／ＰＴＡ会費（小学校）,,11,100,100.9,100.9,100.9,100.9,100.9,100.9,0,0.9
6,8002,582,教育／授業料等／ＰＴＡ会費（中学校）,,11,100.4,106.2,106.2,106.2,106.2,106.2,106.2,0,5.8
6,8010,583,教育／授業料等／私立中学校授業料,,39,100.4,101.8,101.8,101.8,101.8,101.8,101.8,0,1.4
6,8020,584,教育／授業料等／公立高校授業料,,20,100.3,102,102,102,102,102,102,0,1.7
6,8030,585,教育／授業料等／私立高校授業料,,67,100.3,101.6,101.6,101.6,101.6,101.6,101.6,0,1.3
6,8040,586,教育／授業料等／国立大学授業料,,7,100.4,101.7,101.7,101.7,101.7,101.7,101.7,0,1.3
6,8060,587,教育／授業料等／私立大学授業料,,134,100.3,102.2,102.2,102.2,102.2,102.2,102.2,0,1.9
6,8070,588,教育／授業料等／私立短期大学授業料,,27,100.1,100.3,100.3,100.3,100.3,100.3,100.3,0,0.2
6,8080,589,教育／授業料等／公立幼稚園保育料,,1,100.9,104.2,104.2,104.2,104.2,104.2,104.2,0,3.3
6,8090,590,教育／授業料等／私立幼稚園保育料,,35,100.2,101.8,101.8,101.8,101.8,101.8,101.8,0,1.6
3,120,591,教育／教科書・学習参考教材,,8,100.1,101.7,101.7,101.7,101.7,101.7,101.7,0,1.6
6,8110,592,教育／教科書・学習参考教材／教科書,,3,100.3,102,102,102,102,102,102,0,1.7
6,8100,593,教育／教科書・学習参考教材／学習参考教材,,5,100,101.5,101.5,101.5,101.5,101.5,101.5,0,1.5
3,121,594,教育／補習教育,,122,100.1,98.4,98.4,98.4,98.4,98.4,98.4,0,-1.7
6,8201,595,教育／補習教育／補習教育,,122,100.1,98.4,98.4,98.4,98.4,98.4,98.4,0,-1.7
1,122,596,教養娯楽,,1141,99.8,97.6,98,97.3,97.6,100,97.1,-2.9,-2.7
3,123,597,教養娯楽／教養娯楽用耐久財,,117,94.1,81.3,79.4,77.2,75.6,74.6,73.6,-1.3,-21.8
6,9012,598,教養娯楽／教養娯楽用耐久財／テレビ,,22,96.5,87,85.7,83.7,83,81.2,81.2,0,-15.9
6,9021,599,教養娯楽／教養娯楽用耐久財／ステレオセット,,3,95.7,90.9,89.5,89.1,87.1,85.9,85.2,-0.8,-11
6,9033,600,教養娯楽／教養娯楽用耐久財／携帯オーディオ機器,,2,        -,        -,        -,        -,88.5,87.6,86.8,-0.9,-7.5
6,9032,601,教養娯楽／教養娯楽用耐久財／ビデオテープレコーダ,,4,99.2,88.8,89.3,89.3,88.1,84.1,84.2,0.1,-15.1
6,9078,602,教養娯楽／教養娯楽用耐久財／パソコン（デスクトップ型）,,28,        -,        -,        -,        -,61.5,60.1,58.2,-3.2,-35.8
6,9079,603,教養娯楽／教養娯楽用耐久財／パソコン（ノート型）,,28,        -,        -,        -,        -,59,59.2,57.3,-3.2,-36
6,9075,604,教養娯楽／教養娯楽用耐久財／ワープロ,,1,97.8,94,94,94,94,92.8,91.9,-1,-6
6,9041,605,教養娯楽／教養娯楽用耐久財／カメラ,,6,99.1,93.8,93.8,92,90.9,89.3,88.8,-0.6,-10.4
6,9042,606,教養娯楽／教養娯楽用耐久財／ビデオカメラ,,7,97,91.3,90.8,89.6,84.6,82.3,82.1,-0.2,-15.4
6,9051,607,教養娯楽／教養娯楽用耐久財／ピアノ,,1,100,100,100,100,100,100,100,0,0
6,9054,608,教養娯楽／教養娯楽用耐久財／電子オルガン,,4,100,100,100,100,100,100,100,0,0
6,9061,609,教養娯楽／教養娯楽用耐久財／学習机,,4,100,102.2,102.2,102.2,102.2,102.2,102.2,0,2.2
6,9091,610,教養娯楽／教養娯楽用耐久財／テレビ修理代,,6,100,100,100,100,100,100,100,0,0
3,128,611,教養娯楽／教養娯楽用品,,219,99.7,100.1,100.5,99.1,98.8,99.2,98.5,-0.7,-1.2
4,129,612,教養娯楽／教養娯楽用品／文房具,,29,100.1,100.4,100.4,99.9,99.9,100,99.5,-0.5,-0.6
6,9111,613,教養娯楽／教養娯楽用品／文房具／ボールペン,,2,100.5,100.1,100.1,100.1,100.1,100.1,100.1,0,-0.4
6,9112,614,教養娯楽／教養娯楽用品／文房具／鉛筆,,1,100.2,99.8,99.8,99.8,99.8,99.4,99.8,0.4,-0.4
6,9115,615,教養娯楽／教養娯楽用品／文房具／マーキングペン,,2,        -,        -,        -,        -,99.9,99.9,99.9,0,-0.4
6,9121,616,教養娯楽／教養娯楽用品／文房具／ノートブック,,6,100.3,100,100,100,100,100,100,0,-0.3
6,9123,617,教養娯楽／教養娯楽用品／文房具／アルバム,,6,100,100,100,100,100,101.1,101.1,0,1.1
6,9127,618,教養娯楽／教養娯楽用品／文房具／ＯＡ用紙,,3,        -,        -,        -,        -,99.1,97.4,92.7,-4.8,-7.5
6,9124,619,教養娯楽／教養娯楽用品／文房具／セロハン粘着テープ,,2,100,99.6,99.6,99.6,99.6,99.6,99.6,0,-0.4
6,9125,620,教養娯楽／教養娯楽用品／文房具／筆入れ,,7,99.9,102.3,102.3,100.3,100.3,100.3,100.3,0,0.4
4,130,621,教養娯楽／教養娯楽用品／運動用具,,50,100.3,100.4,100,99.3,99,98.5,97.6,-0.9,-2.7
6,9142,622,教養娯楽／教養娯楽用品／運動用具／ゴルフクラブ,,5,100.6,98.9,95.7,94.5,96.3,96.3,93.3,-3.1,-7.3
6,9134,623,教養娯楽／教養娯楽用品／運動用具／サッカーボール,,2,        -,        -,        -,        -,97.4,95.2,94.3,-0.9,-5.8
6,9141,624,教養娯楽／教養娯楽用品／運動用具／グローブ,,1,100.7,96.9,96.4,96.4,96.4,97,96.6,-0.4,-4.1
6,9143,625,教養娯楽／教養娯楽用品／運動用具／テニスラケット,,1,101.3,101.3,101.3,101.3,101.3,103.8,103.5,-0.3,2.2
6,9148,626,教養娯楽／教養娯楽用品／運動用具／テニスラケット（輸入品）,,2,101,103.3,103.3,103.2,103.2,103.2,103.1,-0.1,2.1
6,9144,627,教養娯楽／教養娯楽用品／運動用具／釣ざお,,4,102.6,100.4,100.8,100.8,100.2,100.2,100.4,0.2,-2.1
6,9145,628,教養娯楽／教養娯楽用品／運動用具／トレーニングパンツ,,31,99.8,100.5,100.5,99.7,99.7,98.9,98.1,-0.8,-1.7
6,9149,629,教養娯楽／教養娯楽用品／運動用具／水着,,4,        -,        -,        -,        -,95.8,96.3,95.4,-0.9,-5.8
