データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(kt-CO2)	灯油(kt-CO2)	軽油(kt-CO2)	A重油(kt-CO2)	B重油(kt-CO2)	C重油(kt-CO2)	ジェット燃料(kt-CO2)	LPG等(kt-CO2)	石油系炭化水素ガス(kt-CO2)	オイルコークス(kt-CO2)	石炭(kt-CO2)	石炭コークス(kt-CO2)	天然ガス(kt-CO2)	LNG(kt-CO2)	都市ガス(kt-CO2)	廃棄物(kt-CO2)	購入電力(kt-CO2)
21993010417	1993	産業部門	製造業	金属製品	0	14	2	40	0	0	0	10	0	0	0	0	0	3	68	0	177
21993010418	1993	産業部門	製造業	一般機械器具	1	15	1	17	0	0	0	3	0	0	0	0	0	0	24	0	173
21993010419	1993	産業部門	製造業	電気機械器具	1	11	1	41	0	0	0	8	0	0	0	0	0	8	28	0	370
21993010420	1993	産業部門	製造業	輸送用機械器具	11	12	13	72	0	0	0	32	0	0	0	12	0	0	99	0	196
21993010421	1993	産業部門	製造業	精密機械器具	0	2	0	10	0	0	0	0	0	0	0	0	0	0	8	0	76
21993010422	1993	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
21993010423	1993	産業部門	製造業	その他の製造業	0	2	0	19	0	0	0	1	0	0	0	0	0	0	2	0	37
21993020101	1993	家庭部門	家庭	家庭	0	1107	0	0	0	0	0	707	0	0	0	0	0	0	4061	0	6612
21993030101	1993	業務部門	業務	事務所ビル	0	305	0	536	0	0	0	0	0	0	0	0	0	0	912	0	8143
21993030102	1993	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	249
21993030103	1993	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21993030104	1993	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	581
21993030105	1993	業務部門	業務	飲食店	0	46	0	20	0	0	0	28	0	0	0	0	0	0	386	0	965
21993030106	1993	業務部門	業務	ホテル・旅館等	0	52	0	79	0	0	0	0	0	0	0	0	0	0	178	0	428
21993030107	1993	業務部門	業務	学校	0	95	0	149	0	0	0	2	0	0	0	0	0	0	243	0	808
21993030108	1993	業務部門	業務	病院・医療施設等	0	27	0	179	0	0	0	0	0	0	0	0	0	0	217	0	608
21993030109	1993	業務部門	業務	その他のサービス業	0	22	0	70	0	0	0	159	0	0	0	0	0	0	483	0	1713
21993040101	1993	運輸部門	自動車	自動車	8811	0	4932	0	0	0	0	1035	0	0	0	0	0	0	0	0	0
21993040201	1993	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1565
21993040301	1993	運輸部門	船舶	船舶	0	0	19	50	4	167	0	0	0	0	0	0	0	0	0	0	0
21993040401	1993	運輸部門	航空	航空	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
21993919191	1993	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0
21993919291	1993	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0
21994010101	1994	産業部門	農業・水産業	農業・水産業	0	104	0	63	0	0	0	0	0	0	0	0	0	0	0	0	4
21994010201	1994	産業部門	鉱業	鉱業	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	23
21994010301	1994	産業部門	建設業	建設業	0	305	1143	190	0	2	0	0	0	0	0	0	0	0	0	0	87
21994010401	1994	産業部門	製造業	食料品	0	7	0	108	1	1	0	15	0	0	0	0	0	0	261	0	244
21994010402	1994	産業部門	製造業	飲料・飼料・たばこ	0	0	0	25	0	0	0	0	0	0	0	0	0	0	46	0	44
21994010403	1994	産業部門	製造業	繊維工業	0	0	0	38	0	0	0	2	0	0	0	0	0	0	42	0	16
21994010404	1994	産業部門	製造業	衣服・その他の繊維	0	3	2	11	0	0	0	0	0	0	0	0	0	0	6	0	27
21994010405	1994	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35
21994010406	1994	産業部門	製造業	家具・装備品	0	2	1	1	0	0	0	5	0	0	0	0	0	0	2	0	15
21994010407	1994	産業部門	製造業	パルプ紙紙加工	0	2	0	41	0	521	0	1	0	0	0	0	0	0	143	0	181
21994010408	1994	産業部門	製造業	出版・印刷・同関連	1	4	0	24	0	0	0	14	0	0	0	0	0	0	164	0	569
21994010409	1994	産業部門	製造業	化学工業	0	4	0	41	0	52	0	0	0	0	0	0	0	0	159	0	138
21994010410	1994	産業部門	製造業	石油製品・石炭製品	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
21994010411	1994	産業部門	製造業	プラスティック製品	0	6	0	37	0	0	0	4	0	0	0	0	0	0	9	0	132
21994010412	1994	産業部門	製造業	ゴム製品	0	1	1	71	0	0	0	3	0	0	0	0	0	0	2	0	84
21994010413	1994	産業部門	製造業	なめし革・同製品	0	4	0	24	0	0	0	0	0	0	0	0	0	0	1	0	21
21994010414	1994	産業部門	製造業	窯業・土石製品	0	4	23	151	0	50	0	21	0	3	0	74	0	0	166	0	177
21994010415	1994	産業部門	製造業	鉄鋼業	0	19	3	74	0	0	0	3	0	0	0	0	0	76	71	0	391
21994010416	1994	産業部門	製造業	非鉄金属	0	1	0	4	0	0	0	3	0	0	0	0	0	0	19	0	34
21994010417	1994	産業部門	製造業	金属製品	1	16	2	47	0	0	0	11	0	0	0	0	0	0	67	0	226
21994010418	1994	産業部門	製造業	一般機械器具	1	13	1	16	0	0	0	5	0	0	0	0	0	0	14	0	177
21994010419	1994	産業部門	製造業	電気機械器具	1	9	0	38	0	0	0	8	0	0	0	0	0	9	27	0	409
21994010420	1994	産業部門	製造業	輸送用機械器具	11	13	13	72	0	0	0	32	0	0	0	14	0	0	87	0	220
21994010421	1994	産業部門	製造業	精密機械器具	0	2	0	8	0	0	0	0	0	0	0	0	0	0	8	0	86
21994010422	1994	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
21994010423	1994	産業部門	製造業	その他の製造業	1	2	0	21	0	0	0	1	0	0	0	0	0	0	5	0	39
21994020101	1994	家庭部門	家庭	家庭	0	955	0	0	0	0	0	557	0	0	0	0	0	0	3812	0	7429
21994030101	1994	業務部門	業務	事務所ビル	0	278	0	488	0	0	0	0	0	0	0	0	0	0	1066	0	9227
21994030102	1994	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	45	0	269
21994030103	1994	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21994030104	1994	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	606
21994030105	1994	業務部門	業務	飲食店	0	50	0	21	0	0	0	29	0	0	0	0	0	0	399	0	1056
21994030106	1994	業務部門	業務	ホテル・旅館等	0	57	0	86	0	0	0	0	0	0	0	0	0	0	212	0	527
21994030107	1994	業務部門	業務	学校	0	92	0	147	0	0	0	2	0	0	0	0	0	0	245	0	874
21994030108	1994	業務部門	業務	病院・医療施設等	0	27	0	179	0	0	0	0	0	0	0	0	0	0	217	0	660
21994030109	1994	業務部門	業務	その他のサービス業	0	23	0	72	0	0	0	161	0	0	0	0	0	0	519	0	1899
21994040101	1994	運輸部門	自動車	自動車	9134	0	5038	0	0	0	0	983	0	0	0	0	0	0	0	0	0
21994040201	1994	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1635
21994040301	1994	運輸部門	船舶	船舶	0	0	21	48	4	158	0	0	0	0	0	0	0	0	0	0	0
21994040401	1994	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
21994919191	1994	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	0
21994919291	1994	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0
21995010101	1995	産業部門	農業・水産業	農業・水産業	0	107	0	57	0	0	0	0	0	0	0	0	0	0	0	0	4
21995010201	1995	産業部門	鉱業	鉱業	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	23
21995010301	1995	産業部門	建設業	建設業	0	303	1019	167	0	2	0	0	0	0	0	0	0	0	0	0	80
21995010401	1995	産業部門	製造業	食料品	0	63	2	102	0	0	0	35	0	0	0	0	0	0	266	0	239
21995010402	1995	産業部門	製造業	飲料・飼料・たばこ	0	0	0	29	0	0	0	0	0	0	0	0	0	0	57	0	44
21995010403	1995	産業部門	製造業	繊維工業	0	0	0	20	0	0	0	1	0	0	0	0	0	0	21	0	6
21995010404	1995	産業部門	製造業	衣服・その他の繊維	0	2	0	8	0	0	0	0	0	0	0	0	0	0	3	0	19
21995010405	1995	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32
21995010406	1995	産業部門	製造業	家具・装備品	0	1	2	1	0	0	0	6	0	0	0	0	0	0	3	0	13
21995010407	1995	産業部門	製造業	パルプ紙紙加工	0	2	0	33	0	525	0	1	0	0	0	0	0	0	162	0	170
21995010408	1995	産業部門	製造業	出版・印刷・同関連	1	4	0	18	0	0	0	11	0	0	0	0	0	0	149	0	468
21995010409	1995	産業部門	製造業	化学工業	0	5	0	38	0	44	0	8	0	0	0	0	0	0	178	0	130
21995010410	1995	産業部門	製造業	石油製品・石炭製品	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	3
21995010411	1995	産業部門	製造業	プラスティック製品	0	7	0	34	0	0	0	1	0	0	0	0	0	0	10	0	115
21995010412	1995	産業部門	製造業	ゴム製品	0	2	1	67	0	0	0	3	0	0	0	0	0	0	3	0	88
21995010413	1995	産業部門	製造業	なめし革・同製品	0	1	0	21	0	0	0	0	0	0	0	0	0	0	1	0	21
21995010414	1995	産業部門	製造業	窯業・土石製品	0	3	23	152	0	17	0	30	0	14	0	76	0	0	158	0	165
21995010415	1995	産業部門	製造業	鉄鋼業	0	15	1	62	0	0	0	2	0	0	0	1	0	50	83	0	328
21995010416	1995	産業部門	製造業	非鉄金属	0	1	0	3	0	0	0	3	0	0	0	0	0	0	17	0	32
21995010417	1995	産業部門	製造業	金属製品	0	12	1	33	0	0	0	9	0	0	0	0	0	0	62	0	166
21995010418	1995	産業部門	製造業	一般機械器具	1	12	1	15	0	0	0	4	0	0	0	0	0	0	17	0	173
21995010419	1995	産業部門	製造業	電気機械器具	1	9	0	37	0	0	0	8	0	0	0	0	0	10	28	0	384
21995010420	1995	産業部門	製造業	輸送用機械器具	9	12	17	59	0	0	0	29	0	0	0	14	0	0	103	0	211
21995010421	1995	産業部門	製造業	精密機械器具	0	3	0	4	0	0	0	0	0	0	0	0	0	0	10	0	82
21995010422	1995	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
21995010423	1995	産業部門	製造業	その他の製造業	1	1	0	18	0	0	0	1	0	0	0	0	0	0	5	0	40
21995020101	1995	家庭部門	家庭	家庭	0	994	0	0	0	0	0	564	0	0	0	0	0	0	4017	0	7228
21995030101	1995	業務部門	業務	事務所ビル	0	242	0	426	0	0	0	0	0	0	0	0	0	0	1157	0	9094
21995030102	1995	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	48	0	256
21995030103	1995	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21995030104	1995	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	596
21995030105	1995	業務部門	業務	飲食店	0	52	0	22	0	0	0	30	0	0	0	0	0	0	420	0	1015
21995030106	1995	業務部門	業務	ホテル・旅館等	0	53	0	80	0	0	0	0	0	0	0	0	0	0	216	0	472
21995030107	1995	業務部門	業務	学校	0	93	0	148	0	0	0	2	0	0	0	0	0	0	245	0	865
21995030108	1995	業務部門	業務	病院・医療施設等	0	26	0	169	0	0	0	0	0	0	0	0	0	0	228	0	600
21995030109	1995	業務部門	業務	その他のサービス業	0	24	0	74	0	0	0	168	0	0	0	0	0	0	559	0	1811
21995040101	1995	運輸部門	自動車	自動車	9098	0	5026	0	0	0	0	982	0	0	0	0	0	0	0	0	0
21995040201	1995	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544
21995040301	1995	運輸部門	船舶	船舶	0	0	21	45	3	162	0	0	0	0	0	0	0	0	0	0	0
21995040401	1995	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
21995919191	1995	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0
21995919291	1995	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0
21996010101	1996	産業部門	農業・水産業	農業・水産業	0	104	0	55	0	0	0	0	0	0	0	0	0	0	0	0	3
21996010201	1996	産業部門	鉱業	鉱業	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	20
21996010301	1996	産業部門	建設業	建設業	0	297	941	157	0	1	0	0	0	0	0	0	0	0	0	0	76
21996010401	1996	産業部門	製造業	食料品	0	6	0	75	0	1	0	94	0	0	0	0	0	0	267	0	220
21996010402	1996	産業部門	製造業	飲料・飼料・たばこ	0	0	0	28	0	0	0	0	0	0	0	0	0	0	71	0	40
21996010403	1996	産業部門	製造業	繊維工業	0	0	0	19	0	0	0	1	0	0	0	0	0	0	24	0	7
21996010404	1996	産業部門	製造業	衣服・その他の繊維	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	16
21996010405	1996	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31
21996010406	1996	産業部門	製造業	家具・装備品	0	1	2	1	0	0	0	5	0	0	0	0	0	0	3	0	12
21996010407	1996	産業部門	製造業	パルプ紙紙加工	0	2	0	34	0	520	0	1	0	0	0	0	0	0	153	0	179
21996010408	1996	産業部門	製造業	出版・印刷・同関連	2	3	0	17	0	0	0	9	0	0	0	0	0	0	109	0	418
21996010409	1996	産業部門	製造業	化学工業	0	5	0	35	0	39	0	5	0	0	0	0	0	0	163	0	126
21996010410	1996	産業部門	製造業	石油製品・石炭製品	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	3
21996010411	1996	産業部門	製造業	プラスティック製品	0	2	0	32	0	0	0	1	0	0	0	0	0	0	6	0	110
21996010412	1996	産業部門	製造業	ゴム製品	0	2	1	35	0	0	0	4	0	0	0	0	0	0	70	0	67
21996010413	1996	産業部門	製造業	なめし革・同製品	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	19
21996010414	1996	産業部門	製造業	窯業・土石製品	0	4	29	137	0	20	0	33	0	0	0	86	0	0	155	0	168
21996010415	1996	産業部門	製造業	鉄鋼業	0	6	1	42	0	0	0	3	0	0	0	0	0	22	71	0	220
21996010416	1996	産業部門	製造業	非鉄金属	0	1	0	3	0	0	0	3	0	0	0	0	0	0	14	0	32
21996010417	1996	産業部門	製造業	金属製品	0	15	1	30	0	0	0	6	0	0	0	0	0	0	50	0	155
21996010418	1996	産業部門	製造業	一般機械器具	1	11	1	1	0	0	0	4	0	0	0	0	0	0	22	0	148
21996010419	1996	産業部門	製造業	電気機械器具	1	7	1	36	0	0	0	9	0	0	0	0	0	10	32	0	367
21996010420	1996	産業部門	製造業	輸送用機械器具	24	39	15	53	0	0	0	25	0	0	0	15	0	0	134	0	214
21996010421	1996	産業部門	製造業	精密機械器具	0	2	0	1	0	0	0	0	0	0	0	0	0	0	10	0	65
21996010422	1996	産業部門	製造業	武器製品	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
21996010423	1996	産業部門	製造業	その他の製造業	0	2	0	19	0	0	0	0	0	0	0	0	0	0	7	0	38
21996020101	1996	家庭部門	家庭	家庭	0	961	0	0	0	0	0	500	0	0	0	0	0	0	4014	0	6671
21996030101	1996	業務部門	業務	事務所ビル	0	184	0	323	0	0	0	1	0	0	0	0	0	0	1236	0	8848
21996030102	1996	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49	0	248
21996030103	1996	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21996030104	1996	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	555
21996030105	1996	業務部門	業務	飲食店	0	52	0	22	0	0	0	31	0	0	0	0	0	0	438	0	955
21996030106	1996	業務部門	業務	ホテル・旅館等	0	49	0	74	0	0	0	0	0	0	0	0	0	0	232	0	465
21996030107	1996	業務部門	業務	学校	0	86	0	136	0	0	0	2	0	0	0	0	0	0	232	0	809
21996030108	1996	業務部門	業務	病院・医療施設等	0	25	0	162	0	0	0	0	0	0	0	0	0	0	233	0	543
21996030109	1996	業務部門	業務	その他のサービス業	0	23	0	72	0	0	0	165	0	0	0	0	0	0	545	0	1657
21996040101	1996	運輸部門	自動車	自動車	9474	0	5236	0	0	0	0	1034	0	0	0	0	0	0	0	0	0
21996040201	1996	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441
21996040301	1996	運輸部門	船舶	船舶	0	0	23	46	3	183	0	0	0	0	0	0	0	0	0	0	0
21996040401	1996	運輸部門	航空	航空	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
21996919191	1996	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	0
21996919291	1996	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0
21997010101	1997	産業部門	農業・水産業	農業・水産業	0	98	0	49	0	0	0	0	0	0	0	0	0	0	0	0	3
21997010201	1997	産業部門	鉱業	鉱業	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	20
21997010301	1997	産業部門	建設業	建設業	0	259	787	153	0	4	0	0	0	0	0	0	0	0	0	0	78
21997010401	1997	産業部門	製造業	食料品	0	7	3	73	0	0	0	12	0	0	0	0	0	0	264	0	224
21997010402	1997	産業部門	製造業	飲料・飼料・たばこ	0	1	0	27	0	0	0	0	0	0	0	0	0	0	67	0	43
21997010403	1997	産業部門	製造業	繊維工業	0	0	0	29	0	0	0	2	0	0	0	0	0	0	31	0	14
21997010404	1997	産業部門	製造業	衣服・その他の繊維	0	2	0	7	0	0	0	0	0	0	0	0	0	0	3	0	18
21997010405	1997	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32
21997010406	1997	産業部門	製造業	家具・装備品	0	1	2	1	0	0	0	5	0	0	0	0	0	0	3	0	12
21997010407	1997	産業部門	製造業	パルプ紙紙加工	1	1	0	25	0	523	0	1	0	0	0	0	0	0	164	0	182
21997010408	1997	産業部門	製造業	出版・印刷・同関連	3	3	0	15	0	0	0	9	0	0	0	0	0	0	163	0	470
21997010409	1997	産業部門	製造業	化学工業	0	3	0	35	0	45	0	5	0	0	0	0	0	0	159	0	124
21997010410	1997	産業部門	製造業	石油製品・石炭製品	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	3
21997010411	1997	産業部門	製造業	プラスティック製品	1	2	1	35	0	0	0	1	0	0	0	0	0	0	6	0	112
21997010412	1997	産業部門	製造業	ゴム製品	0	2	0	20	0	0	0	4	0	0	0	0	0	0	71	0	69
21997010413	1997	産業部門	製造業	なめし革・同製品	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	19
21997010414	1997	産業部門	製造業	窯業・土石製品	0	4	16	129	0	47	0	27	0	28	0	59	0	0	154	0	142
21997010415	1997	産業部門	製造業	鉄鋼業	0	6	1	45	0	0	0	2	0	0	0	0	0	23	50	0	119
21997010416	1997	産業部門	製造業	非鉄金属	0	1	0	3	0	0	0	4	0	0	0	0	0	0	13	0	28
21997010417	1997	産業部門	製造業	金属製品	0	13	1	29	0	0	0	6	0	0	0	0	0	0	49	0	167
21997010418	1997	産業部門	製造業	一般機械器具	1	11	1	10	0	0	0	4	0	0	0	0	0	0	19	0	152
21997010419	1997	産業部門	製造業	電気機械器具	1	6	0	31	0	0	0	8	0	0	0	0	0	10	29	0	393
21997010420	1997	産業部門	製造業	輸送用機械器具	14	41	16	56	0	0	0	27	0	0	0	15	0	0	125	0	236
21997010421	1997	産業部門	製造業	精密機械器具	0	1	0	1	0	0	0	0	0	0	0	0	0	0	9	0	66
21997010422	1997	産業部門	製造業	武器製品	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
21997010423	1997	産業部門	製造業	その他の製造業	0	2	0	20	0	0	0	0	0	0	0	0	0	0	5	0	49
21997020101	1997	家庭部門	家庭	家庭	0	703	0	0	0	0	0	419	0	0	0	0	0	0	3935	0	6819
21997030101	1997	業務部門	業務	事務所ビル	0	129	0	227	0	0	0	1	0	0	0	0	0	0	1285	0	9308
21997030102	1997	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	0	257
21997030103	1997	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21997030104	1997	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	551
21997030105	1997	業務部門	業務	飲食店	0	52	0	22	0	0	0	32	0	0	0	0	0	0	450	0	988
21997030106	1997	業務部門	業務	ホテル・旅館等	0	48	0	73	0	0	0	0	0	0	0	0	0	0	257	0	498
21997030107	1997	業務部門	業務	学校	0	88	0	139	0	0	0	2	0	0	0	0	0	0	229	0	828
21997030108	1997	業務部門	業務	病院・医療施設等	0	24	0	160	0	0	0	0	0	0	0	0	0	0	233	0	574
21997030109	1997	業務部門	業務	その他のサービス業	0	24	0	74	0	0	0	170	0	0	0	0	0	0	553	0	1681
21997040101	1997	運輸部門	自動車	自動車	9756	0	5470	0	0	0	0	1106	0	0	0	0	0	0	0	0	0
21997040201	1997	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460
21997040301	1997	運輸部門	船舶	船舶	0	0	23	90	3	181	0	0	0	0	0	0	0	0	0	0	0
21997040401	1997	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
21997919191	1997	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	0
21997919291	1997	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0
21998010101	1998	産業部門	農業・水産業	農業・水産業	0	113	0	51	0	0	0	0	0	0	0	0	0	0	0	0	3
21998010201	1998	産業部門	鉱業	鉱業	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	19
21998010301	1998	産業部門	建設業	建設業	0	238	736	140	0	4	0	0	0	0	0	0	0	0	0	0	72
21998010401	1998	産業部門	製造業	食料品	0	6	0	78	0	0	0	16	0	0	0	0	0	5	248	0	195
21998010402	1998	産業部門	製造業	飲料・飼料・たばこ	0	0	0	27	0	0	0	0	0	0	0	0	0	0	52	0	28
21998010403	1998	産業部門	製造業	繊維工業	0	0	0	39	0	0	0	0	0	0	0	0	0	0	39	0	19
21998010404	1998	産業部門	製造業	衣服・その他の繊維	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	10
21998010405	1998	産業部門	製造業	木材・木製品	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	23
21998010406	1998	産業部門	製造業	家具・装備品	0	1	2	1	0	0	0	3	0	0	0	0	0	0	3	0	10
21998010407	1998	産業部門	製造業	パルプ紙紙加工	1	1	0	25	0	525	0	1	0	0	0	0	0	0	125	0	155
21998010408	1998	産業部門	製造業	出版・印刷・同関連	3	4	0	14	0	0	0	8	0	0	0	0	0	0	170	0	373
21998010409	1998	産業部門	製造業	化学工業	0	4	0	18	0	0	0	5	0	0	0	0	0	0	174	0	85
21998010410	1998	産業部門	製造業	石油製品・石炭製品	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	3
21998010411	1998	産業部門	製造業	プラスティック製品	1	2	1	64	0	90	0	4	0	0	0	0	0	0	6	0	106
21998010412	1998	産業部門	製造業	ゴム製品	0	2	0	23	0	0	0	3	0	0	0	0	0	0	63	0	58
21998010413	1998	産業部門	製造業	なめし革・同製品	0	1	0	13	0	0	0	0	0	0	0	0	0	0	3	0	16
21998010414	1998	産業部門	製造業	窯業・土石製品	0	10	47	267	0	145	0	28	0	59	0	150	0	0	160	0	137
21998010415	1998	産業部門	製造業	鉄鋼業	0	5	1	42	0	0	0	2	0	0	0	0	0	21	63	0	103
21998010416	1998	産業部門	製造業	非鉄金属	0	1	0	2	0	0	0	5	0	0	0	0	0	0	15	0	28
21998010417	1998	産業部門	製造業	金属製品	1	13	1	27	0	0	0	6	0	0	0	0	0	0	39	0	129
21998010418	1998	産業部門	製造業	一般機械器具	6	9	0	9	0	0	0	5	0	0	0	0	0	0	20	0	121
21998010419	1998	産業部門	製造業	電気機械器具	1	6	0	29	0	0	0	7	0	0	0	0	0	0	58	0	334
21998010420	1998	産業部門	製造業	輸送用機械器具	12	34	16	50	0	0	0	24	0	0	0	9	0	0	111	0	164
21998010421	1998	産業部門	製造業	精密機械器具	0	1	0	1	0	0	0	0	0	0	0	0	0	0	10	0	52
21998010422	1998	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21998010423	1998	産業部門	製造業	その他の製造業	0	1	0	23	0	0	0	0	0	0	0	0	0	0	6	0	45
21998020101	1998	家庭部門	家庭	家庭	0	782	0	0	0	0	0	552	0	0	0	0	0	0	3995	0	6535
21998030101	1998	業務部門	業務	事務所ビル	0	99	0	174	0	0	0	1	0	0	0	0	0	0	1389	0	9048
21998030102	1998	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	51	0	240
21998030103	1998	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21998030104	1998	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	559
21998030105	1998	業務部門	業務	飲食店	0	58	0	25	0	0	0	31	0	0	0	0	0	0	452	0	980
21998030106	1998	業務部門	業務	ホテル・旅館等	0	51	0	77	0	0	0	0	0	0	0	0	0	0	278	0	513
21998030107	1998	業務部門	業務	学校	0	95	0	150	0	0	0	2	0	0	0	0	0	0	228	0	837
21998030108	1998	業務部門	業務	病院・医療施設等	0	25	0	163	0	0	0	0	0	0	0	0	0	0	237	0	576
21998030109	1998	業務部門	業務	その他のサービス業	0	0	0	79	0	0	0	168	0	0	0	0	0	0	580	0	1703
21998040101	1998	運輸部門	自動車	自動車	9932	0	5086	0	0	0	0	1125	0	0	0	0	0	0	0	0	0
21998040201	1998	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380
21998040301	1998	運輸部門	船舶	船舶	0	0	22	42	3	172	0	0	0	0	0	0	0	0	0	0	0
21998040401	1998	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
21998919191	1998	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0
21998919291	1998	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
21999010101	1999	産業部門	農業・水産業	農業・水産業	0	116	0	46	0	0	0	0	0	0	0	0	0	0	0	0	4
