データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(kt-CO2)	灯油(kt-CO2)	軽油(kt-CO2)	A重油(kt-CO2)	B重油(kt-CO2)	C重油(kt-CO2)	ジェット燃料(kt-CO2)	LPG等(kt-CO2)	石油系炭化水素ガス(kt-CO2)	オイルコークス(kt-CO2)	石炭(kt-CO2)	石炭コークス(kt-CO2)	天然ガス(kt-CO2)	LNG(kt-CO2)	都市ガス(kt-CO2)	廃棄物(kt-CO2)	購入電力(kt-CO2)
21980010418	1980	産業部門	製造業	一般機械器具	3	29	4	33	2	0	0	7	0	0	0	1	0	0	12	0	159
21980010419	1980	産業部門	製造業	電気機械器具	1	40	1	6	0	9	0	15	0	0	0	2	0	1	19	0	277
21980010420	1980	産業部門	製造業	輸送用機械器具	20	27	24	168	0	1	0	38	0	0	0	16	0	1	46	0	294
21980010421	1980	産業部門	製造業	精密機械器具	0	6	0	13	0	0	0	1	0	0	0	0	0	0	6	0	59
21980010422	1980	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21980010423	1980	産業部門	製造業	その他の製造業	1	21	1	74	0	223	0	5	0	0	0	0	0	0	10	0	218
21980020101	1980	家庭部門	家庭	家庭	0	1295	0	0	0	0	0	368	0	0	0	0	0	0	2900	0	5082
21980030101	1980	業務部門	業務	事務所ビル	0	661	0	986	0	0	0	0	0	0	0	0	0	0	341	0	3944
21980030102	1980	業務部門	業務	百貨店	0	17	0	14	0	0	0	0	0	0	0	0	0	0	18	0	225
21980030103	1980	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21980030104	1980	業務部門	業務	その他の卸・小売業	0	44	0	22	0	0	0	0	0	0	0	0	0	0	34	0	504
21980030105	1980	業務部門	業務	飲食店	0	352	0	95	0	0	0	23	0	0	0	0	0	0	293	0	788
21980030106	1980	業務部門	業務	ホテル・旅館等	0	214	0	174	0	0	0	1	0	0	0	0	0	0	32	0	171
21980030107	1980	業務部門	業務	学校	0	149	0	229	0	0	0	2	0	0	0	0	0	0	250	0	540
21980030108	1980	業務部門	業務	病院・医療施設等	0	210	0	268	0	0	0	2	0	0	0	0	0	0	196	0	493
21980030109	1980	業務部門	業務	その他のサービス業	0	72	0	83	0	0	0	104	0	0	0	0	0	0	255	0	1679
21980040101	1980	運輸部門	自動車	自動車	4471	0	2444	0	0	0	0	506	0	0	0	0	0	0	0	0	0
21980040201	1980	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454
21980040301	1980	運輸部門	船舶	船舶	0	0	0	24	11	46	0	0	0	0	0	0	0	0	0	0	0
21980040401	1980	運輸部門	航空	航空	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
21980919191	1980	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0
21980919291	1980	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
21990010101	1990	産業部門	農業・水産業	農業・水産業	0	60	0	81	0	0	0	0	0	0	0	0	0	0	0	0	4
21990010201	1990	産業部門	鉱業	鉱業	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	24
21990010301	1990	産業部門	建設業	建設業	0	432	1214	262	2	6	0	0	0	0	0	0	0	0	0	0	81
21990010401	1990	産業部門	製造業	食料品	0	16	3	150	0	65	0	26	0	0	0	0	0	0	239	0	266
21990010402	1990	産業部門	製造業	飲料・飼料・たばこ	0	1	0	41	0	0	0	0	0	0	0	0	0	0	50	0	45
21990010403	1990	産業部門	製造業	繊維工業	0	0	0	80	0	29	0	1	0	0	0	0	0	0	42	0	31
21990010404	1990	産業部門	製造業	衣服・その他の繊維	0	2	1	7	0	0	0	0	0	0	0	0	0	0	1	0	13
21990010405	1990	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43
21990010406	1990	産業部門	製造業	家具・装備品	0	2	0	2	0	0	0	5	0	0	0	0	0	0	4	0	21
21990010407	1990	産業部門	製造業	パルプ紙紙加工	0	2	0	51	0	662	0	1	0	0	0	0	0	0	8	0	198
21990010408	1990	産業部門	製造業	出版・印刷・同関連	1	6	1	37	0	0	0	14	0	0	0	0	0	0	131	0	466
21990010409	1990	産業部門	製造業	化学工業	0	7	0	60	0	5	0	7	0	0	0	0	0	0	164	0	130
21990010410	1990	産業部門	製造業	石油製品・石炭製品	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	3
21990010411	1990	産業部門	製造業	プラスティック製品	0	3	0	78	0	105	0	25	0	0	0	0	0	0	4	0	169
21990010412	1990	産業部門	製造業	ゴム製品	0	5	0	12	0	67	0	3	0	0	0	0	0	0	2	0	101
21990010413	1990	産業部門	製造業	なめし革・同製品	0	2	0	33	0	0	0	0	0	0	0	0	0	0	0	0	26
21990010414	1990	産業部門	製造業	窯業・土石製品	0	6	36	230	0	85	0	33	0	0	8	204	0	0	71	0	210
21990010415	1990	産業部門	製造業	鉄鋼業	0	25	1	160	0	0	0	2	0	0	0	0	0	92	117	0	613
21990010416	1990	産業部門	製造業	非鉄金属	0	5	0	17	0	0	0	5	0	0	0	0	0	0	12	0	52
21990010417	1990	産業部門	製造業	金属製品	1	16	1	60	0	0	0	9	0	0	0	0	0	3	52	0	196
21990010418	1990	産業部門	製造業	一般機械器具	1	24	2	25	0	0	0	3	0	0	0	0	0	0	18	0	230
21990010419	1990	産業部門	製造業	電気機械器具	1	11	1	50	0	0	0	9	0	0	0	0	0	7	18	0	442
21990010420	1990	産業部門	製造業	輸送用機械器具	15	21	14	86	0	0	0	41	0	0	0	16	0	0	85	0	259
21990010421	1990	産業部門	製造業	精密機械器具	0	3	0	12	0	0	0	0	0	0	0	0	0	0	6	0	88
21990010422	1990	産業部門	製造業	武器製品	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
21990010423	1990	産業部門	製造業	その他の製造業	0	5	0	2	0	18	0	1	0	0	0	0	0	0	2	0	37
21990020101	1990	家庭部門	家庭	家庭	0	1084	0	0	0	0	0	728	0	0	0	0	0	0	3519	0	6447
21990030101	1990	業務部門	業務	事務所ビル	0	346	0	608	0	0	0	0	0	0	0	0	0	0	745	0	7256
21990030102	1990	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	0	268
21990030103	1990	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21990030104	1990	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	2	0	0	0	0	0	0	72	0	587
21990030105	1990	業務部門	業務	飲食店	0	39	0	17	0	0	0	26	0	0	0	0	0	0	355	0	969
21990030106	1990	業務部門	業務	ホテル・旅館等	0	83	0	126	0	0	0	0	0	0	0	0	0	0	134	0	386
21990030107	1990	業務部門	業務	学校	0	99	0	158	0	0	0	2	0	0	0	0	0	0	256	0	808
21990030108	1990	業務部門	業務	病院・医療施設等	0	28	0	183	0	0	0	0	0	0	0	0	0	0	187	0	653
21990030109	1990	業務部門	業務	その他のサービス業	0	22	0	68	0	0	0	155	0	0	0	0	0	0	464	0	1927
21990040101	1990	運輸部門	自動車	自動車	7896	0	4160	0	0	0	0	1000	0	0	0	0	0	0	0	0	0
21990040201	1990	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570
21990040301	1990	運輸部門	船舶	船舶	0	0	13	43	8	126	0	0	0	0	0	0	0	0	0	0	0
21990040401	1990	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
21990919191	1990	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0
21990919291	1990	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
21991010101	1991	産業部門	農業・水産業	農業・水産業	0	60	0	84	0	0	0	0	0	0	0	0	0	0	0	0	4
21991010201	1991	産業部門	鉱業	鉱業	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	25
21991010301	1991	産業部門	建設業	建設業	0	419	1220	254	0	4	0	0	0	0	0	0	0	0	0	0	85
21991010401	1991	産業部門	製造業	食料品	0	9	0	144	0	52	0	16	0	0	0	0	0	0	246	0	232
21991010402	1991	産業部門	製造業	飲料・飼料・たばこ	0	0	0	49	0	0	0	0	0	0	0	0	0	0	51	0	44
21991010403	1991	産業部門	製造業	繊維工業	0	1	0	81	0	36	0	2	0	0	0	0	0	0	0	0	37
21991010404	1991	産業部門	製造業	衣服・その他の繊維	0	3	0	11	0	0	0	1	0	0	0	0	0	0	1	0	20
21991010405	1991	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49
21991010406	1991	産業部門	製造業	家具・装備品	0	2	0	2	0	0	0	5	0	0	0	0	0	0	4	0	20
21991010407	1991	産業部門	製造業	パルプ紙紙加工	0	2	0	56	0	711	0	1	0	0	0	0	0	0	18	0	198
21991010408	1991	産業部門	製造業	出版・印刷・同関連	2	5	1	43	0	1	0	16	0	0	0	0	0	0	148	0	548
21991010409	1991	産業部門	製造業	化学工業	0	24	0	52	0	5	0	1	0	0	0	0	0	0	167	0	122
21991010410	1991	産業部門	製造業	石油製品・石炭製品	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	2
21991010411	1991	産業部門	製造業	プラスティック製品	0	2	0	63	0	107	0	5	0	0	0	0	0	0	2	0	157
21991010412	1991	産業部門	製造業	ゴム製品	0	2	0	14	0	61	0	3	0	0	0	0	0	0	2	0	87
21991010413	1991	産業部門	製造業	なめし革・同製品	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0	0	24
21991010414	1991	産業部門	製造業	窯業・土石製品	1	6	23	201	0	108	0	25	0	0	14	146	0	0	94	0	195
21991010415	1991	産業部門	製造業	鉄鋼業	0	35	1	485	0	0	0	2	0	0	0	0	0	87	95	0	599
21991010416	1991	産業部門	製造業	非鉄金属	0	6	0	10	0	0	0	6	0	0	0	0	0	0	21	0	54
21991010417	1991	産業部門	製造業	金属製品	1	21	3	71	0	0	0	14	0	0	0	0	0	4	71	0	246
21991010418	1991	産業部門	製造業	一般機械器具	1	21	2	25	0	0	0	4	0	0	0	0	0	0	20	0	224
21991010419	1991	産業部門	製造業	電気機械器具	1	12	0	54	0	0	0	10	0	0	0	0	0	8	21	0	416
21991010420	1991	産業部門	製造業	輸送用機械器具	15	24	15	86	0	0	0	42	0	0	0	15	0	0	84	0	226
21991010421	1991	産業部門	製造業	精密機械器具	0	3	0	12	0	0	0	0	0	0	0	0	0	0	9	0	90
21991010422	1991	産業部門	製造業	武器製品	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
21991010423	1991	産業部門	製造業	その他の製造業	0	3	0	17	0	4	0	1	0	0	0	0	0	0	2	0	34
21991020101	1991	家庭部門	家庭	家庭	0	1070	0	0	0	0	0	728	0	0	0	0	0	0	3702	0	6786
21991030101	1991	業務部門	業務	事務所ビル	0	366	0	644	0	0	0	0	0	0	0	0	0	0	805	0	7781
21991030102	1991	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	0	272
21991030103	1991	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21991030104	1991	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	605
21991030105	1991	業務部門	業務	飲食店	0	46	0	20	0	0	0	27	0	0	0	0	0	0	372	0	999
21991030106	1991	業務部門	業務	ホテル・旅館等	0	78	0	119	0	0	0	0	0	0	0	0	0	0	155	0	430
21991030107	1991	業務部門	業務	学校	0	106	0	168	0	0	0	2	0	0	0	0	0	0	263	0	865
21991030108	1991	業務部門	業務	病院・医療施設等	0	30	0	195	0	0	0	0	0	0	0	0	0	0	196	0	694
21991030109	1991	業務部門	業務	その他のサービス業	0	24	0	75	0	0	0	153	0	0	0	0	0	0	475	0	1957
21991040101	1991	運輸部門	自動車	自動車	8455	0	4535	0	0	0	0	1058	0	0	0	0	0	0	0	0	0
21991040201	1991	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624
21991040301	1991	運輸部門	船舶	船舶	0	0	16	48	7	158	0	0	0	0	0	0	0	0	0	0	0
21991040401	1991	運輸部門	航空	航空	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
21991919191	1991	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0
21991919291	1991	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
21992010101	1992	産業部門	農業・水産業	農業・水産業	0	82	0	74	0	0	0	0	0	0	0	0	0	0	0	0	3
21992010201	1992	産業部門	鉱業	鉱業	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	27
21992010301	1992	産業部門	建設業	建設業	0	381	1165	246	0	4	0	0	0	0	0	0	0	0	0	0	91
21992010401	1992	産業部門	製造業	食料品	0	8	2	123	0	49	0	15	0	0	0	0	0	0	247	0	233
21992010402	1992	産業部門	製造業	飲料・飼料・たばこ	0	0	0	43	0	0	0	0	0	0	0	0	0	0	49	0	43
21992010403	1992	産業部門	製造業	繊維工業	0	0	0	59	0	16	0	0	0	0	0	0	0	0	53	0	29
21992010404	1992	産業部門	製造業	衣服・その他の繊維	0	3	2	12	0	0	0	1	0	0	0	0	0	0	1	0	23
21992010405	1992	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42
21992010406	1992	産業部門	製造業	家具・装備品	0	2	0	2	0	0	0	5	0	0	0	0	0	0	3	0	17
21992010407	1992	産業部門	製造業	パルプ紙紙加工	1	2	0	62	0	683	0	1	0	0	0	0	0	0	13	0	203
21992010408	1992	産業部門	製造業	出版・印刷・同関連	1	5	1	32	0	0	0	20	0	0	0	0	0	0	154	0	560
21992010409	1992	産業部門	製造業	化学工業	0	6	0	56	0	61	0	0	0	0	0	0	0	0	151	0	142
21992010410	1992	産業部門	製造業	石油製品・石炭製品	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	2
21992010411	1992	産業部門	製造業	プラスティック製品	0	2	0	47	0	0	0	4	0	0	0	0	0	0	3	0	128
21992010412	1992	産業部門	製造業	ゴム製品	0	2	0	13	1	59	0	3	0	0	0	0	0	0	1	0	87
21992010413	1992	産業部門	製造業	なめし革・同製品	0	2	0	29	0	0	0	0	0	0	0	0	0	0	4	0	22
21992010414	1992	産業部門	製造業	窯業・土石製品	1	5	17	182	0	62	0	28	0	0	0	120	0	0	156	0	206
21992010415	1992	産業部門	製造業	鉄鋼業	0	22	1	390	0	0	0	2	0	0	0	0	0	82	81	0	546
21992010416	1992	産業部門	製造業	非鉄金属	0	4	0	6	0	0	0	6	0	0	0	0	0	0	16	0	49
21992010417	1992	産業部門	製造業	金属製品	0	16	24	65	0	0	0	11	0	0	0	0	0	3	62	0	210
21992010418	1992	産業部門	製造業	一般機械器具	1	19	1	21	0	3	0	2	0	0	0	0	0	0	19	0	200
21992010419	1992	産業部門	製造業	電気機械器具	1	11	1	47	0	0	0	9	0	0	0	0	0	8	22	0	408
21992010420	1992	産業部門	製造業	輸送用機械器具	13	14	14	74	0	0	0	38	0	0	0	12	0	0	92	0	229
21992010421	1992	産業部門	製造業	精密機械器具	0	2	0	11	0	0	0	0	0	0	0	0	0	0	9	0	89
21992010422	1992	産業部門	製造業	武器製品	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
21992010423	1992	産業部門	製造業	その他の製造業	0	4	0	22	0	0	0	1	0	0	0	0	0	0	2	0	39
21992020101	1992	家庭部門	家庭	家庭	0	1086	0	0	0	0	0	639	0	0	0	0	0	0	3850	0	7072
21992030101	1992	業務部門	業務	事務所ビル	0	357	0	627	0	0	0	0	0	0	0	0	0	0	834	0	8216
21992030102	1992	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	0	266
21992030103	1992	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21992030104	1992	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	614
21992030105	1992	業務部門	業務	飲食店	0	50	0	21	0	0	0	27	0	0	0	0	0	0	367	0	1014
21992030106	1992	業務部門	業務	ホテル・旅館等	0	63	0	95	0	0	0	0	0	0	0	0	0	0	170	0	463
21992030107	1992	業務部門	業務	学校	0	104	0	164	0	0	0	2	0	0	0	0	0	0	244	0	881
21992030108	1992	業務部門	業務	病院・医療施設等	0	30	0	195	0	0	0	0	0	0	0	0	0	0	203	0	694
21992030109	1992	業務部門	業務	その他のサービス業	0	24	0	77	0	0	0	152	0	0	0	0	0	0	480	0	1907
21992040101	1992	運輸部門	自動車	自動車	8864	0	4827	0	0	0	0	1053	0	0	0	0	0	0	0	0	0
21992040201	1992	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1633
21992040301	1992	運輸部門	船舶	船舶	0	0	17	50	5	160	0	0	0	0	0	0	0	0	0	0	0
21992040401	1992	運輸部門	航空	航空	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
21992919191	1992	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	0
21992919291	1992	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0
21993010101	1993	産業部門	農業・水産業	農業・水産業	0	78	0	66	0	0	0	0	0	0	0	0	0	0	0	0	3
21993010201	1993	産業部門	鉱業	鉱業	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	23
21993010301	1993	産業部門	建設業	建設業	0	356	1224	195	0	4	0	0	0	0	0	0	0	0	0	0	87
21993010401	1993	産業部門	製造業	食料品	0	6	0	113	0	0	0	17	0	0	0	0	0	0	273	0	228
21993010402	1993	産業部門	製造業	飲料・飼料・たばこ	0	0	0	31	0	0	0	0	0	0	0	0	0	0	54	0	39
21993010403	1993	産業部門	製造業	繊維工業	0	0	0	45	0	0	0	1	0	0	0	0	0	0	47	0	22
21993010404	1993	産業部門	製造業	衣服・その他の繊維	0	8	1	6	0	0	0	0	0	0	0	0	0	0	1	0	13
21993010405	1993	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36
21993010406	1993	産業部門	製造業	家具・装備品	0	2	0	2	0	0	0	5	0	0	0	0	0	0	4	0	15
21993010407	1993	産業部門	製造業	パルプ紙紙加工	0	1	0	67	0	527	0	1	0	0	0	0	0	0	76	0	171
21993010408	1993	産業部門	製造業	出版・印刷・同関連	1	4	0	10	0	0	0	13	0	0	0	0	0	0	133	0	425
21993010409	1993	産業部門	製造業	化学工業	0	5	0	51	0	55	0	1	0	0	0	0	0	0	166	0	129
21993010410	1993	産業部門	製造業	石油製品・石炭製品	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	3
21993010411	1993	産業部門	製造業	プラスティック製品	0	3	0	42	0	0	0	4	0	0	0	0	0	0	4	0	114
21993010412	1993	産業部門	製造業	ゴム製品	0	2	0	66	1	0	0	3	0	0	0	0	0	0	2	0	78
21993010413	1993	産業部門	製造業	なめし革・同製品	0	1	0	26	0	0	0	0	0	0	0	0	0	0	12	0	19
21993010414	1993	産業部門	製造業	窯業・土石製品	0	6	21	161	0	47	0	25	0	3	0	76	0	0	150	0	177
21993010415	1993	産業部門	製造業	鉄鋼業	0	33	1	162	0	0	0	2	0	0	0	0	0	88	104	0	621
21993010416	1993	産業部門	製造業	非鉄金属	0	2	0	5	0	0	0	5	0	0	0	0	0	0	9	0	35
