データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(TJ)	灯油(TJ)	軽油(TJ)	A重油(TJ)	B重油(TJ)	C重油(TJ)	ジェット燃料(TJ)	LPG等(TJ)	石油系炭化水素ガス(TJ)	オイルコークス(TJ)	石炭(TJ)	石炭コークス(TJ)	天然ガス(TJ)	LNG(TJ)	都市ガス(TJ)	廃棄物(TJ)	購入電力(TJ)
12005010408	2005	産業部門	製造業	出版・印刷・同関連	4	8	0	25	0	0	0	33	0	0	0	0	0	0	912	0	1844
12005010409	2005	産業部門	製造業	化学工業	1	15	0	111	0	0	0	6	0	0	0	0	0	0	3536	0	986
12005010410	2005	産業部門	製造業	石油製品・石炭製品	0	1	0	29	0	0	0	0	0	0	0	0	0	0	1	0	24
12005010411	2005	産業部門	製造業	プラスティック製品	2	19	1	344	0	0	0	6	0	0	0	0	0	0	397	0	900
12005010412	2005	産業部門	製造業	ゴム製品	2	12	9	127	0	0	0	8	0	0	0	0	0	0	1532	0	857
12005010413	2005	産業部門	製造業	なめし革・同製品	2	4	0	15	0	0	0	0	0	0	0	0	0	0	115	0	171
12005010414	2005	産業部門	製造業	窯業・土石製品	1	26	62	1164	0	441	0	322	0	61	0	240	0	0	3199	0	1744
12005010415	2005	産業部門	製造業	鉄鋼業	1	60	57	518	0	0	0	37	0	0	0	0	0	0	2357	0	3029
12005010416	2005	産業部門	製造業	非鉄金属	2	3	1	4	0	0	0	40	0	0	0	0	0	0	263	0	294
12005010417	2005	産業部門	製造業	金属製品	4	132	4	199	1	0	0	52	0	0	3	0	0	0	907	0	1433
12005010418	2005	産業部門	製造業	一般機械器具	9	56	4	30	0	0	0	36	0	0	0	0	0	0	329	0	1253
12005010419	2005	産業部門	製造業	電気機械器具	4	192	2	120	0	0	0	69	0	0	0	0	0	0	1074	0	3318
12005010420	2005	産業部門	製造業	輸送用機械器具	149	259	116	440	0	0	0	209	0	0	0	0	0	0	1237	0	1492
12005010421	2005	産業部門	製造業	精密機械器具	1	11	4	37	0	0	0	2	0	0	0	0	0	0	223	0	741
12005010422	2005	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12005010423	2005	産業部門	製造業	その他の製造業	2	8	0	151	0	0	0	2	0	0	0	0	0	0	63	0	369
12005020101	2005	家庭部門	家庭	家庭	0	11903	0	0	0	0	0	7782	0	0	0	0	0	0	93495	0	85454
12005030101	2005	業務部門	業務	事務所ビル	0	1272	0	1908	0	0	0	0	0	0	0	0	0	0	36490	0	110014
12005030102	2005	業務部門	業務	百貨店	0	14	0	14	0	0	0	0	0	0	0	0	0	0	1677	0	2637
12005030103	2005	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	25
12005030104	2005	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1382	0	0	0	0	0	0	2181	0	6904
12005030105	2005	業務部門	業務	飲食店	0	1076	0	436	0	0	0	669	0	0	0	0	0	0	12888	0	12452
12005030106	2005	業務部門	業務	ホテル・旅館等	0	34	0	34	0	0	0	0	0	0	0	0	0	0	10211	0	6000
12005030107	2005	業務部門	業務	学校	0	893	0	1350	0	0	0	83	0	0	0	0	0	0	6403	0	11086
12005030108	2005	業務部門	業務	病院・医療施設等	0	435	0	690	0	0	0	0	0	0	0	0	0	0	6946	0	6388
12005030109	2005	業務部門	業務	その他のサービス業	0	111	0	148	0	0	0	148	0	0	0	0	0	0	14905	0	19875
12005040101	2005	運輸部門	自動車	自動車	138034	0	45998	0	0	0	0	15175	0	0	0	0	0	0	0	0	0
12005040201	2005	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15848
12005040301	2005	運輸部門	船舶	船舶	0	0	291	495	30	2052	0	0	0	0	0	0	0	0	0	0	0
12005040401	2005	運輸部門	航空	航空	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0
12006010101	2006	産業部門	農業・水産業	農業・水産業	0	1063	0	1422	0	0	0	0	0	0	0	0	0	0	0	0	36
12006010201	2006	産業部門	鉱業	鉱業	0	0	66	26	0	0	0	0	0	0	0	0	0	0	0	0	131
12006010301	2006	産業部門	建設業	建設業	0	2515	7685	862	0	17	0	0	0	0	0	0	0	0	0	0	736
12006010401	2006	産業部門	製造業	食料品	2	32	6	572	2	1	0	100	0	0	0	0	0	0	6273	0	2343
12006010402	2006	産業部門	製造業	飲料・飼料・たばこ	0	1	0	83	0	0	0	0	0	0	0	0	0	0	313	0	164
12006010403	2006	産業部門	製造業	繊維工業	0	1	0	52	0	0	0	10	0	0	0	0	0	0	214	0	43
12006010404	2006	産業部門	製造業	衣服・その他の繊維	0	7	0	22	1	0	0	0	0	0	0	0	0	0	21	0	99
12006010405	2006	産業部門	製造業	木材・木製品	0	7	32	0	0	0	0	0	0	0	0	0	0	0	12	0	93
12006010406	2006	産業部門	製造業	家具・装備品	1	4	0	2	0	0	0	16	0	0	0	0	0	0	25	0	76
12006010407	2006	産業部門	製造業	パルプ紙紙加工	2	5	1	47	0	1740	0	8	0	0	0	0	0	0	2415	0	1210
12006010408	2006	産業部門	製造業	出版・印刷・同関連	3	6	0	18	0	0	0	24	0	0	0	0	0	0	864	0	1759
12006010409	2006	産業部門	製造業	化学工業	1	10	0	69	0	0	0	3	0	0	0	0	0	0	2816	0	791
12006010410	2006	産業部門	製造業	石油製品・石炭製品	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	16
12006010411	2006	産業部門	製造業	プラスティック製品	2	15	1	257	0	0	0	4	0	0	0	0	0	0	381	0	870
12006010412	2006	産業部門	製造業	ゴム製品	1	9	7	99	0	0	0	6	0	0	0	0	0	0	1523	0	857
12006010413	2006	産業部門	製造業	なめし革・同製品	1	3	0	11	0	0	0	0	0	0	0	0	0	0	110	0	165
12006010414	2006	産業部門	製造業	窯業・土石製品	1	21	51	946	0	358	0	261	0	49	0	195	0	0	3326	0	1827
12006010415	2006	産業部門	製造業	鉄鋼業	1	47	45	405	0	0	0	29	0	0	0	0	0	0	2362	0	3057
12006010416	2006	産業部門	製造業	非鉄金属	2	3	1	3	0	0	0	39	0	0	0	0	0	0	331	0	373
12006010417	2006	産業部門	製造業	金属製品	3	95	3	143	0	0	0	37	0	0	2	0	0	0	835	0	1330
12006010418	2006	産業部門	製造業	一般機械器具	8	49	3	26	0	0	0	31	0	0	0	0	0	0	367	0	1406
12006010419	2006	産業部門	製造業	電気機械器具	3	128	1	80	0	0	0	46	0	0	0	0	0	0	917	0	2852
12006010420	2006	産業部門	製造業	輸送用機械器具	123	214	97	363	0	0	0	172	0	0	0	0	0	0	1308	0	1588
12006010421	2006	産業部門	製造業	精密機械器具	1	8	3	27	0	0	0	2	0	0	0	0	0	0	210	0	701
12006010422	2006	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12006010423	2006	産業部門	製造業	その他の製造業	1	6	0	114	0	0	0	1	0	0	0	0	0	0	61	0	360
12006020101	2006	家庭部門	家庭	家庭	0	11511	0	0	0	0	0	6688	0	0	0	0	0	0	88636	0	82476
12006030101	2006	業務部門	業務	事務所ビル	0	1104	0	1262	0	0	0	0	0	0	0	0	0	0	35441	0	109508
12006030102	2006	業務部門	業務	百貨店	0	9	0	13	0	0	0	0	0	0	0	0	0	0	1472	0	2592
12006030103	2006	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	18
12006030104	2006	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1262	0	0	0	0	0	0	1826	0	6400
12006030105	2006	業務部門	業務	飲食店	0	1048	0	425	0	0	0	652	0	0	0	0	0	0	11844	0	12675
12006030106	2006	業務部門	業務	ホテル・旅館等	0	17	0	0	0	0	0	0	0	0	0	0	0	0	9651	0	6314
12006030107	2006	業務部門	業務	学校	0	731	0	893	0	0	0	61	0	0	0	0	0	0	6194	0	11352
12006030108	2006	業務部門	業務	病院・医療施設等	0	331	0	427	0	0	0	0	0	0	0	0	0	0	6255	0	6184
12006030109	2006	業務部門	業務	その他のサービス業	0	210	0	105	0	0	0	105	0	0	0	0	0	0	12726	0	19869
12006040101	2006	運輸部門	自動車	自動車	136423	0	43953	0	0	0	0	15048	0	0	0	0	0	0	0	0	0
12006040201	2006	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15714
12006040301	2006	運輸部門	船舶	船舶	0	0	251	461	3	1910	0	0	0	0	0	0	0	0	0	0	0
12006040401	2006	運輸部門	航空	航空	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0
12007010101	2007	産業部門	農業・水産業	農業・水産業	0	1016	0	1345	0	0	0	0	0	0	0	0	0	0	0	0	36
12007010201	2007	産業部門	鉱業	鉱業	0	0	56	22	0	0	0	0	0	0	0	0	0	0	0	0	123
12007010301	2007	産業部門	建設業	建設業	0	2254	7077	717	0	6	0	0	0	0	0	0	0	0	0	0	750
12007010401	2007	産業部門	製造業	食料品	2	29	5	505	1	1	0	88	0	0	0	0	0	0	6287	0	2274
12007010402	2007	産業部門	製造業	飲料・飼料・たばこ	0	1	0	69	0	0	0	0	0	0	0	0	0	0	296	0	150
12007010403	2007	産業部門	製造業	繊維工業	0	1	0	45	0	0	0	9	0	0	0	0	0	0	212	0	41
12007010404	2007	産業部門	製造業	衣服・その他の繊維	0	7	0	22	1	0	0	0	0	0	0	0	0	0	24	0	110
12007010405	2007	産業部門	製造業	木材・木製品	0	7	28	0	0	0	0	0	0	0	0	0	0	0	13	0	92
12007010406	2007	産業部門	製造業	家具・装備品	1	3	0	2	0	0	0	14	0	0	0	0	0	0	26	0	77
12007010407	2007	産業部門	製造業	パルプ紙紙加工	2	4	1	43	0	1618	0	8	0	0	0	0	0	0	2549	0	1236
12007010408	2007	産業部門	製造業	出版・印刷・同関連	2	5	0	15	0	0	0	20	0	0	0	0	0	0	815	0	1609
12007010409	2007	産業部門	製造業	化学工業	1	8	0	56	0	0	0	3	0	0	0	0	0	0	2593	0	705
12007010410	2007	産業部門	製造業	石油製品・石炭製品	0	1	0	14	0	0	0	0	0	0	0	0	0	0	1	0	17
12007010411	2007	産業部門	製造業	プラスティック製品	2	13	0	226	0	0	0	4	0	0	0	0	0	0	379	0	838
12007010412	2007	産業部門	製造業	ゴム製品	1	9	6	90	0	0	0	6	0	0	0	0	0	0	1578	0	860
12007010413	2007	産業部門	製造業	なめし革・同製品	1	3	0	10	0	0	0	0	0	0	0	0	0	0	116	0	168
12007010414	2007	産業部門	製造業	窯業・土石製品	1	20	49	918	0	348	0	254	0	48	0	189	0	0	3664	0	1949
12007010415	2007	産業部門	製造業	鉄鋼業	1	50	48	434	0	0	0	31	0	0	0	0	0	0	2869	0	3598
12007010416	2007	産業部門	製造業	非鉄金属	2	4	1	4	0	0	0	43	0	0	0	0	0	0	416	0	454
12007010417	2007	産業部門	製造業	金属製品	2	84	2	127	0	0	0	33	0	0	2	0	0	0	842	0	1298
12007010418	2007	産業部門	製造業	一般機械器具	6	39	3	21	0	0	0	25	0	0	0	0	0	0	336	0	1245
12007010419	2007	産業部門	製造業	電気機械器具	2	111	1	69	0	0	0	40	0	0	0	0	0	0	902	0	2717
12007010420	2007	産業部門	製造業	輸送用機械器具	108	188	84	320	0	0	0	152	0	0	0	0	0	0	1306	0	1535
12007010421	2007	産業部門	製造業	精密機械器具	1	7	2	24	0	0	0	2	0	0	0	0	0	0	211	0	684
12007010422	2007	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12007010423	2007	産業部門	製造業	その他の製造業	1	5	0	104	0	0	0	1	0	0	0	0	0	0	63	0	359
12007020101	2007	家庭部門	家庭	家庭	0	8907	0	0	0	0	0	5526	0	0	0	0	0	0	90629	0	86961
12007030101	2007	業務部門	業務	事務所ビル	0	1165	0	1331	0	0	0	0	0	0	0	0	0	0	38288	0	116115
12007030102	2007	業務部門	業務	百貨店	0	0	0	9	0	0	0	4	0	0	0	0	0	0	1516	0	2612
12007030103	2007	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	15
12007030104	2007	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1308	0	0	0	0	0	0	1908	0	6690
12007030105	2007	業務部門	業務	飲食店	0	1040	0	422	0	0	0	647	0	0	0	0	0	0	11812	0	12660
12007030106	2007	業務部門	業務	ホテル・旅館等	0	16	0	49	0	0	0	0	0	0	0	0	0	0	9671	0	5974
12007030107	2007	業務部門	業務	学校	0	651	0	529	0	0	0	61	0	0	0	0	0	0	6583	0	11569
12007030108	2007	業務部門	業務	病院・医療施設等	0	299	0	449	0	0	0	0	0	0	0	0	0	0	6525	0	5835
12007030109	2007	業務部門	業務	その他のサービス業	0	166	0	100	0	0	0	100	0	0	0	0	0	0	12753	0	18552
12007040101	2007	運輸部門	自動車	自動車	127664	0	40964	0	0	0	0	15018	0	0	0	0	0	0	0	0	0
12007040201	2007	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15839
12007040301	2007	運輸部門	船舶	船舶	0	0	286	438	2	1788	0	0	0	0	0	0	0	0	0	0	0
12007040401	2007	運輸部門	航空	航空	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0
12008010101	2008	産業部門	農業・水産業	農業・水産業	0	940	0	859	0	0	0	0	0	0	0	0	0	0	0	0	36
12008010201	2008	産業部門	鉱業	鉱業	0	0	51	20	0	0	0	0	0	0	0	0	0	0	0	0	117
12008010301	2008	産業部門	建設業	建設業	0	1922	5004	905	0	14	0	0	0	0	0	0	0	0	0	0	708
12008010401	2008	産業部門	製造業	食料品	1	24	4	426	1	1	0	75	0	0	0	0	0	0	5785	0	2274
12008010402	2008	産業部門	製造業	飲料・飼料・たばこ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12008010403	2008	産業部門	製造業	繊維工業	0	3	0	190	0	0	0	36	0	0	0	0	0	0	970	0	206
12008010404	2008	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12008010405	2008	産業部門	製造業	木材・木製品	0	4	19	0	0	0	0	0	0	0	0	0	0	0	9	0	74
12008010406	2008	産業部門	製造業	家具・装備品	0	3	0	2	0	0	0	11	0	0	0	0	0	0	21	0	69
12008010407	2008	産業部門	製造業	パルプ紙紙加工	1	3	1	33	0	1234	0	6	0	0	0	0	0	0	2119	0	1117
12008010408	2008	産業部門	製造業	出版・印刷・同関連	2	4	0	12	0	0	0	16	0	0	0	0	0	0	699	0	1498
12008010409	2008	産業部門	製造業	化学工業	1	6	0	44	0	0	0	2	0	0	0	0	0	0	2209	0	653
12008010410	2008	産業部門	製造業	石油製品・石炭製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12008010411	2008	産業部門	製造業	プラスティック製品	1	10	0	176	0	0	0	3	0	0	0	0	0	0	323	0	776
12008010412	2008	産業部門	製造業	ゴム製品	1	7	5	69	0	0	0	4	0	0	0	0	0	0	1322	0	783
12008010413	2008	産業部門	製造業	なめし革・同製品	1	2	0	8	0	0	0	0	0	0	0	0	0	0	99	0	157
12008010414	2008	産業部門	製造業	窯業・土石製品	1	15	36	679	0	258	0	188	0	35	0	140	0	0	2957	0	1709
12008010415	2008	産業部門	製造業	鉄鋼業	1	43	41	373	0	0	0	27	0	0	0	0	0	0	2687	0	3661
12008010416	2008	産業部門	製造業	非鉄金属	2	3	1	3	0	0	0	35	0	0	0	0	0	0	365	0	434
12008010417	2008	産業部門	製造業	金属製品	2	67	2	102	0	0	0	27	0	0	1	0	0	0	733	0	1229
12008010418	2008	産業部門	製造業	一般機械器具	4	26	2	14	0	0	0	17	0	0	0	0	0	0	240	0	969
12008010419	2008	産業部門	製造業	電気機械器具	2	85	1	53	0	0	0	30	0	0	0	0	0	0	756	0	2475
12008010420	2008	産業部門	製造業	輸送用機械器具	85	147	66	250	0	0	0	119	0	0	0	0	0	0	1114	0	1423
12008010421	2008	産業部門	製造業	精密機械器具	1	5	2	18	0	0	0	1	0	0	0	0	0	0	168	0	591
12008010422	2008	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12008010423	2008	産業部門	製造業	その他の製造業	1	6	0	113	0	0	0	1	0	0	0	0	0	0	74	0	461
12008020101	2008	家庭部門	家庭	家庭	0	8570	0	0	0	0	0	5292	0	0	0	0	0	0	89181	0	84629
12008030101	2008	業務部門	業務	事務所ビル	0	668	0	1335	0	0	0	0	0	0	0	0	0	0	36857	0	117094
12008030102	2008	業務部門	業務	百貨店	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1378	0	2511
12008030103	2008	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	15
12008030104	2008	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1175	0	0	0	0	0	0	1745	0	5923
12008030105	2008	業務部門	業務	飲食店	0	1019	0	413	0	0	0	634	0	0	0	0	0	0	11721	0	12159
12008030106	2008	業務部門	業務	ホテル・旅館等	0	0	0	113	0	0	0	0	0	0	0	0	0	0	9715	0	5787
12008030107	2008	業務部門	業務	学校	0	381	0	401	0	0	0	60	0	0	0	0	0	0	6469	0	11651
12008030108	2008	業務部門	業務	病院・医療施設等	0	247	0	390	0	0	0	0	0	0	0	0	0	0	6300	0	5535
12008030109	2008	業務部門	業務	その他のサービス業	0	313	0	156	0	0	0	63	0	0	0	0	0	0	10834	0	18210
12008040101	2008	運輸部門	自動車	自動車	118634	0	42897	0	0	0	0	14381	0	0	0	0	0	0	0	0	0
12008040201	2008	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15703
12008040301	2008	運輸部門	船舶	船舶	0	0	289	419	2	1643	0	0	0	0	0	0	0	0	0	0	0
12008040401	2008	運輸部門	航空	航空	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0
12009010101	2009	産業部門	農業・水産業	農業・水産業	0	1064	0	874	0	0	0	0	0	0	0	0	0	0	0	0	34
12009010201	2009	産業部門	鉱業	鉱業	0	0	51	20	0	0	0	0	0	0	0	0	0	0	0	0	110
12009010301	2009	産業部門	建設業	建設業	0	1789	6067	670	0	13	0	0	0	0	0	0	0	0	0	0	670
12009010401	2009	産業部門	製造業	食料品	1	26	4	458	1	1	0	80	0	0	0	0	0	0	6217	0	2587
12009010402	2009	産業部門	製造業	飲料・飼料・たばこ	0	1	0	87	0	0	0	0	0	0	0	0	0	0	403	0	235
12009010403	2009	産業部門	製造業	繊維工業	0	3	0	166	0	0	0	31	0	0	0	0	0	0	845	0	190
12009010404	2009	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12009010405	2009	産業部門	製造業	木材・木製品	0	4	16	0	0	0	0	0	0	0	0	0	0	0	8	0	67
12009010406	2009	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	10	0	0	0	0	0	0	19	0	64
12009010407	2009	産業部門	製造業	パルプ紙紙加工	1	3	1	33	0	1242	0	6	0	0	0	0	0	0	2130	0	1189
12009010408	2009	産業部門	製造業	出版・印刷・同関連	2	4	0	12	0	0	0	15	0	0	0	0	0	0	673	0	1528
12009010409	2009	産業部門	製造業	化学工業	1	6	0	43	0	0	0	2	0	0	0	0	0	0	2149	0	673
12009010410	2009	産業部門	製造業	石油製品・石炭製品	0	1	0	14	0	0	0	0	0	0	0	0	0	0	1	0	20
12009010411	2009	産業部門	製造業	プラスティック製品	1	8	0	136	0	0	0	2	0	0	0	0	0	0	249	0	633
12009010412	2009	産業部門	製造業	ゴム製品	1	5	4	53	0	0	0	3	0	0	0	0	0	0	1010	0	633
12009010413	2009	産業部門	製造業	なめし革・同製品	1	2	0	7	0	0	0	0	0	0	0	0	0	0	89	0	149
12009010414	2009	産業部門	製造業	窯業・土石製品	1	15	35	669	0	254	0	185	0	35	0	138	0	0	2908	0	1779
12009010415	2009	産業部門	製造業	鉄鋼業	0	30	28	257	0	0	0	18	0	0	0	0	0	0	1852	0	2671
12009010416	2009	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	25	0	0	0	0	0	0	263	0	331
12009010417	2009	産業部門	製造業	金属製品	2	56	2	85	0	0	0	22	0	0	1	0	0	0	613	0	1088
12009010418	2009	産業部門	製造業	一般機械器具	4	23	2	12	0	0	0	15	0	0	0	0	0	0	211	0	900
12009010419	2009	産業部門	製造業	電気機械器具	2	71	1	44	0	0	0	25	0	0	0	0	0	0	631	0	2187
12009010420	2009	産業部門	製造業	輸送用機械器具	66	115	51	195	0	0	0	93	0	0	0	0	0	0	870	0	1176
12009010421	2009	産業部門	製造業	精密機械器具	0	4	1	14	0	0	0	1	0	0	0	0	0	0	136	0	506
12009010422	2009	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12009010423	2009	産業部門	製造業	その他の製造業	1	5	0	105	0	0	0	1	0	0	0	0	0	0	69	0	454
12009020101	2009	家庭部門	家庭	家庭	0	8560	0	0	0	0	0	6742	0	0	0	0	0	0	87982	0	89036
12009030101	2009	業務部門	業務	事務所ビル	0	476	0	1111	0	0	0	0	0	0	0	0	0	0	34934	0	112428
12009030102	2009	業務部門	業務	百貨店	0	0	0	4	0	0	0	4	0	0	0	0	0	0	1226	0	2266
12009030103	2009	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14
12009030104	2009	業務部門	業務	その他の卸・小売業	0	0	0	9	0	0	0	9	0	0	0	0	0	0	2844	0	5271
12009030105	2009	業務部門	業務	飲食店	0	970	0	393	0	0	0	603	0	0	0	0	0	0	11290	0	11521
12009030106	2009	業務部門	業務	ホテル・旅館等	0	0	0	46	0	0	0	0	0	0	0	0	0	0	9285	0	5514
12009030107	2009	業務部門	業務	学校	0	214	0	292	0	0	0	58	0	0	0	0	0	0	6217	0	11683
12009030108	2009	業務部門	業務	病院・医療施設等	0	163	0	263	0	0	0	0	0	0	0	0	0	0	6390	0	5246
12009030109	2009	業務部門	業務	その他のサービス業	0	290	0	145	0	0	0	58	0	0	0	0	0	0	10016	0	16999
12009040101	2009	運輸部門	自動車	自動車	124196	0	36752	0	0	0	0	14629	0	0	0	0	0	0	0	0	0
12009040201	2009	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15497
12009040301	2009	運輸部門	船舶	船舶	0	0	243	384	3	1573	0	0	0	0	0	0	0	0	0	0	0
12009040401	2009	運輸部門	航空	航空	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0
12010010101	2010	産業部門	農業・水産業	農業・水産業	0	1028	0	864	0	0	0	0	0	0	0	0	0	0	0	0	34
12010010201	2010	産業部門	鉱業	鉱業	0	0	51	20	0	0	0	0	0	0	0	0	0	0	0	0	117
12010010301	2010	産業部門	建設業	建設業	0	1836	8381	930	0	14	0	0	0	0	0	0	0	0	0	0	715
12010010401	2010	産業部門	製造業	食料品	1	21	4	373	1	0	0	65	0	0	0	0	0	0	5923	0	2527
12010010402	2010	産業部門	製造業	飲料・飼料・たばこ	0	1	0	91	0	0	0	0	0	0	0	0	0	0	496	0	296
12010010403	2010	産業部門	製造業	繊維工業	0	2	0	136	0	0	0	25	0	0	0	0	0	0	808	0	186
12010010404	2010	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12010010405	2010	産業部門	製造業	木材・木製品	0	2	10	0	0	0	0	0	0	0	0	0	0	0	6	0	50
12010010406	2010	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	8	0	0	0	0	0	0	18	0	64
12010010407	2010	産業部門	製造業	パルプ紙紙加工	1	3	1	27	0	1020	0	5	0	0	0	0	0	0	2049	0	1172
12010010408	2010	産業部門	製造業	出版・印刷・同関連	1	3	0	9	0	0	0	12	0	0	0	0	0	0	634	0	1475
12010010409	2010	産業部門	製造業	化学工業	1	5	0	39	0	0	0	2	0	0	0	0	0	0	2298	0	737
12010010410	2010	産業部門	製造業	石油製品・石炭製品	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	17
12010010411	2010	産業部門	製造業	プラスティック製品	1	7	0	119	0	0	0	2	0	0	0	0	0	0	254	0	662
12010010412	2010	産業部門	製造業	ゴム製品	1	5	4	49	0	0	0	3	0	0	0	0	0	0	1096	0	705
12010010413	2010	産業部門	製造業	なめし革・同製品	1	1	0	5	0	0	0	0	0	0	0	0	0	0	78	0	133
12010010414	2010	産業部門	製造業	窯業・土石製品	0	12	29	548	0	208	0	152	0	29	0	113	0	0	2791	0	1750
12010010415	2010	産業部門	製造業	鉄鋼業	0	26	25	226	0	0	0	16	0	0	0	0	0	0	1902	0	2813
12010010416	2010	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	26	0	0	0	0	0	0	312	0	402
12010010417	2010	産業部門	製造業	金属製品	1	45	1	68	0	0	0	18	0	0	1	0	0	0	576	0	1047
12010010418	2010	産業部門	製造業	一般機械器具	3	20	1	11	0	0	0	13	0	0	0	0	0	0	219	0	960
12010010419	2010	産業部門	製造業	電気機械器具	1	58	1	36	0	0	0	21	0	0	0	0	0	0	605	0	2151
12010010420	2010	産業部門	製造業	輸送用機械器具	76	132	59	224	0	0	0	107	0	0	0	0	0	0	1168	0	1620
12010010421	2010	産業部門	製造業	精密機械器具	0	3	1	12	0	0	0	1	0	0	0	0	0	0	131	0	501
12010010422	2010	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12010010423	2010	産業部門	製造業	その他の製造業	1	5	0	98	0	0	0	1	0	0	0	0	0	0	76	0	508
12010020101	2010	家庭部門	家庭	家庭	0	9378	0	0	0	0	0	6100	0	0	0	0	0	0	90302	0	97424
12010030101	2010	業務部門	業務	事務所ビル	0	574	0	443	0	0	0	56	0	0	0	0	0	0	37154	0	114016
12010030102	2010	業務部門	業務	百貨店	0	1	0	4	0	0	0	2	0	0	0	0	0	0	977	0	2362
12010030103	2010	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	17
12010030104	2010	業務部門	業務	その他の卸・小売業	0	2	0	9	0	0	0	5	0	0	0	0	0	0	2295	0	5565
12010030105	2010	業務部門	業務	飲食店	0	955	0	387	0	0	0	594	0	0	0	0	0	0	11228	0	11101
12010030106	2010	業務部門	業務	ホテル・旅館等	0	2	0	39	0	0	0	2	0	0	0	0	0	0	7780	0	6746
12010030107	2010	業務部門	業務	学校	0	145	0	161	0	0	0	49	0	0	0	0	0	0	7078	0	11373
12010030108	2010	業務部門	業務	病院・医療施設等	0	176	0	212	0	0	0	7	0	0	0	0	0	0	6975	0	5349
12010030109	2010	業務部門	業務	その他のサービス業	0	210	0	260	0	0	0	89	0	0	0	0	0	0	11598	0	15007
12010040101	2010	運輸部門	自動車	自動車	105005	0	36330	0	0	0	0	11856	0	0	0	0	0	0	0	0	0
12010040201	2010	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15463
12010040301	2010	運輸部門	船舶	船舶	0	0	272	419	3	1774	0	0	0	0	0	0	0	0	0	0	0
12010040401	2010	運輸部門	航空	航空	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0
12011010101	2011	産業部門	農業・水産業	農業・水産業	0	1012	0	494	0	0	0	0	0	0	0	0	0	0	0	0	34
12011010201	2011	産業部門	鉱業	鉱業	0	0	46	18	0	0	0	0	0	0	0	0	0	0	0	0	110
