階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2020年12月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2021年12月変化率（％）/前月比,2021年12月変化率（％）/前年同月比
6,1851,211,食料／調理食品／他の調理食品／冷凍調理コロッケ,,5,96.6,96.2,96.2,96.8,96.8,94.8,99.7,5.1,3.2
6,1852,212,食料／調理食品／他の調理食品／冷凍調理ハンバーグ,,7,98.1,91.6,93.3,93.6,91.1,93.4,101.4,8.5,3.3
6,1853,213,食料／調理食品／他の調理食品／冷凍ぎょうざ,,12,100.9,95.8,97.2,96,97.1,97.4,97.4,0,-3.5
6,1871,214,食料／調理食品／他の調理食品／調理カレー,,15,98.1,94.6,94.4,105.5,109.3,101.5,105.9,4.4,8
6,1891,215,食料／調理食品／他の調理食品／混ぜごはんのもと,,8,96.2,103,101.7,100.3,109,108,104.6,-3.2,8.7
6,1812,216,食料／調理食品／他の調理食品／煮豆,,8,100.2,101.9,99.8,101,99.7,100.4,100.4,0,0.2
6,1802,217,食料／調理食品／他の調理食品／焼き魚,,10,104.2,103.3,104.2,104.1,103.7,103,105.9,2.8,1.7
6,1813,218,食料／調理食品／他の調理食品／きんぴら,,3,101.4,100.4,99.8,102.5,103.7,103.6,103.5,-0.1,2
6,1814,219,食料／調理食品／他の調理食品／焼豚,,10,100.1,102.7,103.4,102.1,101.7,102.1,102.2,0.1,2
6,1892,220,食料／調理食品／他の調理食品／サラダチキン,,10,99.7,101.2,100.4,100.8,102.2,102.7,101.4,-1.3,1.7
6,1893,221,食料／調理食品／他の調理食品／おでん,,5,98.7,99.4,99.4,101,101.1,102.2,103.9,1.7,5.2
3,37,222,食料／飲料,,145,97.7,100,100.5,100.7,101.3,101.7,99.7,-2,2
5,38,223,食料／飲料／茶類,,34,97.4,98.8,99.9,99.8,101.5,101.7,99.7,-2,2.4
6,1902,224,食料／飲料／茶類／緑茶,,12,98.3,99.4,101.3,101.4,99.7,101.7,99.3,-2.4,1
6,1911,225,食料／飲料／茶類／紅茶,,4,92.4,104.7,104.4,105.8,115.7,114.3,105.9,-7.4,14.6
6,1914,226,食料／飲料／茶類／茶飲料,,18,97.9,97.2,97.9,97.5,99.7,99.1,98.7,-0.4,0.8
5,39,227,食料／飲料／コーヒー・ココア,,30,95.8,98.9,99.2,100.7,102.4,104,99.8,-4,4.2
6,1921,228,食料／飲料／コーヒー・ココア／インスタントコーヒー,,8,98.2,103.6,101.8,101.4,99.6,100.4,93.2,-7.2,-5.1
6,1922,229,食料／飲料／コーヒー・ココア／コーヒー豆,,8,93.3,97.4,101.4,102.2,116.1,115,113,-1.7,21.1
6,1923,230,食料／飲料／コーヒー・ココア／コーヒー飲料Ａ,,11,94.7,96.2,95.3,99.1,94.6,99.1,94.6,-4.6,-0.1
6,1924,231,食料／飲料／コーヒー・ココア／コーヒー飲料Ｂ,,3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,0,0
5,40,232,食料／飲料／他の飲料,,82,98.5,100.9,101.3,101.1,100.8,100.8,99.6,-1.2,1.1
6,1930,233,食料／飲料／他の飲料／果実ジュース,,6,97.9,99,98.4,99.7,99.2,100,94.4,-5.6,-3.6
6,1931,234,食料／飲料／他の飲料／果汁入り飲料,,6,99.8,102.2,102.3,102.5,102.5,101.6,94.6,-6.9,-5.3
6,1941,235,食料／飲料／他の飲料／野菜ジュース,,12,100.8,99.4,99.4,98.8,98.3,98.5,98.3,-0.3,-2.5
6,1951,236,食料／飲料／他の飲料／炭酸飲料,,17,93.7,107.4,108.3,106.8,106.8,107.4,106.4,-1,13.5
6,1952,237,食料／飲料／他の飲料／ノンアルコールビール,,3,99.2,99.2,99,99.3,99,98.7,98.9,0.1,-0.4
6,1972,238,食料／飲料／他の飲料／乳酸菌飲料,,14,100,100,100,100,100,100,100,0,0
6,1982,239,食料／飲料／他の飲料／ミネラルウォーター,,12,100.6,98.3,98,99.1,98.2,98.3,97.1,-1.2,-3.5
6,1984,240,食料／飲料／他の飲料／宅配水,,4,100,100,100,100,100,100,100,0,0
6,1981,241,食料／飲料／他の飲料／スポーツドリンク,,3,100.5,96.6,98,99.3,98.8,99,98.7,-0.4,-1.8
6,1983,242,食料／飲料／他の飲料／豆乳,,5,97.1,96.7,99.6,98.2,98,95.5,98,2.7,0.9
3,41,243,食料／酒類,,110,99.5,99.7,99.3,99.6,99.5,99.8,99,-0.8,-0.5
6,2003,244,食料／酒類／清酒,,13,97.2,97.3,96.3,97,95.9,97,96.9,-0.2,-0.3
6,2011,245,食料／酒類／焼酎,,11,98.5,99,99.6,99.7,99.9,99.9,97.7,-2.2,-0.8
6,2021,246,食料／酒類／ビール,,28,95.8,96,95.7,95.9,95.8,95.7,95.3,-0.4,-0.5
6,2026,247,食料／酒類／発泡酒,,6,99.8,99.8,100.1,99.6,100.3,99.8,99.9,0.1,0.1
6,2033,248,食料／酒類／ウイスキー,,6,97.4,99.6,99,99.2,99,100,98.3,-1.6,1
6,2041,249,食料／酒類／ワイン（国産品）,,6,100.1,101,100.3,100.4,100.6,100.8,100.6,-0.2,0.5
6,2042,250,食料／酒類／ワイン（輸入品）,,13,102,101.4,100.4,101.9,101.7,102,101.7,-0.3,-0.3
6,2012,251,食料／酒類／チューハイ,,12,99.4,99.5,99.3,99.5,100.1,99.8,98.8,-1,-0.6
6,2027,252,食料／酒類／ビール風アルコール飲料,,14,107.9,107.6,107.4,107.1,106.7,107.8,106,-1.7,-1.8
3,42,253,食料／外食,,534,100,100.2,99.9,99.9,100,100.2,100.1,-0.1,0.1
5,43,254,食料／外食／一般外食,,515,100,100,99.7,99.7,99.9,100.1,100,-0.1,-0.1
6,2101,255,食料／外食／一般外食／うどん（外食）,,14,100,100.6,100.6,100.6,100.6,100.6,100.8,0.2,0.8
6,2103,256,食料／外食／一般外食／日本そば（外食）,,14,100,100.4,100.4,100.4,100.4,100.4,101.4,1,1.4
6,2102,257,食料／外食／一般外食／中華そば（外食）,,31,99.3,100.2,100.6,100.6,100.6,100.6,100.6,0,1.3
6,2112,258,食料／外食／一般外食／スパゲッティ（外食）,,15,100.3,100.8,101.3,101.3,101.3,101.3,101.3,0,1.1
6,2123,259,食料／外食／一般外食／すし（外食）Ａ,,27,100,95.4,88.6,88.6,90,90,92.3,2.6,-7.7
6,2121,260,食料／外食／一般外食／すし（外食）Ｂ,,40,100,100.1,100.1,100.1,100.3,100.3,100.1,-0.1,0.1
6,2132,261,食料／外食／一般外食／天丼（外食）,,15,99.6,100.2,100.2,100.2,100.2,100.2,100.6,0.5,1
6,2133,262,食料／外食／一般外食／カレーライス（外食）,,21,100,100,100,100,100,100,100,0,0
6,2136,263,食料／外食／一般外食／牛丼（外食）,,15,100,101.2,101.2,101.2,101.2,105.8,105.8,0,5.8
6,2142,264,食料／外食／一般外食／豚カツ定食（外食）,,29,100.3,99.9,99.9,99.9,99.9,99.9,99.9,0,-0.4
6,2146,265,食料／外食／一般外食／しょうが焼き定食（外食）,,8,100,102.1,102.1,102.1,102.1,102.1,102.1,0,2.1
6,2164,266,食料／外食／一般外食／フライドチキン（外食）,,17,100,100,100,100,100,100,100,0,0
6,2134,267,食料／外食／一般外食／ぎょうざ（外食）,,28,100,101.2,101.4,101.4,101.4,101.4,101.4,0,1.3
6,2141,268,食料／外食／一般外食／ハンバーグ（外食）,,39,99.5,99.2,99.2,99.2,99.2,99.2,99.2,0,-0.2
6,2145,269,食料／外食／一般外食／焼肉（外食）,,56,100,100.6,100.6,100.6,100.6,100.6,98.4,-2.2,-1.6
6,2135,270,食料／外食／一般外食／ハンバーガー（外食）,,25,100.5,100,100,100,100,100,100,0,-0.5
6,2161,271,食料／外食／一般外食／サンドイッチ（外食）,,11,100.3,101.7,101.7,101.7,101.7,101.7,101.7,0,1.4
6,2144,272,食料／外食／一般外食／ピザ（配達）,,12,101.7,101.1,101.1,101.1,101.1,101.1,101.1,0,-0.5
6,2163,273,食料／外食／一般外食／ドーナツ（外食）,,3,100.3,101.9,101.9,101.9,101.9,101.9,101.9,0,1.6
6,2162,274,食料／外食／一般外食／コーヒー（外食）Ａ,,18,100.8,101.7,101.7,101.7,102.6,101.6,101.6,0,0.8
6,2165,275,食料／外食／一般外食／コーヒー（外食）Ｂ,,9,100,100,100,100,100,100,100,0,0
6,2171,276,食料／外食／一般外食／ビール（外食）,,40,100,99.7,99.7,99.7,99.7,100,100,0,0
6,2172,277,食料／外食／一般外食／やきとり（外食）,,27,100.4,99.4,99.4,99.4,99.4,100.8,100.8,0,0.4
5,44,278,食料／外食／学校給食,,19,98.8,103.2,103.2,103.2,103.2,103.2,103.2,0,4.5
6,2182,279,食料／外食／学校給食／学校給食（小学校）,,12,98.7,103.6,103.6,103.6,103.6,103.6,103.6,0,5
6,2183,280,食料／外食／学校給食／学校給食（中学校）,,6,98.9,102.4,102.4,102.4,102.4,102.4,102.4,0,3.5
1,45,281,住居,,2760,100.2,100.4,100.6,100.6,100.7,100.7,100.7,0,0.5
3,46,282,住居／家賃,,2454,100.2,100.1,100.2,100.2,100.2,100.2,100.2,0,0
4,47,283,住居／家賃／民営家賃,,391,100.2,100.1,100.2,100.3,100.3,100.3,100.3,-0.1,0.1
6,3000,284,住居／家賃／民営家賃／民営家賃,,391,100.2,100.1,100.2,100.3,100.3,100.3,100.3,-0.1,0.1
4,48,285,住居／家賃／公営・都市再生機構・公社家賃,,62,100.1,100.3,100.3,100.2,100.2,100.2,100.2,0,0.1
6,3016,286,住居／家賃／公営・都市再生機構・公社家賃／公営家賃,,13,99.6,100.6,100.2,99.9,99.8,99.6,99.3,-0.3,-0.3
6,3017,287,住居／家賃／公営・都市再生機構・公社家賃／都市再生機構・公社家賃,,49,100.2,100.3,100.3,100.3,100.4,100.4,100.4,0,0.2
4,50,288,住居／家賃／持家の帰属家賃,,2000,100.2,100.1,100.2,100.2,100.2,100.2,100.2,0,0
6,3030,289,住居／家賃／持家の帰属家賃／持家の帰属家賃,,2000,100.2,100.1,100.2,100.2,100.2,100.2,100.2,0,0
3,51,290,住居／設備修繕・維持,,306,100.7,103,103.6,104,104.2,104.4,104.7,0.3,4
5,52,291,住居／設備修繕・維持／設備材料,,97,101.5,101.7,102.7,103.4,103.7,103.9,105,1,3.4
6,3101,292,住居／設備修繕・維持／設備材料／システムバス,,13,100.5,100.3,100.3,100.3,100.3,100.3,100.3,0,-0.2
6,3103,293,住居／設備修繕・維持／設備材料／温水洗浄便座,,9,102.3,90.6,90.1,94.3,95.8,101.8,102.4,0.6,0.2
6,3104,294,住居／設備修繕・維持／設備材料／給湯器,,36,100.8,96.4,99.1,99.1,99.5,98.7,101.9,3.3,1.1
6,3105,295,住居／設備修繕・維持／設備材料／システムキッチン,,27,103.6,112.8,112.8,112.8,112.8,112.8,112.8,0,8.8
6,3106,296,住居／設備修繕・維持／設備材料／カーポート,,4,99.3,99.4,99.4,100.9,100.9,100.9,100.9,0,1.6
6,3121,297,住居／設備修繕・維持／設備材料／修繕材料,,8,99.3,103.7,104.8,107.3,108.4,108.2,105.7,-2.3,6.5
5,53,298,住居／設備修繕・維持／工事その他のサービス,,209,100.3,103.7,104.1,104.3,104.4,104.6,104.6,0,4.3
6,3151,299,住居／設備修繕・維持／工事その他のサービス／畳替え代,,1,100,100.6,101.7,101.7,101.7,101.7,102.8,1.1,2.8
6,3176,300,住居／設備修繕・維持／工事その他のサービス／水道工事費,,12,100.6,100.6,100.6,100.6,100.6,101.2,101.2,0,0.5
6,3175,301,住居／設備修繕・維持／工事その他のサービス／塀工事費,,8,101.1,101.1,101.1,101.1,101.1,101.1,101.1,0,0
6,3178,302,住居／設備修繕・維持／工事その他のサービス／外壁塗装費,,45,100,100,100,100,100.5,100.5,100.5,0,0.5
6,3162,303,住居／設備修繕・維持／工事その他のサービス／屋根修理費,,23,98.8,98.8,102.2,104.3,104.3,104.3,104.3,0,5.6
6,3174,304,住居／設備修繕・維持／工事その他のサービス／植木職手間代,,7,101.8,101.8,101.8,101.8,101.8,101.8,102.6,0.8,0.8
6,3171,305,住居／設備修繕・維持／工事その他のサービス／ふすま張替費,,5,100,100,101.2,101.2,101.2,101.2,101.6,0.4,1.6
6,3172,306,住居／設備修繕・維持／工事その他のサービス／大工手間代,,15,100,100.8,100.8,100.8,100.8,102.6,102.6,0,2.6
6,3179,307,住居／設備修繕・維持／工事その他のサービス／駐車場工事費,,25,102.1,102.1,102.1,102.1,102.1,102.1,102.1,0,0
6,3185,308,住居／設備修繕・維持／工事その他のサービス／壁紙張替費,,5,101.2,101.2,101.2,101.2,101.2,101.2,101.2,0,0
6,3180,309,住居／設備修繕・維持／工事その他のサービス／火災・地震保険料,,63,100,111.1,111.1,111.1,111.1,111.1,111.1,0,11.1
1,54,310,光熱・水道,,555,94.2,100.1,99.8,101.2,102.8,104.2,105.5,1.2,12
3,56,311,光熱・水道／電気代,,262,92.7,100.9,100.8,102.6,104.5,106.3,107.9,1.5,16.3
6,3500,312,光熱・水道／電気代／電気代,,262,92.7,100.9,100.8,102.6,104.5,106.3,107.9,1.5,16.3
3,57,313,光熱・水道／ガス代,,151,91.4,98.5,97.5,99.6,101.9,103.8,105.6,1.7,15.5
6,3600,314,光熱・水道／ガス代／都市ガス代,,148,91.2,98.5,97.5,99.6,101.9,103.9,105.7,1.7,15.9
6,3612,315,光熱・水道／ガス代／プロパンガス,,4,100,100,100,100,100,100,100,0,0
3,58,316,光熱・水道／他の光熱,,6,96.6,106.8,109.1,109.4,113.5,120.1,119.6,-0.4,23.8
6,3701,317,光熱・水道／他の光熱／灯油,,6,96.6,106.8,109.1,109.4,113.5,120.1,119.6,-0.4,23.8
3,59,318,光熱・水道／上下水道料,,136,100,100,100,100,100,100,100,0,0
6,3810,319,光熱・水道／上下水道料／水道料,,75,100,100,100,100,100,100,100,0,0
6,4610,320,光熱・水道／上下水道料／下水道料,,61,100,100,100,100,100,100,100,0,0
1,60,321,家具・家事用品,,335,101.3,103.2,103.9,103.4,103,102.5,101.6,-0.9,0.3
3,61,322,家具・家事用品／家庭用耐久財,,111,102.3,107.7,108.9,106.1,104.9,103.6,101.4,-2.1,-0.9
5,62,323,家具・家事用品／家庭用耐久財／家事用耐久財,,61,106.8,105.1,106.1,104.6,103.1,102.8,98.9,-3.8,-7.4
6,4003,324,家具・家事用品／家庭用耐久財／家事用耐久財／電子レンジ,,3,103.1,126.3,120,114.4,122.8,123,109.8,-10.7,6.5
6,4002,325,家具・家事用品／家庭用耐久財／家事用耐久財／電気炊飯器,,12,98.4,108.9,120.4,121.9,115.6,113.6,104.6,-8,6.3
6,4011,326,家具・家事用品／家庭用耐久財／家事用耐久財／ガステーブル,,1,96.6,94.4,95.5,93.2,93.2,93.2,91.8,-1.5,-4.9
6,4021,327,家具・家事用品／家庭用耐久財／家事用耐久財／電気冷蔵庫,,19,117.6,104.5,95.8,96.1,92.4,86.8,87.3,0.5,-25.8
6,4032,328,家具・家事用品／家庭用耐久財／家事用耐久財／電気掃除機,,8,103.1,103.1,103.1,104.5,105.2,105.2,105.2,0,2.1
6,4042,329,家具・家事用品／家庭用耐久財／家事用耐久財／電気洗濯機（全自動洗濯機）,,9,94.4,118.7,117.2,105.9,103.3,95.1,90.3,-5.1,-4.3
6,4043,330,家具・家事用品／家庭用耐久財／家事用耐久財／電気洗濯機（洗濯乾燥機）,,9,113.4,84.6,98,97.2,102.8,122.7,116.3,-5.2,2.6
5,63,331,家具・家事用品／家庭用耐久財／冷暖房用器具,,34,95.8,112.5,113.2,106,104.8,101.1,100.2,-0.9,4.6
6,4063,332,家具・家事用品／家庭用耐久財／冷暖房用器具／ルームエアコン,,29,92.7,113.6,114.7,106.2,104.6,100.6,100.2,-0.4,8
6,4072,333,家具・家事用品／家庭用耐久財／冷暖房用器具／温風ヒーター,,3,107.3,105.9,105.9,105.9,106.2,104.8,89.9,-14.2,-16.2
6,4075,334,家具・家事用品／家庭用耐久財／冷暖房用器具／空気清浄機,,2,123.7,106.6,102,103.6,105.8,103.7,113.6,9.6,-8.2
5,64,335,家具・家事用品／家庭用耐久財／一般家具,,16,98.9,107.1,110.5,111.9,111.8,111.8,113.3,1.4,14.6
6,4092,336,家具・家事用品／家庭用耐久財／一般家具／食堂セット,,5,102.4,108.6,108.6,110.5,110.2,111.8,111.3,-0.5,8.7
6,4093,337,家具・家事用品／家庭用耐久財／一般家具／ソファ,,10,97,106.3,111.5,112.7,112.7,112,114.6,2.4,18.1
6,4083,338,家具・家事用品／家庭用耐久財／一般家具／食器戸棚,,1,102.1,106.9,108.2,109.4,109.4,109,109.2,0.2,6.9
3,66,339,家具・家事用品／室内装備品,,19,101.7,105.7,106,108.1,105.5,106.8,106.9,0.2,5.1
6,4115,340,家具・家事用品／室内装備品／照明器具,,4,105.9,116.6,117.2,125.4,113.5,117.9,119.5,1.4,12.9
6,4121,341,家具・家事用品／室内装備品／カーペット,,7,101.2,100.1,100.4,101.3,100.5,101.1,99.5,-1.5,-1.7
6,4141,342,家具・家事用品／室内装備品／カーテン,,4,99.8,100.4,100.8,100.6,100.1,100.1,100.8,0.8,1.1
6,4142,343,家具・家事用品／室内装備品／クッション,,3,99.8,110,110,109.4,112.5,112.9,114,0.9,14.2
3,70,344,家具・家事用品／寝具類,,23,97.9,97.9,99.3,99.9,100,99.2,99.4,0.3,1.6
6,4201,345,家具・家事用品／寝具類／ベッド,,7,95.6,101.3,104.6,104.9,104.3,103.7,102.9,-0.8,7.6
6,4211,346,家具・家事用品／寝具類／布団,,8,97.5,98.6,100.1,97.4,97.5,97.4,98.6,1.2,1.2
6,4251,347,家具・家事用品／寝具類／敷布,,2,100.7,97.2,98.3,99.6,99.6,95.3,96.8,1.6,-3.9
6,4271,348,家具・家事用品／寝具類／布団カバー,,1,99.6,98.7,99.8,101.7,99.4,95.5,95.2,-0.3,-4.3
6,4272,349,家具・家事用品／寝具類／敷きパッド,,5,99.7,92.6,91.9,97.1,98.4,98.4,98.4,0,-1.3
3,73,350,家具・家事用品／家事雑貨,,73,101,100.6,100.1,101,101,101.1,100.3,-0.8,-0.7
4,74,351,家具・家事用品／家事雑貨／食器類,,11,100.9,98.7,98.5,98.7,99.5,97.9,96.5,-1.5,-4.3
6,4301,352,家具・家事用品／家事雑貨／食器類／茶わん,,5,100,97.9,98.3,98.3,97.8,97.8,96.9,-1,-3.1
6,4302,353,家具・家事用品／家事雑貨／食器類／皿,,7,101.5,99.3,98.6,99,100.6,98,96.2,-1.8,-5.2
4,75,354,家具・家事用品／家事雑貨／台所用品,,21,97.6,98.5,96.6,98.6,97.9,98.8,97.6,-1.3,0
6,4326,355,家具・家事用品／家事雑貨／台所用品／水筒,,4,96.1,94.6,89.7,98.9,93.5,95.1,88.7,-6.8,-7.7
6,4331,356,家具・家事用品／家事雑貨／台所用品／鍋,,5,97.7,99.2,99.2,99.2,99.2,99.7,101.7,2.1,4.2
6,4334,357,家具・家事用品／家事雑貨／台所用品／フライパン,,8,97.5,99.1,96.9,97.4,98.4,99.6,98.5,-1.2,0.9
6,4342,358,家具・家事用品／家事雑貨／台所用品／スポンジたわし,,3,99.6,100.8,100.2,100.2,100.2,100.2,99.8,-0.4,0.2
4,76,359,家具・家事用品／家事雑貨／他の家事雑貨,,41,102.9,102.2,102.4,102.8,103.1,103.2,102.8,-0.4,-0.1
6,4352,360,家具・家事用品／家事雑貨／他の家事雑貨／電球・ランプ,,6,111,108.8,108.8,110.3,110.3,109.3,111.7,2.2,0.7
6,4361,361,家具・家事用品／家事雑貨／他の家事雑貨／タオル,,14,103.7,105.1,105.1,105.1,105.1,104.4,103.7,-0.6,0.1
6,4362,362,家具・家事用品／家事雑貨／他の家事雑貨／マット,,7,98.4,93.5,96.9,97.8,99,99.1,97.9,-1.2,-0.4
6,4372,363,家具・家事用品／家事雑貨／他の家事雑貨／物干し用ハンガー,,3,100.4,97.6,96.3,96.8,98.1,98.1,98.1,0,-2.2
6,4373,364,家具・家事用品／家事雑貨／他の家事雑貨／収納ケース,,10,100.6,101.5,100.5,100.5,100.3,102.2,100.7,-1.5,0.1
3,77,365,家具・家事用品／家事用消耗品,,87,101.5,101.5,102.7,102.8,103.2,102.9,102.8,-0.1,1.3
4,78,366,家具・家事用品／家事用消耗品／ティシュ・トイレットペーパー,,21,100.2,100.5,100.1,99.4,99.2,99.7,98.7,-1,-1.5
6,4412,367,家具・家事用品／家事用消耗品／ティシュ・トイレットペーパー／ティシュペーパー,,8,99.2,99.1,99.5,98.3,97.7,98.1,95.4,-2.8,-3.9
6,4413,368,家具・家事用品／家事用消耗品／ティシュ・トイレットペーパー／トイレットペーパー,,13,100.8,101.4,100.5,100.2,100.1,100.7,100.9,0.2,0.1
4,79,369,家具・家事用品／家事用消耗品／洗剤,,25,101.2,100.8,102.3,101.9,103.1,102,101.3,-0.6,0.1
6,4431,370,家具・家事用品／家事用消耗品／洗剤／台所用洗剤,,11,100.3,100.9,100.9,101.7,101.9,101.9,101,-0.9,0.7
6,4441,371,家具・家事用品／家事用消耗品／洗剤／洗濯用洗剤,,14,102,100.7,103.4,102,104,102,101.6,-0.4,-0.4
4,80,372,家具・家事用品／家事用消耗品／他の家事用消耗品,,41,102.3,102.4,104.3,105,105.3,105.2,105.8,0.6,3.4
6,4401,373,家具・家事用品／家事用消耗品／他の家事用消耗品／ラップ,,5,99.2,100.8,100.6,100.9,100.9,101,100.8,-0.2,1.7
6,4402,374,家具・家事用品／家事用消耗品／他の家事用消耗品／ポリ袋,,7,112.7,108.2,114.4,113.7,114.2,109.3,117.7,7.7,4.5
6,4451,375,家具・家事用品／家事用消耗品／他の家事用消耗品／殺虫剤,,7,102.3,96.4,96.7,99.1,99.3,105,105,0,2.7
6,4442,376,家具・家事用品／家事用消耗品／他の家事用消耗品／柔軟仕上剤,,7,102.3,113.6,116.1,115.5,116.9,117.3,113,-3.7,10.5
6,4471,377,家具・家事用品／家事用消耗品／他の家事用消耗品／芳香・消臭剤,,7,98.5,99.2,99.8,102.3,101.7,99.8,100.7,0.9,2.3
6,4403,378,家具・家事用品／家事用消耗品／他の家事用消耗品／キッチンペーパー,,3,100.2,100.8,102.2,102.3,102.4,102.1,101.8,-0.3,1.5
6,4472,379,家具・家事用品／家事用消耗品／他の家事用消耗品／漂白剤,,6,98.2,96.5,97.9,98.5,98.6,98,96.9,-1.2,-1.4
3,81,380,家具・家事用品／家事サービス,,23,100,100,100,100,100,100,100,0,0
4,174,381,家具・家事用品／家事サービス／家事代行料,,10,100.1,100.1,100.1,100.1,100.1,100.1,100.1,0,0
6,4501,382,家具・家事用品／家事サービス／家事代行料／家事代行料,,10,100.1,100.1,100.1,100.1,100.1,100.1,100.1,0,0
4,175,383,家具・家事用品／家事サービス／清掃代,,7,100,100,100,100,100,100,100,0,0
6,4521,384,家具・家事用品／家事サービス／清掃代／リサイクル料金,,7,100,100,100,100,100,100,100,0,0
6,4515,385,家具・家事用品／家事サービス／清掃代／浄化槽清掃代,,0,- ,- ,- ,- ,- ,- ,- ,- ,- 
4,176,386,家具・家事用品／家事サービス／他の家事サービス,,6,100,100,100,100,100,100,100,0,0
6,4701,387,家具・家事用品／家事サービス／他の家事サービス／モップレンタル料,,6,100,100,100,100,100,100,100,0,0
1,82,388,被服及び履物,,375,100.8,99.4,99,101.4,101,101.7,101.1,-0.6,0.3
2,83,389,被服及び履物／衣料,,170,100.5,98.6,98.5,101.1,101.2,103.4,102.5,-0.9,2
3,84,390,被服及び履物／衣料／和服,,5,98.9,98.6,99.6,98.6,98.3,98.3,98.3,0,-0.6
6,5011,391,被服及び履物／衣料／和服／婦人用着物,,4,98.8,98.4,99.5,98.4,98,98,98,0,-0.8
6,5041,392,被服及び履物／衣料／和服／婦人用帯,,1,99.3,99.3,99.8,99.3,99.3,99.3,99.3,0,0
3,85,393,被服及び履物／衣料／洋服,,165,100.6,98.6,98.5,101.2,101.3,103.6,102.7,-0.9,2
5,86,394,被服及び履物／衣料／洋服／男子用洋服,,45,100.1,99.8,99.4,101,101.9,104.1,103.3,-0.8,3.1
6,5101,395,被服及び履物／衣料／洋服／男子用洋服／背広服（春夏物，中級品）,,6,101,97.2,96.8,98.9,98.9,98.9,98.9,0,-2.1
6,5103,396,被服及び履物／衣料／洋服／男子用洋服／背広服（春夏物，普通品）,,4,99.5,99.6,97.8,102.2,102.2,102.2,102.2,0,2.7
6,5102,397,被服及び履物／衣料／洋服／男子用洋服／背広服（秋冬物，中級品）,,6,102,101.3,101.3,102.7,102.7,101.6,103.2,1.6,1.2
6,5104,398,被服及び履物／衣料／洋服／男子用洋服／背広服（秋冬物，普通品）,,4,103.5,103.6,103.6,106.3,107.6,110.9,111.5,0.5,7.7
6,5111,399,被服及び履物／衣料／洋服／男子用洋服／男子用上着,,5,104.4,106,106,106,112.7,116.7,114.6,-1.8,9.7
6,5122,400,被服及び履物／衣料／洋服／男子用洋服／男子用ズボン（春夏物）,,6,100,100.5,98.7,101.9,101.9,101.9,101.9,0,1.9
6,5121,401,被服及び履物／衣料／洋服／男子用洋服／男子用ズボン（秋冬物）,,5,99.8,97.2,97.2,98.7,99,99.3,97.2,-2.2,-2.6
6,5123,402,被服及び履物／衣料／洋服／男子用洋服／男子用ズボン（ジーンズ）,,2,100.5,97.4,97.4,97.4,97.4,97.4,97.3,-0.1,-3.2
6,5131,403,被服及び履物／衣料／洋服／男子用洋服／男子用コート,,6,92.9,94.7,94.7,94.7,94.7,105.7,101.4,-4,9.2
6,5141,404,被服及び履物／衣料／洋服／男子用洋服／男子用学校制服,,2,100,102.8,102.8,102.8,102.8,102.8,102.8,0,2.8
5,87,405,被服及び履物／衣料／洋服／婦人用洋服,,98,101.1,99,99.3,101.9,102.1,104.8,103.3,-1.4,2.2
6,5166,406,被服及び履物／衣料／洋服／婦人用洋服／婦人用スーツ（春夏物，中級品）,,4,99.4,101.4,105.7,109.1,109.1,109.1,109.1,0,9.8
6,5167,407,被服及び履物／衣料／洋服／婦人用洋服／婦人用スーツ（春夏物，普通品）,,3,99.4,103.7,100,105.3,105.3,105.3,105.3,0,6
6,5162,408,被服及び履物／衣料／洋服／婦人用洋服／婦人用スーツ（秋冬物，中級品）,,4,113.6,113.9,113.9,115.1,115.1,115.1,115.1,0,1.3
6,5168,409,被服及び履物／衣料／洋服／婦人用洋服／婦人用スーツ（秋冬物，普通品）,,3,109.4,106.5,106.5,113.5,112.8,112.3,106.2,-5.4,-3
6,5161,410,被服及び履物／衣料／洋服／婦人用洋服／ワンピース（春夏物）,,7,100.9,89.5,88.9,97.9,97.9,97.9,97.9,0,-2.9
6,5163,411,被服及び履物／衣料／洋服／婦人用洋服／ワンピース（秋冬物）,,7,91.4,93.6,93.6,100.8,100.9,100.8,102.5,1.7,12.2
6,5183,412,被服及び履物／衣料／洋服／婦人用洋服／婦人用上着,,9,102,98.9,98.9,102.4,102.9,103.4,100.5,-2.8,-1.4
6,5169,413,被服及び履物／衣料／洋服／婦人用洋服／スカート（春夏物）,,6,100.6,102.7,99.8,104.7,104.7,104.7,104.7,0,4.1
6,5172,414,被服及び履物／衣料／洋服／婦人用洋服／スカート（秋冬物）,,6,107.1,104.4,104.4,106.8,110.3,110.3,106.9,-3.1,-0.2
6,5181,415,被服及び履物／衣料／洋服／婦人用洋服／婦人用スラックス（秋冬物）,,10,103.8,101.1,101.1,102.1,102.6,103.1,99.6,-3.4,-4.1
6,5179,416,被服及び履物／衣料／洋服／婦人用洋服／婦人用スラックス（ジーンズ）,,16,99.9,94,96.4,96.8,95.9,95.9,92.7,-3.4,-7.2
6,5182,417,被服及び履物／衣料／洋服／婦人用洋服／婦人用コート,,19,98.9,98.2,98.2,98.2,98.2,111.8,111.4,-0.4,12.7
