地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,南スーダン,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13116,豊島区,24540,12606,11934,22951,0,0,1425,1,0,155,0,0,87,12506,0,163,94,14,0,7,5,2489,0,1,1,189,54,0,0,2340,48,433,0,8,3,40,297,0,16,2575,0,0,776,0,4,6,2,2,3,5,11,1,5,232,64,0,1,0,13,58,2,1,0,2,0,0,1,0,1,0,9,3,17,6,7,62,0,27,45,14,0,0,136,5,26,1,0,0,0,1,2,0,1,0,0,0,0,75,4,0,0,0,0,0,1,3,0,0,0,5,0,1,0,10,4,0,1,4,1,1,0,0,1,0,8,0,0,0,0,14,0,0,0,2,0,0,0,0,0,1,0,4,1,4,5,0,0,0,0,0,0,0,530,0,0,1,98,0,2,2,0,0,1,0,0,5,18,0,0,1,0,0,1,401,0,0,97,9,2,50,1,14,0,0,2,16,0,1,2,99,83,0,0,0,0,15,0,1,0,0,0,0,0,0,12
4,13117,北区,17609,8646,8963,16683,1,0,778,0,0,756,0,8,78,9108,0,131,69,6,0,3,0,2646,0,3,3,65,104,0,0,752,32,786,0,4,9,18,157,0,9,1156,0,1,414,1,4,4,2,6,2,0,0,0,3,136,32,0,5,0,5,23,1,0,0,0,0,3,0,0,0,0,12,0,4,2,6,34,0,19,18,7,0,0,64,14,5,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,4,1,0,0,2,0,0,0,0,0,0,0,10,2,0,1,3,0,0,0,0,0,0,5,1,2,1,1,7,0,0,1,0,0,1,0,0,0,0,0,5,2,0,13,0,0,0,0,0,0,0,254,0,0,0,46,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,200,0,0,118,7,6,75,4,5,1,0,2,16,1,0,1,48,28,0,0,0,0,19,0,0,0,0,1,0,0,0,28
4,13118,荒川区,16885,8231,8654,16294,0,0,356,0,0,45,0,0,24,7180,0,91,51,15,0,2,0,5686,0,0,1,39,171,0,1,702,13,513,0,5,0,7,161,0,14,1217,0,0,277,1,1,1,0,0,0,0,1,0,2,47,10,1,0,0,6,34,2,1,0,1,0,1,0,0,0,1,3,5,3,1,13,22,0,10,5,3,0,0,57,6,35,0,0,0,0,0,2,0,2,0,0,0,0,34,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,1,0,0,0,0,1,0,4,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,180,0,0,0,39,0,0,2,0,0,0,0,1,1,6,0,1,0,0,0,0,130,0,0,48,1,1,26,2,10,0,0,0,7,0,0,1,37,26,0,0,0,0,11,0,0,0,0,0,0,0,0,15
4,13119,板橋区,20147,9147,11000,18814,4,0,240,0,0,152,0,14,36,11385,0,116,119,43,0,1,0,3122,0,4,0,102,93,0,0,640,44,1333,0,18,2,26,259,0,22,1037,1,1,582,1,4,8,3,0,2,0,1,1,9,170,34,1,6,0,6,37,1,0,0,0,1,1,0,1,1,0,5,5,13,6,9,57,0,18,23,2,0,0,129,12,10,0,0,0,0,1,1,0,2,0,1,0,0,109,2,0,1,0,0,0,0,5,0,2,0,1,0,0,0,24,4,4,0,1,0,0,0,0,1,0,5,0,0,0,0,23,1,1,4,1,0,2,0,0,0,3,0,7,1,6,8,1,0,0,0,0,0,1,359,0,0,0,52,1,1,0,0,0,1,0,0,1,6,0,0,0,0,0,2,295,0,0,197,7,20,94,5,26,1,0,5,38,0,0,1,63,36,2,0,0,0,23,0,0,0,0,1,0,0,1,23
4,13120,練馬区,14662,6659,8003,12925,0,0,82,0,0,63,7,3,78,6160,0,128,88,37,1,10,0,3948,0,1,4,71,56,0,1,443,40,946,0,30,1,28,246,0,35,417,0,1,661,0,2,9,6,5,0,3,6,3,8,107,58,2,13,2,6,56,2,5,0,2,0,1,0,0,0,0,7,3,20,7,14,55,0,53,15,9,0,0,158,12,8,1,0,0,0,1,0,0,2,0,0,0,0,110,1,0,0,5,0,0,1,4,0,0,0,0,0,0,0,24,4,0,0,2,0,0,0,1,0,0,3,0,0,0,0,34,0,1,2,0,0,0,0,0,0,3,1,4,4,8,8,0,0,0,0,0,0,0,647,0,0,0,112,1,3,3,0,1,0,0,1,3,14,0,0,0,0,0,1,508,0,0,179,7,2,100,3,30,1,0,7,23,0,0,6,123,92,0,0,0,1,30,0,0,0,0,0,0,0,0,17
4,13121,足立区,25541,11280,14261,24355,5,0,91,0,0,173,0,14,47,10816,0,110,135,43,4,5,1,7784,0,1,0,53,140,0,0,308,135,3372,0,4,2,20,402,0,9,681,0,0,386,0,2,3,1,4,0,2,2,1,6,56,23,1,1,2,5,19,1,8,0,0,0,2,0,0,0,0,6,7,9,7,15,64,0,7,14,3,1,4,88,9,9,0,2,0,0,2,0,0,0,0,0,0,0,182,3,0,0,7,0,0,2,0,0,2,0,10,0,0,0,44,2,0,3,7,1,0,0,0,6,0,5,0,0,0,0,55,0,0,8,0,0,2,0,0,0,0,0,8,2,5,8,1,1,0,0,0,0,0,320,0,0,0,59,1,4,6,0,1,2,0,0,3,20,0,0,0,0,0,0,224,0,0,219,4,1,153,1,18,1,0,5,31,0,2,3,53,33,2,0,0,0,18,0,0,0,0,0,0,0,0,26
4,13122,葛飾区,16545,7750,8795,15734,0,0,162,0,0,402,2,5,68,8552,0,69,85,26,3,1,1,3276,0,2,0,66,64,0,0,488,84,1467,0,0,1,7,237,0,4,661,1,0,249,0,0,2,1,1,0,5,1,0,0,38,15,1,0,0,1,18,1,2,0,0,0,2,0,0,1,0,8,0,4,2,8,34,0,16,9,4,0,0,53,13,7,0,0,0,0,0,2,0,0,0,0,0,0,184,0,0,0,10,0,0,0,1,0,1,0,56,0,0,0,28,2,0,0,4,0,0,0,0,3,1,1,0,3,0,0,42,0,0,5,0,0,5,0,0,0,1,0,2,8,1,8,0,1,1,0,0,0,0,201,0,0,1,42,0,1,0,1,0,0,0,0,3,8,1,1,0,0,0,0,143,0,0,121,1,2,81,5,3,1,0,1,25,0,0,2,33,24,6,0,0,0,3,0,0,0,0,0,0,0,0,23
4,13123,江戸川区,28113,13004,15109,26823,0,0,195,1,0,247,0,10,76,13227,0,2840,206,42,0,2,1,4512,0,3,1,122,127,0,1,786,79,2484,0,10,0,12,460,0,12,1367,0,0,499,1,4,2,3,0,1,5,5,0,1,42,30,0,9,0,2,37,2,0,0,0,0,6,0,0,3,0,3,1,14,3,29,122,0,21,15,2,0,0,99,13,22,0,0,0,1,0,0,1,0,0,0,0,0,103,0,0,0,5,0,0,0,1,0,2,0,6,0,0,0,28,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,25,0,1,8,0,2,0,0,0,0,2,1,0,5,2,2,0,0,1,1,0,0,0,370,0,1,0,62,7,5,1,0,1,2,1,0,0,24,0,0,0,0,0,0,266,0,0,227,10,3,125,7,25,1,0,0,49,0,0,7,60,43,3,0,0,0,14,0,0,0,0,0,0,0,0,31
1,13200,市部,69386,31865,37521,59121,93,17,292,0,3,328,3,203,408,26280,0,710,809,271,4,19,2,14470,0,108,8,517,288,1,1,2046,159,7095,0,90,29,147,1358,0,61,3296,1,4,2917,4,32,40,32,21,5,23,22,7,34,364,258,8,29,2,43,193,12,13,0,0,4,20,0,1,9,0,46,16,64,26,66,359,0,101,83,36,1,4,709,83,109,5,5,0,1,5,4,3,11,0,0,1,3,758,14,0,0,23,0,0,1,10,0,5,0,9,0,1,1,177,53,0,11,20,0,8,0,5,8,1,25,0,5,3,0,132,3,2,43,11,3,12,0,0,0,16,2,9,19,31,74,1,10,9,1,0,0,0,3532,2,0,2,435,6,9,12,1,6,12,2,8,25,91,2,6,0,0,0,5,2908,0,0,2455,45,31,1014,19,110,6,0,20,1185,0,1,24,538,350,10,0,1,1,157,0,1,5,5,4,0,0,4,65
4,13201,八王子市,10060,4599,5461,8967,5,15,49,0,0,54,2,95,63,4141,0,92,82,46,0,2,1,1911,0,6,1,99,43,0,0,357,24,1161,0,71,6,13,159,0,7,461,0,1,296,1,6,8,4,1,0,0,3,0,5,24,32,0,2,0,2,31,0,1,0,0,1,1,0,0,2,0,4,2,4,3,14,47,0,13,6,2,0,0,54,11,6,0,0,0,0,1,1,2,2,0,0,0,0,67,1,0,0,2,0,0,0,1,0,1,0,3,0,0,1,12,0,0,2,6,0,0,0,0,0,0,1,0,1,0,0,11,1,1,7,0,1,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,319,0,0,0,46,0,1,3,0,5,2,0,1,2,7,0,0,0,0,0,1,251,0,0,348,7,2,157,4,17,2,0,3,149,0,0,7,53,38,1,0,0,0,10,0,0,1,1,2,0,0,0,10
4,13202,立川市,3563,1589,1974,3162,4,0,8,0,0,6,0,5,18,1658,0,65,20,9,0,1,0,796,0,4,0,7,16,0,0,90,1,317,0,1,0,5,45,0,3,83,0,0,87,0,0,2,1,1,0,1,3,0,3,9,9,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,2,3,0,15,0,3,7,1,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,156,0,0,0,13,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,133,0,0,117,2,0,68,0,5,0,0,3,39,0,0,0,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13203,武蔵野市,2583,1297,1286,1903,0,0,16,0,0,10,0,9,6,941,0,22,11,10,0,1,1,543,0,0,1,21,6,0,0,91,4,85,0,1,1,9,40,0,1,73,0,0,216,1,3,1,1,2,0,5,3,0,1,39,13,0,1,0,8,15,1,1,0,0,0,0,0,0,0,0,1,3,2,2,3,17,0,15,6,1,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,372,0,0,1,41,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,325,0,0,28,1,0,10,1,8,0,0,1,6,0,0,1,48,40,0,0,1,0,7,0,0,0,0,0,0,0,0,1
4,13204,三鷹市,3013,1445,1568,2213,0,0,31,0,0,2,0,1,12,1018,0,29,28,8,0,0,0,671,0,5,0,22,17,0,0,53,4,163,0,4,0,8,47,0,3,87,0,0,312,1,0,3,4,4,0,2,2,1,6,44,32,3,4,1,4,24,0,1,0,0,1,5,0,0,1,0,5,1,4,5,5,33,0,7,11,5,0,0,81,9,2,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,1,0,2,0,0,5,0,0,0,1,0,2,1,1,0,0,1,3,0,0,0,0,350,0,0,0,57,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,282,0,0,39,3,2,24,2,2,1,0,0,4,0,0,1,61,42,1,0,0,0,16,0,0,2,0,0,0,0,0,3
4,13205,青梅市,1566,636,930,1277,0,0,1,0,0,9,0,1,3,418,0,3,24,3,0,1,0,237,0,2,0,2,0,0,0,24,8,389,0,1,0,1,65,0,2,83,0,0,20,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,57,0,0,191,1,6,47,0,10,0,0,0,126,0,0,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
4,13206,府中市,4468,1889,2579,3655,22,0,27,0,0,33,0,19,8,1695,0,44,85,20,1,2,0,782,0,11,1,27,28,0,0,57,10,486,0,1,5,18,95,0,7,170,1,0,264,0,2,2,4,2,1,6,1,0,1,27,14,0,1,1,1,31,1,5,0,0,0,3,0,0,0,0,5,0,7,0,8,37,0,9,4,6,0,0,43,9,23,3,1,0,0,2,1,1,0,0,0,0,2,76,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,3,0,0,0,0,0,0,4,0,0,2,0,1,0,0,3,3,0,1,0,0,0,1,0,1,3,6,28,0,0,3,0,0,0,0,282,1,0,0,29,0,1,0,0,0,1,0,0,1,7,0,1,0,0,0,0,241,0,0,113,5,1,73,2,7,1,0,1,19,0,1,3,74,31,1,0,0,1,38,0,0,1,0,0,0,0,2,4
4,13207,昭島市,2327,1060,1267,2089,0,0,8,0,0,17,0,0,21,755,0,58,25,6,0,0,0,560,0,9,0,20,8,0,0,142,5,261,0,0,0,1,26,0,0,167,0,0,40,0,1,2,0,0,0,0,0,0,1,4,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,4,1,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,49,0,0,109,3,0,42,0,1,1,0,0,62,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13208,調布市,3799,1778,2021,3336,1,0,27,0,0,9,0,2,23,1462,0,47,48,7,0,2,0,1031,0,7,1,51,16,0,0,61,8,296,0,0,0,8,86,0,2,141,0,0,176,0,2,1,4,1,2,0,0,4,4,21,14,1,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,2,3,4,4,28,0,5,7,2,0,0,49,1,4,0,0,0,0,0,1,0,0,0,0,0,0,23,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182,0,0,0,37,2,0,1,0,0,1,0,1,0,11,0,0,0,0,0,0,129,0,0,50,0,1,34,2,3,0,0,2,8,0,0,0,27,18,0,0,0,0,8,0,0,0,1,0,0,0,0,5
4,13209,町田市,5144,2382,2762,4371,0,0,6,0,0,12,0,15,33,2040,0,74,85,29,0,4,0,1043,0,5,1,44,13,0,0,43,15,540,0,3,12,15,118,0,10,209,0,2,238,0,2,3,1,3,0,1,1,0,1,25,27,1,6,0,4,6,1,0,0,0,0,3,0,0,0,0,5,0,5,1,10,32,0,8,3,3,1,1,69,11,0,0,0,0,1,1,1,0,1,0,0,0,0,122,6,0,0,6,0,0,0,4,0,0,0,2,0,0,0,32,6,0,2,1,0,6,0,1,2,0,1,0,0,0,0,20,0,0,16,0,0,0,0,0,0,3,0,1,0,3,4,0,5,1,0,0,0,0,265,0,0,0,45,0,2,0,1,0,0,0,0,6,9,0,0,0,0,0,1,201,0,0,110,1,3,47,3,7,0,0,1,48,0,0,0,33,20,0,0,0,0,13,0,0,0,0,0,0,0,0,5
4,13210,小金井市,2143,1062,1081,1767,0,0,14,0,0,25,0,3,4,954,0,20,45,5,0,1,0,304,0,3,0,21,12,1,0,92,5,104,0,2,1,12,49,0,5,85,0,0,127,0,2,2,1,0,1,2,0,0,1,18,14,0,0,0,2,7,1,0,0,0,0,0,0,0,2,0,3,2,3,0,1,17,0,3,3,1,0,0,38,2,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,1,0,2,0,0,1,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,168,0,0,0,16,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,146,0,0,34,1,0,28,0,3,0,0,0,2,0,0,0,18,9,2,0,0,0,6,0,0,0,1,0,0,0,0,3
4,13211,小平市,4296,2100,2196,3856,40,0,9,0,2,23,0,14,7,1512,0,27,48,28,0,2,0,1495,0,6,1,35,42,0,0,57,6,249,0,2,0,6,83,0,4,158,0,0,203,0,2,6,1,1,0,0,1,0,2,26,30,1,1,0,6,12,6,3,0,0,0,2,0,0,0,0,6,0,5,1,4,14,0,6,12,3,0,3,31,2,10,0,4,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,119,0,0,0,14,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0,1,97,0,0,74,3,0,55,4,7,0,0,0,4,0,0,1,23,18,1,0,0,0,3,0,0,0,1,0,0,0,0,0
4,13212,日野市,2719,1309,1410,2427,0,2,26,0,0,4,0,7,10,1122,0,6,43,7,0,1,0,517,0,2,1,31,12,0,1,80,0,236,0,0,0,7,51,0,1,260,0,0,101,0,4,1,1,1,0,0,1,0,2,20,10,0,3,0,1,2,0,0,0,0,2,0,0,1,0,0,8,0,1,0,1,5,0,3,7,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,75,0,0,0,4,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,64,0,0,65,2,1,23,0,6,0,0,0,32,0,0,1,26,18,3,0,0,0,4,0,0,1,0,0,0,0,0,4
4,13213,東村山市,2391,1085,1306,2178,2,0,12,0,1,39,0,11,41,907,0,8,36,7,0,0,0,573,0,8,0,10,18,0,0,89,10,245,0,0,0,2,46,0,2,111,0,0,58,1,0,2,0,1,0,1,0,0,1,9,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,4,1,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0,66,0,0,0,9,1,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,45,0,0,22,0,0,6,0,5,0,0,0,11,0,0,0,15,11,1,0,0,0,3,0,0,0,0,0,0,0,0,5
4,13214,国分寺市,1838,882,956,1561,0,0,4,0,0,1,0,0,1,829,0,6,11,1,0,0,0,396,0,0,0,21,3,0,0,95,4,94,0,0,0,1,21,0,0,73,0,0,142,0,0,3,4,1,0,0,0,0,1,15,6,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,11,0,9,2,0,0,0,22,6,52,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,83,0,0,0,17,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,62,0,0,17,0,0,14,0,0,0,0,0,3,0,0,0,15,9,0,0,0,0,6,0,0,0,0,0,0,0,0,2
4,13215,国立市,1399,648,751,1210,0,0,2,0,0,8,1,4,13,560,0,16,11,7,0,0,0,342,0,2,0,5,25,0,0,63,2,72,0,0,0,0,23,0,1,53,0,0,75,0,1,0,0,0,0,1,2,0,0,5,11,0,0,0,1,7,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,11,0,1,2,2,0,0,14,1,5,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,75,0,0,1,9,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,60,0,0,10,0,0,3,0,1,0,0,0,6,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
4,13218,福生市,3025,1522,1503,2485,0,0,5,0,0,7,0,0,5,728,0,32,7,17,0,0,0,255,0,3,0,28,0,0,0,406,11,352,0,0,0,1,105,0,1,522,0,0,35,0,0,0,0,0,1,0,1,0,0,5,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,117,1,0,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,108,0,0,318,3,8,55,0,5,0,0,0,245,0,0,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
4,13219,狛江市,1088,520,568,917,4,0,7,0,0,0,0,0,2,431,0,11,9,4,1,0,0,204,0,1,0,7,1,0,0,61,1,99,0,0,0,5,43,0,1,24,0,1,81,0,2,1,1,0,0,1,1,0,1,14,5,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,7,0,5,2,1,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,70,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13220,東大和市,1087,398,689,1014,0,0,1,0,0,2,0,1,4,407,0,3,10,2,0,0,0,294,0,0,0,4,0,0,0,6,0,248,0,0,1,0,19,0,0,12,0,0,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,15,0,0,12,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13221,清瀬市,1112,483,629,1011,0,0,3,0,0,6,0,3,55,432,0,7,12,12,0,0,0,170,0,0,0,4,1,0,0,40,10,179,0,1,0,0,23,0,0,53,0,0,25,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35,0,0,13,2,0,7,0,1,0,0,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13222,東久留米市,1804,759,1045,1420,4,0,11,0,0,13,0,0,14,617,0,40,19,6,0,0,0,311,0,0,0,7,4,0,0,19,7,245,0,0,1,14,45,0,2,41,0,0,72,0,1,1,2,0,0,0,1,2,0,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,7,0,1,5,0,2,1,1,0,0,24,3,1,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,241,0,0,0,26,0,0,6,0,0,1,0,0,0,2,2,0,0,0,0,1,203,0,0,24,4,0,13,0,1,0,0,1,5,0,0,0,19,18,0,0,0,0,0,0,0,0,1,0,0,0,0,3
